"time","B1.f2.Pt","B1.f2.m","B2.f2.Pt","B2.f2.m","C1.V_bubble","C2.V_bubble","D1.f_out.m","D2.f_out.m","D3.f_out.m","D4.f_out.m"
56.000000,2.732187,2817.019874,1.400555,-69.132802,0.000000,10.257247,2817.019874,-69.132802,-916.819769,-705.389066
57.000000,2.732168,2817.034882,1.400555,-69.132802,0.000000,10.326422,2817.034882,-69.132802,-916.305557,-704.682476
58.000000,2.732151,2817.048322,1.400555,-69.132802,0.000000,10.395596,2817.048322,-69.132802,-915.846034,-704.048057
59.000000,2.732136,2817.060392,1.400555,-69.132802,0.000000,10.464770,2817.060393,-69.132802,-915.434632,-703.477585
60.000000,2.732123,2817.071240,1.400555,-69.132802,0.000000,10.533945,2817.071240,-69.132802,-915.065640,-702.963812
61.000000,2.732111,2817.080987,1.400555,-69.132802,0.000000,10.603119,2817.080987,-69.132802,-914.734137,-702.500445
62.000000,2.732100,2817.089785,1.400555,-69.132802,0.000000,10.672293,2817.089785,-69.132802,-914.435721,-702.081872
63.000000,2.732090,2817.097758,1.400555,-69.132802,0.000000,10.741467,2817.097759,-69.132802,-914.166638,-701.703225
64.000000,2.732081,2817.104960,1.400555,-69.132802,0.000000,10.810642,2817.104960,-69.132802,-913.923666,-701.360228
65.000000,2.732073,2817.111450,1.400555,-69.132802,0.000000,10.879816,2817.111450,-69.132802,-913.703932,-701.049101
66.000000,2.732066,2817.117382,1.576861,1067.197397,0.000000,10.598755,2817.117389,1068.148174,-913.504808,-700.766469
67.000000,2.732059,2817.122766,1.802745,2473.916118,0.000000,8.736947,2817.122767,2473.885094,-913.324203,-700.509420
68.000000,2.732053,2817.127656,2.298634,3167.087119,0.000000,5.732986,2817.127656,3165.989151,-913.160124,-700.275334
69.000000,2.732047,2817.132114,3.439413,2262.158740,0.000000,2.924296,2817.132114,2264.616084,-913.010850,-700.061887
70.000000,2.732042,2817.136183,4.931337,321.992823,0.000000,1.829540,2817.136183,324.244173,-912.874854,-699.867009
71.000000,2.732037,2817.139901,5.216810,73.793866,0.000000,1.669074,2817.139901,73.989725,-912.750808,-699.688893
72.000000,2.732033,2817.143301,5.226956,56.456869,0.000000,1.609116,2817.143301,55.240773,-912.637524,-699.525915
73.000000,2.732029,2817.146384,5.228253,56.420732,0.000000,1.552570,2817.146416,55.194965,-912.533925,-699.376661
74.000000,2.732026,2817.149264,5.228990,56.589145,0.000000,1.495965,2817.149265,55.529093,-912.439122,-699.239726
75.000000,2.732023,2817.151885,5.228985,56.555261,0.000000,1.439360,2817.151886,58.038539,-912.352235,-699.114067
76.000000,2.732020,2817.154240,5.230199,56.613139,0.000000,1.382756,2817.154306,57.438060,-912.272511,-698.998615
77.000000,2.732017,2817.156498,5.228846,56.570552,0.000000,1.326150,2817.156498,56.570524,-912.199574,-698.892779
78.000000,2.732014,2817.158496,5.228846,56.570548,0.000000,1.269545,2817.158496,56.570548,-912.133557,-698.796850
79.000000,2.732012,2817.160307,5.228846,56.570548,0.000000,1.212941,2817.160307,56.570548,-912.073807,-698.709893
80.000000,2.732010,2817.161983,5.228846,56.570548,0.000000,1.156336,2817.161983,56.570548,-912.018562,-698.629399
81.000000,2.732008,2817.163535,5.228846,56.570548,0.000000,1.099732,2817.163535,56.570548,-911.967444,-698.554834
82.000000,2.732006,2817.165009,5.228846,56.570548,0.000000,1.043127,2817.165009,56.570548,-911.918962,-698.484064
83.000000,2.732005,2817.166382,5.228846,56.570548,0.000000,0.986523,2817.166382,56.570548,-911.873814,-698.418093
84.000000,2.732003,2817.167659,5.228846,56.570548,0.000000,0.929918,2817.167659,56.570548,-911.831852,-698.356718
85.000000,2.732002,2817.168843,5.228846,56.570548,0.000000,0.873314,2817.168843,56.570548,-911.792997,-698.299826
86.000000,2.778163,2781.309013,5.171408,108.103202,0.000000,0.828114,2781.046742,108.111475,-928.974349,-705.718533
87.000000,3.160626,2466.606166,4.534226,580.924733,0.000000,0.911964,2467.149948,580.955487,-1104.169615,-784.565191
88.000000,3.379464,2163.125560,3.843153,1380.307562,0.000000,1.064690,2171.489522,1379.977228,-1366.759199,-924.153841
89.000000,3.361843,2184.857148,3.516471,1858.401118,0.000000,1.149481,2199.868716,1858.131092,-1528.732558,-1044.545568
90.000000,3.315343,2270.321561,3.423712,2044.164820,0.000000,1.137797,2279.386262,2043.894626,-1600.560554,-1127.173150
91.000000,3.303598,2299.996128,3.363914,2174.021873,0.000000,1.114473,2302.686332,2173.642054,-1625.532070,-1178.251711
92.000000,3.290464,2302.560686,3.299288,2293.352902,0.000000,1.092260,2299.423733,2293.176281,-1631.877545,-1207.921915
93.000000,3.270186,2337.468030,3.271172,2337.732259,0.000000,1.049228,2334.057527,2337.564009,-1616.177721,-1218.141776
94.000000,3.258569,2355.438690,3.256212,2357.165426,0.000000,0.999923,2357.268548,2357.161721,-1597.991790,-1218.625896
95.000000,3.252277,2363.451487,3.248065,2367.371141,0.000000,0.947012,2364.464120,2367.388497,-1582.729674,-1214.708433
96.000000,3.247786,2368.238035,3.244104,2372.439313,0.000000,0.892053,2368.224190,2372.446144,-1568.685786,-1208.156151
97.000000,3.245477,2370.962818,3.242164,2374.814647,0.000000,0.836235,2370.963460,2374.814991,-1556.909115,-1200.989405
98.000000,3.244385,2372.293522,3.241061,2376.142051,0.000000,0.780048,2372.293742,2376.142268,-1548.411297,-1194.667357
99.000000,3.243745,2373.067230,3.240417,2376.912138,0.000000,0.723670,2373.067348,2376.912253,-1542.012332,-1189.232203
100.000000,3.243316,2373.582830,3.239985,2377.425497,0.000000,0.667208,2373.582894,2377.425561,-1536.932371,-1184.528193
101.000000,3.243044,2373.908604,3.239710,2377.750330,0.000000,0.610688,2373.908639,2377.750366,-1533.077704,-1180.626501
102.000000,3.242858,2374.129373,3.239523,2377.970476,0.000000,0.554136,2374.129394,2377.970496,-1530.123170,-1177.426244
103.000000,3.242726,2374.285918,3.239390,2378.126613,0.000000,0.497565,2374.285930,2378.126625,-1527.835441,-1174.811891
104.000000,3.242631,2374.398486,3.239294,2378.238931,0.000000,0.440982,2374.398494,2378.238940,-1526.069884,-1172.695097
105.000000,3.242558,2374.484417,3.239220,2378.324616,0.000000,0.384393,2374.484423,2378.324622,-1524.673145,-1170.966019
106.000000,3.242502,2374.550000,3.239164,2378.390104,0.000000,0.327798,2374.550004,2378.390107,-1523.576441,-1169.566520
107.000000,3.242459,2374.600644,3.239121,2378.440436,0.000000,0.271200,2374.600649,2378.440443,-1522.709266,-1168.432357
108.000000,3.242424,2374.641435,3.239085,2378.481582,0.000000,0.214598,2374.641433,2378.481575,-1522.013319,-1167.506063
109.000000,3.242390,2374.680832,3.239046,2378.524920,0.000000,0.157987,2374.680817,2378.524896,-1521.445323,-1166.741980
110.000000,3.242451,2374.625996,3.239164,2378.416613,0.000000,0.101476,2374.626219,2378.416976,-1520.999515,-1166.117156
111.000000,3.242350,2374.713099,3.238973,2378.581708,0.000000,0.044938,2374.712683,2378.580974,-1520.615978,-1165.591883
112.000000,3.260848,2358.444973,3.256239,2341.509834,0.000000,0.000000,2338.422946,2311.779074,-1520.954617,-1165.210281
113.000000,3.264238,2355.340583,3.262393,2356.497556,0.000000,0.000000,2359.698543,2344.982213,-1530.570441,-1170.106352
114.000000,3.253822,2359.306628,3.252157,2360.783004,0.000000,0.000000,2369.930217,2356.342627,-1532.285295,-1171.888806
115.000000,3.252549,2361.218058,3.250453,2362.605243,0.000000,0.000000,2364.359458,2354.054051,-1531.594014,-1172.014120
116.000000,3.252919,2362.397395,3.251633,2363.786624,0.000000,0.000000,2365.027779,2358.309979,-1531.244938,-1172.286572
117.000000,3.252710,2362.513011,3.251542,2363.909845,0.000000,0.000000,2362.512278,2363.909357,-1530.873869,-1172.256697
118.000000,3.252551,2362.717165,3.251381,2364.115603,0.000000,0.000000,2362.717197,2364.115636,-1530.379261,-1172.057414
119.000000,3.252468,2362.821202,3.251297,2364.220717,0.000000,0.000000,2362.821222,2364.220737,-1529.989390,-1171.829879
