Time,egs_fmu1.valves_0mv1,egs_fmu1.valves_0mv2,egs_fmu1.valves_0mv3,egs_fmu1.valves_0eds,egs_fmu1.valves_0eds1,egs_fmu1.valves_0eds2,egs_fmu1.valves_0eds3,egs_fmu1.valves_0eds4,egs_fmu1.valves_0eds5,egs_fmu1.egsCarSpeed,egs_fmu1.egsState,egs_fmu1.egsGear,egs_fmu1.egsTargetGear
7.682,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.684,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.686,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.688,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.69,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.692,0,0,0,0,0,0,0,0,0,96.8481,1,3,3
7.692,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.694,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.696,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.698,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.7,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.702,0,0,0,0,0,0,0,0,0,96.9308,1,3,3
7.702,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.704,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.706,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.708,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.71,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.712,0,0,0,0,0,0,0,0,0,97.0134,1,3,3
7.712,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.714,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.716,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.718,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.72,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.722,0,0,0,0,0,0,0,0,0,97.0959,1,3,3
7.722,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.724,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.726,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.728,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.73,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.732,0,0,0,0,0,0,0,0,0,97.1785,1,3,3
7.732,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.734,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.736,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.738,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.74,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.742,0,0,0,0,0,0,0,0,0,97.2609,1,3,3
7.742,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.744,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.746,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.748,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.75,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.752,0,0,0,0,0,0,0,0,0,97.3433,1,3,3
7.752,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.754,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.756,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.758,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.76,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.762,0,0,0,0,0,0,0,0,0,97.4256,1,3,3
7.762,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.764,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.766,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.768,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.77,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.772,0,0,0,0,0,0,0,0,0,97.5079,1,3,3
7.772,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.774,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.776,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.778,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.78,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.782,0,0,0,0,0,0,0,0,0,97.5901,1,3,3
7.782,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.784,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.786,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.788,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.79,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.792,0,0,0,0,0,0,0,0,0,97.6723,1,3,3
7.792,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.794,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.796,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.798,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.8,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.802,0,0,0,0,0,0,0,0,0,97.7544,1,3,3
7.802,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.804,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.806,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.808,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.81,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.812,0,0,0,0,0,0,0,0,0,97.8365,1,3,3
7.812,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.814,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.816,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.818,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.82,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.822,0,0,0,0,0,0,0,0,0,97.9185,1,3,3
7.822,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.824,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.826,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.828,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.83,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.832,0,0,0,0,0,0,0,0,0,98.0005,1,3,3
7.832,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.834,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.836,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.838,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.84,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.842,0,0,0,0,0,0,0,0,0,98.0824,1,3,3
7.842,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.844,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.846,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.848,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.85,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.852,0,0,0,0,0,0,0,0,0,98.1642,1,3,3
7.852,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.854,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.856,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.858,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.86,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.862,0,0,0,0,0,0,0,0,0,98.246,1,3,3
7.862,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.864,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.866,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.868,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.87,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.872,0,0,0,0,0,0,0,0,0,98.3278,1,3,3
7.872,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.874,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.876,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.878,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.88,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.882,0,0,0,0,0,0,0,0,0,98.4095,1,3,3
7.882,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.884,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.886,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.888,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.89,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.892,0,0,0,0,0,0,0,0,0,98.4911,1,3,3
7.892,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.894,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.896,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.898,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.9,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.902,0,0,0,0,0,0,0,0,0,98.5727,1,3,3
7.902,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.904,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.906,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.908,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.91,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.912,0,0,0,0,0,0,0,0,0,98.6542,1,3,3
7.912,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.914,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.916,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.918,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.92,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.922,0,0,0,0,0,0,0,0,0,98.7357,1,3,3
7.922,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.924,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.926,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.928,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.93,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.932,0,0,0,0,0,0,0,0,0,98.8171,1,3,3
7.932,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.934,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.936,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.938,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.94,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.942,0,0,0,0,0,0,0,0,0,98.8985,1,3,3
7.942,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.944,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.946,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.948,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.95,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.952,0,0,0,0,0,0,0,0,0,98.9798,1,3,3
7.952,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.954,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.956,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.958,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.96,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.962,0,0,0,0,0,0,0,0,0,99.0611,1,3,3
7.962,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.964,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.966,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.968,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.97,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.972,0,0,0,0,0,0,0,0,0,99.1423,1,3,3
7.972,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.974,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.976,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.978,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.98,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.982,0,0,0,0,0,0,0,0,0,99.2234,1,3,3
7.982,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.984,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.986,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.988,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.99,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.992,0,0,0,0,0,0,0,0,0,99.3045,1,3,3
7.992,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
7.994,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
7.996,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
7.998,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
8,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
8.002,0,0,0,0,0,0,0,0,0,99.3856,1,3,3
8.002,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.004,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.006,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.008,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.01,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.012,0,0,0,0,0,0,0,0,0,99.4666,1,3,3
8.012,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.014,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.016,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.018,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.02,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.022,0,0,0,0,0,0,0,0,0,99.5475,1,3,3
8.022,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.024,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.026,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.028,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.03,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.032,0,0,0,0,0,0,0,0,0,99.6284,1,3,3
8.032,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.034,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.036,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.038,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.04,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.042,0,0,0,0,0,0,0,0,0,99.7092,1,3,3
8.042,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.044,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.046,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.048,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.05,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.052,0,0,0,0,0,0,0,0,0,99.79,1,3,3
8.052,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.054,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.056,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.058,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.06,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.062,0,0,0,0,0,0,0,0,0,99.8707,1,3,3
8.062,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.064,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.066,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.068,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.07,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.072,0,0,0,0,0,0,0,0,0,99.9514,1,3,3
8.072,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.074,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.076,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.078,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.08,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.082,0,0,0,0,0,0,0,0,0,100.032,1,3,3
8.082,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.084,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.086,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.088,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.09,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.092,0,0,0,0,0,0,0,0,0,100.113,1,3,3
8.092,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.094,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.096,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.098,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.1,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.102,0,0,0,0,0,0,0,0,0,100.193,1,3,3
8.102,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.104,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.106,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.108,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.11,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.112,0,0,0,0,0,0,0,0,0,100.274,1,3,3
8.112,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.114,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.116,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.118,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.12,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.122,0,0,0,0,0,0,0,0,0,100.354,1,3,3
8.122,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.124,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.126,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.128,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.13,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.132,0,0,0,0,0,0,0,0,0,100.434,1,3,3
8.132,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.134,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.136,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.138,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.14,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.142,0,0,0,0,0,0,0,0,0,100.515,1,3,3
8.142,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.144,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.146,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.148,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.15,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.152,0,0,0,0,0,0,0,0,0,100.595,1,3,3
8.152,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.154,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.156,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.158,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.16,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.162,0,0,0,0,0,0,0,0,0,100.675,1,3,3
8.162,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.164,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.166,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.168,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.17,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.172,0,0,0,0,0,0,0,0,0,100.755,1,3,3
8.172,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.174,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.176,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.178,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.18,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.182,0,0,0,0,0,0,0,0,0,100.835,1,3,3
8.182,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.184,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.186,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.188,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.19,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.192,0,0,0,0,0,0,0,0,0,100.915,1,3,3
8.192,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.194,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.196,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.198,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.2,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.202,0,0,0,0,0,0,0,0,0,100.995,1,3,3
8.202,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.204,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.206,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.208,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.21,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.212,0,0,0,0,0,0,0,0,0,101.075,1,3,3
8.212,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.214,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.216,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.218,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.22,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.222,0,0,0,0,0,0,0,0,0,101.155,1,3,3
8.222,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.224,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.226,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.228,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.23,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.232,0,0,0,0,0,0,0,0,0,101.235,1,3,3
8.232,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.234,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.236,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.238,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.24,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.242,0,0,0,0,0,0,0,0,0,101.315,1,3,3
8.242,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.244,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.246,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.248,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.25,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.252,0,0,0,0,0,0,0,0,0,101.395,1,3,3
8.252,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.254,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.256,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.258,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.26,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.262,0,0,0,0,0,0,0,0,0,101.474,1,3,3
8.262,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.264,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.266,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.268,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.27,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.272,0,0,0,0,0,0,0,0,0,101.554,1,3,3
8.272,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.274,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.276,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.278,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.28,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.282,0,0,0,0,0,0,0,0,0,101.633,1,3,3
8.282,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.284,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.286,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.288,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.29,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.292,0,0,0,0,0,0,0,0,0,101.713,1,3,3
8.292,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.294,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.296,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.298,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.3,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.302,0,0,0,0,0,0,0,0,0,101.792,1,3,3
8.302,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.304,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.306,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.308,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.31,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.312,0,0,0,0,0,0,0,0,0,101.872,1,3,3
8.312,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.314,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.316,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.318,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.32,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.322,0,0,0,0,0,0,0,0,0,101.951,1,3,3
8.322,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.324,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.326,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.328,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.33,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.332,0,0,0,0,0,0,0,0,0,102.03,1,3,3
8.332,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.334,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.336,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.338,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.34,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.342,0,0,0,0,0,0,0,0,0,102.11,1,3,3
8.342,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.344,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.346,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.348,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.35,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.352,0,0,0,0,0,0,0,0,0,102.189,1,3,3
8.352,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.354,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.356,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.358,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.36,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.362,0,0,0,0,0,0,0,0,0,102.268,1,3,3
8.362,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.364,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.366,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.368,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.37,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.372,0,0,0,0,0,0,0,0,0,102.347,1,3,3
8.372,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.374,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.376,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.378,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.38,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.382,0,0,0,0,0,0,0,0,0,102.426,1,3,3
8.382,0,0,0,0,0,0,0,0,0,102.505,1,3,3
8.384,0,0,0,0,0,0,0,0,0,102.505,1,3,3
8.386,0,0,0,0,0,0,0,0,0,102.505,1,3,3
8.388,0,0,0,0,0,0,0,0,0,102.505,1,3,3
