"time","uDC"
0.0112,191.778
0.0113,188.443
0.0114,185.108
0.0115,181.773
0.0116,178.438
0.0117,175.103
0.0118,171.767
0.0119,168.432
0.012,165.097
0.0121,161.762
0.0122,158.428
0.0123,155.093
0.0124,151.758
0.0125,148.423
0.0126,145.225
0.0127,141.877
0.0128,138.543
0.0129,135.208
0.013,131.873
0.0131,128.539
0.0132,125.204
0.0133,121.869
0.0134,118.535
0.0135,115.2
0.0136,111.866
0.0137,108.531
0.0138,105.197
0.0139,101.566
0.014,97.3779
0.0141,94.0436
0.0142,90.7094
0.0143,87.3751
0.0144,84.041
0.0145,80.7068
0.0146,77.3727
0.0147,74.0386
0.0148,70.7045
0.0149,67.3705
0.015,64.0365
0.0151,60.7026
0.0152,57.3686
0.0153,54.0347
0.0154,50.7009
0.0155,47.3671
0.0156,44.0333
0.0157,40.6995
0.0158,37.3658
0.0159,34.0321
0.016,30.6984
0.0161,27.3648
0.0162,24.0312
0.0163,20.6977
0.0164,17.3641
0.0165,14.0307
0.0166,11.8703
0.0167,8.07014
0.0168,5.18276
0.0169,1.84939
0.017,-1.48395
0.0171,-4.81725
0.0172,-8.15052
0.0173,-11.4838
0.0174,-14.817
0.0175,-18.1501
0.0176,-21.4833
0.0177,-24.8164
0.0178,-28.1494
0.0179,-31.4825
0.018,-34.8155
0.0181,-38.1484
0.0182,-41.4814
0.0183,-44.8143
0.0184,-48.1471
0.0185,-51.48
0.0186,-54.8128
0.0187,-58.1455
0.0188,-61.4783
0.0189,-64.811
0.019,-68.1436
0.0191,-71.4763
0.0192,-74.8089
0.0193,-78.1415
0.0194,-81.474
0.0195,-84.8065
0.0196,-88.2261
0.0197,-92.025
0.0198,-95.3574
0.0199,-98.6898
0.02,-102.022
0.0201,-105.354
0.0202,-108.687
0.0203,-112.019
0.0204,-115.351
0.0205,-118.683
0.0206,-122.165
0.0207,-125.497
0.0208,-128.829
0.0209,-132.161
0.021,-135.493
0.0211,-138.825
0.0212,-142.157
0.0213,-145.489
0.0214,-148.821
0.0215,-152.153
0.0216,-155.485
0.0217,-158.816
0.0218,-162.148
0.0219,-165.48
0.022,-168.811
0.0221,-172.143
0.0222,-175.475
0.0223,-178.806
0.0224,-182.138
0.0225,-184.764
0.0226,-188.949
0.0227,-192.28
0.0228,-195.612
0.0229,-198.943
0.023,-202.274
0.0231,-205.606
0.0232,-208.937
0.0233,-212.268
0.0234,-215.599
0.0235,-218.93
0.0236,-222.262
0.0237,-225.593
0.0238,-228.924
0.0239,-232.255
0.024,-235.586
0.0241,-238.917
0.0242,-242.248
0.0243,-245.578
0.0244,-248.909
0.0245,-252.24
0.0246,-255.033
0.0247,-258.404
0.0248,-261.734
0.0249,-265.065
0.025,-268.396
0.0251,-271.726
0.0252,-275.057
0.0253,-278.12
0.0254,-281.917
0.0255,-285.247
0.0256,-288.578
0.0257,-291.908
0.0258,-295.238
0.0259,-298.569
0.026,-301.899
0.0261,-305.229
0.0262,-308.56
0.0263,-311.89
0.0264,-315.22
0.0265,-318.55
0.0266,-321.88
0.0267,-325.21
0.0268,-328.541
0.0269,-331.871
0.027,-335.201
0.0271,-338.531
0.0272,-341.86
0.0273,-345.19
0.0274,-348.52
0.0275,-351.85
0.0276,-355.18
0.0277,-358.51
0.0278,-361.839
0.0279,-365.169
0.028,-368.499
0.0281,-371.264
0.0282,-374.607
0.0283,-377.936
0.0284,-381.266
0.0285,-384.595
0.0286,-387.925
0.0287,-391.524
0.0288,-395.705
0.0289,-399.035
0.029,-402.364
0.0291,-405.693
0.0292,-409.023
0.0293,-412.352
0.0294,-415.681
0.0295,-419.01
0.0296,-422.339
0.0297,-425.668
0.0298,-428.997
0.0299,-432.326
0.03,-435.655
0.0301,-438.984
0.0302,-442.313
0.0303,-445.642
0.0304,-448.971
0.0305,-452.3
0.0306,-455.629
0.0307,-458.957
0.0308,-462.286
0.0309,-464.631
0.031,-468.811
0.0311,-472.14
0.0312,-475.469
0.0313,-478.797
0.0314,-482.126
0.0315,-485.454
0.0316,-488.783
0.0317,-492.111
0.0318,-495.44
0.0319,-498.768
0.032,-502.096
0.0321,-505.425
0.0322,-508.753
0.0323,-512.081
0.0324,-515.409
0.0325,-518.737
0.0326,-522.065
0.0327,-525.394
0.0328,-528.722
0.0329,-532.05
0.033,-535.378
0.0331,-538.471
0.0332,-541.799
0.0333,-545.127
0.0334,-548.455
0.0335,-551.782
0.0336,-554.558
0.0337,-557.886
0.0338,-561.214
0.0339,-564.542
0.034,-567.869
0.0341,-571.197
0.0342,-574.525
0.0343,-577.852
0.0344,-581.18
0.0345,-584.507
0.0346,-587.835
0.0347,-591.162
0.0348,-594.49
0.0349,-597.817
0.035,-601.144
0.0351,-604.472
0.0352,-607.799
0.0353,-611.126
0.0354,-614.453
0.0355,-617.78
0.0356,-621.108
0.0357,-624.435
0.0358,-627.762
0.0359,-631.089
0.036,-635.227
0.0361,-638.554
0.0362,-641.881
0.0363,-645.208
0.0364,-648.535
0.0365,-651.861
0.0366,-655.188
0.0367,-658.515
0.0368,-661.842
0.0369,-665.168
0.037,-668.495
0.0371,-671.822
0.0372,-675.148
0.0373,-678.475
0.0374,-681.801
0.0375,-685.128
0.0376,-688.454
0.0377,-691.781
0.0378,-695.107
0.0379,-698.434
0.038,-701.76
0.0381,-705.086
0.0382,-708.412
0.0383,-711.739
0.0384,-715.065
0.0385,-718.391
0.0386,-721.717
0.0387,-725.043
0.0388,-728.369
0.0389,-731.695
0.039,-735.021
0.0391,-738.347
0.0392,-741.673
0.0393,-744.999
0.0394,-748.325
0.0395,-751.651
0.0396,-754.977
0.0397,-758.302
0.0398,-761.628
0.0399,-764.954
0.04,-768.28
0.0401,-771.605
0.0402,-774.931
0.0403,-778.256
0.0404,-781.582
0.0405,-784.907
0.0406,-788.233
0.0407,-791.558
0.0408,-794.884
0.0409,-798.209
0.041,-801.534
0.0411,-804.86
0.0412,-808.185
0.0413,-811.51
0.0414,-814.835
0.0415,-818.161
0.0416,-821.486
0.0417,-824.811
0.0418,-828.136
0.0419,-831.461
0.042,-834.786
0.0421,-838.111
0.0422,-841.436
0.0423,-844.761
0.0424,-848.086
0.0425,-851.41
0.0426,-854.735
0.0427,-858.06
0.0428,-861.385
0.0429,-864.709
0.043,-868.034
0.0431,-871.359
0.0432,-874.683
0.0433,-878.008
0.0434,-881.332
0.0435,-884.657
0.0436,-887.981
0.0437,-891.306
0.0438,-894.63
0.0439,-897.955
0.044,-901.279
0.0441,-904.603
0.0442,-907.928
0.0443,-911.252
0.0444,-914.576
0.0445,-917.9
0.0446,-921.224
0.0447,-924.548
0.0448,-927.872
0.0449,-931.197
0.045,-934.521
0.0451,-937.845
0.0452,-941.168
0.0453,-944.492
0.0454,-947.816
0.0455,-951.14
0.0456,-954.464
0.0457,-957.788
0.0458,-961.111
0.0459,-964.435
0.046,-967.759
0.0461,-971.082
0.0462,-974.406
0.0463,-977.73
0.0464,-981.053
0.0465,-984.377
0.0466,-987.7
0.0467,-991.024
0.0468,-994.347
0.0469,-997.67
0.047,-1000.99
0.0471,-1004.32
0.0472,-1007.64
0.0473,-1010.96
0.0474,-1014.29
0.0475,-1017.61
0.0476,-1020.93
0.0477,-1024.26
0.0478,-1027.58
0.0479,-1030.9
0.048,-1034.23
0.0481,-1037.55
0.0482,-1040.87
0.0483,-1044.19
0.0484,-1047.52
0.0485,-1050.84
0.0486,-1054.16
0.0487,-1057.49
0.0488,-1060.81
0.0489,-1064.13
0.049,-1067.45
0.0491,-1070.78
0.0492,-1074.1
0.0493,-1077.42
0.0494,-1080.74
0.0495,-1084.07
0.0496,-1087.39
0.0497,-1090.71
0.0498,-1094.03
0.0499,-1097.36
0.05,-1100.68
0.0501,-1104
0.0502,-1107.32
0.0503,-1110.65
0.0504,-1113.97
0.0505,-1117.29
0.0506,-1120.61
0.0507,-1123.93
0.0508,-1127.26
0.0509,-1130.58
0.051,-1133.9
0.0511,-1137.22
0.0512,-1140.54
0.0513,-1143.87
0.0514,-1147.19
0.0515,-1150.51
0.0516,-1153.83
0.0517,-1157.15
0.0518,-1160.47
0.0519,-1163.8
0.052,-1167.12
0.0521,-1170.44
0.0522,-1173.76
0.0523,-1177.08
0.0524,-1180.4
0.0525,-1183.73
0.0526,-1187.05
0.0527,-1190.37
0.0528,-1193.69
0.0529,-1197.01
0.053,-1200.33
0.0531,-1203.65
0.0532,-1206.98
0.0533,-1210.3
0.0534,-1213.62
0.0535,-1216.94
0.0536,-1220.26
0.0537,-1223.58
0.0538,-1226.9
0.0539,-1230.22
0.054,-1233.54
0.0541,-1236.87
0.0542,-1240.19
0.0543,-1243.51
0.0544,-1246.83
0.0545,-1250.15
0.0546,-1253.47
0.0547,-1256.79
0.0548,-1260.11
0.0549,-1263.43
0.055,-1266.75
0.0551,-1270.07
0.0552,-1273.39
0.0553,-1276.72
0.0554,-1280.04
0.0555,-1283.36
0.0556,-1286.68
0.0557,-1290
0.0558,-1293.32
0.0559,-1296.64
0.056,-1299.96
0.0561,-1303.28
0.0562,-1306.6
0.0563,-1309.92
0.0564,-1313.24
0.0565,-1316.56
0.0566,-1319.88
0.0567,-1323.2
0.0568,-1326.52
0.0569,-1329.84
0.057,-1333.16
0.0571,-1336.48
0.0572,-1339.8
0.0573,-1343.12
0.0574,-1346.44
0.0575,-1349.76
0.0576,-1353.08
0.0577,-1356.4
0.0578,-1359.72
0.0579,-1363.04
0.058,-1366.36
0.0581,-1369.68
0.0582,-1373
0.0583,-1376.32
0.0584,-1379.64
0.0585,-1382.96
0.0586,-1386.28
0.0587,-1389.6
0.0588,-1392.91
0.0589,-1396.23
0.059,-1399.55
0.0591,-1402.87
0.0592,-1406.19
0.0593,-1409.51
0.0594,-1412.83
0.0595,-1416.15
0.0596,-1419.47
0.0597,-1422.79
0.0598,-1426.11
0.0599,-1429.43
0.06,-1432.74
0.0601,-1436.06
0.0602,-1439.38
0.0603,-1442.7
0.0604,-1446.02
0.0605,-1449.34
0.0606,-1452.66
0.0607,-1455.98
0.0608,-1459.3
0.0609,-1462.61
0.061,-1465.93
0.0611,-1469.25
0.0612,-1472.57
0.0613,-1475.89
0.0614,-1479.21
0.0615,-1482.53
0.0616,-1485.84
0.0617,-1489.16
0.0618,-1492.48
0.0619,-1495.8
0.062,-1499.12
0.0621,-1502.44
0.0622,-1505.76
0.0623,-1509.07
0.0624,-1512.39
0.0625,-1515.71
0.0626,-1519.03
0.0627,-1522.35
0.0628,-1525.66
0.0629,-1528.98
0.063,-1532.3
0.0631,-1535.62
0.0632,-1538.94
0.0633,-1542.25
0.0634,-1545.57
0.0635,-1548.89
0.0636,-1552.21
0.0637,-1555.53
0.0638,-1558.84
0.0639,-1562.16
0.064,-1565.48
0.0641,-1568.8
0.0642,-1572.11
0.0643,-1575.43
0.0644,-1578.75
0.0645,-1582.07
0.0646,-1585.38
0.0647,-1588.7
0.0648,-1592.02
0.0649,-1595.34
0.065,-1598.65
0.0651,-1601.97
0.0652,-1605.29
0.0653,-1608.61
0.0654,-1611.92
0.0655,-1615.24
0.0656,-1618.56
0.0657,-1621.87
0.0658,-1625.19
0.0659,-1628.51
0.066,-1631.83
0.0661,-1635.14
0.0662,-1638.46
0.0663,-1641.78
0.0664,-1645.09
0.0665,-1648.41
0.0666,-1651.73
0.0667,-1655.04
0.0668,-1658.36
0.0669,-1661.68
0.067,-1664.99
0.0671,-1668.31
0.0672,-1671.63
0.0673,-1674.94
0.0674,-1678.26
0.0675,-1681.58
0.0676,-1684.89
0.0677,-1688.21
0.0678,-1691.53
0.0679,-1694.84
0.068,-1698.16
0.0681,-1701.48
0.0682,-1704.79
0.0683,-1708.11
0.0684,-1711.42
0.0685,-1714.74
0.0686,-1718.06
0.0687,-1721.37
0.0688,-1724.69
0.0689,-1728.01
0.069,-1731.32
0.0691,-1734.64
0.0692,-1737.95
0.0693,-1741.27
0.0694,-1744.58
0.0695,-1747.9
0.0696,-1751.22
0.0697,-1754.53
0.0698,-1757.85
0.0699,-1761.16
0.07,-1764.48
0.0701,-1767.8
0.0702,-1771.11
0.0703,-1774.43
0.0704,-1777.74
0.0705,-1781.06
0.0706,-1784.37
0.0707,-1787.69
0.0708,-1791
0.0709,-1794.32
0.071,-1797.63
0.0711,-1800.95
0.0712,-1804.27
0.0713,-1807.58
0.0714,-1810.9
0.0715,-1814.21
0.0716,-1817.53
0.0717,-1820.84
0.0718,-1824.16
0.0719,-1827.47
0.072,-1830.79
0.0721,-1834.1
0.0722,-1837.42
0.0723,-1840.73
0.0724,-1844.05
0.0725,-1847.36
0.0726,-1850.68
0.0727,-1853.99
0.0728,-1857.31
0.0729,-1860.62
0.073,-1863.94
0.0731,-1867.25
0.0732,-1870.56
0.0733,-1873.88
0.0734,-1877.19
0.0735,-1880.51
0.0736,-1883.82
0.0737,-1887.14
0.0738,-1890.45
0.0739,-1893.77
0.074,-1897.08
0.0741,-1900.4
0.0742,-1903.71
0.0743,-1907.02
0.0744,-1910.34
0.0745,-1913.65
0.0746,-1916.97
0.0747,-1920.28
0.0748,-1923.59
0.0749,-1926.91
0.075,-1930.22
0.0751,-1933.54
0.0752,-1936.85
0.0753,-1940.16
0.0754,-1943.48
0.0755,-1946.79
0.0756,-1950.11
0.0757,-1953.42
0.0758,-1956.73
0.0759,-1960.05
0.076,-1963.36
0.0761,-1966.68
0.0762,-1969.99
0.0763,-1973.3
0.0764,-1976.62
0.0765,-1979.93
0.0766,-1983.24
0.0767,-1986.56
0.0768,-1989.87
0.0769,-1993.18
0.077,-1996.5
0.0771,-1999.81
0.0772,-2003.12
0.0773,-2006.44
0.0774,-2009.75
0.0775,-2013.06
0.0776,-2016.38
0.0777,-2019.69
0.0778,-2023
0.0779,-2026.32
0.078,-2029.63
0.0781,-2032.94
0.0782,-2036.25
0.0783,-2039.57
0.0784,-2042.88
0.0785,-2046.19
0.0786,-2049.51
0.0787,-2052.82
0.0788,-2056.13
0.0789,-2059.44
0.079,-2062.76
0.0791,-2066.07
0.0792,-2069.38
0.0793,-2072.7
0.0794,-2076.01
0.0795,-2079.32
0.0796,-2082.63
0.0797,-2085.95
0.0798,-2089.26
0.0799,-2092.57
0.08,-2095.88
0.0801,-2099.2
0.0802,-2102.51
0.0803,-2105.82
0.0804,-2109.13
0.0805,-2112.44
0.0806,-2115.76
0.0807,-2119.07
0.0808,-2122.38
0.0809,-2125.69
0.081,-2129
0.0811,-2132.32
0.0812,-2135.63
0.0813,-2138.94
0.0814,-2142.25
0.0815,-2145.56
0.0816,-2148.88
0.0817,-2152.19
0.0818,-2155.5
0.0819,-2158.81
0.082,-2162.12
0.0821,-2165.44
0.0822,-2168.75
0.0823,-2172.06
0.0824,-2175.37
0.0825,-2178.68
0.0826,-2181.99
0.0827,-2185.3
0.0828,-2188.62
0.0829,-2191.93
0.083,-2195.24
0.0831,-2198.55
0.0832,-2201.86
0.0833,-2205.17
0.0834,-2208.48
0.0835,-2211.8
0.0836,-2215.11
0.0837,-2218.42
0.0838,-2221.73
0.0839,-2225.04
0.084,-2228.35
0.0841,-2231.66
0.0842,-2234.97
0.0843,-2238.28
0.0844,-2241.6
0.0845,-2244.91
0.0846,-2248.22
0.0847,-2251.53
0.0848,-2254.84
0.0849,-2258.15
0.085,-2261.46
0.0851,-2264.77
0.0852,-2268.08
0.0853,-2271.39
0.0854,-2274.7
0.0855,-2278.01
0.0856,-2281.32
0.0857,-2284.63
0.0858,-2287.94
0.0859,-2291.26
0.086,-2294.57
0.0861,-2297.88
0.0862,-2301.19
0.0863,-2304.5
0.0864,-2307.81
0.0865,-2311.12
0.0866,-2314.43
0.0867,-2317.74
0.0868,-2321.05
0.0869,-2324.36
0.087,-2327.67
0.0871,-2330.98
0.0872,-2334.29
0.0873,-2337.6
0.0874,-2340.91
0.0875,-2344.22
0.0876,-2347.53
0.0877,-2350.84
0.0878,-2354.15
0.0879,-2357.46
0.088,-2360.77
0.0881,-2364.08
0.0882,-2367.39
0.0883,-2370.7
0.0884,-2374.01
0.0885,-2377.31
0.0886,-2380.62
0.0887,-2383.93
0.0888,-2387.24
0.0889,-2390.55
0.089,-2393.86
0.0891,-2397.17
0.0892,-2400.48
0.0893,-2403.79
0.0894,-2407.1
0.0895,-2410.41
0.0896,-2413.72
0.0897,-2417.03
0.0898,-2420.34
0.0899,-2423.65
0.09,-2426.95
0.0901,-2430.26
0.0902,-2433.57
0.0903,-2436.88
0.0904,-2440.19
0.0905,-2443.5
0.0906,-2446.81
0.0907,-2450.12
0.0908,-2453.43
0.0909,-2456.73
0.091,-2460.04
0.0911,-2463.35
0.0912,-2466.66
0.0913,-2469.97
0.0914,-2473.28
0.0915,-2476.59
0.0916,-2479.9
0.0917,-2483.2
0.0918,-2486.51
0.0919,-2489.82
0.092,-2493.13
0.0921,-2496.44
0.0922,-2499.75
0.0923,-2503.05
0.0924,-2506.36
0.0925,-2509.67
0.0926,-2512.98
0.0927,-2516.29
0.0928,-2519.6
0.0929,-2522.9
0.093,-2526.21
0.0931,-2529.52
0.0932,-2532.83
0.0933,-2536.14
0.0934,-2539.44
0.0935,-2542.75
0.0936,-2546.06
0.0937,-2549.37
0.0938,-2552.68
0.0939,-2555.98
0.094,-2559.29
0.0941,-2562.6
0.0942,-2565.91
0.0943,-2569.21
0.0944,-2572.52
0.0945,-2575.83
0.0946,-2579.14
0.0947,-2582.44
0.0948,-2585.75
0.0949,-2589.06
0.095,-2592.37
0.0951,-2595.67
0.0952,-2598.98
0.0953,-2602.29
0.0954,-2605.6
0.0955,-2608.9
0.0956,-2612.21
0.0957,-2615.52
0.0958,-2618.82
0.0959,-2622.13
0.096,-2625.44
0.0961,-2628.75
0.0962,-2632.05
0.0963,-2635.36
0.0964,-2638.67
0.0965,-2641.97
0.0966,-2645.28
0.0967,-2648.59
0.0968,-2651.89
0.0969,-2655.2
0.097,-2658.51
0.0971,-2661.81
0.0972,-2665.12
0.0973,-2668.43
0.0974,-2671.73
0.0975,-2675.04
0.0976,-2678.35
0.0977,-2681.65
0.0978,-2684.96
0.0979,-2688.27
0.098,-2691.57
0.0981,-2694.88
0.0982,-2698.19
0.0983,-2701.49
0.0984,-2704.8
0.0985,-2708.11
0.0986,-2711.41
0.0987,-2714.72
0.0988,-2718.02
0.0989,-2721.33
0.099,-2724.64
0.0991,-2727.94
0.0992,-2731.25
0.0993,-2734.55
0.0994,-2737.86
0.0995,-2741.17
0.0996,-2744.47
0.0997,-2747.78
0.0998,-2751.08
0.0999,-2754.39
0.1,-2756.67
