Time,TAmb,TDif,ground_p_v,ground_p_i,constantVoltage_V,constantVoltage_v,constantVoltage_i,constantVoltage_p_v,constantVoltage_p_i,constantVoltage_n_v,constantVoltage_n_i,heatCapacitor_C,heatCapacitor_T,der_heatCapacitor_T_,heatCapacitor_der_0T,heatCapacitor_port_T,heatCapacitor_port_Q_0flow,heatingResistor_R_0ref,heatingResistor_T_0ref,heatingResistor_alpha,heatingResistor_v,heatingResistor_i,heatingResistor_p_v,heatingResistor_p_i,heatingResistor_n_v,heatingResistor_n_i,heatingResistor_useHeatPort,heatingResistor_T,heatingResistor_heatPort_T,heatingResistor_heatPort_Q_0flow,heatingResistor_LossPower,heatingResistor_T_0heatPort,heatingResistor_R,fixedTemperature_T,fixedTemperature_port_T,fixedTemperature_port_Q_0flow,temperatureSensor_T,temperatureSensor_port_T,temperatureSensor_port_Q_0flow,thermalConductor_Q_0flow,thermalConductor_dT,thermalConductor_port_0a_T,thermalConductor_port_0a_Q_0flow,thermalConductor_port_0b_T,thermalConductor_port_0b_Q_0flow,thermalConductor_G,idealSwitch_v,idealSwitch_i,idealSwitch_p_v,idealSwitch_p_i,idealSwitch_n_v,idealSwitch_n_i,idealSwitch_Ron,idealSwitch_Goff,idealSwitch_useHeatPort,idealSwitch_T,idealSwitch_LossPower,idealSwitch_T_0heatPort,idealSwitch_control,idealSwitch_s,idealSwitch_unitVoltage,idealSwitch_unitCurrent,ramp_height,ramp_duration,ramp_offset,ramp_startTime,ramp_y,onOffController_reference,onOffController_u,onOffController_y,onOffController_bandwidth,onOffController_pre_0y_0start,logicalNot_u,logicalNot_y,TRes,heatCapacitor_0T,switch_0Controll,fmi_loggingOn,fmi_pullInputsForInitialization,fmi_NumberOfContinuousStates,fmi_NumberOfEventIndicators
7.32,293.15,2,0,0,10,10,-0.902013,10,-0.902013,0,0.902013,1,320.851,6.25005,6.25005,320.851,6.25005,10,293.15,0.00392157,9.99999,0.902013,9.99999,0.902013,0,-0.902013,1,293.15,320.851,-9.02012,9.02012,320.851,11.0863,293.15,293.15,2.77007,47.7007,320.851,0,2.77007,27.7007,320.851,2.77007,293.15,-2.77007,0.1,9.02013e-006,0.902013,10,0.902013,9.99999,-0.902013,1e-005,1e-005,0,293.15,8.13628e-006,293.15,0,0.902013,1,1,25,6,25,2,47.1667,47.1667,47.7007,1,2,0,1,0,320.851,47.7007,0,0,1,1,6
7.34,293.15,2,0,0,10,10,-0.901614,10,-0.901614,0,0.901614,1,320.976,6.23356,6.23356,320.976,6.23356,10,293.15,0.00392157,9.99999,0.901614,9.99999,0.901614,0,-0.901614,1,293.15,320.976,-9.01614,9.01614,320.976,11.0912,293.15,293.15,2.78257,47.8257,320.976,0,2.78257,27.8257,320.976,2.78257,293.15,-2.78257,0.1,9.01614e-006,0.901614,10,0.901614,9.99999,-0.901614,1e-005,1e-005,0,293.15,8.12909e-006,293.15,0,0.901614,1,1,25,6,25,2,47.25,47.25,47.8257,1,2,0,1,0,320.976,47.8257,0,0,1,1,6
7.36,293.15,2,0,0,10,10,-0.901217,10,-0.901217,0,0.901217,1,321.1,6.21712,6.21712,321.1,6.21712,10,293.15,0.00392157,9.99999,0.901217,9.99999,0.901217,0,-0.901217,1,293.15,321.1,-9.01216,9.01216,321.1,11.0961,293.15,293.15,2.79504,47.9504,321.1,0,2.79504,27.9504,321.1,2.79504,293.15,-2.79504,0.1,9.01217e-006,0.901217,10,0.901217,9.99999,-0.901217,1e-005,1e-005,0,293.15,8.12192e-006,293.15,0,0.901217,1,1,25,6,25,2,47.3333,47.3333,47.9504,1,2,0,1,0,321.1,47.9504,0,0,1,1,6
7.38,293.15,2,0,0,10,10,-0.900821,10,-0.900821,0,0.900821,1,321.225,6.20072,6.20072,321.225,6.20072,10,293.15,0.00392157,9.99999,0.900821,9.99999,0.900821,0,-0.900821,1,293.15,321.225,-9.0082,9.0082,321.225,11.101,293.15,293.15,2.80748,48.0748,321.225,0,2.80748,28.0748,321.225,2.80748,293.15,-2.80748,0.1,9.00821e-006,0.900821,10,0.900821,9.99999,-0.900821,1e-005,1e-005,0,293.15,8.11479e-006,293.15,0,0.900821,1,1,25,6,25,2,47.4167,47.4167,48.0748,1,2,0,1,0,321.225,48.0748,0,0,1,1,6
7.4,293.15,2,0,0,10,10,-0.900426,10,-0.900426,0,0.900426,1,321.349,6.18436,6.18436,321.349,6.18436,10,293.15,0.00392157,9.99999,0.900426,9.99999,0.900426,0,-0.900426,1,293.15,321.349,-9.00426,9.00426,321.349,11.1058,293.15,293.15,2.81989,48.1989,321.349,0,2.81989,28.1989,321.349,2.81989,293.15,-2.81989,0.1,9.00426e-006,0.900426,10,0.900426,9.99999,-0.900426,1e-005,1e-005,0,293.15,8.10768e-006,293.15,0,0.900426,1,1,25,6,25,2,47.5,47.5,48.1989,1,2,0,1,0,321.349,48.1989,0,0,1,1,6
7.42,293.15,2,0,0,10,10,-0.900033,10,-0.900033,0,0.900033,1,321.473,6.16806,6.16806,321.473,6.16806,10,293.15,0.00392157,9.99999,0.900033,9.99999,0.900033,0,-0.900033,1,293.15,321.473,-9.00032,9.00032,321.473,11.1107,293.15,293.15,2.83227,48.3227,321.473,0,2.83227,28.3227,321.473,2.83227,293.15,-2.83227,0.1,9.00033e-006,0.900033,10,0.900033,9.99999,-0.900033,1e-005,1e-005,0,293.15,8.1006e-006,293.15,0,0.900033,1,1,25,6,25,2,47.5833,47.5833,48.3227,1,2,0,1,0,321.473,48.3227,0,0,1,1,6
7.44,293.15,2,0,0,10,10,-0.899641,10,-0.899641,0,0.899641,1,321.596,6.15179,6.15179,321.596,6.15179,10,293.15,0.00392157,9.99999,0.899641,9.99999,0.899641,0,-0.899641,1,293.15,321.596,-8.9964,8.9964,321.596,11.1155,293.15,293.15,2.84461,48.4461,321.596,0,2.84461,28.4461,321.596,2.84461,293.15,-2.84461,0.1,8.99641e-006,0.899641,10,0.899641,9.99999,-0.899641,1e-005,1e-005,0,293.15,8.09354e-006,293.15,0,0.899641,1,1,25,6,25,2,47.6667,47.6667,48.4461,1,2,0,1,0,321.596,48.4461,0,0,1,1,6
7.46,293.15,2,0,0,10,10,-0.899251,10,-0.899251,0,0.899251,1,321.719,6.13558,6.13558,321.719,6.13558,10,293.15,0.00392157,9.99999,0.899251,9.99999,0.899251,0,-0.899251,1,293.15,321.719,-8.9925,8.9925,321.719,11.1204,293.15,293.15,2.85692,48.5692,321.719,0,2.85692,28.5692,321.719,2.85692,293.15,-2.85692,0.1,8.99251e-006,0.899251,10,0.899251,9.99999,-0.899251,1e-005,1e-005,0,293.15,8.08652e-006,293.15,0,0.899251,1,1,25,6,25,2,47.75,47.75,48.5692,1,2,0,1,0,321.719,48.5692,0,0,1,1,6
7.48,293.15,2,0,0,10,10,-0.898861,10,-0.898861,0,0.898861,1,321.842,6.11941,6.11941,321.842,6.11941,10,293.15,0.00392157,9.99999,0.898861,9.99999,0.898861,0,-0.898861,1,293.15,321.842,-8.98861,8.98861,321.842,11.1252,293.15,293.15,2.8692,48.692,321.842,0,2.8692,28.692,321.842,2.8692,293.15,-2.8692,0.1,8.98861e-006,0.898861,10,0.898861,9.99999,-0.898861,1e-005,1e-005,0,293.15,8.07952e-006,293.15,0,0.898861,1,1,25,6,25,2,47.8333,47.8333,48.692,1,2,0,1,0,321.842,48.692,0,0,1,1,6
7.5,293.15,2,0,0,10,10,-0.898474,10,-0.898474,0,0.898474,1,321.964,6.10328,6.10328,321.964,6.10328,10,293.15,0.00392157,9.99999,0.898474,9.99999,0.898474,0,-0.898474,1,293.15,321.964,-8.98473,8.98473,321.964,11.13,293.15,293.15,2.88145,48.8145,321.964,0,2.88145,28.8145,321.964,2.88145,293.15,-2.88145,0.1,8.98474e-006,0.898474,10,0.898474,9.99999,-0.898474,1e-005,1e-005,0,293.15,8.07255e-006,293.15,0,0.898474,1,1,25,6,25,2,47.9167,47.9167,48.8145,1,2,0,1,0,321.964,48.8145,0,0,1,1,6
7.52,293.15,2,0,0,10,10,-0.898087,10,-0.898087,0,0.898087,1,322.087,6.0872,6.0872,322.087,6.0872,10,293.15,0.00392157,9.99999,0.898087,9.99999,0.898087,0,-0.898087,1,293.15,322.087,-8.98086,8.98086,322.087,11.1348,293.15,293.15,2.89366,48.9366,322.087,0,2.89366,28.9366,322.087,2.89366,293.15,-2.89366,0.1,8.98087e-006,0.898087,10,0.898087,9.99999,-0.898087,1e-005,1e-005,0,293.15,8.0656e-006,293.15,0,0.898087,1,1,25,6,25,2,48,48,48.9366,1,2,0,1,0,322.087,48.9366,0,0,1,1,6
7.54,293.15,2,0,0,10,10,-0.897702,10,-0.897702,0,0.897702,1,322.208,6.07117,6.07117,322.208,6.07117,10,293.15,0.00392157,9.99999,0.897702,9.99999,0.897702,0,-0.897702,1,293.15,322.208,-8.97701,8.97701,322.208,11.1395,293.15,293.15,2.90584,49.0584,322.208,0,2.90584,29.0584,322.208,2.90584,293.15,-2.90584,0.1,8.97702e-006,0.897702,10,0.897702,9.99999,-0.897702,1e-005,1e-005,0,293.15,8.05869e-006,293.15,0,0.897702,1,1,25,6,25,2,48.0833,48.0833,49.0584,1,2,0,1,0,322.208,49.0584,0,0,1,1,6
7.55303,293.15,2,0,0,10,10,-0.897452,10,-0.897452,0,0.897452,1,322.288,6.06075,6.06075,322.288,6.06075,10,293.15,0.00392157,9.99999,0.897452,9.99999,0.897452,0,-0.897452,1,293.15,322.288,-8.97451,8.97451,322.288,11.1427,293.15,293.15,2.91376,49.1376,322.288,0,2.91376,29.1376,322.288,2.91376,293.15,-2.91376,0.1,8.97452e-006,0.897452,10,0.897452,9.99999,-0.897452,1e-005,1e-005,0,293.15,8.05419e-006,293.15,0,0.897452,1,1,25,6,25,2,48.1376,48.1376,49.1376,1,2,0,1,0,322.288,49.1376,0,0,1,1,6
7.55303,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.288,-2.91376,-2.91376,322.288,-2.91376,10,293.15,0.00392157,0.00111414,9.99889e-005,0.00111414,9.99889e-005,0,-9.99889e-005,1,293.15,322.288,-1.11402e-007,1.11402e-007,322.288,11.1427,293.15,293.15,2.91376,49.1376,322.288,0,2.91376,29.1376,322.288,2.91376,293.15,-2.91376,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111414,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.1376,48.1376,49.1376,0,2,0,0,1,322.288,49.1376,1,0,1,1,6
7.56,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.267,-2.91173,-2.91173,322.267,-2.91173,10,293.15,0.00392157,0.00111406,9.99889e-005,0.00111406,9.99889e-005,0,-9.99889e-005,1,293.15,322.267,-1.11394e-007,1.11394e-007,322.267,11.1419,293.15,293.15,2.91173,49.1173,322.267,0,2.91173,29.1173,322.267,2.91173,293.15,-2.91173,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111406,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.1667,48.1667,49.1173,0,2,0,0,1,322.267,49.1173,1,0,1,1,6
7.58,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.209,-2.90591,-2.90591,322.209,-2.90591,10,293.15,0.00392157,0.00111383,9.99889e-005,0.00111383,9.99889e-005,0,-9.99889e-005,1,293.15,322.209,-1.11371e-007,1.11371e-007,322.209,11.1396,293.15,293.15,2.90591,49.0591,322.209,0,2.90591,29.0591,322.209,2.90591,293.15,-2.90591,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111383,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.25,48.25,49.0591,0,2,0,0,1,322.209,49.0591,1,0,1,1,6
7.6,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.151,-2.90011,-2.90011,322.151,-2.90011,10,293.15,0.00392157,0.00111361,9.99889e-005,0.00111361,9.99889e-005,0,-9.99889e-005,1,293.15,322.151,-1.11348e-007,1.11348e-007,322.151,11.1373,293.15,293.15,2.90011,49.0011,322.151,0,2.90011,29.0011,322.151,2.90011,293.15,-2.90011,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111361,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.3333,48.3333,49.0011,0,2,0,0,1,322.151,49.0011,1,0,1,1,6
7.62,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.093,-2.89431,-2.89431,322.093,-2.89431,10,293.15,0.00392157,0.00111338,9.99889e-005,0.00111338,9.99889e-005,0,-9.99889e-005,1,293.15,322.093,-1.11325e-007,1.11325e-007,322.093,11.135,293.15,293.15,2.89431,48.9431,322.093,0,2.89431,28.9431,322.093,2.89431,293.15,-2.89431,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111338,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.4167,48.4167,48.9431,0,2,0,0,1,322.093,48.9431,1,0,1,1,6
7.64,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,322.035,-2.88853,-2.88853,322.035,-2.88853,10,293.15,0.00392157,0.00111315,9.99889e-005,0.00111315,9.99889e-005,0,-9.99889e-005,1,293.15,322.035,-1.11303e-007,1.11303e-007,322.035,11.1328,293.15,293.15,2.88853,48.8853,322.035,0,2.88853,28.8853,322.035,2.88853,293.15,-2.88853,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111315,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.5,48.5,48.8853,0,2,0,0,1,322.035,48.8853,1,0,1,1,6
7.66,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.978,-2.88276,-2.88276,321.978,-2.88276,10,293.15,0.00392157,0.00111293,9.99889e-005,0.00111293,9.99889e-005,0,-9.99889e-005,1,293.15,321.978,-1.1128e-007,1.1128e-007,321.978,11.1305,293.15,293.15,2.88276,48.8276,321.978,0,2.88276,28.8276,321.978,2.88276,293.15,-2.88276,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111293,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.5833,48.5833,48.8276,0,2,0,0,1,321.978,48.8276,1,0,1,1,6
7.68,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.92,-2.877,-2.877,321.92,-2.877,10,293.15,0.00392157,0.0011127,9.99889e-005,0.0011127,9.99889e-005,0,-9.99889e-005,1,293.15,321.92,-1.11258e-007,1.11258e-007,321.92,11.1282,293.15,293.15,2.877,48.77,321.92,0,2.877,28.77,321.92,2.877,293.15,-2.877,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.0011127,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.6667,48.6667,48.77,0,2,0,0,1,321.92,48.77,1,0,1,1,6
7.7,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.862,-2.87125,-2.87125,321.862,-2.87125,10,293.15,0.00392157,0.00111247,9.99889e-005,0.00111247,9.99889e-005,0,-9.99889e-005,1,293.15,321.862,-1.11235e-007,1.11235e-007,321.862,11.126,293.15,293.15,2.87125,48.7125,321.862,0,2.87125,28.7125,321.862,2.87125,293.15,-2.87125,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111247,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999777,293.15,1,9.99889,1,1,25,6,25,2,48.75,48.75,48.7125,0,2,0,0,1,321.862,48.7125,1,0,1,1,6
7.72,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.805,-2.86551,-2.86551,321.805,-2.86551,10,293.15,0.00392157,0.00111225,9.99889e-005,0.00111225,9.99889e-005,0,-9.99889e-005,1,293.15,321.805,-1.11213e-007,1.11213e-007,321.805,11.1237,293.15,293.15,2.86551,48.6551,321.805,0,2.86551,28.6551,321.805,2.86551,293.15,-2.86551,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111225,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,48.8333,48.8333,48.6551,0,2,0,0,1,321.805,48.6551,1,0,1,1,6
7.74,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.748,-2.85979,-2.85979,321.748,-2.85979,10,293.15,0.00392157,0.00111202,9.99889e-005,0.00111202,9.99889e-005,0,-9.99889e-005,1,293.15,321.748,-1.1119e-007,1.1119e-007,321.748,11.1215,293.15,293.15,2.85979,48.5979,321.748,0,2.85979,28.5979,321.748,2.85979,293.15,-2.85979,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111202,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,48.9167,48.9167,48.5979,0,2,0,0,1,321.748,48.5979,1,0,1,1,6
7.76,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.691,-2.85407,-2.85407,321.691,-2.85407,10,293.15,0.00392157,0.0011118,9.99889e-005,0.0011118,9.99889e-005,0,-9.99889e-005,1,293.15,321.691,-1.11168e-007,1.11168e-007,321.691,11.1192,293.15,293.15,2.85407,48.5407,321.691,0,2.85407,28.5407,321.691,2.85407,293.15,-2.85407,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.0011118,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,49,49,48.5407,0,2,0,0,1,321.691,48.5407,1,0,1,1,6
7.78,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.634,-2.84837,-2.84837,321.634,-2.84837,10,293.15,0.00392157,0.00111158,9.99889e-005,0.00111158,9.99889e-005,0,-9.99889e-005,1,293.15,321.634,-1.11145e-007,1.11145e-007,321.634,11.117,293.15,293.15,2.84837,48.4837,321.634,0,2.84837,28.4837,321.634,2.84837,293.15,-2.84837,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111158,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,49.0833,49.0833,48.4837,0,2,0,0,1,321.634,48.4837,1,0,1,1,6
7.8,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.577,-2.84268,-2.84268,321.577,-2.84268,10,293.15,0.00392157,0.00111135,9.99889e-005,0.00111135,9.99889e-005,0,-9.99889e-005,1,293.15,321.577,-1.11123e-007,1.11123e-007,321.577,11.1148,293.15,293.15,2.84268,48.4268,321.577,0,2.84268,28.4268,321.577,2.84268,293.15,-2.84268,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111135,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,49.1667,49.1667,48.4268,0,2,0,0,1,321.577,48.4268,1,0,1,1,6
7.82,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.52,-2.837,-2.837,321.52,-2.837,10,293.15,0.00392157,0.00111113,9.99889e-005,0.00111113,9.99889e-005,0,-9.99889e-005,1,293.15,321.52,-1.11101e-007,1.11101e-007,321.52,11.1125,293.15,293.15,2.837,48.37,321.52,0,2.837,28.37,321.52,2.837,293.15,-2.837,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111113,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,49.25,49.25,48.37,0,2,0,0,1,321.52,48.37,1,0,1,1,6
7.83714,293.15,2,0,0,10,10,-9.99889e-005,10,-9.99889e-005,0,9.99889e-005,1,321.471,-2.83214,-2.83214,321.471,-2.83214,10,293.15,0.00392157,0.00111094,9.99889e-005,0.00111094,9.99889e-005,0,-9.99889e-005,1,293.15,321.471,-1.11082e-007,1.11082e-007,321.471,11.1106,293.15,293.15,2.83214,48.3214,321.471,0,2.83214,28.3214,321.471,2.83214,293.15,-2.83214,0.1,9.99889,9.99889e-005,10,9.99889e-005,0.00111094,-9.99889e-005,1e-005,1e-005,0,293.15,0.000999778,293.15,1,9.99889,1,1,25,6,25,2,49.3214,49.3214,48.3214,0,2,0,0,1,321.471,48.3214,1,0,1,1,6
7.83714,293.15,2,0,0,10,10,-0.900037,10,-0.900037,0,0.900037,1,321.471,6.16822,6.16822,321.471,6.16822,10,293.15,0.00392157,9.99999,0.900037,9.99999,0.900037,0,-0.900037,1,293.15,321.471,-9.00036,9.00036,321.471,11.1106,293.15,293.15,2.83214,48.3214,321.471,0,2.83214,28.3214,321.471,2.83214,293.15,-2.83214,0.1,9.00037e-006,0.900037,10,0.900037,9.99999,-0.900037,1e-005,1e-005,0,293.15,8.10067e-006,293.15,0,0.900037,1,1,25,6,25,2,49.3214,49.3214,48.3214,1,2,0,1,0,321.471,48.3214,0,0,1,1,6
7.84,293.15,2,0,0,10,10,-0.899981,10,-0.899981,0,0.899981,1,321.489,6.1659,6.1659,321.489,6.1659,10,293.15,0.00392157,9.99999,0.899981,9.99999,0.899981,0,-0.899981,1,293.15,321.489,-8.9998,8.9998,321.489,11.1113,293.15,293.15,2.83391,48.3391,321.489,0,2.83391,28.3391,321.489,2.83391,293.15,-2.83391,0.1,8.99981e-006,0.899981,10,0.899981,9.99999,-0.899981,1e-005,1e-005,0,293.15,8.09966e-006,293.15,0,0.899981,1,1,25,6,25,2,49.3333,49.3333,48.3391,1,2,0,1,0,321.489,48.3391,0,0,1,1,6
7.86,293.15,2,0,0,10,10,-0.89959,10,-0.89959,0,0.89959,1,321.612,6.14967,6.14967,321.612,6.14967,10,293.15,0.00392157,9.99999,0.89959,9.99999,0.89959,0,-0.89959,1,293.15,321.612,-8.99589,8.99589,321.612,11.1162,293.15,293.15,2.84622,48.4622,321.612,0,2.84622,28.4622,321.612,2.84622,293.15,-2.84622,0.1,8.9959e-006,0.89959,10,0.89959,9.99999,-0.89959,1e-005,1e-005,0,293.15,8.09262e-006,293.15,0,0.89959,1,1,25,6,25,2,49.4167,49.4167,48.4622,1,2,0,1,0,321.612,48.4622,0,0,1,1,6
7.88,293.15,2,0,0,10,10,-0.8992,10,-0.8992,0,0.8992,1,321.735,6.13349,6.13349,321.735,6.13349,10,293.15,0.00392157,9.99999,0.8992,9.99999,0.8992,0,-0.8992,1,293.15,321.735,-8.99199,8.99199,321.735,11.121,293.15,293.15,2.85851,48.5851,321.735,0,2.85851,28.5851,321.735,2.85851,293.15,-2.85851,0.1,8.992e-006,0.8992,10,0.8992,9.99999,-0.8992,1e-005,1e-005,0,293.15,8.08561e-006,293.15,0,0.8992,1,1,25,6,25,2,49.5,49.5,48.5851,1,2,0,1,0,321.735,48.5851,0,0,1,1,6
7.9,293.15,2,0,0,10,10,-0.898812,10,-0.898812,0,0.898812,1,321.858,6.11736,6.11736,321.858,6.11736,10,293.15,0.00392157,9.99999,0.898812,9.99999,0.898812,0,-0.898812,1,293.15,321.858,-8.98811,8.98811,321.858,11.1258,293.15,293.15,2.87076,48.7076,321.858,0,2.87076,28.7076,321.858,2.87076,293.15,-2.87076,0.1,8.98812e-006,0.898812,10,0.898812,9.99999,-0.898812,1e-005,1e-005,0,293.15,8.07863e-006,293.15,0,0.898812,1,1,25,6,25,2,49.5833,49.5833,48.7076,1,2,0,1,0,321.858,48.7076,0,0,1,1,6
7.92,293.15,2,0,0,10,10,-0.898425,10,-0.898425,0,0.898425,1,321.98,6.10127,6.10127,321.98,6.10127,10,293.15,0.00392157,9.99999,0.898425,9.99999,0.898425,0,-0.898425,1,293.15,321.98,-8.98424,8.98424,321.98,11.1306,293.15,293.15,2.88297,48.8298,321.98,0,2.88297,28.8297,321.98,2.88297,293.15,-2.88297,0.1,8.98425e-006,0.898425,10,0.898425,9.99999,-0.898425,1e-005,1e-005,0,293.15,8.07168e-006,293.15,0,0.898425,1,1,25,6,25,2,49.6667,49.6667,48.8298,1,2,0,1,0,321.98,48.8298,0,0,1,1,6
7.94,293.15,2,0,0,10,10,-0.89804,10,-0.89804,0,0.89804,1,322.102,6.08523,6.08523,322.102,6.08523,10,293.15,0.00392157,9.99999,0.89804,9.99999,0.89804,0,-0.89804,1,293.15,322.102,-8.98039,8.98039,322.102,11.1354,293.15,293.15,2.89516,48.9516,322.102,0,2.89516,28.9516,322.102,2.89516,293.15,-2.89516,0.1,8.9804e-006,0.89804,10,0.89804,9.99999,-0.89804,1e-005,1e-005,0,293.15,8.06475e-006,293.15,0,0.89804,1,1,25,6,25,2,49.75,49.75,48.9516,1,2,0,1,0,322.102,48.9516,0,0,1,1,6
7.96,293.15,2,0,0,10,10,-0.897655,10,-0.897655,0,0.897655,1,322.223,6.06923,6.06923,322.223,6.06923,10,293.15,0.00392157,9.99999,0.897655,9.99999,0.897655,0,-0.897655,1,293.15,322.223,-8.97654,8.97654,322.223,11.1401,293.15,293.15,2.90732,49.0732,322.223,0,2.90732,29.0732,322.223,2.90732,293.15,-2.90732,0.1,8.97655e-006,0.897655,10,0.897655,9.99999,-0.897655,1e-005,1e-005,0,293.15,8.05785e-006,293.15,0,0.897655,1,1,25,6,25,2,49.8333,49.8333,49.0732,1,2,0,1,0,322.223,49.0732,0,0,1,1,6
7.98,293.15,2,0,0,10,10,-0.897272,10,-0.897272,0,0.897272,1,322.344,6.05328,6.05328,322.344,6.05328,10,293.15,0.00392157,9.99999,0.897272,9.99999,0.897272,0,-0.897272,1,293.15,322.344,-8.97272,8.97272,322.344,11.1449,293.15,293.15,2.91944,49.1944,322.344,0,2.91944,29.1944,322.344,2.91944,293.15,-2.91944,0.1,8.97272e-006,0.897272,10,0.897272,9.99999,-0.897272,1e-005,1e-005,0,293.15,8.05098e-006,293.15,0,0.897272,1,1,25,6,25,2,49.9167,49.9167,49.1944,1,2,0,1,0,322.344,49.1944,0,0,1,1,6
8,293.15,2,0,0,10,10,-0.896891,10,-0.896891,0,0.896891,1,322.465,6.03737,6.03737,322.465,6.03737,10,293.15,0.00392157,9.99999,0.896891,9.99999,0.896891,0,-0.896891,1,293.15,322.465,-8.9689,8.9689,322.465,11.1496,293.15,293.15,2.93153,49.3153,322.465,0,2.93153,29.3153,322.465,2.93153,293.15,-2.93153,0.1,8.96891e-006,0.896891,10,0.896891,9.99999,-0.896891,1e-005,1e-005,0,293.15,8.04413e-006,293.15,0,0.896891,1,1,25,6,25,2,50,50,49.3153,1,2,0,1,0,322.465,49.3153,0,0,1,1,6
8,293.15,2,0,0,10,10,-0.896891,10,-0.896891,0,0.896891,1,322.465,6.03737,6.03737,322.465,6.03737,10,293.15,0.00392157,9.99999,0.896891,9.99999,0.896891,0,-0.896891,1,293.15,322.465,-8.9689,8.9689,322.465,11.1496,293.15,293.15,2.93153,49.3153,322.465,0,2.93153,29.3153,322.465,2.93153,293.15,-2.93153,0.1,8.96891e-006,0.896891,10,0.896891,9.99999,-0.896891,1e-005,1e-005,0,293.15,8.04413e-006,293.15,0,0.896891,1,1,25,6,25,2,50,50,49.3153,1,2,0,1,0,322.465,49.3153,0,0,1,1,6
