"time","x0","der(x0)","x1","der(x1)"
2.841614,-1.5976686,-2.0138974,-2.0138974,4.7243357
2.85,-1.614702,-1.9746411,-1.9746411,4.788469
2.8625476,-1.6395274,-1.9146357,-1.9146357,4.871528
2.887911,-1.6882379,-1.7912837,-1.7912837,5.0023766
2.9,-1.7100387,-1.7309648,-1.7309648,5.0408173
2.9209337,-1.7463976,-1.6255211,-1.6255211,5.078561
2.95,-1.7939457,-1.478013,-1.478013,5.072535
2.9938745,-1.8594261,-1.2554324,-1.2554324,4.944608
3,-1.8672498,-1.2250674,-1.2250674,4.9135294
3.0110095,-1.88077,-1.1709383,-1.1709383,4.8517866
3.0350103,-1.9090006,-1.0543461,-1.0543461,4.6969905
3.05,-1.924976,-0.9837129,-0.9837129,4.5864434
3.0716248,-1.946398,-0.88429815,-0.88429815,4.412233
3.1,-1.9717664,-0.75861615,-0.75861615,4.1625457
3.133973,-1.9979565,-0.61637264,-0.61637264,3.842039
3.15,-2.0080585,-0.5542926,-0.5542926,3.6888392
3.1677158,-2.0179858,-0.48867592,-0.48867592,3.5193288
3.189496,-2.0287693,-0.411663,-0.411663,3.311472
3.2,-2.0331726,-0.3766657,-0.3766657,3.213564
3.212709,-2.0380032,-0.3357026,-0.3357026,3.0966268
3.229613,-2.0437455,-0.28316337,-0.28316337,2.9433262
3.25,-2.0496233,-0.22285232,-0.22285232,2.7629638
3.2713037,-2.0544965,-0.16361508,-0.16361508,2.5814936
3.2916653,-2.0579462,-0.11069011,-0.11069011,2.4160445
3.3,-2.0589118,-0.09041789,-0.09041789,2.3517861
3.3085012,-2.0596974,-0.07037146,-0.07037146,2.2878666
3.3185225,-2.0604222,-0.047381397,-0.047381397,2.214191
3.3294058,-2.0609624,-0.023204917,-0.023204917,2.136322
3.3358681,-2.0611277,-0.009350051,-0.009350051,2.091499
3.3403747,-2.061176,9.52E-05,9.52E-05,2.0608666
3.3411012,-2.0611765,0.001594164,0.001594164,2.055998
3.3417606,-2.0611756,0.002950723,0.002950723,2.0515904
3.3427293,-2.061173,0.004938352,0.004938352,2.045131
3.344249,-2.0611656,0.008047183,0.008047183,2.0350251
3.3464863,-2.0611484,0.012602588,0.012602588,2.020211
3.3495603,-2.061111,0.018816924,0.018816924,1.9999902
3.35,-2.0611029,0.019697223,0.019697223,1.9971235
3.350863,-2.061086,0.021420797,0.021420797,1.9915097
3.3530703,-2.0610392,0.02581775,0.02581775,1.9771861
3.35723,-2.0609336,0.034048222,0.034048222,1.9503638
3.3631742,-2.060736,0.045657452,0.045657452,1.912503
3.3705478,-2.0604076,0.059786726,0.059786726,1.866383
3.379219,-2.0599012,0.076009706,0.076009706,1.813387
3.3892348,-2.059156,0.09422404,0.09422404,1.7538583
3.4,-2.0581608,0.11316747,0.11316747,1.6919478
3.412393,-2.056781,0.13421108,0.13421108,1.6232326
3.4266694,-2.0548944,0.15748058,0.15748058,1.5473989
3.442869,-2.0523803,0.18266842,0.18266842,1.465601
3.45,-2.0510952,0.19317661,0.19317661,1.4315795
3.4595494,-2.0492604,0.20687914,0.20687914,1.3873571
3.474087,-2.0462723,0.22711104,0.22711104,1.3224171
3.4936614,-2.0418656,0.25312087,0.25312087,1.2396711
3.5,-2.0402772,0.26103,0.26103,1.2147095
3.5092552,-2.0378685,0.27229497,0.27229497,1.1793475
3.5252752,-2.033524,0.29124376,0.29124376,1.1204108
3.55,-2.0263689,0.31908816,0.31908816,1.0352266
3.5802658,-2.016794,0.35067254,0.35067254,0.94112074
3.6,-2.0099347,0.36942652,0.36942652,0.8869381
3.623884,-2.0011551,0.3907368,0.3907368,0.8271388
3.65,-1.9910052,0.41249123,0.41249123,0.7683392
3.6834378,-1.9772836,0.4383753,0.4383753,0.70176476
3.7,-1.9700651,0.45010597,0.45010597,0.67323935
3.7232635,-1.9596207,0.46583286,0.46583286,0.6366026
3.75,-1.9472072,0.48294923,0.48294923,0.5989984
3.7889242,-1.928474,0.50640804,0.50640804,0.5515444
3.8,-1.9228905,0.5125683,0.5125683,0.54023343
3.8185704,-1.9133832,0.52262115,0.52262115,0.5226699
3.85,-1.8969883,0.53910255,0.53910255,0.4960955
3.9,-1.8701138,0.5640374,0.5640374,0.46152875
3.95,-1.842034,0.58728296,0.58728296,0.43661338
4,-1.8127836,0.6092356,0.6092356,0.41995865
4.05,-1.7824293,0.63031507,0.63031507,0.41019928
4.1,-1.7510167,0.65087277,0.65087277,0.40627483
4.15,-1.7185737,0.6712057,0.6712057,0.40737632
4.2,-1.685113,0.69156915,0.69156915,0.41289848
4.25,-1.6506342,0.71218705,0.71218705,0.42240134
4.3,-1.6151257,0.7332606,0.7332606,0.43558
4.35,-1.5785658,0.7549751,0.7549751,0.45224112
4.4,-1.5409234,0.77750564,0.77750564,0.47228488
4.45,-1.5021583,0.80102175,0.80102175,0.49569085
4.5,-1.4622223,0.82569176,0.82569176,0.5225074
4.55,-1.4210584,0.8516859,0.8516859,0.5528438
4.6,-1.3786014,0.8791796,0.8791796,0.58686346
4.65,-1.334777,0.90835625,0.90835625,0.62477887
4.7,-1.2895019,0.9394096,0.9394096,0.6668469
4.75,-1.2426834,0.9725461,0.9725461,0.7133634
4.8,-1.1942183,1.0079867,1.0079867,0.7646574
4.85,-1.1439924,1.0459684,1.0459684,0.8210824
4.9,-1.0918798,1.0867465,1.0867465,0.8830054
4.95,-1.0377421,1.1305937,1.1305937,0.9507896
5,-0.9814271,1.1778014,1.1778014,1.0247712
