"time","Capacitor1.v","IdealDiode3.off","SineVoltage1.phase","SineVoltage2.phase","SineVoltage3.phase"
0.0202,-2.16666,0,0,0,0
0.0203,-2.16666,0,0,0,0
0.0204,-2.16666,0,0,0,0
0.0205,-2.16666,0,0,0,0
0.0206,-2.16666,0,0,0,0
0.0207,-2.16666,0,0,0,0
0.0208,-2.16666,0,0,0,0
0.0209,-2.16666,0,0,0,0
0.021,-2.16666,0,0,0,0
0.0211,-2.16666,0,0,0,0
0.0212,-2.16666,0,0,0,0
0.0213,-2.16666,0,0,0,0
0.0214,-2.16666,0,0,0,0
0.0215,-2.16666,0,0,0,0
0.0216,-2.16666,0,0,0,0
0.0217,-2.16666,0,0,0,0
0.0218,-2.16666,0,0,0,0
0.0219,-2.16666,0,0,0,0
0.022,-2.16666,0,0,0,0
0.0221,-2.16666,0,0,0,0
0.0222,-2.16666,0,0,0,0
0.0223,-2.16666,0,0,0,0
0.0224,-2.16666,0,0,0,0
0.0225,-2.16666,0,0,0,0
0.0226,-2.16666,0,0,0,0
0.0227,-2.16666,0,0,0,0
0.0228,-2.16666,0,0,0,0
0.0229,-2.16666,0,0,0,0
0.023,-2.16666,0,0,0,0
0.0231,-2.16666,0,0,0,0
0.0232,-2.16666,0,0,0,0
0.0233,-2.16666,0,0,0,0
0.0234,-2.16666,0,0,0,0
0.0235,-2.16666,0,0,0,0
0.0236,-2.16666,0,0,0,0
0.0237,-2.16666,0,0,0,0
0.0238,-2.16666,0,0,0,0
0.0239,-2.16666,0,0,0,0
0.024,-2.16666,0,0,0,0
0.0241,-2.16666,0,0,0,0
0.0242,-2.16666,0,0,0,0
0.0243,-2.16666,0,0,0,0
0.0244,-2.16666,0,0,0,0
0.0245,-2.16666,0,0,0,0
0.0246,-2.16666,0,0,0,0
0.0247,-2.16666,0,0,0,0
0.0248,-2.16666,0,0,0,0
0.0249,-2.16666,0,0,0,0
0.025,-2.16666,0,0,0,0
0.0251,-2.16666,0,0,0,0
0.0252,-2.16666,0,0,0,0
0.0253,-2.16666,0,0,0,0
0.0254,-2.16666,0,0,0,0
0.0255,-2.16666,0,0,0,0
0.0256,-2.16666,0,0,0,0
0.0257,-2.16666,0,0,0,0
0.0258,-2.16666,0,0,0,0
0.0259,-2.16666,0,0,0,0
0.026,-2.16666,0,0,0,0
0.0261,-2.16666,0,0,0,0
0.0262,-2.16666,0,0,0,0
0.0263,-2.16666,0,0,0,0
0.0264,-2.16666,0,0,0,0
0.0265,-2.16666,0,0,0,0
0.0266,-2.16666,0,0,0,0
0.0267,-2.16666,0,0,0,0
0.0268,-2.16666,0,0,0,0
0.0269,-2.16666,0,0,0,0
0.027,-2.16666,0,0,0,0
0.0271,-2.16666,0,0,0,0
0.0272,-2.16666,0,0,0,0
0.0273,-2.16666,0,0,0,0
0.0274,-2.16666,0,0,0,0
0.0275,-2.16666,0,0,0,0
0.0276,-2.16666,0,0,0,0
0.0277,-2.16666,0,0,0,0
0.0278,-2.16666,0,0,0,0
0.0279,-2.16666,0,0,0,0
0.028,-2.16666,0,0,0,0
0.0281,-2.16666,0,0,0,0
0.0282,-2.16666,0,0,0,0
0.0283,-2.16666,0,0,0,0
0.0284,-2.16666,0,0,0,0
0.0285,-2.16666,0,0,0,0
0.0286,-2.16666,0,0,0,0
0.0287,-2.16666,0,0,0,0
0.0288,-2.16666,0,0,0,0
0.0289,-2.16666,0,0,0,0
0.029,-2.16666,0,0,0,0
0.0291,-2.16666,0,0,0,0
0.0292,-2.16666,0,0,0,0
0.0293,-2.16666,0,0,0,0
0.0294,-2.16666,0,0,0,0
0.0295,-2.16666,0,0,0,0
0.0296,-2.16666,0,0,0,0
0.0297,-2.16666,0,0,0,0
0.0298,-2.16666,0,0,0,0
0.0299,-2.16666,0,0,0,0
0.03,-2.16666,0,0,0,0
0.0301,-2.16666,0,0,0,0
0.0302,-2.16666,0,0,0,0
0.0303,-2.16666,0,0,0,0
0.0304,-2.16666,0,0,0,0
0.0305,-2.16666,0,0,0,0
0.0306,-2.16666,0,0,0,0
0.0307,-2.16666,0,0,0,0
0.0308,-2.16666,0,0,0,0
0.0309,-2.16666,0,0,0,0
0.031,-2.16666,0,0,0,0
0.0311,-2.16666,0,0,0,0
0.0312,-2.16666,0,0,0,0
0.0313,-2.16666,0,0,0,0
0.0314,-2.16666,0,0,0,0
0.0315,-2.16666,0,0,0,0
0.0316,-2.16666,0,0,0,0
0.0317,-2.16666,0,0,0,0
0.0318,-2.16666,0,0,0,0
0.0319,-2.16666,0,0,0,0
0.032,-2.16666,0,0,0,0
0.0321,-2.16666,0,0,0,0
0.0322,-2.16666,0,0,0,0
0.0323,-2.16666,0,0,0,0
0.0324,-2.16666,0,0,0,0
0.0325,-2.16666,0,0,0,0
0.0326,-2.16666,0,0,0,0
0.0327,-2.16666,0,0,0,0
0.0328,-2.16666,0,0,0,0
0.0329,-2.16666,0,0,0,0
0.033,-2.16666,0,0,0,0
0.0331,-2.16666,0,0,0,0
0.0332,-2.16666,0,0,0,0
0.0333,-2.16666,0,0,0,0
0.0334,-2.16666,0,0,0,0
0.0335,-2.16666,0,0,0,0
0.0336,-2.16666,0,0,0,0
0.0337,-2.16666,0,0,0,0
0.0338,-2.16666,0,0,0,0
0.0339,-2.16666,0,0,0,0
0.034,-2.16666,0,0,0,0
0.0341,-2.16666,0,0,0,0
0.0342,-2.16666,0,0,0,0
0.0343,-2.16666,0,0,0,0
0.0344,-2.16666,0,0,0,0
0.0345,-2.16666,0,0,0,0
0.0346,-2.16666,0,0,0,0
0.0347,-2.16666,0,0,0,0
0.0348,-2.16666,0,0,0,0
0.0349,-2.16666,0,0,0,0
0.035,-2.16666,0,0,0,0
0.0351,-2.16666,0,0,0,0
0.0352,-2.16666,0,0,0,0
0.0353,-2.16666,0,0,0,0
0.0354,-2.16666,0,0,0,0
0.0355,-2.16666,0,0,0,0
0.0356,-2.16666,0,0,0,0
0.0357,-2.16666,0,0,0,0
0.0358,-2.16666,0,0,0,0
0.0359,-2.16666,0,0,0,0
0.036,-2.16666,0,0,0,0
0.0361,-2.16666,0,0,0,0
0.0362,-2.16666,0,0,0,0
0.0363,-2.16666,0,0,0,0
0.0364,-2.16666,0,0,0,0
0.0365,-2.16666,0,0,0,0
0.0366,-2.16666,0,0,0,0
0.0367,-2.16666,0,0,0,0
0.0368,-2.16666,0,0,0,0
0.0369,-2.16666,0,0,0,0
0.037,-2.16666,0,0,0,0
0.0371,-2.16666,0,0,0,0
0.0372,-2.16666,0,0,0,0
0.0373,-2.16666,0,0,0,0
0.0374,-2.16666,0,0,0,0
0.0375,-2.16666,0,0,0,0
0.0376,-2.16666,0,0,0,0
0.0377,-2.16666,0,0,0,0
0.0378,-2.16666,0,0,0,0
0.0379,-2.16666,0,0,0,0
0.038,-2.16666,0,0,0,0
0.0381,-2.16666,0,0,0,0
0.0382,-2.16666,0,0,0,0
0.0383,-2.16666,0,0,0,0
0.0384,-2.16666,0,0,0,0
0.0385,-2.16666,0,0,0,0
0.0386,-2.16666,0,0,0,0
0.0387,-2.16666,0,0,0,0
0.0388,-2.16666,0,0,0,0
0.0389,-2.16666,0,0,0,0
0.039,-2.16666,0,0,0,0
0.0391,-2.16666,0,0,0,0
0.0392,-2.16666,0,0,0,0
0.0393,-2.16666,0,0,0,0
0.0394,-2.16666,0,0,0,0
0.0395,-2.16666,0,0,0,0
0.0396,-2.16666,0,0,0,0
0.0397,-2.16666,0,0,0,0
0.0398,-2.16666,0,0,0,0
0.0399,-2.16666,0,0,0,0
0.04,-2.16666,0,0,0,0
0.0401,-2.16666,0,0,0,0
0.0402,-2.16666,0,0,0,0
0.0403,-2.16666,0,0,0,0
0.0404,-2.16666,0,0,0,0
0.0405,-2.16666,0,0,0,0
0.0406,-2.16666,0,0,0,0
0.0407,-2.16666,0,0,0,0
0.0408,-2.16666,0,0,0,0
0.0409,-2.16666,0,0,0,0
0.041,-2.16666,0,0,0,0
0.0411,-2.16666,0,0,0,0
0.0412,-2.16666,0,0,0,0
0.0413,-2.16666,0,0,0,0
0.0414,-2.16666,0,0,0,0
0.0415,-2.16666,0,0,0,0
0.0416,-2.16666,0,0,0,0
0.0417,-2.16666,0,0,0,0
0.0418,-2.16666,0,0,0,0
0.0419,-2.16666,0,0,0,0
0.042,-2.16666,0,0,0,0
0.0421,-2.16666,0,0,0,0
0.0422,-2.16666,0,0,0,0
0.0423,-2.16666,0,0,0,0
0.0424,-2.16666,0,0,0,0
0.0425,-2.16666,0,0,0,0
0.0426,-2.16666,0,0,0,0
0.0427,-2.16666,0,0,0,0
0.0428,-2.16666,0,0,0,0
0.0429,-2.16666,0,0,0,0
0.043,-2.16666,0,0,0,0
0.0431,-2.16666,0,0,0,0
0.0432,-2.16666,0,0,0,0
0.0433,-2.16666,0,0,0,0
0.0434,-2.16666,0,0,0,0
0.0435,-2.16666,0,0,0,0
0.0436,-2.16666,0,0,0,0
0.0437,-2.16666,0,0,0,0
0.0438,-2.16666,0,0,0,0
0.0439,-2.16666,0,0,0,0
0.044,-2.16666,0,0,0,0
0.0441,-2.16666,0,0,0,0
0.0442,-2.16666,0,0,0,0
0.0443,-2.16666,0,0,0,0
0.0444,-2.16666,0,0,0,0
0.0445,-2.16666,0,0,0,0
0.0446,-2.16666,0,0,0,0
0.0447,-2.16666,0,0,0,0
0.0448,-2.16666,0,0,0,0
0.0449,-2.16666,0,0,0,0
0.045,-2.16666,0,0,0,0
0.0451,-2.16666,0,0,0,0
0.0452,-2.16666,0,0,0,0
0.0453,-2.16666,0,0,0,0
0.0454,-2.16666,0,0,0,0
0.0455,-2.16666,0,0,0,0
0.0456,-2.16666,0,0,0,0
0.0457,-2.16666,0,0,0,0
0.0458,-2.16666,0,0,0,0
0.0459,-2.16666,0,0,0,0
0.046,-2.16666,0,0,0,0
0.0461,-2.16666,0,0,0,0
0.0462,-2.16666,0,0,0,0
0.0463,-2.16666,0,0,0,0
0.0464,-2.16666,0,0,0,0
0.0465,-2.16666,0,0,0,0
0.0466,-2.16666,0,0,0,0
0.0467,-2.16666,0,0,0,0
0.0468,-2.16666,0,0,0,0
0.0469,-2.16666,0,0,0,0
0.047,-2.16666,0,0,0,0
0.0471,-2.16666,0,0,0,0
0.0472,-2.16666,0,0,0,0
0.0473,-2.16666,0,0,0,0
0.0474,-2.16666,0,0,0,0
0.0475,-2.16666,0,0,0,0
0.0476,-2.16666,0,0,0,0
0.0477,-2.16666,0,0,0,0
0.0478,-2.16666,0,0,0,0
0.0479,-2.16666,0,0,0,0
0.048,-2.16666,0,0,0,0
0.0481,-2.16666,0,0,0,0
0.0482,-2.16666,0,0,0,0
0.0483,-2.16666,0,0,0,0
0.0484,-2.16666,0,0,0,0
0.0485,-2.16666,0,0,0,0
0.0486,-2.16666,0,0,0,0
0.0487,-2.16666,0,0,0,0
0.0488,-2.16666,0,0,0,0
0.0489,-2.16666,0,0,0,0
0.049,-2.16666,0,0,0,0
0.0491,-2.16666,0,0,0,0
0.0492,-2.16666,0,0,0,0
0.0493,-2.16666,0,0,0,0
0.0494,-2.16666,0,0,0,0
0.0495,-2.16666,0,0,0,0
0.0496,-2.16666,0,0,0,0
0.0497,-2.16666,0,0,0,0
0.0498,-2.16666,0,0,0,0
0.0499,-2.16666,0,0,0,0
0.05,-2.16666,0,0,0,0
0.0501,-2.16666,0,0,0,0
0.0502,-2.16666,0,0,0,0
0.0503,-2.16666,0,0,0,0
0.0504,-2.16666,0,0,0,0
0.0505,-2.16666,0,0,0,0
0.0506,-2.16666,0,0,0,0
0.0507,-2.16666,0,0,0,0
0.0508,-2.16666,0,0,0,0
0.0509,-2.16666,0,0,0,0
0.051,-2.16666,0,0,0,0
0.0511,-2.16666,0,0,0,0
0.0512,-2.16666,0,0,0,0
0.0513,-2.16666,0,0,0,0
0.0514,-2.16666,0,0,0,0
0.0515,-2.16666,0,0,0,0
0.0516,-2.16666,0,0,0,0
0.0517,-2.16666,0,0,0,0
0.0518,-2.16666,0,0,0,0
0.0519,-2.16666,0,0,0,0
0.052,-2.16666,0,0,0,0
0.0521,-2.16666,0,0,0,0
0.0522,-2.16666,0,0,0,0
0.0523,-2.16666,0,0,0,0
0.0524,-2.16666,0,0,0,0
0.0525,-2.16666,0,0,0,0
0.0526,-2.16666,0,0,0,0
0.0527,-2.16666,0,0,0,0
0.0528,-2.16666,0,0,0,0
0.0529,-2.16666,0,0,0,0
0.053,-2.16666,0,0,0,0
0.0531,-2.16666,0,0,0,0
0.0532,-2.16666,0,0,0,0
0.0533,-2.16666,0,0,0,0
0.0534,-2.16666,0,0,0,0
0.0535,-2.16666,0,0,0,0
0.0536,-2.16666,0,0,0,0
0.0537,-2.16666,0,0,0,0
0.0538,-2.16666,0,0,0,0
0.0539,-2.16666,0,0,0,0
0.054,-2.16666,0,0,0,0
0.0541,-2.16666,0,0,0,0
0.0542,-2.16666,0,0,0,0
0.0543,-2.16666,0,0,0,0
0.0544,-2.16666,0,0,0,0
0.0545,-2.16666,0,0,0,0
0.0546,-2.16666,0,0,0,0
0.0547,-2.16666,0,0,0,0
0.0548,-2.16666,0,0,0,0
0.0549,-2.16666,0,0,0,0
0.055,-2.16666,0,0,0,0
0.0551,-2.16666,0,0,0,0
0.0552,-2.16666,0,0,0,0
0.0553,-2.16666,0,0,0,0
0.0554,-2.16666,0,0,0,0
0.0555,-2.16666,0,0,0,0
0.0556,-2.16666,0,0,0,0
0.0557,-2.16666,0,0,0,0
0.0558,-2.16666,0,0,0,0
0.0559,-2.16666,0,0,0,0
0.056,-2.16666,0,0,0,0
0.0561,-2.16666,0,0,0,0
0.0562,-2.16666,0,0,0,0
0.0563,-2.16666,0,0,0,0
0.0564,-2.16666,0,0,0,0
0.0565,-2.16666,0,0,0,0
0.0566,-2.16666,0,0,0,0
0.0567,-2.16666,0,0,0,0
0.0568,-2.16666,0,0,0,0
0.0569,-2.16666,0,0,0,0
0.057,-2.16666,0,0,0,0
0.0571,-2.16666,0,0,0,0
0.0572,-2.16666,0,0,0,0
0.0573,-2.16666,0,0,0,0
0.0574,-2.16666,0,0,0,0
0.0575,-2.16666,0,0,0,0
0.0576,-2.16666,0,0,0,0
0.0577,-2.16666,0,0,0,0
0.0578,-2.16666,0,0,0,0
0.0579,-2.16666,0,0,0,0
0.058,-2.16666,0,0,0,0
0.0581,-2.16666,0,0,0,0
0.0582,-2.16666,0,0,0,0
0.0583,-2.16666,0,0,0,0
0.0584,-2.16666,0,0,0,0
0.0585,-2.16666,0,0,0,0
0.0586,-2.16666,0,0,0,0
0.0587,-2.16666,0,0,0,0
0.0588,-2.16666,0,0,0,0
0.0589,-2.16666,0,0,0,0
0.059,-2.16666,0,0,0,0
0.0591,-2.16666,0,0,0,0
0.0592,-2.16666,0,0,0,0
0.0593,-2.16666,0,0,0,0
0.0594,-2.16666,0,0,0,0
0.0595,-2.16666,0,0,0,0
0.0596,-2.16666,0,0,0,0
0.0597,-2.16666,0,0,0,0
0.0598,-2.16666,0,0,0,0
0.0599,-2.16666,0,0,0,0
0.06,-2.16666,0,0,0,0
0.0601,-2.16666,0,0,0,0
0.0602,-2.16666,0,0,0,0
0.0603,-2.16666,0,0,0,0
0.0604,-2.16666,0,0,0,0
0.0605,-2.16666,0,0,0,0
0.0606,-2.16666,0,0,0,0
0.0607,-2.16666,0,0,0,0
0.0608,-2.16666,0,0,0,0
0.0609,-2.16666,0,0,0,0
0.061,-2.16666,0,0,0,0
0.0611,-2.16666,0,0,0,0
0.0612,-2.16666,0,0,0,0
0.0613,-2.16666,0,0,0,0
0.0614,-2.16666,0,0,0,0
0.0615,-2.16666,0,0,0,0
0.0616,-2.16666,0,0,0,0
0.0617,-2.16666,0,0,0,0
0.0618,-2.16666,0,0,0,0
0.0619,-2.16666,0,0,0,0
0.062,-2.16666,0,0,0,0
0.0621,-2.16666,0,0,0,0
0.0622,-2.16666,0,0,0,0
0.0623,-2.16666,0,0,0,0
0.0624,-2.16666,0,0,0,0
0.0625,-2.16666,0,0,0,0
0.0626,-2.16666,0,0,0,0
0.0627,-2.16666,0,0,0,0
0.0628,-2.16666,0,0,0,0
0.0629,-2.16666,0,0,0,0
0.063,-2.16666,0,0,0,0
0.0631,-2.16666,0,0,0,0
0.0632,-2.16666,0,0,0,0
0.0633,-2.16666,0,0,0,0
0.0634,-2.16666,0,0,0,0
0.0635,-2.16666,0,0,0,0
0.0636,-2.16666,0,0,0,0
0.0637,-2.16666,0,0,0,0
0.0638,-2.16666,0,0,0,0
0.0639,-2.16666,0,0,0,0
0.064,-2.16666,0,0,0,0
0.0641,-2.16666,0,0,0,0
0.0642,-2.16666,0,0,0,0
0.0643,-2.16666,0,0,0,0
0.0644,-2.16666,0,0,0,0
0.0645,-2.16666,0,0,0,0
0.0646,-2.16666,0,0,0,0
0.0647,-2.16666,0,0,0,0
0.0648,-2.16666,0,0,0,0
0.0649,-2.16666,0,0,0,0
0.065,-2.16666,0,0,0,0
0.0651,-2.16666,0,0,0,0
0.0652,-2.16666,0,0,0,0
0.0653,-2.16666,0,0,0,0
0.0654,-2.16666,0,0,0,0
0.0655,-2.16666,0,0,0,0
0.0656,-2.16666,0,0,0,0
0.0657,-2.16666,0,0,0,0
0.0658,-2.16666,0,0,0,0
0.0659,-2.16666,0,0,0,0
0.066,-2.16666,0,0,0,0
0.0661,-2.16666,0,0,0,0
0.0662,-2.16666,0,0,0,0
0.0663,-2.16666,0,0,0,0
0.0664,-2.16666,0,0,0,0
0.0665,-2.16666,0,0,0,0
0.0666,-2.16666,0,0,0,0
0.0667,-2.16666,0,0,0,0
0.0668,-2.16666,0,0,0,0
0.0669,-2.16666,0,0,0,0
0.067,-2.16666,0,0,0,0
0.0671,-2.16666,0,0,0,0
0.0672,-2.16666,0,0,0,0
0.0673,-2.16666,0,0,0,0
0.0674,-2.16666,0,0,0,0
0.0675,-2.16666,0,0,0,0
0.0676,-2.16666,0,0,0,0
0.0677,-2.16666,0,0,0,0
0.0678,-2.16666,0,0,0,0
0.0679,-2.16666,0,0,0,0
0.068,-2.16666,0,0,0,0
0.0681,-2.16666,0,0,0,0
0.0682,-2.16666,0,0,0,0
0.0683,-2.16666,0,0,0,0
0.0684,-2.16666,0,0,0,0
0.0685,-2.16666,0,0,0,0
0.0686,-2.16666,0,0,0,0
0.0687,-2.16666,0,0,0,0
0.0688,-2.16666,0,0,0,0
0.0689,-2.16666,0,0,0,0
0.069,-2.16666,0,0,0,0
0.0691,-2.16666,0,0,0,0
0.0692,-2.16666,0,0,0,0
0.0693,-2.16666,0,0,0,0
0.0694,-2.16666,0,0,0,0
0.0695,-2.16666,0,0,0,0
0.0696,-2.16666,0,0,0,0
0.0697,-2.16666,0,0,0,0
0.0698,-2.16666,0,0,0,0
0.0699,-2.16666,0,0,0,0
0.07,-2.16666,0,0,0,0
0.0701,-2.16666,0,0,0,0
0.0702,-2.16666,0,0,0,0
0.0703,-2.16666,0,0,0,0
0.0704,-2.16666,0,0,0,0
0.0705,-2.16666,0,0,0,0
0.0706,-2.16666,0,0,0,0
0.0707,-2.16666,0,0,0,0
0.0708,-2.16666,0,0,0,0
0.0709,-2.16666,0,0,0,0
0.071,-2.16666,0,0,0,0
0.0711,-2.16666,0,0,0,0
0.0712,-2.16666,0,0,0,0
0.0713,-2.16666,0,0,0,0
0.0714,-2.16666,0,0,0,0
0.0715,-2.16666,0,0,0,0
0.0716,-2.16666,0,0,0,0
0.0717,-2.16666,0,0,0,0
0.0718,-2.16666,0,0,0,0
0.0719,-2.16666,0,0,0,0
0.072,-2.16666,0,0,0,0
0.0721,-2.16666,0,0,0,0
0.0722,-2.16666,0,0,0,0
0.0723,-2.16666,0,0,0,0
0.0724,-2.16666,0,0,0,0
0.0725,-2.16666,0,0,0,0
0.0726,-2.16666,0,0,0,0
0.0727,-2.16666,0,0,0,0
0.0728,-2.16666,0,0,0,0
0.0729,-2.16666,0,0,0,0
0.073,-2.16666,0,0,0,0
0.0731,-2.16666,0,0,0,0
0.0732,-2.16666,0,0,0,0
0.0733,-2.16666,0,0,0,0
0.0734,-2.16666,0,0,0,0
0.0735,-2.16666,0,0,0,0
0.0736,-2.16666,0,0,0,0
0.0737,-2.16666,0,0,0,0
0.0738,-2.16666,0,0,0,0
0.0739,-2.16666,0,0,0,0
0.074,-2.16666,0,0,0,0
0.0741,-2.16666,0,0,0,0
0.0742,-2.16666,0,0,0,0
0.0743,-2.16666,0,0,0,0
0.0744,-2.16666,0,0,0,0
0.0745,-2.16666,0,0,0,0
0.0746,-2.16666,0,0,0,0
0.0747,-2.16666,0,0,0,0
0.0748,-2.16666,0,0,0,0
