time,clutch1.a_rel,clutch1.a_relfric,clutch1.f_normalized,clutch1.flange_a.phi,clutch1.flange_a.tau,clutch1.flange_b.phi,clutch1.flange_b.tau,clutch1.fn,clutch1.free,clutch1.locked,clutch1.lossPower,clutch1.mode,clutch1.mue0,clutch1.phi_rel,clutch1.sa,clutch1.startBackward,clutch1.startForward,clutch1.tau,clutch1.tau0,clutch1.tau0_max,clutch1.w_rel,clutch1.w_relfric,clutch2.a_rel,clutch2.a_relfric,clutch2.f_normalized,clutch2.flange_a.phi,clutch2.flange_a.tau,clutch2.flange_b.phi,clutch2.flange_b.tau,clutch2.fn,clutch2.free,clutch2.locked,clutch2.lossPower,clutch2.mode,clutch2.mue0,clutch2.phi_rel,clutch2.sa,clutch2.startBackward,clutch2.startForward,clutch2.tau,clutch2.tau0,clutch2.tau0_max,clutch2.w_rel,clutch2.w_relfric,clutch3.a_rel,clutch3.a_relfric,clutch3.f_normalized,clutch3.flange_a.phi,clutch3.flange_a.tau,clutch3.flange_b.phi,clutch3.flange_b.tau,clutch3.fn,clutch3.free,clutch3.locked,clutch3.lossPower,clutch3.mode,clutch3.mue0,clutch3.phi_rel,clutch3.sa,clutch3.startBackward,clutch3.startForward,clutch3.tau,clutch3.tau0,clutch3.tau0_max,clutch3.w_rel,clutch3.w_relfric,der(clutch1.phi_rel),der(clutch1.w_rel),der(clutch2.phi_rel),der(clutch2.w_rel),der(clutch3.phi_rel),der(clutch3.w_rel),der(J1.phi),der(J1.w),der(J2.phi),der(J2.w),der(J3.phi),der(J3.w),der(J4.phi),der(J4.w),fixed.flange.phi,fixed.flange.tau,J1.a,J1.flange_a.phi,J1.flange_a.tau,J1.flange_b.phi,J1.flange_b.tau,J1.phi,J1.w,J2.a,J2.flange_a.phi,J2.flange_a.tau,J2.flange_b.phi,J2.flange_b.tau,J2.phi,J2.w,J3.a,J3.flange_a.phi,J3.flange_a.tau,J3.flange_b.phi,J3.flange_b.tau,J3.phi,J3.w,J4.a,J4.flange_a.phi,J4.flange_a.tau,J4.flange_b.phi,J4.phi,J4.w,sin1.y,sin2.y,step1.y,step2.y,torque.flange.phi,torque.flange.tau,torque.phi_support,torque.support.phi,torque.support.tau,torque.tau
0.321000000000002,24.5301024677988,24.5301024677988,0.920051596563423,2.81036002876428,9.20051596563423,0.507855559389025,-9.20051596563423,18.4010319312685,0,0,39.7662777374982,-1,0.5,-2.30250446937525,14.4095349056011,0,0,-9.20051596563423,9.20051596563423,10.1205675621977,-4.32217909148065,-4.32217909148065,-9.20051596563423,-9.20051596563423,0,0.507855559389025,-0,-8.88178419700125E-016,0,0,1,0,-0,2,0.5,-0.507855559389025,-9.20051596563423,0,0,0,0,0,-3.1242800446904,-3.1242800446904,4.46828124559547E-018,4.46828124559547E-018,0,-8.88178419700125E-016,-0,-8.96768845730616E-016,0,0,1,0,-0,2,0.5,-8.59042603049043E-018,4.46828124559547E-018,0,0,0,0,0,-5.71615969626041E-017,-5.71615969626041E-017,-4.32217909148065,24.5301024677988,-3.1242800446904,-9.20051596563423,-5.71615969626041E-017,4.46828124559547E-018,7.44645913617106,-15.3295865021646,3.12428004469041,9.20051596563423,8.43769498715119E-015,1.77635683940025E-015,8.38053339018859E-015,1.78082512064585E-015,0,6.12907053653032,-15.3295865021646,2.81036002876428,-6.12907053653032,2.81036002876428,-9.20051596563423,2.81036002876428,7.44645913617106,9.20051596563423,0.507855559389025,9.20051596563423,0.507855559389025,0,0.507855559389025,3.12428004469041,1.77635683940025E-015,-8.88178419700125E-016,-0,-8.88178419700125E-016,0,-8.88178419700125E-016,8.43769498715119E-015,1.78082512064585E-015,-8.96768845730616E-016,-0,-8.96768845730616E-016,-8.96768845730616E-016,8.38053339018859E-015,-6.12907053653032,0.920051596563423,0,0,2.81036002876428,6.12907053653032,0,0,-6.12907053653032,-6.12907053653032
0.324000000000003,25.2168314865854,25.2168314865854,0.918568021364899,2.83263654656471,9.18568021364899,0.517265645628951,-9.18568021364899,18.371360427298,0,0,39.0175303144362,-1,0.5,-2.31537090093576,15.1125832515716,0,0,-9.18568021364899,9.18568021364899,10.1042482350139,-4.24764736055803,-4.24764736055803,-9.18568021364899,-9.18568021364899,0,0.517265645628951,-0,-9.99200722162641E-016,0,0,1,0,-0,2,0.5,-0.517265645628952,-9.18568021364899,0,0,0,0,0,-3.15186159665914,-3.15186159665914,5.37772632815139E-018,5.37772632815139E-018,0,-9.99200722162641E-016,-0,-1.00796260824564E-015,0,0,1,0,-0,2,0.5,-8.76188608299677E-018,5.37772632815139E-018,0,0,0,0,0,-5.71369034822101E-017,-5.71369034822101E-017,-4.24764736055803,25.2168314865854,-3.15186159665914,-9.18568021364899,-5.71369034822101E-017,5.37772632815139E-018,7.39950895721718,-16.0311512729365,3.15186159665915,9.18568021364899,7.99360577730113E-015,0,7.93646887381892E-015,5.37772632815139E-018,0,6.84547105928746,-16.0311512729365,2.83263654656471,-6.84547105928746,2.83263654656471,-9.18568021364899,2.83263654656471,7.39950895721718,9.18568021364899,0.517265645628951,9.18568021364899,0.517265645628951,0,0.517265645628951,3.15186159665915,0,-9.99200722162641E-016,-0,-9.99200722162641E-016,0,-9.99200722162641E-016,7.99360577730113E-015,5.37772632815139E-018,-1.00796260824564E-015,-0,-1.00796260824564E-015,-1.00796260824564E-015,7.93646887381892E-015,-6.84547105928746,0.918568021364899,0,0,2.83263654656471,6.84547105928746,0,0,-6.84547105928746,-6.84547105928746
0.327000000000003,25.8425385219359,25.8425385219359,0.917071391281537,2.85476943643592,9.17071391281537,0.526758416298933,-9.17071391281537,18.3414278256307,0,0,38.2522978163612,-1,0.5,-2.32801102013699,15.754753217839,0,0,-9.17071391281537,9.17071391281537,10.0877853040969,-4.17113631283455,-4.17113631283455,-9.17071391281537,-9.17071391281537,0,0.526758416298933,-0,-1.4432899320127E-015,0,0,1,0,-0,2,0.5,-0.526758416298934,-9.17071391281537,0,0,0,0,0,-3.17939846507857,-3.17939846507857,3.84024576851499E-017,3.84024576851499E-017,0,-1.4432899320127E-015,-0,-1.4522231644567E-015,0,0,1,0,-0,2,0.5,-8.93323244399257E-018,3.84024576851499E-017,0,0,0,0,0,-5.7067574609991E-017,-5.7067574609991E-017,-4.17113631283455,25.8425385219359,-3.17939846507857,-9.17071391281537,-5.7067574609991E-017,3.84024576851499E-017,7.35053477791313,-16.6718246091205,3.17939846507857,9.17071391281537,7.99360577730113E-015,-1.77635683940025E-015,7.93653820269114E-015,-1.7379543817151E-015,0,7.50111069630516,-16.6718246091205,2.85476943643592,-7.50111069630516,2.85476943643592,-9.17071391281537,2.85476943643592,7.35053477791313,9.17071391281537,0.526758416298933,9.17071391281537,0.526758416298933,0,0.526758416298933,3.17939846507857,-1.77635683940025E-015,-1.4432899320127E-015,-0,-1.4432899320127E-015,0,-1.4432899320127E-015,7.99360577730113E-015,-1.7379543817151E-015,-1.4522231644567E-015,-0,-1.4522231644567E-015,-1.4522231644567E-015,7.93653820269114E-015,-7.50111069630516,0.917071391281537,0,0,2.85476943643592,7.50111069630516,0,0,-7.50111069630516,-7.50111069630516
0.330000000000003,26.4014044954252,26.4014044954252,0.915561727583762,2.87675287943952,9.15561727583762,0.536333736819828,-9.15561727583762,18.3112345516752,0,0,37.4724492370329,-1,0.5,-2.34041914261969,16.3302254920039,0,0,-9.15561727583762,9.15561727583762,10.0711790034214,-4.09283701011898,-4.09283701011898,-9.15561727583762,-9.15561727583762,0,0.536333736819828,-0,-1.66533453693773E-015,0,0,1,0,-0,2,0.5,-0.536333736819829,-9.15561727583762,0,0,0,0,0,-3.20689025858882,-3.20689025858882,5.61308803295054E-017,5.61308803295054E-017,0,-1.66533453693773E-015,-0,-1.67443880785238E-015,0,0,1,0,-0,2,0.5,-9.10427091464549E-018,5.61308803295054E-017,0,0,0,0,0,-5.69334330718702E-017,-5.69334330718702E-017,-4.09283701011898,26.4014044954252,-3.20689025858882,-9.15561727583762,-5.69334330718702E-017,5.61308803295054E-017,7.29972726870781,-17.2457872195876,3.20689025858883,9.15561727583761,6.66133814775094E-015,-1.77635683940025E-015,6.60440471467907E-015,-1.72022595907075E-015,0,8.09016994375001,-17.2457872195876,2.87675287943952,-8.09016994375001,2.87675287943952,-9.15561727583762,2.87675287943952,7.29972726870781,9.15561727583761,0.536333736819828,9.15561727583762,0.536333736819828,0,0.536333736819828,3.20689025858883,-1.77635683940025E-015,-1.66533453693773E-015,-0,-1.66533453693773E-015,0,-1.66533453693773E-015,6.66133814775094E-015,-1.72022595907075E-015,-1.67443880785238E-015,-0,-1.67443880785238E-015,-1.67443880785238E-015,6.60440471467907E-015,-8.09016994375001,0.915561727583762,0,0,2.87675287943952,8.09016994375001,0,0,-8.09016994375001,-8.09016994375001
0.333000000000003,26.8882013045847,26.8882013045847,0.914039051727237,2.89858165159298,9.14039051727237,0.545991471439279,-9.14039051727237,18.2807810345447,0,0,36.6799958072415,-1,0.5,-2.3525901801537,16.8337717355851,0,0,-9.14039051727237,9.14039051727237,10.0544295689996,-4.01295718579291,-4.01295718579291,-9.14039051727237,-9.14039051727237,0,0.545991471439279,-0,-1.4432899320127E-015,0,0,1,0,-0,2,0.5,-0.545991471439281,-9.14039051727237,0,0,0,0,0,-3.23433658647067,-3.23433658647067,9.5870385698159E-017,9.5870385698159E-017,0,-1.4432899320127E-015,-0,-1.45256471537954E-015,0,0,1,0,-0,2,0.5,-9.27478336683183E-018,9.5870385698159E-017,0,0,0,0,0,-5.66981925617768E-017,-5.66981925617768E-017,-4.01295718579291,26.8882013045847,-3.23433658647067,-9.14039051727237,-5.66981925617768E-017,9.5870385698159E-017,7.24729377226358,-17.7478107873123,3.23433658647068,9.14039051727237,8.43769498715119E-015,1.77635683940025E-015,8.38099679458941E-015,1.87222722509841E-015,0,8.60742027003995,-17.7478107873123,2.89858165159298,-8.60742027003995,2.89858165159298,-9.14039051727237,2.89858165159298,7.24729377226358,9.14039051727237,0.545991471439279,9.14039051727237,0.545991471439279,0,0.545991471439279,3.23433658647068,1.77635683940025E-015,-1.4432899320127E-015,-0,-1.4432899320127E-015,0,-1.4432899320127E-015,8.43769498715119E-015,1.87222722509841E-015,-1.45256471537954E-015,-0,-1.45256471537954E-015,-1.45256471537954E-015,8.38099679458941E-015,-8.60742027003995,0.914039051727237,0,0,2.89858165159298,8.60742027003995,0,0,-8.60742027003995,-8.60742027003995
0.336000000000003,27.2983382317118,27.2983382317118,0.912503385352557,2.92025117144111,9.12503385352557,0.555731483233642,-9.12503385352557,18.2500677070511,0,0,35.8770726994646,-1,0.5,-2.36451968820747,17.2608009928337,0,0,-9.12503385352557,9.12503385352557,10.0375372388781,-3.93171940787957,-3.93171940787957,-9.12503385352557,-9.12503385352557,0,0.555731483233642,-0,-9.99200722162641E-016,0,0,1,0,-0,2,0.5,-0.555731483233643,-9.12503385352557,0,0,0,0,0,-3.26173705865103,-3.26173705865103,1.10378134236469E-016,1.10378134236469E-016,0,-9.99200722162641E-016,-0,-1.00864519704766E-015,0,0,1,0,-0,2,0.5,-9.444474885023E-018,1.10378134236469E-016,0,0,0,0,0,-5.63886913099204E-017,-5.63886913099204E-017,-3.93171940787957,27.2983382317118,-3.26173705865103,-9.12503385352557,-5.63886913099204E-017,1.10378134236469E-016,7.19345646653062,-18.1733043781862,3.26173705865104,9.12503385352557,9.32587340685131E-015,-1.77635683940025E-015,9.2694847155414E-015,-1.66597870516378E-015,0,9.04827052466065,-18.1733043781862,2.92025117144111,-9.04827052466065,2.92025117144111,-9.12503385352557,2.92025117144111,7.19345646653062,9.12503385352557,0.555731483233642,9.12503385352557,0.555731483233642,0,0.555731483233642,3.26173705865104,-1.77635683940025E-015,-9.99200722162641E-016,-0,-9.99200722162641E-016,0,-9.99200722162641E-016,9.32587340685131E-015,-1.66597870516378E-015,-1.00864519704766E-015,-0,-1.00864519704766E-015,-1.00864519704766E-015,9.2694847155414E-015,-9.04827052466065,0.912503385352557,0,0,2.92025117144111,9.04827052466065,0,0,-9.04827052466065,-9.04827052466065
0.339000000000004,27.6279026952414,27.6279026952414,0.91095475028494,2.94175754193475,9.1095475028494,0.565553634109931,-9.1095475028494,18.2190950056988,0,0,35.0659196719688,-1,0.5,-2.37620390782482,17.6074004421071,0,0,-9.1095475028494,9.1095475028494,10.0205022531343,-3.84935911042787,-3.84935911042787,-9.1095475028494,-9.1095475028494,0,0.565553634109931,-0,-1.11022302462516E-016,0,0,1,0,-0,2,0.5,-0.565553634109931,-9.1095475028494,0,0,0,0,0,-3.28909128570856,-3.28909128570856,1.18129408782917E-016,1.18129408782917E-016,0,-1.11022302462516E-016,-0,-1.20635499740587E-016,0,0,1,0,-0,2,0.5,-9.61319727807106E-018,1.18129408782917E-016,0,0,0,0,0,-5.60580065822911E-017,-5.60580065822911E-017,-3.84935911042787,27.6279026952414,-3.28909128570856,-9.1095475028494,-5.60580065822911E-017,1.18129408782917E-016,7.13845039613644,-18.518355192392,3.28909128570857,9.1095475028494,7.105427357601E-015,-1.77635683940025E-015,7.04936935101871E-015,-1.65822743061733E-015,0,9.40880768954264,-18.518355192392,2.94175754193475,-9.40880768954264,2.94175754193475,-9.1095475028494,2.94175754193475,7.13845039613644,9.1095475028494,0.565553634109931,9.1095475028494,0.565553634109931,0,0.565553634109931,3.28909128570857,-1.77635683940025E-015,-1.11022302462516E-016,-0,-1.11022302462516E-016,0,-1.11022302462516E-016,7.105427357601E-015,-1.65822743061733E-015,-1.20635499740587E-016,-0,-1.20635499740587E-016,-1.20635499740587E-016,7.04936935101871E-015,-9.40880768954264,0.91095475028494,0,0,2.94175754193475,9.40880768954264,0,0,-9.40880768954264,-9.40880768954264
0.342000000000004,27.873694981965,27.873694981965,0.909393168533918,2.96309758624505,9.09393168533919,0.575457784807781,-9.09393168533919,18.1878633706784,0,0,34.2488608307882,-1,0.5,-2.38763980143727,17.8703701280919,0,0,-9.09393168533919,9.09393168533919,10.0033248538731,-3.76612251068508,-3.76612251068508,-9.09393168533919,-9.09393168533919,0,0.575457784807781,-0,-9.99200722162641E-016,0,0,1,0,-0,2,0.5,-0.575457784807782,-9.09393168533919,0,0,0,0,0,-3.31639887887913,-3.31639887887913,1.27271032721666E-016,1.27271032721666E-016,0,-9.99200722162641E-016,-0,-1.00898160661196E-015,0,0,1,0,-0,2,0.5,-9.78088444931788E-018,1.27271032721666E-016,0,0,0,0,0,-5.56918829647754E-017,-5.56918829647754E-017,-3.76612251068508,27.873694981965,-3.31639887887913,-9.09393168533919,-5.56918829647754E-017,1.27271032721666E-016,7.08252138956422,-18.7797632966258,3.31639887887914,9.09393168533919,7.54951656745106E-015,-1.77635683940025E-015,7.49382468448629E-015,-1.64908580667858E-015,0,9.68583161128661,-18.7797632966258,2.96309758624505,-9.68583161128661,2.96309758624505,-9.09393168533919,2.96309758624505,7.08252138956422,9.09393168533919,0.575457784807781,9.09393168533919,0.575457784807781,0,0.575457784807781,3.31639887887914,-1.77635683940025E-015,-9.99200722162641E-016,-0,-9.99200722162641E-016,0,-9.99200722162641E-016,7.54951656745106E-015,-1.64908580667858E-015,-1.00898160661196E-015,-0,-1.00898160661196E-015,-1.00898160661196E-015,7.49382468448629E-015,-9.68583161128661,0.909393168533918,0,0,2.96309758624505,9.68583161128661,0,0,-9.68583161128661,-9.68583161128661
0.345000000000004,28.0332566518121,28.0332566518121,0.907818662293025,2.9842688771953,9.07818662293025,0.585443794901431,-9.07818662293025,18.1563732458605,0,0,33.4282836954696,-1,0.5,-2.39882508229387,18.0472513665888,0,0,-9.07818662293025,9.07818662293025,9.98600528522328,-3.68226443054545,-3.68226443054545,-9.07818662293025,-9.07818662293025,0,0.585443794901431,-0,-1.88737914186277E-015,0,0,1,0,-0,2,0.5,-0.585443794901433,-9.07818662293025,0,0,0,0,0,-3.3436594500614,-3.3436594500614,1.27652146552988E-016,1.27652146552988E-016,0,-1.88737914186277E-015,-0,-1.8973265881541E-015,0,0,1,0,-0,2,0.5,-9.94744629133029E-018,1.27652146552988E-016,0,0,0,0,0,-5.53109183998425E-017,-5.53109183998425E-017,-3.68226443054545,28.0332566518121,-3.3436594500614,-9.07818662293025,-5.53109183998425E-017,1.27652146552988E-016,7.02592388060686,-18.9550700288818,3.34365945006141,9.07818662293025,7.105427357601E-015,-1.77635683940025E-015,7.05011643920116E-015,-1.64870469284726E-015,0,9.87688340595158,-18.9550700288818,2.9842688771953,-9.87688340595158,2.9842688771953,-9.07818662293025,2.9842688771953,7.02592388060686,9.07818662293025,0.585443794901431,9.07818662293025,0.585443794901431,0,0.585443794901431,3.34365945006141,-1.77635683940025E-015,-1.88737914186277E-015,-0,-1.88737914186277E-015,0,-1.88737914186277E-015,7.105427357601E-015,-1.64870469284726E-015,-1.8973265881541E-015,-0,-1.8973265881541E-015,-1.8973265881541E-015,7.05011643920116E-015,-9.87688340595158,0.907818662293025,0,0,2.9842688771953,9.87688340595158,0,0,-9.87688340595158,-9.87688340595158
0.348000000000004,28.1048923630724,28.1048923630724,0.90623125393948,3.0052697600492,9.0623125393948,0.595511522801716,-9.0623125393948,18.1246250787896,0,0,32.6066177602173,-1,0.5,-2.40975823724749,18.1363485697381,0,0,-9.0623125393948,9.0623125393948,9.96854379333428,-3.59804604161167,-3.59804604161167,-9.0623125393948,-9.0623125393948,0,0.595511522801716,-0,-2.22044604925031E-015,0,0,1,0,-0,2,0.5,-0.595511522801718,-9.0623125393948,0,0,0,0,0,-3.37087261182231,-3.37087261182231,1.27166260285541E-016,1.27166260285541E-016,0,-2.22044604925031E-015,-0,-2.23055890833589E-015,0,0,1,0,-0,2,0.5,-1.01128590855723E-017,1.27166260285541E-016,0,0,0,0,0,-5.49264635369685E-017,-5.49264635369685E-017,-3.59804604161167,28.1048923630724,-3.37087261182231,-9.0623125393948,-5.49264635369685E-017,1.27166260285541E-016,6.96891865343399,-19.0425798236776,3.37087261182232,9.0623125393948,7.99360577730113E-015,-1.77635683940025E-015,7.93867931376416E-015,-1.64919057911471E-015,0,9.9802672842828,-19.0425798236776,3.0052697600492,-9.9802672842828,3.0052697600492,-9.0623125393948,3.0052697600492,6.96891865343399,9.0623125393948,0.595511522801716,9.0623125393948,0.595511522801716,0,0.595511522801716,3.37087261182232,-1.77635683940025E-015,-2.22044604925031E-015,-0,-2.22044604925031E-015,0,-2.22044604925031E-015,7.99360577730113E-015,-1.64919057911471E-015,-2.23055890833589E-015,-0,-2.23055890833589E-015,-2.23055890833589E-015,7.93867931376416E-015,-9.9802672842828,0.90623125393948,0,0,3.0052697600492,9.9802672842828,0,0,-9.9802672842828,-9.9802672842828
0.351000000000005,28.0876849243346,28.0876849243346,0.904630966033868,3.0260993684531,9.04630966033868,0.605660825758079,-9.04630966033868,18.0926193206774,0,0,31.786312746047,-1,0.5,-2.42043854269502,18.1367442979621,0,0,-9.04630966033868,9.04630966033868,9.95094062637255,-3.51373255388396,-3.51373255388396,-9.04630966033868,-9.04630966033868,0,0.605660825758079,-0,-2.66453525910038E-015,0,0,1,0,-0,2,0.5,-0.605660825758081,-9.04630966033868,0,0,0,0,0,-3.3980379774026,-3.3980379774026,1.23224480684573E-016,1.23224480684573E-016,0,-2.66453525910038E-015,-0,-2.67481238608235E-015,0,0,1,0,-0,2,0.5,-1.02771269819703E-017,1.23224480684573E-016,0,0,0,0,0,-5.454965632997E-017,-5.454965632997E-017,-3.51373255388396,28.0876849243346,-3.3980379774026,-9.04630966033868,-5.454965632997E-017,1.23224480684573E-016,6.91177053128657,-19.041375263996,3.3980379774026,9.04630966033868,5.77315972805081E-015,1.77635683940025E-015,5.71861007172084E-015,1.89958132008482E-015,0,9.99506560365727,-19.041375263996,3.0260993684531,-9.99506560365727,3.0260993684531,-9.04630966033868,3.0260993684531,6.91177053128657,9.04630966033868,0.605660825758079,9.04630966033868,0.605660825758079,0,0.605660825758079,3.3980379774026,1.77635683940025E-015,-2.66453525910038E-015,-0,-2.66453525910038E-015,0,-2.66453525910038E-015,5.77315972805081E-015,1.89958132008482E-015,-2.67481238608235E-015,-0,-2.67481238608235E-015,-2.67481238608235E-015,5.71861007172084E-015,-9.99506560365727,0.904630966033868,0,0,3.0260993684531,9.99506560365727,0,0,-9.99506560365727,-9.99506560365727
0.354000000000005,27.9815034395411,27.9815034395411,0.903017821319823,3.0467576333909,9.03017821319823,0.6158915598606,-9.03017821319823,18.0603564263965,0,0,30.9698167417445,-1,0.5,-2.4308660735303,18.048307405023,0,0,-9.03017821319823,9.03017821319823,9.93319603451806,-3.42959086859216,-3.42959086859216,-9.03017821319823,-9.03017821319823,0,0.6158915598606,-0,-4.10782519111308E-015,0,0,1,0,-0,2,0.5,-0.615891559860604,-9.03017821319823,0,0,0,0,0,-3.42515516072229,-3.42515516072229,1.15827956642395E-016,1.15827956642395E-016,0,-4.10782519111308E-015,-0,-4.11826547342373E-015,0,0,1,0,-0,2,0.5,-1.04402823106469E-017,1.15827956642395E-016,0,0,0,0,0,-5.41880809052388E-017,-5.41880809052388E-017,-3.42959086859216,27.9815034395411,-3.42515516072229,-9.03017821319823,-5.41880809052388E-017,1.15827956642395E-016,6.85474602931445,-18.9513252263428,3.42515516072229,9.03017821319823,5.77315972805081E-015,1.77635683940025E-015,5.71897164714558E-015,1.89218479604265E-015,0,9.92114701314459,-18.9513252263428,3.0467576333909,-9.92114701314459,3.0467576333909,-9.03017821319823,3.0467576333909,6.85474602931445,9.03017821319823,0.6158915598606,9.03017821319823,0.6158915598606,0,0.6158915598606,3.42515516072229,1.77635683940025E-015,-4.10782519111308E-015,-0,-4.10782519111308E-015,0,-4.10782519111308E-015,5.77315972805081E-015,1.89218479604265E-015,-4.11826547342373E-015,-0,-4.11826547342373E-015,-4.11826547342373E-015,5.71897164714558E-015,-9.92114701314459,0.903017821319823,0,0,3.0467576333909,9.92114701314459,0,0,-9.92114701314459,-9.92114701314459
0.357000000000005,27.7870044738612,27.7870044738612,0.901391842723703,3.06724528507193,9.01391842723703,0.626203580042048,-9.01391842723703,18.0278368544741,0,0,30.1595544317977,-1,0.5,-2.44104170502988,17.8716942039005,0,0,-9.01391842723703,9.01391842723703,9.91531026996073,-3.34588721600427,-3.34588721600427,-9.01391842723703,-9.01391842723703,0,0.626203580042048,-0,-3.21964677141295E-015,0,0,1,0,-0,2,0.5,-0.626203580042051,-9.01391842723703,0,0,0,0,0,-3.45222377638618,-3.45222377638618,1.07203882163743E-016,1.07203882163743E-016,0,-3.21964677141295E-015,-0,-3.23024915222689E-015,0,0,1,0,-0,2,0.5,-1.06023808139339E-017,1.07203882163743E-016,0,0,0,0,0,-5.38463630134613E-017,-5.38463630134613E-017,-3.34588721600427,27.7870044738612,-3.45222377638618,-9.01391842723703,-5.38463630134613E-017,1.07203882163743E-016,6.79811099239046,-18.7730860466242,3.45222377638618,9.01391842723703,7.105427357601E-015,1.77635683940025E-015,7.05158099458754E-015,1.88356072156399E-015,0,9.75916761938713,-18.7730860466242,3.06724528507193,-9.75916761938713,3.06724528507193,-9.01391842723703,3.06724528507193,6.79811099239046,9.01391842723703,0.626203580042048,9.01391842723703,0.626203580042048,0,0.626203580042048,3.45222377638618,1.77635683940025E-015,-3.21964677141295E-015,-0,-3.21964677141295E-015,0,-3.21964677141295E-015,7.105427357601E-015,1.88356072156399E-015,-3.23024915222689E-015,-0,-3.23024915222689E-015,-3.23024915222689E-015,7.05158099458754E-015,-9.75916761938713,0.901391842723703,0,0,3.06724528507193,9.75916761938713,0,0,-9.75916761938713,-9.75916761938713
0.360000000000005,27.5056262300363,27.5056262300363,0.899753053354262,3.08756384773512,8.99753053354262,0.636596740079928,-8.99753053354262,17.9950610670852,0,0,29.3579056080399,-1,0.5,-2.45096710765519,17.6083426431394,0,0,-8.99753053354262,8.99753053354262,9.89728358689688,-3.26288479917841,-3.26288479917841,-8.99753053354262,-8.99753053354262,0,0.636596740079928,-0,-3.21964677141295E-015,0,0,1,0,-0,2,0.5,-0.636596740079931,-8.99753053354262,0,0,0,0,0,-3.47924343968932,-3.47924343968932,1.01076381921549E-016,1.01076381921549E-016,0,-3.21964677141295E-015,-0,-3.23041026621591E-015,0,0,1,0,-0,2,0.5,-1.07634948029537E-017,1.01076381921549E-016,0,0,0,0,0,-5.35340628579021E-017,-5.35340628579021E-017,-3.26288479917841,27.5056262300363,-3.47924343968932,-8.99753053354262,-5.35340628579021E-017,1.01076381921549E-016,6.74212823886775,-18.5080956964936,3.47924343968933,8.99753053354262,7.54951656745106E-015,1.77635683940025E-015,7.49598250459316E-015,1.8774332213218E-015,0,9.51056516295103,-18.5080956964936,3.08756384773512,-9.51056516295103,3.08756384773512,-8.99753053354262,3.08756384773512,6.74212823886775,8.99753053354262,0.636596740079928,8.99753053354262,0.636596740079928,0,0.636596740079928,3.47924343968933,1.77635683940025E-015,-3.21964677141295E-015,-0,-3.21964677141295E-015,0,-3.21964677141295E-015,7.54951656745106E-015,1.8774332213218E-015,-3.23041026621591E-015,-0,-3.23041026621591E-015,-3.23041026621591E-015,7.49598250459316E-015,-9.51056516295103,0.899753053354262,0,0,3.08756384773512,9.51056516295103,0,0,-9.51056516295103,-9.51056516295103
0.363000000000005,27.1395757868856,27.1395757868856,0.898101476502325,3.10771562741558,8.98101476502325,0.647070892598574,-8.98101476502325,17.9620295300465,0,0,28.5671841585214,-1,0.5,-2.460644734817,17.2604595453601,0,0,-8.98101476502325,8.98101476502325,9.87911624152557,-3.18084146457223,-3.18084146457223,-8.98101476502325,-8.98101476502325,0,0.647070892598574,-0,-2.44249065417534E-015,0,0,1,0,-0,2,0.5,-0.647070892598576,-8.98101476502325,0,0,0,0,0,-3.50621376662251,-3.50621376662251,7.78158216098826E-017,7.78158216098826E-017,0,-2.44249065417534E-015,-0,-2.45341437037439E-015,0,0,1,0,-0,2,0.5,-1.09237161990434E-017,7.78158216098826E-017,0,0,0,0,0,-5.32656626933461E-017,-5.32656626933461E-017,-3.18084146457223,27.1395757868856,-3.50621376662251,-8.98101476502325,-5.32656626933461E-017,7.78158216098826E-017,6.68705523119475,-18.1585610218624,3.50621376662251,8.98101476502325,6.66133814775094E-015,-1.77635683940025E-015,6.60807248505759E-015,-1.69854101779037E-015,0,9.17754625683914,-18.1585610218624,3.10771562741558,-9.17754625683914,3.10771562741558,-8.98101476502325,3.10771562741558,6.68705523119475,8.98101476502325,0.647070892598574,8.98101476502325,0.647070892598574,0,0.647070892598574,3.50621376662251,-1.77635683940025E-015,-2.44249065417534E-015,-0,-2.44249065417534E-015,0,-2.44249065417534E-015,6.66133814775094E-015,-1.69854101779037E-015,-2.45341437037439E-015,-0,-2.45341437037439E-015,-2.45341437037439E-015,6.60807248505759E-015,-9.17754625683914,0.898101476502325,0,0,3.10771562741558,9.17754625683914,0,0,-9.17754625683914,-9.17754625683914
