"time","booleanStep"
4.78000021,1
4.800000191,1
4.800000191,1
4.820000172,1
4.840000153,1
4.860000134,1
4.880000114,1
4.900000095,1
4.920000076,1
4.940000057,1
4.960000038,1
4.980000019,1
5,1
5,1
5.019999981,1
5.039999962,1
5.059999943,1
5.079999924,1
5.099999905,1
5.119999886,1
5.139999866,1
5.159999847,1
5.179999828,1
5.199999809,1
5.199999809,1
5.21999979,1
5.239999771,1
5.260000229,1
5.28000021,1
5.300000191,1
5.300000191,1
5.320000172,1
5.340000153,1
5.360000134,1
5.380000114,1
5.400000095,1
5.420000076,1
5.440000057,1
5.460000038,1
5.480000019,1
5.5,1
5.5,1
5.519999981,1
5.539999962,1
5.559999943,1
5.579999924,1
5.599999905,1
5.619999886,1
5.639999866,1
5.659999847,1
5.679999828,1
5.699999809,1
5.71999979,1
5.739999771,1
5.760000229,1
5.78000021,1
5.800000191,1
5.800000191,1
5.820000172,1
5.840000153,1
5.860000134,1
5.880000114,1
5.900000095,1
5.920000076,1
5.940000057,1
5.960000038,1
5.980000019,1
6,1
6,1
6.019999981,1
6.039999962,1
6.059999943,1
6.079999924,1
6.099999905,1
6.119999886,1
6.139999866,1
6.159999847,1
6.179999828,1
6.199999809,1
6.199999809,1
6.21999979,1
6.239999771,1
6.260000229,1
6.28000021,1
6.300000191,1
6.300000191,1
6.320000172,1
6.340000153,1
6.360000134,1
6.380000114,1
6.400000095,1
6.420000076,1
6.440000057,1
6.460000038,1
6.480000019,1
6.5,1
6.5,1
6.519999981,1
6.539999962,1
6.559999943,1
6.579999924,1
6.599999905,1
6.619999886,1
6.639999866,1
6.659999847,1
6.679999828,1
6.699999809,1
6.71999979,1
6.739999771,1
6.760000229,1
6.78000021,1
6.800000191,1
6.800000191,1
6.820000172,1
6.840000153,1
6.860000134,1
6.880000114,1
6.900000095,1
6.920000076,1
6.940000057,1
6.960000038,1
6.980000019,1
7,1
7,1
7.019999981,1
7.039999962,1
7.059999943,1
7.079999924,1
7.099999905,1
7.119999886,1
7.139999866,1
7.159999847,1
7.179999828,1
7.199999809,1
7.199999809,1
7.21999979,1
7.239999771,1
7.260000229,1
7.28000021,1
7.300000191,1
7.300000191,1
7.320000172,1
7.340000153,1
7.360000134,1
7.380000114,1
7.400000095,1
7.420000076,1
7.440000057,1
7.460000038,1
7.480000019,1
7.5,1
7.5,1
7.519999981,1
7.539999962,1
7.559999943,1
7.579999924,1
7.599999905,1
7.619999886,1
7.639999866,1
7.659999847,1
7.679999828,1
7.699999809,1
7.71999979,1
7.739999771,1
7.760000229,1
7.78000021,1
7.800000191,1
7.800000191,1
7.820000172,1
7.840000153,1
7.860000134,1
7.880000114,1
7.900000095,1
7.920000076,1
7.940000057,1
7.960000038,1
7.980000019,1
8,1
8,1
8.020000458,1
8.039999962,1
8.06000042,1
8.079999924,1
8.100000381,1
8.119999886,1
8.140000343,1
8.159999847,1
8.180000305,1
8.199999809,1
8.199999809,1
8.220000267,1
8.239999771,1
8.260000229,1
8.279999733,1
8.300000191,1
8.300000191,1
8.319999695,1
8.340000153,1
8.359999657,1
8.380000114,1
8.399999619,1
8.420000076,1
8.43999958,1
8.460000038,1
8.479999542,1
8.5,1
8.5,1
8.520000458,1
8.539999962,1
8.56000042,1
8.579999924,1
8.600000381,1
8.619999886,1
8.640000343,1
8.659999847,1
8.680000305,1
8.699999809,1
8.720000267,1
8.739999771,1
8.760000229,1
8.779999733,1
8.800000191,1
8.800000191,1
8.819999695,1
8.840000153,1
8.859999657,1
8.880000114,1
8.899999619,1
8.920000076,1
8.93999958,1
8.960000038,1
8.979999542,1
9,1
9,1
9.020000458,1
9.039999962,1
9.06000042,1
9.079999924,1
9.100000381,1
9.119999886,1
9.140000343,1
9.159999847,1
9.180000305,1
9.199999809,1
9.199999809,1
9.220000267,1
9.239999771,1
9.260000229,1
9.279999733,1
9.300000191,1
9.300000191,1
9.319999695,1
9.340000153,1
9.359999657,1
9.380000114,1
9.399999619,1
9.420000076,1
9.43999958,1
9.460000038,1
9.479999542,1
9.5,1
9.5,1
9.520000458,1
9.539999962,1
9.56000042,1
9.579999924,1
9.600000381,1
9.619999886,1
9.640000343,1
9.659999847,1
9.680000305,1
9.699999809,1
9.720000267,1
9.739999771,1
9.760000229,1
9.779999733,1
9.800000191,1
9.800000191,1
9.819999695,1
9.840000153,1
9.859999657,1
9.880000114,1
9.899999619,1
9.920000076,1
9.93999958,1
9.960000038,1
9.979999542,1
10,1
10,1
