"time","qINJ01","sacpINJ01","x1INJ01","volumeINJ01","paDVALV01","lcaPUMP01","p1PUMP01","qinjexpseu_"
0.0005,-9.83175e-009,50,1e-009,-8.19295e-014,9.98565,1.5554e-005,2.50399,-8.19295e-008
0.00051,-9.83178e-009,50,1e-009,-8.35681e-014,9.986,1.61505e-005,2.50413,-8.35681e-008
0.00052,-9.83182e-009,50,1e-009,-8.52068e-014,9.98634,1.67575e-005,2.50428,-8.52068e-008
0.00053,-9.83187e-009,50,1e-009,-8.68454e-014,9.98668,1.7375e-005,2.50442,-8.68454e-008
0.00054,-9.83193e-009,50,1e-009,-8.84841e-014,9.98702,1.80029e-005,2.50457,-8.84841e-008
0.00055,-9.83198e-009,50,1e-009,-9.01227e-014,9.98736,1.8641e-005,2.50472,-9.01227e-008
0.00056,-9.83206e-009,50,1e-009,-9.17614e-014,9.98769,1.92894e-005,2.50487,-9.17614e-008
0.00057,-9.83213e-009,50,1e-009,-9.34001e-014,9.98802,1.99481e-005,2.50502,-9.34001e-008
0.00058,-9.83224e-009,50,1e-009,-9.50388e-014,9.98834,2.06169e-005,2.50518,-9.50388e-008
0.00059,-9.83234e-009,50,1e-009,-9.66775e-014,9.98866,2.1296e-005,2.50534,-9.66775e-008
0.0006,-9.83248e-009,50,1e-009,-9.83162e-014,9.98898,2.19853e-005,2.5055,-9.83162e-008
0.00061,-9.8326e-009,50,1e-009,-9.9955e-014,9.98929,2.26848e-005,2.50566,-9.9955e-008
0.00062,-9.83278e-009,50,1e-009,-1.01594e-013,9.98959,2.33946e-005,2.50583,-1.01594e-007
0.00063,-9.83296e-009,50,1e-009,-1.03233e-013,9.98989,2.41145e-005,2.506,-1.03233e-007
0.00064,-9.83316e-009,50,1e-009,-1.04871e-013,9.99018,2.48448e-005,2.50617,-1.04871e-007
0.00065,-9.83337e-009,50,1e-009,-1.0651e-013,9.99047,2.55852e-005,2.50634,-1.0651e-007
0.00066,-9.83361e-009,50,1e-009,-1.08149e-013,9.99074,2.63359e-005,2.50652,-1.08149e-007
0.00067,-9.83389e-009,50,1e-009,-1.09788e-013,9.99101,2.70968e-005,2.50669,-1.09788e-007
0.00068,-9.83417e-009,50,1e-009,-1.11427e-013,9.99127,2.7868e-005,2.50687,-1.11427e-007
0.00069,-9.83451e-009,50,1e-009,-1.13066e-013,9.99152,2.86494e-005,2.50706,-1.13066e-007
0.0007,-9.83485e-009,50,1e-009,-1.14705e-013,9.99176,2.94411e-005,2.50724,-1.14705e-007
0.00071,-9.83521e-009,50,1e-009,-1.16345e-013,9.99199,3.0243e-005,2.50743,-1.16345e-007
0.00072,-9.8356e-009,50,1e-009,-1.17984e-013,9.99221,3.10553e-005,2.50762,-1.17984e-007
0.00073,-9.83602e-009,50,1e-009,-1.19623e-013,9.99242,3.1878e-005,2.50782,-1.19623e-007
0.00074,-9.83647e-009,50,1e-009,-1.21263e-013,9.99262,3.27111e-005,2.50802,-1.21263e-007
0.00075,-9.83693e-009,50,1e-009,-1.22902e-013,9.99282,3.35547e-005,2.50822,-1.22902e-007
0.00076,-9.83741e-009,50,1e-009,-1.24542e-013,9.993,3.44089e-005,2.50842,-1.24542e-007
0.00077,-9.83793e-009,50,1e-009,-1.26181e-013,9.99318,3.52736e-005,2.50863,-1.26181e-007
0.00078,-9.83847e-009,50,1e-009,-1.27821e-013,9.99335,3.6149e-005,2.50885,-1.27821e-007
0.00079,-9.83901e-009,50,1e-009,-1.29461e-013,9.99351,3.70351e-005,2.50906,-1.29461e-007
0.0008,-9.83957e-009,50,1e-009,-1.31101e-013,9.99366,3.7932e-005,2.50928,-1.31101e-007
0.00081,-9.84014e-009,50,1e-009,-1.32741e-013,9.99381,3.88397e-005,2.50951,-1.32741e-007
0.00082,-9.84074e-009,50,1e-009,-1.34381e-013,9.99396,3.97583e-005,2.50974,-1.34381e-007
0.00083,-9.84132e-009,50,1e-009,-1.36021e-013,9.99409,4.06877e-005,2.50997,-1.36021e-007
0.00084,-9.8419e-009,50,1e-009,-1.37661e-013,9.99423,4.16282e-005,2.5102,-1.37661e-007
0.00085,-9.84248e-009,50,1e-009,-1.39301e-013,9.99436,4.25795e-005,2.51044,-1.39301e-007
0.00086,-9.84308e-009,50,1e-009,-1.40942e-013,9.99449,4.35414e-005,2.51067,-1.40942e-007
0.00087,-9.84364e-009,50,1e-009,-1.42583e-013,9.99462,4.45137e-005,2.5109,-1.42583e-007
0.00088,-9.84418e-009,50,1e-009,-1.44223e-013,9.99474,4.54963e-005,2.51112,-1.44223e-007
0.00089,-9.84472e-009,50,1e-009,-1.45864e-013,9.99487,4.64888e-005,2.51135,-1.45864e-007
0.0009,-9.84521e-009,50,1e-009,-1.47505e-013,9.99499,4.74911e-005,2.51157,-1.47505e-007
0.00091,-9.84568e-009,50,1e-009,-1.49146e-013,9.99511,4.85029e-005,2.51179,-1.49146e-007
0.00092,-9.84612e-009,50,1e-009,-1.50787e-013,9.99523,4.95241e-005,2.512,-1.50787e-007
0.00093,-9.84651e-009,50,1e-009,-1.52428e-013,9.99535,5.05544e-005,2.51221,-1.52428e-007
0.00094,-9.84688e-009,50,1e-009,-1.54069e-013,9.99547,5.15935e-005,2.51242,-1.54069e-007
0.00095,-9.84719e-009,50,1e-009,-1.5571e-013,9.99559,5.26414e-005,2.51263,-1.5571e-007
0.00096,-9.84746e-009,50,1e-009,-1.57351e-013,9.99571,5.36977e-005,2.51283,-1.57351e-007
0.00097,-9.84767e-009,50,1e-009,-1.58992e-013,9.99583,5.47623e-005,2.51303,-1.58992e-007
0.00098,-9.84783e-009,50,1e-009,-1.60634e-013,9.99595,5.5835e-005,2.51323,-1.60634e-007
0.00099,-9.84793e-009,50,1e-009,-1.62275e-013,9.99607,5.69163e-005,2.51345,-1.62275e-007
0.001,-9.84797e-009,50,1e-009,-1.63916e-013,9.99618,5.80071e-005,2.5137,-1.63916e-007
0.00101,-9.84795e-009,50,1e-009,-1.65558e-013,9.9963,5.91081e-005,2.51396,-1.65558e-007
0.00102,-9.84788e-009,50,1e-009,-1.67199e-013,9.99641,6.02201e-005,2.51425,-1.67199e-007
0.00103,-9.84775e-009,50,1e-009,-1.6884e-013,9.99653,6.1344e-005,2.51456,-1.6884e-007
0.00104,-9.84757e-009,50,1e-009,-1.70482e-013,9.99664,6.24806e-005,2.5149,-1.70482e-007
0.00105,-9.84734e-009,50,1e-009,-1.72123e-013,9.99675,6.36307e-005,2.51526,-1.72123e-007
0.00106,-9.84706e-009,50,1e-009,-1.73764e-013,9.99686,6.47951e-005,2.51565,-1.73764e-007
0.00107,-9.84674e-009,50,1e-009,-1.75405e-013,9.99697,6.59746e-005,2.51607,-1.75405e-007
0.00108,-9.84638e-009,50,1e-009,-1.77046e-013,9.99707,6.71701e-005,2.51651,-1.77046e-007
0.00109,-9.84598e-009,50,1e-009,-1.78687e-013,9.99718,6.83823e-005,2.51698,-1.78687e-007
0.0011,-9.84555e-009,50,1e-009,-1.80328e-013,9.99728,6.9612e-005,2.51749,-1.80328e-007
0.00111,-9.84508e-009,50,1e-009,-1.81969e-013,9.99738,7.08602e-005,2.51802,-1.81969e-007
0.00112,-9.84461e-009,50,1e-009,-1.8361e-013,9.99748,7.21273e-005,2.51856,-1.8361e-007
0.00113,-9.84411e-009,50,1e-009,-1.85251e-013,9.99758,7.3413e-005,2.5191,-1.85251e-007
0.00114,-9.84361e-009,50,1e-009,-1.86891e-013,9.99767,7.47164e-005,2.51962,-1.86891e-007
0.00115,-9.8431e-009,50,1e-009,-1.88532e-013,9.99777,7.60369e-005,2.52012,-1.88532e-007
0.00116,-9.8426e-009,50,1e-009,-1.90172e-013,9.99786,7.73735e-005,2.5206,-1.90172e-007
0.00117,-9.84209e-009,50,1e-009,-1.91813e-013,9.99795,7.87255e-005,2.52106,-1.91813e-007
0.00118,-9.8416e-009,50,1e-009,-1.93453e-013,9.99804,8.00921e-005,2.52151,-1.93453e-007
0.00119,-9.84111e-009,50,1e-009,-1.95093e-013,9.99813,8.14725e-005,2.52193,-1.95093e-007
0.0012,-9.84066e-009,50,1e-009,-1.96733e-013,9.99822,8.28659e-005,2.52234,-1.96733e-007
0.00121,-9.84022e-009,50,1e-009,-1.98373e-013,9.99831,8.42715e-005,2.52272,-1.98373e-007
0.00122,-9.83982e-009,50,1e-009,-2.00013e-013,9.9984,8.56885e-005,2.52307,-2.00013e-007
0.00123,-9.83942e-009,50,1e-009,-2.01653e-013,9.99849,8.71161e-005,2.52341,-2.01653e-007
0.00124,-9.83908e-009,50,1e-009,-2.03293e-013,9.99858,8.85535e-005,2.52372,-2.03293e-007
0.00125,-9.83877e-009,50,1e-009,-2.04933e-013,9.99867,9e-005,2.52401,-2.04933e-007
0.00126,-9.8385e-009,50,1e-009,-2.06572e-013,9.99875,9.14548e-005,2.52429,-2.06572e-007
0.00127,-9.83824e-009,50,1e-009,-2.08212e-013,9.99884,9.2918e-005,2.52457,-2.08212e-007
0.00128,-9.83803e-009,50,1e-009,-2.09852e-013,9.99892,9.43897e-005,2.52485,-2.09852e-007
0.00129,-9.83786e-009,50,1e-009,-2.11492e-013,9.999,9.587e-005,2.52515,-2.11492e-007
0.0013,-9.83771e-009,50,1e-009,-2.13131e-013,9.99908,9.73591e-005,2.52544,-2.13131e-007
0.00131,-9.8376e-009,50,1e-009,-2.14771e-013,9.99915,9.8857e-005,2.52575,-2.14771e-007
0.00132,-9.83752e-009,50,1e-009,-2.1641e-013,9.99922,0.000100364,2.52606,-2.1641e-007
0.00133,-9.83745e-009,50,1e-009,-2.1805e-013,9.99928,0.00010188,2.52638,-2.1805e-007
0.00134,-9.83743e-009,50,1e-009,-2.19689e-013,9.99934,0.000103405,2.5267,-2.19689e-007
0.00135,-9.83741e-009,50,1e-009,-2.21329e-013,9.99939,0.00010494,2.52703,-2.21329e-007
0.00136,-9.83741e-009,50,1e-009,-2.22969e-013,9.99942,0.000106484,2.52737,-2.22969e-007
0.00137,-9.83743e-009,50,1e-009,-2.24608e-013,9.99945,0.000108038,2.52771,-2.24608e-007
0.00138,-9.83745e-009,50,1e-009,-2.26248e-013,9.99947,0.000109602,2.52807,-2.26248e-007
0.00139,-9.83748e-009,50,1e-009,-2.27887e-013,9.99947,0.000111175,2.52842,-2.27887e-007
0.0014,-9.8375e-009,50,1e-009,-2.29527e-013,9.99945,0.000112759,2.52879,-2.29527e-007
0.00141,-9.83753e-009,50,1e-009,-2.31167e-013,9.99942,0.000114353,2.52917,-2.31167e-007
0.00142,-9.83757e-009,50,1e-009,-2.32806e-013,9.99937,0.000115958,2.52956,-2.32806e-007
0.00143,-9.83757e-009,50,1e-009,-2.34446e-013,9.9993,0.000117573,2.52997,-2.34446e-007
0.00144,-9.83757e-009,50,1e-009,-2.36085e-013,9.99921,0.0001192,2.53039,-2.36085e-007
0.00145,-9.83757e-009,50,1e-009,-2.37725e-013,9.99909,0.000120838,2.53082,-2.37725e-007
0.00146,-9.83755e-009,50,1e-009,-2.39364e-013,9.99895,0.000122487,2.53126,-2.39364e-007
0.00147,-9.8375e-009,50,1e-009,-2.41004e-013,9.99877,0.000124149,2.53172,-2.41004e-007
0.00148,-9.83743e-009,50,1e-009,-2.42644e-013,9.99858,0.000125823,2.5322,-2.42644e-007
0.00149,-9.83736e-009,50,1e-009,-2.44283e-013,9.99834,0.00012751,2.53268,-2.44283e-007
0.0015,-9.83726e-009,50,1e-009,-2.45923e-013,9.99808,0.00012921,2.53318,-2.45923e-007
0.00151,-9.83714e-009,50,1e-009,-2.47562e-013,9.99778,0.000130922,2.5337,-2.47562e-007
0.00152,-9.83701e-009,50,1e-009,-2.49202e-013,9.99745,0.000132648,2.53423,-2.49202e-007
0.00153,-9.83687e-009,50,1e-009,-2.50841e-013,9.99709,0.000134388,2.53478,-2.50841e-007
0.00154,-9.83671e-009,50,1e-009,-2.52481e-013,9.99669,0.000136141,2.5353,-2.52481e-007
0.00155,-9.83653e-009,50,1e-009,-2.5412e-013,9.99625,0.000137906,2.53578,-2.5412e-007
0.00156,-9.83634e-009,50,1e-009,-2.5576e-013,9.99577,0.000139683,2.53621,-2.5576e-007
0.00157,-9.83614e-009,50,1e-009,-2.57399e-013,9.99526,0.00014147,2.53659,-2.57399e-007
0.00158,-9.83594e-009,50,1e-009,-2.59038e-013,9.99471,0.000143265,2.53693,-2.59038e-007
0.00159,-9.83574e-009,50,1e-009,-2.60678e-013,9.99412,0.000145067,2.53721,-2.60678e-007
0.0016,-9.83553e-009,50,1e-009,-2.62317e-013,9.99349,0.000146876,2.53745,-2.62317e-007
0.00161,-9.83532e-009,50,1e-009,-2.63956e-013,9.99282,0.00014869,2.53763,-2.63956e-007
0.00162,-9.83512e-009,50,1e-009,-2.65595e-013,9.99211,0.000150507,2.53776,-2.65595e-007
0.00163,-9.83492e-009,50,1e-009,-2.67234e-013,9.99137,0.000152327,2.53785,-2.67234e-007
0.00164,-9.83473e-009,50,1e-009,-2.68874e-013,9.9906,0.000154148,2.53787,-2.68874e-007
0.00165,-9.83454e-009,50,1e-009,-2.70513e-013,9.98979,0.000155969,2.53785,-2.70513e-007
0.00166,-9.83437e-009,50,1e-009,-2.72152e-013,9.98894,0.000157788,2.53778,-2.72152e-007
0.00167,-9.83423e-009,50,1e-009,-2.73791e-013,9.98807,0.000159605,2.53766,-2.73791e-007
0.00168,-9.83409e-009,50,1e-009,-2.7543e-013,9.98717,0.00016142,2.5376,-2.7543e-007
0.00169,-9.83396e-009,50,1e-009,-2.77069e-013,9.98625,0.000163235,2.53763,-2.77069e-007
0.0017,-9.83386e-009,50,1e-009,-2.78708e-013,9.9853,0.000165051,2.53777,-2.78708e-007
0.00171,-9.83376e-009,50,1e-009,-2.80347e-013,9.98433,0.000166873,2.53801,-2.80347e-007
0.00172,-9.83369e-009,50,1e-009,-2.81986e-013,9.98334,0.000168702,2.53835,-2.81986e-007
0.00173,-9.83363e-009,50,1e-009,-2.83625e-013,9.98234,0.000170541,2.5388,-2.83625e-007
0.00174,-9.83359e-009,50,1e-009,-2.85264e-013,9.98133,0.000172392,2.53935,-2.85264e-007
0.00175,-9.83355e-009,50,1e-009,-2.86902e-013,9.98031,0.000174257,2.54001,-2.86902e-007
0.00176,-9.83354e-009,50,1e-009,-2.88541e-013,9.97928,0.00017614,2.54078,-2.88541e-007
0.00177,-9.83354e-009,50,1e-009,-2.9018e-013,9.97826,0.000178042,2.54167,-2.9018e-007
0.00178,-9.83355e-009,50,1e-009,-2.91819e-013,9.97724,0.000179966,2.54267,-2.91819e-007
0.00179,-9.83357e-009,50,1e-009,-2.93458e-013,9.97622,0.000181915,2.5438,-2.93458e-007
0.0018,-9.83359e-009,50,1e-009,-2.95097e-013,9.97521,0.00018389,2.54505,-2.95097e-007
0.00181,-9.83363e-009,50,1e-009,-2.96736e-013,9.97422,0.000185895,2.54641,-2.96736e-007
0.00182,-9.83366e-009,50,1e-009,-2.98375e-013,9.97325,0.000187929,2.54776,-2.98375e-007
0.00183,-9.8337e-009,50,1e-009,-3.00014e-013,9.9723,0.000189992,2.54905,-3.00014e-007
0.00184,-9.83373e-009,50,1e-009,-3.01653e-013,9.97138,0.000192081,2.55026,-3.01653e-007
0.00185,-9.83376e-009,50,1e-009,-3.03292e-013,9.97048,0.000194194,2.5514,-3.03292e-007
0.00186,-9.83378e-009,50,1e-009,-3.04931e-013,9.96961,0.000196329,2.55246,-3.04931e-007
0.00187,-9.83381e-009,50,1e-009,-3.0657e-013,9.96878,0.000198485,2.55343,-3.0657e-007
0.00188,-9.83382e-009,50,1e-009,-3.08209e-013,9.96799,0.00020066,2.55433,-3.08209e-007
0.00189,-9.83382e-009,50,1e-009,-3.09848e-013,9.96724,0.000202852,2.55514,-3.09848e-007
0.0019,-9.83382e-009,50,1e-009,-3.11487e-013,9.96653,0.000205059,2.55586,-3.11487e-007
0.00191,-9.8338e-009,50,1e-009,-3.13126e-013,9.96587,0.000207279,2.5565,-3.13126e-007
0.00192,-9.83377e-009,50,1e-009,-3.14765e-013,9.96525,0.00020951,2.55704,-3.14765e-007
0.00193,-9.83375e-009,50,1e-009,-3.16404e-013,9.96469,0.000211751,2.55749,-3.16404e-007
0.00194,-9.8337e-009,50,1e-009,-3.18042e-013,9.96417,0.000213999,2.55784,-3.18042e-007
0.00195,-9.83364e-009,50,1e-009,-3.19681e-013,9.9637,0.000216253,2.55812,-3.19681e-007
0.00196,-9.83358e-009,50,1e-009,-3.2132e-013,9.96329,0.000218512,2.5584,-3.2132e-007
0.00197,-9.8335e-009,50,1e-009,-3.22959e-013,9.96295,0.000220777,2.5587,-3.22959e-007
0.00198,-9.83341e-009,50,1e-009,-3.24598e-013,9.96264,0.000223048,2.55903,-3.24598e-007
0.00199,-9.83332e-009,50,1e-009,-3.26237e-013,9.96239,0.000225326,2.55939,-3.26237e-007
0.002,-9.83323e-009,50,1e-009,-3.27876e-013,9.96219,0.000227611,2.55977,-3.27876e-007
0.00201,-9.83312e-009,50,1e-009,-3.29515e-013,9.96204,0.000229904,2.56019,-3.29515e-007
0.00202,-9.83302e-009,50,1e-009,-3.31154e-013,9.96194,0.000232204,2.56063,-3.31154e-007
0.00203,-9.83292e-009,50,1e-009,-3.32792e-013,9.96189,0.000234514,2.56109,-3.32792e-007
0.00204,-9.8328e-009,50,1e-009,-3.34431e-013,9.96188,0.000236833,2.56159,-3.34431e-007
0.00205,-9.83269e-009,50,1e-009,-3.3607e-013,9.96192,0.000239161,2.56212,-3.3607e-007
0.00206,-9.83259e-009,50,1e-009,-3.37709e-013,9.96199,0.0002415,2.56267,-3.37709e-007
0.00207,-9.83248e-009,50,1e-009,-3.39348e-013,9.9621,0.00024385,2.56326,-3.39348e-007
0.00208,-9.83238e-009,50,1e-009,-3.40986e-013,9.96225,0.00024621,2.56387,-3.40986e-007
0.00209,-9.83227e-009,50,1e-009,-3.42625e-013,9.96243,0.000248583,2.56451,-3.42625e-007
0.0021,-9.83217e-009,50,1e-009,-3.44264e-013,9.96265,0.000250967,2.56515,-3.44264e-007
0.00211,-9.83208e-009,50,1e-009,-3.45902e-013,9.96289,0.000253363,2.56578,-3.45902e-007
0.00212,-9.83199e-009,50,1e-009,-3.47541e-013,9.96315,0.000255771,2.56641,-3.47541e-007
0.00213,-9.8319e-009,50,1e-009,-3.4918e-013,9.96343,0.000258189,2.56703,-3.4918e-007
0.00214,-9.83182e-009,50,1e-009,-3.50818e-013,9.96374,0.000260619,2.56764,-3.50818e-007
0.00215,-9.83174e-009,50,1e-009,-3.52457e-013,9.96406,0.00026306,2.56825,-3.52457e-007
0.00216,-9.83165e-009,50,1e-009,-3.54096e-013,9.96439,0.000265512,2.56886,-3.54096e-007
0.00217,-9.83157e-009,50,1e-009,-3.55734e-013,9.96472,0.000267974,2.56945,-3.55734e-007
0.00218,-9.8315e-009,50,1e-009,-3.57373e-013,9.96507,0.000270447,2.57004,-3.57373e-007
0.00219,-9.83141e-009,50,1e-009,-3.59011e-013,9.96542,0.00027293,2.57062,-3.59011e-007
0.0022,-9.83134e-009,50,1e-009,-3.6065e-013,9.96578,0.000275424,2.5712,-3.6065e-007
0.00221,-9.83126e-009,50,1e-009,-3.62288e-013,9.96613,0.000277927,2.57177,-3.62288e-007
0.00222,-9.83118e-009,50,1e-009,-3.63927e-013,9.96649,0.00028044,2.57233,-3.63927e-007
0.00223,-9.83109e-009,50,1e-009,-3.65566e-013,9.96684,0.000282963,2.57289,-3.65566e-007
0.00224,-9.83099e-009,50,1e-009,-3.67204e-013,9.96719,0.000285496,2.57346,-3.67204e-007
0.00225,-9.8309e-009,50,1e-009,-3.68842e-013,9.96753,0.000288038,2.57403,-3.68842e-007
0.00226,-9.83079e-009,50,1e-009,-3.70481e-013,9.96787,0.000290591,2.57462,-3.70481e-007
0.00227,-9.83067e-009,50,1e-009,-3.72119e-013,9.9682,0.000293154,2.57522,-3.72119e-007
0.00228,-9.83056e-009,50,1e-009,-3.73758e-013,9.96853,0.000295727,2.57583,-3.73758e-007
0.00229,-9.83044e-009,50,1e-009,-3.75396e-013,9.96885,0.000298311,2.57645,-3.75396e-007
0.0023,-9.83031e-009,50,1e-009,-3.77035e-013,9.96916,0.000300905,2.57709,-3.77035e-007
0.00231,-9.83018e-009,50,1e-009,-3.78673e-013,9.96947,0.00030351,2.57773,-3.78673e-007
0.00232,-9.83004e-009,50,1e-009,-3.80311e-013,9.96977,0.000306127,2.57839,-3.80311e-007
0.00233,-9.82988e-009,50,1e-009,-3.8195e-013,9.97006,0.000308754,2.57906,-3.8195e-007
0.00234,-9.82973e-009,50,1e-009,-3.83588e-013,9.97035,0.000311392,2.57974,-3.83588e-007
0.00235,-9.82959e-009,50,1e-009,-3.85226e-013,9.97063,0.000314042,2.58043,-3.85226e-007
0.00236,-9.82943e-009,50,1e-009,-3.86864e-013,9.97092,0.000316704,2.58113,-3.86864e-007
0.00237,-9.82928e-009,50,1e-009,-3.88503e-013,9.9712,0.000319377,2.58184,-3.88503e-007
0.00238,-9.82912e-009,50,1e-009,-3.90141e-013,9.97147,0.000322061,2.58252,-3.90141e-007
0.00239,-9.82896e-009,50,1e-009,-3.91779e-013,9.97175,0.000324756,2.58318,-3.91779e-007
0.0024,-9.82882e-009,50,1e-009,-3.93417e-013,9.97203,0.000327462,2.58382,-3.93417e-007
0.00241,-9.82868e-009,50,1e-009,-3.95055e-013,9.9723,0.000330178,2.58443,-3.95055e-007
0.00242,-9.82854e-009,50,1e-009,-3.96693e-013,9.97258,0.000332903,2.58502,-3.96693e-007
0.00243,-9.82842e-009,50,1e-009,-3.98331e-013,9.97287,0.000335638,2.58558,-3.98331e-007
0.00244,-9.82831e-009,50,1e-009,-3.9997e-013,9.97315,0.000338381,2.58612,-3.9997e-007
0.00245,-9.82821e-009,50,1e-009,-4.01608e-013,9.97344,0.000341132,2.58664,-4.01608e-007
0.00246,-9.82813e-009,50,1e-009,-4.03246e-013,9.97374,0.000343892,2.58712,-4.03246e-007
0.00247,-9.82806e-009,50,1e-009,-4.04884e-013,9.97404,0.000346659,2.58759,-4.04884e-007
