"time","Bearing.frame_b.f[3]","Bearing.frame_b.t[1]","Bearing.frame_b.t[2]","Bearing.frame_b.t[3]"
0.096,3595.824351,364.1294933,-538.2556925,1660.914133
0.097,3060.453875,309.8539081,-458.0764939,1733.200718
0.098,2485.654318,251.5949686,-372.0013221,1774.606047
0.099,1909.497603,193.2231891,-285.7390132,1792.149415
0.1,1355.663689,137.1436937,-202.8388773,1794.745618
0.101,831.9213074,84.14185529,-124.4629463,1790.799899
0.102,333.0435263,33.6801774,-49.82346984,1786.655975
0.102704,-10.35550341,-1.047208026,1.549169973,1785.655316
0.103,-154.3660669,-15.61042761,23.09299323,1785.20951
0.104,-642.0253453,-64.92846801,96.0482323,1778.268733
0.105,-1132.796288,-114.5713003,169.4755643,1761.437463
0.106,-1624.499212,-164.3229298,243.0517947,1731.675551
0.107,-2107.432887,-213.2015526,315.325137,1684.804166
0.108,-2562.575669,-259.2762553,383.445201,1616.464234
0.109,-2962.307577,-299.7402654,443.2711636,1523.522278
0.11,-3274.980367,-331.375818,490.0572139,1405.734933
0.111,-3472.504272,-351.3260504,519.5905678,1266.729187
0.112,-3538.649999,-357.9397506,529.4368233,1113.878767
0.113,-3473.561985,-351.2307452,519.6170805,956.7298907
0.114,-3292.580787,-332.7583333,492.4314594,804.7947405
0.115,-3020.333468,-305.0262912,451.5728284,665.6848841
0.116,-2683.496296,-270.7467642,401.0413572,544.2734949
0.117,-2305.046636,-232.2556127,344.2824123,442.8332996
0.118,-1901.522718,-191.233729,283.7755953,361.8279399
0.119,-1482.567078,-148.6606487,220.9663,300.8071436
0.12,-1052.117427,-104.9357396,156.4443608,259.2238565
0.121,-610.133128,-60.05386644,90.20303054,237.0291619
0.122,-154.5370361,-13.80295402,21.93025387,235.1080001
0.123,316.6695707,34.0208491,-48.67410144,255.5998481
0.124,802.7021487,83.33800583,-121.4925388,302.1356028
0.125,1296.424209,133.4225248,-195.4546427,379.9901183
0.126,1778.551489,182.3123488,-267.6677487,495.8705817
0.127,2208.789354,225.907729,-332.0876008,656.7371616
0.128,2515.324377,256.9022653,-377.9422099,866.601942
0.129,2588.929634,264.1834471,-388.847831,1119.662486
0.13,2301.047995,234.6728514,-345.5216966,1390.201653
0.131,1569.03367,159.9643607,-235.5685189,1625.489984
0.132,457.9876784,46.68534163,-68.75596509,1756.779088
0.13239,-13.13665625,-1.341847153,1.97394858,1028.382051
0.133,-370.272391,-37.82458001,55.6400657,1011.4775
0.134,-849.7687192,-86.84805133,127.7198789,923.713624
0.135,-1101.13866,-112.6553208,165.576712,787.9620414
0.136,-1100.106956,-112.7736116,165.5673461,639.3389084
0.137,-888.1874846,-91.424453,133.9174467,504.0221996
0.138,-524.9931179,-54.67144749,79.56794986,395.4650444
0.139,-59.24143565,-7.470133543,9.82578673,318.0885743
0.14,478.1966797,47.03953762,-70.67900475,272.2479824
0.141,1071.407128,107.239356,-159.5599098,257.4576299
0.142,1714.059761,172.4863635,-255.8681119,274.071037
0.143,2404.328533,242.5961484,-359.3305987,324.0236722
0.144,3140.019861,317.3473136,-469.6194936,411.0685983
0.145,3912.743329,395.8885081,-585.477736,540.5944617
0.146,4700.301582,475.9642615,-703.577632,718.7338302
0.147,5457.485261,552.9785117,-817.1401397,950.2414097
0.148,6108.026442,619.1759239,-914.7278792,1234.520192
0.149,6546.216721,663.8063478,-980.4877355,1560.277597
0.15,6659.23861,675.396436,-997.5002923,1901.48029
0.151,6372.441818,646.3554089,-954.5707982,2219.586528
0.152,5696.237345,577.7451804,-853.2626473,2475.521446
0.153,4734.494516,480.1337211,-709.1563046,2646.280791
0.154,3638.440463,368.9040763,-544.9338215,2734.311274
0.155,2538.481865,257.3176953,-380.152044,2762.361619
0.156,1502.459619,152.267633,-224.9811081,2759.972902
0.157,534.3560898,54.14775025,-80.01100158,2751.644257
0.157583,-12.84602138,-1.301695454,1.923462214,2749.929671
0.158,-403.35095,-40.87212429,60.39480617,2748.934413
0.159,-1350.510669,-136.859433,202.2222278,2738.004156
0.16,-2323.155002,-235.4579436,347.8842896,2706.809234
0.161,-3306.870436,-335.2124653,495.2263027,2639.003834
0.162,-4239.995182,-429.8588486,635.0051474,2514.800342
0.163,-5014.030142,-508.3649327,750.9503547,2319.603826
0.164,-5505.384267,-558.1599737,824.5256456,2054.875245
0.165,-5626.988018,-570.3860175,842.6710263,1741.985267
0.166,-5367.780645,-543.9159732,803.7262456,1415.789241
0.167,-4788.533065,-484.9295083,716.8048022,1111.186076
0.168,-3983.102298,-402.9719172,595.9827073,852.7731462
0.169,-3037.63698,-306.8043271,454.1797792,652.7220747
0.17,-2008.751583,-202.1835442,299.8860651,514.7327948
0.171,-920.7580363,-91.58060787,136.7467236,439.7510999
0.172,226.2612372,24.99777158,-35.22697296,431.0431956
0.173,1443.348339,148.67589,-217.6918938,498.2555642
0.174,2733.584938,279.7673644,-411.1103427,661.00127
0.175,4058.03635,414.3103438,-609.6417525,951.6448005
0.176,5268.6942,537.2452473,-791.0842686,1413.314578
0.177,5994.681396,610.8377255,-899.8059449,2078.578518
0.178,5563.418905,566.6594205,-834.9206763,2900.681529
0.179,3305.348723,336.5932975,-495.9980894,3641.686731
0.179895,-26.59638812,-2.708914034,3.99137629,3167.725057
0.18,-349.8030784,-35.62843402,52.49571795,3164.03263
0.181,-3060.871407,-311.7958178,459.3760637,2848.020016
0.182,-4411.49894,-449.5344759,662.1806442,2218.568641
0.183,-4352.679807,-443.8494484,653.5527136,1576.359491
0.184,-3437.609289,-351.0194033,516.4686308,1077.894664
0.185,-2142.546487,-219.4982992,322.3662346,747.2928338
0.186,-712.4407957,-74.20732101,107.9876433,560.7704489
0.187,762.4290189,75.66884095,-113.1256201,492.2954569
0.188,2261.986701,228.0886625,-337.9628163,526.8534745
0.189,3782.797993,382.7048128,-566.0101595,661.2676332
0.19,5300.887218,537.0813123,-793.6734814,900.8365532
0.191,6738.096501,683.2710297,-1009.232229,1252.542656
0.192,7933.486424,804.9059381,-1188.549571,1712.542293
0.193,8648.812167,877.7538812,-1295.893561,2249.127687
0.194,8649.865819,877.9934413,-1296.137804,2792.165456
0.195,7856.056345,797.4306601,-1177.197245,3249.433455
0.196,6436.168162,653.2394404,-964.3904894,3552.761355
0.197,4721.996922,479.1729654,-707.4840468,3696.902852
0.198,3006.562445,305.033106,-450.4240266,3731.696904
0.199,1417.809692,143.8214567,-212.391899,3721.893021
0.199956,-6.241525985,-0.6330982615,0.9349741152,3713.979075
0.2,-70.98767702,-7.200511376,10.63388076,3713.933361
0.201,-1556.097903,-157.8484259,233.1072947,3707.620494
0.202,-3100.7965,-314.581043,464.5333334,3675.340762
0.203,-4688.998362,-475.7805977,702.511451,3578.601817
0.204,-6172.1357,-626.3467314,924.7663905,3368.145516
0.205,-7276.870524,-738.4794381,1090.303924,3013.673014
0.206,-7726.590343,-784.039613,1157.634779,2535.051023
0.207,-7406.50414,-751.3469088,1109.539465,2002.702497
0.208,-6416.503103,-650.5596126,960.9985113,1501.510156
0.209,-4968.89858,-503.2724522,743.8545518,1092.6303
0.21,-3255.602322,-329.0049579,486.8904765,804.1101511
0.211,-1382.946515,-138.5708952,206.053066,644.4839066
0.212,626.4404857,65.7305035,-95.26539372,621.806348
0.213,2797.714154,286.459878,-420.8390524,760.3089509
0.214,5137.246334,524.2651902,-771.6234769,1115.135526
0.215,7493.740099,763.7515684,-1124.92307,1783.749662
0.216,9241.753418,941.2833464,-1386.920244,2884.902674
0.217,8829.731312,899.0026305,-1324.881983,4396.819291
0.218,4360.199115,443.8646036,-654.1922794,5758.264851
0.218598,10.002736,1.01824503,-1.500766655,6044.481407
0.219,-2550.666087,-259.6769383,382.7087772,5192.391756
0.22,-7049.194478,-717.7717013,1057.752212,4152.697776
0.221,-7863.452447,-800.9888285,1180.133763,2798.569363
0.222,-6339.572088,-646.2759149,951.7663898,1751.599687
0.223,-3977.737106,-406.2621049,597.6760302,1107.927323
0.224,-1452.995568,-149.6285144,219.1201557,782.2438368
0.225,1049.524278,104.7893481,-156.1318678,694.4659612
0.226,3513.222943,355.3039085,-525.5909572,804.4944988
0.227,5922.932961,600.3754334,-886.9842292,1104.3379
0.228,8161.36365,828.0764941,-1222.72196,1598.958742
0.229,9937.475331,1008.804629,-1489.153723,2275.053196
0.23,10808.89123,1097.561773,-1619.929655,3059.734318
0.231,10409.32745,1057.091205,-1560.113501,3804.802261
0.232,8786.844579,892.2881886,-1316.917922,4348.3064
0.233,6455.839311,655.4858307,-967.5007156,4625.060981
0.234,4010.551971,407.1307244,-600.9897357,4698.955268
0.235,1751.238841,177.749929,-262.4093562,4687.633355
0.235819,25.15545445,2.553149767,-3.769270541,4677.788575
0.236,-351.7613015,-35.70202368,52.70763008,4677.601456
0.237,-2471.391618,-250.8512599,370.3225919,4669.551405
0.238,-4711.0861,-478.2511029,705.9699994,4611.890662
0.239,-6970.197302,-707.6872197,1044.569495,4419.286401
0.24,-8847.84641,-898.3921178,1326.001437,4005.246133
0.241,-9785.299837,-993.5284923,1466.461872,3361.469987
0.242,-9453.800982,-959.6481345,1416.637399,2596.643046
0.243,-7975.944761,-809.2177823,1194.913144,1870.495128
0.244,-5740.72239,-581.8052958,859.632015,1301.028604
0.245,-3089.657592,-312.1497043,462.0171889,938.3278736
0.246,-177.4217844,-15.98165879,25.26552171,799.4746085
0.247,3002.058093,307.3197341,-451.5359048,914.6581471
0.248,6494.555537,662.4116556,-975.2531777,1368.759169
0.249,10111.72311,1030.128909,-1517.632645,2338.284513
0.25,12718.65643,1295.000814,-1908.436511,4065.027283
0.251,11107.21227,1130.62533,-1666.443773,6463.720487
0.252,2118.723017,215.6488123,-317.8643133,8135.55717
0.252161,201.3935604,20.49828643,-30.21431595,8182.30232
0.253,-7774.86674,-791.4228047,1166.485692,6618.786843
0.254,-11374.63198,-1158.115514,1706.74062,4459.45725
0.255,-9688.368873,-986.941475,1454.054916,2622.039192
0.256,-6157.269637,-628.0086987,924.6037487,1528.612647
0.257,-2378.113231,-243.7777707,357.9047184,1009.93345
0.258,1277.083601,127.9004507,-190.2389172,891.8725237
0.259,4796.299978,485.8043439,-718.0249416,1092.890076
0.26,8128.975336,824.7947808,-1217.872528,1595.790493
0.261,10974.63179,1114.309557,-1644.715858,2393.635609
0.262,12706.47392,1290.589719,-1904.543721,3410.839724
0.263,12644.29013,1284.442459,-1895.333007,4439.34477
0.264,10698.33356,1086.745426,-1603.627334,5207.342288
0.265,7633.366694,775.3047439,-1144.139571,5584.781965
0.266,4409.66871,447.8042854,-660.9006446,5669.393538
0.267,1467.12525,148.9689549,-219.8739147,5649.326208
0.2675,78.40717654,7.961155392,-11.75056294,5643.19146
0.268,-1306.017488,-132.6095431,195.7285943,5642.980112
0.269,-4184.820808,-424.9576462,627.1928832,5623.244909
0.27,-7236.861531,-734.9889681,1084.680361,5482.988364
0.271,-10049.09639,-1020.710027,1506.254303,5064.346888
0.272,-11742.2973,-1192.684143,1760.042029,4286.850003
0.273,-11597.74637,-1177.79119,1738.238225,3275.023721
0.274,-9672.448047,-981.8237836,1449.388918,2287.96151
0.275,-6577.957482,-666.9910583,985.2197684,1530.874847
0.276,-2866.91869,-289.5092613,428.620322,1089.167554
0.277,1247.223721,128.9125398,-188.3974226,995.7095148
0.278,5812.71793,593.1859565,-873.0724813,1325.334258
0.279,10824.07126,1102.750595,-1624.579938,2282.827591
0.28,15331.02837,1560.921046,-2300.378516,4254.408738
0.281,15287.3999,1556.027611,-2293.538209,7445.776942
0.282,4301.10308,437.7416006,-645.255943,10169.42351
0.282223,589.2187773,59.96705019,-88.3950443,10321.30738
0.283,-10156.51177,-1033.739572,1523.734748,8502.366762
0.284,-14809.91518,-1507.679473,2222.066645,5390.628602
0.285,-11774.74037,-1199.296211,1767.064829,2943.563914
0.286,-6673.743004,-680.654944,1002.139376,1638.883474
0.287,-1560.427381,-160.6860074,235.3177427,1125.831073
0.288,3267.542287,330.3244062,-488.749623,1150.957486
0.289,7821.346168,793.517122,-1171.741917,1623.813623
0.29,11835.61165,1201.901571,-1773.859083,2526.160412
0.291,14513.27811,1474.397576,-2175.551362,3779.16598
0.292,14803.60579,1504.117543,-2219.218683,5107.7213
0.293,12440.93956,1264.045005,-1865.020467,6103.152111
0.294,8531.708467,866.7474763,-1278.919282,6560.564808
0.295,4484.290082,455.4933471,-672.1569774,6637.55718
0.296,830.4189482,84.34220404,-124.4676033,6609.80387
0.296193,154.1306353,15.65434873,-23.10187942,6608.037363
0.297,-2698.526089,-274.0862792,404.4747592,6608.335125
0.298,-6467.153824,-656.9402624,969.3953878,6551.849111
0.299,-10330.55885,-1049.522359,1548.588149,6235.125159
0.3,-13263.82501,-1347.587178,1988.336192,5443.711728
0.301,-13926.96403,-1414.81403,2087.649312,4222.333887
0.302,-11957.25349,-1214.293825,1792.115892,2920.13757
0.303,-8132.897519,-825.1885879,1218.457441,1890.46818
0.304,-3348.662302,-338.5193383,500.8796089,1295.833465
0.305,2028.306796,208.3692886,-305.5519557,1194.5601
0.306,8069.271403,822.7307468,-1211.528552,1712.201001
0.307,14666.78432,1493.630312,-2200.931255,3205.807919
0.308,19580.87012,1993.16217,-2937.759631,6307.456272
0.309,14505.21107,1476.226293,-2176.066687,10753.53206
0.309698,1183.924362,120.4860125,-177.6089898,12454.43553
0.31,-5101.33149,-519.1665426,765.2955021,11529.63601
0.311,-17643.87158,-1795.834547,2647.044705,8037.687004
0.312,-16098.82139,-1639.125883,2415.604822,4276.765118
0.313,-9699.347491,-988.4256907,1455.940855,2201.403978
0.314,-3026.340004,-309.8058601,455.1883744,1371.04399
0.315,3184.726152,321.9020135,-476.329471,1330.686369
0.316,8955.601877,908.9139811,-1341.877317,1910.283078
0.317,13904.73909,1412.421297,-2084.229921,3067.882064
0.318,16841.54114,1711.308131,-2524.809382,4658.74701
0.319,16387.18248,1665.309946,-2456.804813,6235.59269
0.32,12691.07108,1289.638409,-1902.634317,7250.022955
0.321,7679.105739,780.2268389,-1151.175289,7588.448109
0.322,2939.524232,298.6282101,-440.6390076,7588.251121
0.322617,253.3256118,25.73471387,-37.97335935,7571.50499
0.323,-1393.450983,-141.5580697,208.8780494,7572.235335
0.324,-5887.26319,-598.1293832,882.5344368,7555.247908
0.325,-10696.74352,-1086.898887,1603.594114,7305.097062
0.326,-14745.32448,-1498.379724,2210.601413,6484.301738
0.327,-16082.23594,-1634.117734,2410.954501,5042.982037
0.328,-13880.39667,-1409.960973,2080.589187,3424.43118
0.329,-9125.155186,-926.1441681,1367.296964,2147.432138
0.33,-3085.506559,-311.7599342,461.4157404,1454.274468
0.331,3761.471973,384.6639633,-565.5000661,1436.689666
0.332,11545.29504,1176.307121,-1732.879294,2320.638976
0.333,19716.61348,2007.272534,-2958.316219,4736.435618
0.335,6540.903413,665.6337835,-981.2328348,14344.71736
0.33517,1827.317666,185.9560193,-274.1244395,14578.43036
0.336,-17056.31299,-1735.823471,2558.760022,11623.04554
0.338,-13840.93092,-1409.701997,2077.11552,3069.029668
0.339,-5419.766592,-553.2657186,814.1684638,1699.556702
0.34,2365.794774,238.6040487,-353.5039081,1485.232715
0.341,9511.662531,965.4929063,-1425.289166,2106.42238
0.342,15584.98505,1583.373311,-2336.267138,3481.95111
0.343,19002.0097,1931.132025,-2848.888515,5405.714489
0.344,17988.40112,1828.267904,-2697.018109,7247.869656
0.345,13108.33562,1332.191226,-1965.288798,8308.669851
0.346,7089.942359,720.4475073,-1062.90713,8572.212295
0.347,1616.198136,164.2143281,-242.2859067,8540.166726
0.347246,347.4125197,35.29872426,-52.08081065,8535.136566
0.348,-3569.566766,-362.6948693,535.1225278,8539.728327
0.349,-9174.944856,-932.3492276,1375.507385,8451.256459
0.35,-14765.24115,-1500.588125,2213.707462,7856.939099
0.351,-18048.6489,-1834.279304,2705.97822,6418.789255
0.352,-16916.01825,-1718.841884,2535.952495,4469.851322
0.353,-11908.30205,-1209.29792,1784.763089,2760.296655
0.354,-4853.98201,-491.6590003,726.668112,1748.875727
0.355,3306.707767,338.428934,-497.3072982,1586.721968
0.356,12661.03895,1289.849699,-1900.256904,2537.636304
0.357,22633.77479,2304.07195,-3395.891526,5414.488603
0.359,3270.024265,332.7629567,-490.5454984,16683.218
0.359025,2405.679763,244.8057982,-360.8827169,16708.07214
0.36,-22594.23258,-2299.383853,3389.527139,12169.70645
0.361,-22638.2738,-2304.439288,3396.507507,6028.928049
0.362,-12887.3511,-1312.812031,1934.162628,2802.908397
0.363,-2922.713336,-299.3222105,439.6831416,1703.798956
0.364,6109.786741,619.4444208,-915.0501433,1873.538462
0.365,14168.69764,1439.276969,-2123.82371,3045.946233
0.366,19965.87757,2029.136454,-2993.428725,5079.419407
0.367,20975.1138,2132.028388,-3144.951085,7398.748715
0.368,16474.02307,1674.475941,-2470.046236,9002.90338
0.369,9480.341065,963.4986868,-1421.367514,9522.29642
0.37,2880.071239,292.6726582,-431.7818251,9512.707151
0.370403,425.7959584,43.26868731,-63.83512139,9498.79699
0.371,-3201.51344,-325.33811,479.972948,9503.980924
0.372,-9732.546469,-989.1247108,1459.176282,9433.374888
0.373,-16360.13564,-1662.863097,2452.946376,8779.21935
0.374,-20175.48335,-2050.656048,3024.995857,7079.544922
0.375,-18461.65988,-1876.087244,2767.791413,4776.850643
0.376,-12108.64597,-1229.685927,1814.817688,2846.759398
0.377,-3449.981124,-348.8459833,516.0893296,1831.141796
0.378,6573.037073,670.678849,-987.2092648,1926.466064
0.379,18152.25472,1848.409465,-2723.856375,3625.973808
0.38,28897.15717,2941.120697,-4335.268604,8305.62882
0.381,21807.50954,2219.170751,-3271.407743,16346.88803
0.381532,3035.709892,308.9119128,-455.3908923,18833.5303
0.382,-14722.45963,-1498.176175,2208.554066,17038.08548
0.384,-19094.54338,-1944.192399,2865.142783,4154.484949
0.385,-6975.732373,-711.593483,1047.576847,2115.096174
0.386,3982.844171,403.0895918,-596.0377224,1917.878702
0.387,13763.51915,1398.062316,-2063.052799,3011.161984
0.388,21203.42334,2155.030594,-3179.050046,5217.154424
0.389,23221.26123,2360.527848,-3481.854977,7920.008725
0.39,18420.40078,1872.482888,-2761.988996,9863.697403
0.391,10368.64024,1053.880756,-1554.615496,10487.60762
0.392,2771.708551,281.6906136,-415.5554162,10473.6382
0.392323,502.4131609,51.06004134,-75.32520737,10462.19863
0.393,-4270.097849,-433.9781496,640.2086208,10471.05205
0.394,-11933.51244,-1212.954138,1789.255296,10346.39888
0.395,-19330.74011,-1965.000316,2898.47329,9388.559058
0.396,-22383.33535,-2275.216664,3356.127697,7166.892954
0.397,-18563.2591,-1886.396852,2783.013521,4516.763271
0.398,-9993.588532,-1014.520535,1497.575157,2602.101805
0.399,759.0546202,79.30550121,-115.2112886,1905.588706
0.4,13264.77411,1351.354766,-1990.869189,2744.052425
0.401,27235.05339,2772.268519,-4086.118133,6219.005471
0.402899,3669.764592,373.4264216,-550.5020543,20956.52129
0.403,-1208.423696,-122.9670831,181.2763751,20264.90783
0.404,-31316.81924,-3186.985918,4698.012169,13323.46809
0.405,-24949.03125,-2539.714862,3743.234816,5752.642445
0.406,-10758.14645,-1096.352298,1614.892457,2617.283798
0.407,2238.757134,225.676216,-334.4464555,2040.818798
0.408,13757.20907,1397.427999,-2062.11129,3093.66179
0.409,22680.634,2305.31887,-3400.627716,5516.885068
0.41,25327.52266,2574.818544,-3797.79128,8603.989051
0.411,19834.82101,2016.404931,-2974.162553,10812.57107
0.412,10620.29048,1079.537822,-1592.397988,11463.94535
0.413,2063.629739,209.7460592,-309.4066139,11430.64868
0.41318,625.6209059,63.58744634,-93.80116427,11424.88179
0.414,-6018.678036,-611.7527679,902.4114088,11438.23542
0.415,-14923.84369,-1517.058828,2237.715459,11190.36344
0.416,-22677.37668,-2305.378232,3400.393592,9750.656944
0.418,-17333.66658,-1761.283724,2598.566844,4059.092205
0.419,-6314.308409,-640.2345811,945.7164925,2367.618003
0.421,22346.39215,2275.130524,-3352.977833,4431.345168
0.422,36223.16014,3686.424439,-5434.131174,11051.43682
0.423,19117.7335,1945.362616,-2867.846879,21707.835
0.423279,4605.416399,468.6294921,-690.855049,23064.95983
0.424,-28585.66214,-2908.863503,4288.176361,18486.66474
0.426,-16095.87423,-1639.321349,2415.485306,3436.376072
0.427,-745.4310449,-77.88805799,113.1473341,2198.373855
0.428,12746.07658,1294.569527,-1910.45192,3050.579182
0.429,23548.97425,2393.655002,-3530.871911,5581.80417
0.43,27524.65848,2798.334688,-4127.345528,9062.675707
0.431,21837.83591,2220.174416,-3274.600996,11661.20735
0.432,11475.08419,1166.508174,-1720.618323,12428.49378
0.433,1844.269493,187.4646706,-276.5265111,12390.99036
0.433118,780.9899298,79.38517438,-117.1001222,12387.18868
0.434,-7322.977354,-744.3864413,1098.011831,12403.51285
0.435,-17454.3175,-1774.432263,2617.233176,12035.3151
0.436,-25495.61471,-2592.0407,3823.083326,10141.42344
0.437,-25076.55372,-2549.121704,3760.039942,6792.517986
0.438,-15996.66439,-1625.259506,2398.019776,3786.401201
0.439,-2686.326114,-271.1726731,401.5556963,2341.840489
0.44,13105.2296,1335.190654,-1966.981965,2922.215639
0.441,31345.02242,3190.473526,-4702.645203,6883.468056
0.4428,5708.659752,580.8845031,-856.3473279,25167.04159
0.443,-6867.610841,-698.8169946,1030.202062,24372.54975
0.444,-38813.64085,-3949.853686,5822.61775,13943.08194
0.445,-25638.86888,-2610.042058,3846.802778,5424.825995
0.446,-7367.951191,-751.5567819,1106.447563,2598.691545
0.447,8644.28573,877.2954737,-1295.215977,2750.388377
0.448,22163.23343,2252.653658,-3323.00209,4993.974625
0.449,29478.22509,2997.021064,-4420.332772,8746.401397
0.45,25682.05393,2611.171336,-3851.154669,12098.7434
0.451,14531.81496,1477.363507,-2179.035174,13349.55132
0.452,3487.767579,354.5471242,-522.9663942,13363.63065
0.45225,954.2185873,96.9998085,-143.0779158,13350.08827
0.453,-6709.687017,-682.0824762,1006.079102,13368.77716
