"time","FMU_Interface_OUT0_PrimaryAngle","FMU_Interface_OUT1_SecondaryAngle","FMU_Interface_OUT2_PrimarySpeed","FMU_Interface_OUT3_SecondarySpeed","FMU_Interface_OUT4_PrimaryAcceleration","FMU_Interface_OUT5_SecondaryAcceleration","FMU_Interface_OUT6_PrimaryTorque","FMU_Interface_OUT7_SecondaryTorque","FMU_Interface_OUT8_TorqueFriction","FMU_Interface_OUT9_SpringActualAngle"
0.027,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.028,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.029,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.03,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.031,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.032,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.033,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.034,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.035,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.036,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.037,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.038,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.039,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.04,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.041,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.042,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.043,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.044,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.045,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.046,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.047,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.048,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.049,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.05,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.051,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.052,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.053,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.054,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.055,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.056,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.057,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.058,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.059,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.06,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.061,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.062,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.063,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.064,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.065,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.066,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.067,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.068,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.069,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.07,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.071,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.072,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.073,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.074,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.075,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.076,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.077,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.078,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.079,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.08,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.081,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.082,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.083,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.084,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.085,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.086,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.087,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.088,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.089,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.09,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.091,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.092,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.093,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.094,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.095,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.096,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.097,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.098,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.099,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.1,0,0,0,0,0,0,0,-3.5971e-13,-1.0669e-14,155
0.101,0.0070429,0.0071874,2.42,2.42,255.98,255.98,10,-10.004,-0.25211,154.99
0.102,0.02875,0.029041,4.8644,4.8644,255.98,255.98,10,-10.009,-6.0643,154.97
0.103,0.065123,0.065561,7.3089,7.3089,255.98,255.98,10,-10.013,-6.1404,154.94
0.104,0.11616,0.11675,9.7533,9.7533,255.98,255.98,10,-10.018,-6.223,154.9
0.105,0.18187,0.1826,12.198,12.198,255.98,255.98,10,-10.022,-5.2785,154.88
0.106,0.26224,0.26312,14.642,14.642,255.98,255.98,10,-10.027,-5.4929,154.87
0.107,0.35728,0.35831,17.087,17.087,255.98,255.98,10,-10.031,-5.1052,154.88
0.108,0.46699,0.46816,19.531,19.531,255.98,255.98,10,-10.036,-5.8876,154.89
0.109,0.59136,0.59268,21.976,21.976,255.98,255.98,10,-10.04,-4.349,154.92
0.11,0.7304,0.73187,24.42,24.42,255.98,255.98,10,-10.044,-3.9167,154.94
0.111,0.88411,0.88572,26.864,26.864,255.98,255.98,10,-10.049,-5.971,154.97
0.112,1.0525,1.0542,29.309,29.309,255.98,255.98,10,-10.053,-5.9882,154.98
0.113,1.2355,1.2374,31.753,31.753,255.98,255.98,10,-10.057,-3.5407,154.98
0.114,1.4332,1.4353,34.198,34.198,255.98,255.98,10,-10.062,-6.0917,154.96
0.115,1.6456,1.6478,36.642,36.642,255.98,255.98,10,-10.066,-4.0604,154.94
0.116,1.8726,1.875,39.087,39.087,255.98,255.98,10,-10.07,-4.4995,154.92
0.117,2.1143,2.1168,41.531,41.531,255.98,255.98,10,-10.074,-6.2364,154.9
0.118,2.3707,2.3734,43.976,43.976,255.98,255.98,10,-10.079,-6.0647,154.89
0.119,2.6418,2.6445,46.42,46.42,255.98,255.98,10,-10.082,-2.9421,154.89
0.12,2.9275,2.9304,48.864,48.864,255.98,255.98,10,-10.085,-5.8887,154.9
0.121,3.2278,3.2309,51.309,51.309,255.98,255.98,10,-10.089,1.4128,154.91
0.122,3.5429,3.5461,53.753,53.753,255.98,255.98,10,-10.092,3.0974,154.93
0.123,3.8726,3.876,56.198,56.198,255.98,255.98,10,-10.095,-3.9309,154.94
0.124,4.217,4.2205,58.642,58.642,255.98,255.98,10,-10.099,0.082622,154.95
0.125,4.576,4.5797,61.087,61.087,255.98,255.98,10,-10.102,-0.99141,154.96
0.126,4.9497,4.9535,63.531,63.531,255.98,255.98,10,-10.105,-0.07964,154.95
0.127,5.3381,5.342,65.976,65.976,255.98,255.98,10,-10.109,-0.14584,154.94
0.128,5.7411,5.7452,68.42,68.42,255.98,255.98,10,-10.112,-1.3227,154.93
0.129,6.1588,6.1631,70.864,70.864,255.98,255.98,10,-10.115,-0.18751,154.93
0.13,6.5912,6.5956,73.309,73.309,255.98,255.98,10,-10.119,-3.3451,154.92
0.131,7.0382,7.0428,75.753,75.753,255.98,255.98,10,-10.123,-6.0826,154.91
0.132,7.4999,7.5046,78.198,78.198,255.98,255.98,10,-10.127,-5.8976,154.91
0.133,7.9763,7.9812,80.642,80.642,255.98,255.98,10,-10.131,-3.0112,154.92
0.134,8.4674,8.4723,83.087,83.087,255.98,255.98,10,-10.135,-5.9096,154.92
0.135,8.9731,8.9782,85.531,85.531,255.98,255.98,10,-10.139,-5.9097,154.92
0.136,9.4934,9.4987,87.976,87.976,255.98,255.98,10,-10.143,3.0977,154.92
0.137,10.028,10.034,90.42,90.42,255.98,255.98,10,-10.147,-6.0813,154.92
0.138,10.578,10.584,92.864,92.864,255.98,255.98,10,-10.151,-4.3512,154.92
0.139,11.143,11.148,95.309,95.309,255.98,255.98,10,-10.155,-3.2066,154.92
0.14,11.722,11.727,97.753,97.753,255.98,255.98,10,-10.159,-6.0847,154.92
0.141,12.315,12.321,100.2,100.2,255.98,255.98,10,-10.163,-4.3504,154.92
0.142,12.924,12.93,102.64,102.64,255.98,255.98,10,-10.167,-3.2185,154.92
0.143,13.547,13.553,105.09,105.09,255.98,255.98,10,-10.17,-6.0889,154.92
0.144,14.184,14.191,107.53,107.53,255.98,255.98,10,-10.172,-4.3483,154.92
0.145,14.837,14.843,109.98,109.98,255.98,255.98,10,-10.175,-6.0916,154.92
0.146,15.504,15.511,112.42,112.42,255.98,255.98,10,-10.178,-5.9,154.92
0.147,16.186,16.192,114.86,114.86,255.98,255.98,10,-10.181,-4.1494,154.92
0.148,16.882,16.889,117.31,117.31,255.98,255.98,10,-10.184,-4.1456,154.92
0.149,17.593,17.6,119.75,119.75,255.98,255.98,10,-10.187,-4.1418,154.92
0.15,18.319,18.326,122.2,122.2,255.98,255.98,10,-10.19,-4.1379,154.92
0.151,19.059,19.067,124.64,124.64,255.98,255.98,10,-10.194,1.965,154.92
0.152,19.814,19.822,127.09,127.09,255.98,255.98,10,-10.196,-4.1299,154.92
0.153,20.584,20.592,129.53,129.53,255.98,255.98,10,-10.199,-4.1258,154.92
0.154,21.368,21.376,131.98,131.98,255.98,255.98,10,-10.202,-4.1217,154.92
0.155,22.167,22.175,134.42,134.42,255.98,255.98,10,-10.205,-4.3366,154.92
0.156,22.981,22.989,136.86,136.86,255.98,255.98,10,-10.207,-4.3359,154.92
0.157,23.809,23.818,139.31,139.31,255.98,255.98,10,-10.209,-5.8854,154.92
0.158,24.652,24.661,141.75,141.75,255.98,255.98,10,-10.212,0.23956,154.92
0.159,25.51,25.519,144.2,144.2,255.98,255.98,10,-10.214,-4.0938,154.92
0.16,26.382,26.391,146.64,146.64,255.98,255.98,10,-10.216,-4.3232,154.92
0.161,27.269,27.278,149.09,149.09,255.98,255.98,10,-10.218,-4.509,154.92
0.162,28.171,28.18,151.53,151.53,255.98,255.98,10,-10.222,-6.0693,154.92
0.163,29.088,29.097,153.98,153.98,255.98,255.98,10,-10.226,-5.876,154.92
0.164,30.019,30.028,156.42,156.42,255.98,255.98,10,-10.23,-6.3218,154.92
0.165,30.964,30.974,158.86,158.86,255.98,255.98,10,-10.234,-6.3274,154.92
0.166,31.925,31.934,161.31,161.31,255.98,255.98,10,-10.237,-6.1266,154.92
0.167,32.9,32.91,163.75,163.75,255.98,255.98,10,-10.241,-6.1286,154.92
0.168,33.889,33.899,166.2,166.2,255.98,255.98,10,-10.245,-6.1305,154.92
0.169,34.894,34.904,168.64,168.64,255.98,255.98,10,-10.249,-6.1325,154.92
0.17,35.913,35.923,171.09,171.09,255.98,255.98,10,-10.252,-6.1345,154.92
0.171,36.947,36.957,173.53,173.53,255.98,255.98,10,-10.256,-6.1365,154.92
0.172,37.995,38.005,175.98,175.98,255.98,255.98,10,-10.26,-6.1385,154.92
0.173,39.058,39.069,178.42,178.42,255.98,255.98,10,-10.264,-6.1406,154.92
0.174,40.136,40.146,180.86,180.86,255.98,255.98,10,-10.267,-6.1427,154.92
0.175,41.228,41.239,183.31,183.31,255.98,255.98,10,-10.271,-6.3878,154.92
0.176,42.335,42.346,185.75,185.75,255.98,255.98,10,-10.275,-6.1469,154.92
0.177,43.457,43.468,188.2,188.2,255.98,255.98,10,-10.279,-6.6006,154.92
0.178,44.593,44.605,190.64,190.64,255.98,255.98,10,-10.282,-6.612,154.92
0.179,45.744,45.756,193.09,193.09,255.98,255.98,10,-10.286,-6.3628,154.92
0.18,46.91,46.922,195.53,195.53,255.98,255.98,10,-10.29,-6.37,154.92
0.181,48.09,48.102,197.98,197.98,255.98,255.98,10,-10.293,-6.6474,154.92
0.182,49.285,49.297,200.42,200.42,255.98,255.98,10,-10.297,-6.4366,154.92
0.183,50.495,50.507,202.86,202.86,255.98,255.98,10,-10.301,-6.1184,154.92
0.184,51.719,51.732,205.31,205.31,255.98,255.98,10,-10.304,-6.1211,154.92
0.185,52.958,52.971,207.75,207.75,255.98,255.98,10,-10.308,-6.4592,154.92
0.186,54.212,54.225,210.2,210.2,255.98,255.98,10,-10.312,-6.4669,154.92
0.187,55.48,55.493,212.64,212.64,255.98,255.98,10,-10.316,-5.8299,154.92
0.188,56.764,56.776,215.09,215.09,255.98,255.98,10,-10.32,-3.6701,154.92
0.189,58.061,58.074,217.53,217.53,255.98,255.98,10,-10.322,-6.4905,154.92
0.19,59.374,59.387,219.98,219.98,255.98,255.98,10,-10.325,-6.4985,154.92
0.191,60.701,60.714,222.42,222.42,255.98,255.98,10,-10.328,-6.5065,154.92
0.192,62.042,62.056,224.86,224.86,255.98,255.98,10,-10.33,-0.50157,154.92
0.193,63.399,63.412,227.31,227.31,255.98,255.98,10,-10.332,-0.50951,154.92
0.194,64.77,64.784,229.75,229.75,255.98,255.98,10,-10.334,-6.8153,154.92
0.195,66.155,66.169,232.2,232.2,255.98,255.98,10,-10.337,-6.4879,154.92
0.196,67.556,67.57,234.64,234.64,255.98,255.98,10,-10.34,-6.4964,154.92
0.197,68.971,68.985,237.09,237.09,255.98,255.98,10,-10.344,-6.5052,154.92
0.198,70.401,70.415,239.53,239.53,255.98,255.98,10,-10.348,-6.5139,154.92
0.199,71.845,71.859,241.98,241.98,255.98,255.98,10,-10.352,-6.5228,154.92
0.2,73.304,73.319,244.42,244.42,255.98,255.98,10,-10.356,-6.1157,154.92
0.201,74.778,74.793,246.86,246.86,255.98,255.98,10,-10.359,-6.1188,154.92
0.202,76.266,76.281,249.31,249.31,255.98,255.98,10,-10.363,-6.122,154.92
0.203,77.769,77.784,251.75,251.75,255.98,255.98,10,-10.367,-6.1253,154.92
0.204,79.287,79.302,254.2,254.2,255.98,255.98,10,-10.37,-6.1285,154.92
0.205,80.819,80.835,256.64,256.64,255.98,255.98,10,-10.373,-6.1318,154.92
0.206,82.366,82.382,259.09,259.09,255.98,255.98,10,-10.376,-6.1351,154.92
0.207,83.928,83.944,261.53,261.53,255.98,255.98,10,-10.379,-5.7776,154.92
0.208,85.504,85.52,263.98,263.98,255.98,255.98,10,-10.382,0.61137,154.92
0.209,87.095,87.111,266.42,266.42,255.98,255.98,10,-10.386,-5.7718,154.92
0.21,88.701,88.717,268.86,268.86,255.98,255.98,10,-10.389,-5.7688,154.92
0.211,90.321,90.338,271.31,271.31,255.98,255.98,10,-10.392,-5.7658,154.92
0.212,91.956,91.973,273.75,273.75,255.98,255.98,10,-10.396,-5.7627,154.92
0.213,93.606,93.623,276.2,276.2,255.98,255.98,10,-10.4,2.6656,154.92
0.214,95.271,95.287,278.64,278.64,255.98,255.98,10,-10.404,-3.7489,154.92
0.215,96.95,96.966,281.09,281.09,255.98,255.98,10,-10.408,-3.7427,154.92
0.216,98.643,98.66,283.53,283.53,255.98,255.98,10,-10.411,-3.7365,154.92
0.217,100.35,100.37,285.98,285.98,255.98,255.98,10,-10.413,-3.7302,154.92
0.218,102.07,102.09,288.42,288.42,255.98,255.98,10,-10.415,-3.724,154.92
0.219,103.81,103.83,290.86,290.86,255.98,255.98,10,-10.417,-4.2548,154.92
0.22,105.56,105.58,293.31,293.31,255.98,255.98,10,-10.419,-1.4395,154.92
0.221,107.33,107.35,295.75,295.75,255.98,255.98,10,-10.421,-3.7051,154.92
0.222,109.11,109.13,298.2,298.2,255.98,255.98,10,-10.424,-4.2568,154.92
0.223,110.91,110.93,300.64,300.64,255.98,255.98,10,-10.428,-4.2578,154.92
0.224,112.72,112.74,303.09,303.09,255.98,255.98,10,-10.433,-1.4413,154.92
0.225,114.55,114.57,305.53,305.53,255.98,255.98,10,-10.438,2.2495,154.92
0.226,116.39,116.41,307.98,307.98,255.98,255.98,10,-10.444,-4.2596,154.92
0.227,118.24,118.26,310.42,310.42,255.98,255.98,10,-10.449,-1.4467,154.92
0.228,120.11,120.13,312.86,312.86,255.98,255.98,10,-10.454,2.272,154.92
0.229,122,122.02,315.31,315.31,255.98,255.98,10,-10.458,-4.2609,154.92
0.23,123.9,123.91,317.75,317.75,255.98,255.98,10,-10.461,-3.6442,154.92
0.231,125.81,125.83,320.2,320.2,255.98,255.98,10,-10.464,-3.6367,154.92
0.232,127.74,127.76,322.64,322.64,255.98,255.98,10,-10.467,-3.6291,154.92
0.233,129.68,129.7,325.09,325.09,255.98,255.98,10,-10.469,-0.80468,154.92
0.234,131.64,131.66,327.53,327.53,255.98,255.98,10,-10.472,-3.6139,154.92
0.235,133.61,133.63,329.98,329.98,255.98,255.98,10,-10.474,-4.2157,154.92
0.236,135.6,135.62,332.42,332.42,255.98,255.98,10,-10.477,-3.5984,154.92
0.237,137.6,137.62,334.86,334.86,255.98,255.98,10,-10.479,2.3892,154.92
0.238,139.62,139.64,337.31,337.31,255.98,255.98,10,-10.482,-3.5827,154.92
0.239,141.65,141.67,339.75,339.75,255.98,255.98,10,-10.484,-4.2162,154.92
0.24,143.69,143.71,342.2,342.2,255.98,255.98,10,-10.486,-0.73791,154.92
0.241,145.75,145.77,344.64,344.64,255.98,255.98,10,-10.489,-4.2166,154.92
0.242,147.83,147.85,347.09,347.09,255.98,255.98,10,-10.491,-4.2167,154.92
0.243,149.92,149.94,349.53,349.53,255.98,255.98,10,-10.493,-4.2169,154.92
0.244,152.02,152.04,351.98,351.98,255.98,255.98,10,-10.495,-4.221,154.92
0.245,154.14,154.16,354.42,354.42,255.98,255.98,10,-10.497,-3.5348,154.92
0.246,156.27,156.3,356.86,356.86,255.98,255.98,10,-10.499,-4.2314,154.92
0.247,158.42,158.44,359.31,359.31,255.98,255.98,10,-10.5,-1.3918,154.92
0.248,160.59,160.61,361.75,361.75,255.98,255.98,10,-10.502,2.457,154.92
0.249,162.76,162.79,364.2,364.2,255.98,255.98,10,-10.503,-4.9222,154.92
0.25,164.96,164.98,366.64,366.64,255.98,255.98,10,-10.505,-4.9362,154.92
0.251,167.16,167.19,369.09,369.09,255.98,255.98,10,-10.506,-4.9502,154.92
0.252,169.38,169.41,371.53,371.53,255.98,255.98,10,-10.508,-4.9644,154.92
0.253,171.62,171.64,373.98,373.98,255.98,255.98,10,-10.509,-4.9787,154.92
0.254,173.87,173.89,376.42,376.42,255.98,255.98,10,-10.511,-4.993,154.92
0.255,176.14,176.16,378.86,378.86,255.98,255.98,10,-10.512,-5.0073,154.92
0.256,178.42,178.44,381.31,381.31,255.98,255.98,10,-10.514,-5.0218,154.92
0.257,180.71,180.74,383.75,383.75,255.98,255.98,10,-10.516,-5.0364,154.92
0.258,183.02,183.05,386.2,386.2,255.98,255.98,10,-10.518,-5.051,154.92
0.259,185.35,185.37,388.64,388.64,255.98,255.98,10,-10.519,-5.0656,154.92
0.26,187.69,187.71,391.09,391.09,255.98,255.98,10,-10.521,-2.1965,154.92
0.261,190.04,190.06,393.53,393.53,255.98,255.98,10,-10.523,-5.0953,154.92
0.262,192.41,192.43,395.98,395.98,255.98,255.98,10,-10.524,-5.1102,154.92
0.263,194.79,194.82,398.42,398.42,255.98,255.98,10,-10.526,1.7134,154.92
0.264,197.19,197.21,400.86,400.86,255.98,255.98,10,-10.527,-5.1403,154.92
0.265,199.6,199.63,403.31,403.31,255.98,255.98,10,-10.529,-5.1554,154.92
0.266,202.03,202.05,405.75,405.75,255.98,255.98,10,-10.531,-5.1707,154.92
0.267,204.47,204.49,408.2,408.2,255.98,255.98,10,-10.532,-5.186,154.92
0.268,206.93,206.95,410.64,410.64,255.98,255.98,10,-10.535,-5.2015,154.92
0.269,209.4,209.42,413.09,413.09,255.98,255.98,10,-10.537,-2.3051,154.92
0.27,211.88,211.91,415.53,415.53,255.98,255.98,10,-10.539,-5.2325,154.92
0.271,214.38,214.41,417.98,417.98,255.98,255.98,10,-10.542,-5.2482,154.92
0.272,216.9,216.92,420.42,420.42,255.98,255.98,10,-10.544,-5.2638,154.92
0.273,219.43,219.45,422.86,422.86,255.98,255.98,10,-10.545,-4.3911,154.92
0.274,221.97,222,425.31,425.31,255.98,255.98,10,-10.547,-4.4015,154.92
0.275,224.53,224.56,427.75,427.75,255.98,255.98,10,-10.549,-2.3801,154.92
0.276,227.11,227.13,430.2,430.2,255.98,255.98,10,-10.551,-4.4224,154.92
0.277,229.69,229.72,432.64,432.64,255.98,255.98,10,-10.552,-5.3429,154.92
0.278,232.3,232.32,435.09,435.09,255.98,255.98,10,-10.554,-5.359,154.92
0.279,234.91,234.94,437.53,437.53,255.98,255.98,10,-10.556,-2.4299,154.92
0.28,237.55,237.57,439.98,439.98,255.98,255.98,10,-10.557,-5.3911,154.92
0.281,240.19,240.22,442.42,442.42,255.98,255.98,10,-10.559,-3.5117,154.92
0.282,242.86,242.88,444.86,444.86,255.98,255.98,10,-10.561,-4.4863,154.92
0.283,245.53,245.56,447.31,447.31,255.98,255.98,10,-10.562,-4.4971,154.92
0.284,248.22,248.25,449.75,449.75,255.98,255.98,10,-10.564,-3.5281,154.92
0.285,250.93,250.96,452.2,452.2,255.98,255.98,10,-10.566,-4.5188,154.92
0.286,253.65,253.68,454.64,454.64,255.98,255.98,10,-10.567,-4.5298,154.92
0.287,256.38,256.41,457.09,457.09,255.98,255.98,10,-10.569,-0.56908,154.92
0.288,259.13,259.16,459.53,459.53,255.98,255.98,10,-10.571,-4.5518,154.92
0.289,261.9,261.93,461.98,461.98,255.98,255.98,10,-10.572,-5.5395,154.92
0.29,264.68,264.71,464.42,464.42,255.98,255.98,10,-10.574,-4.5434,154.92
0.291,267.47,267.5,466.86,466.86,255.98,255.98,10,-10.576,-1.5943,154.92
0.292,270.28,270.31,469.31,469.31,255.98,255.98,10,-10.577,-5.5902,154.92
0.293,273.1,273.13,471.75,471.75,255.98,255.98,10,-10.579,-4.5774,154.92
0.294,275.94,275.97,474.2,474.2,255.98,255.98,10,-10.581,-4.62,154.92
0.295,278.79,278.82,476.64,476.64,255.98,255.98,10,-10.582,-2.6343,154.92
0.296,281.66,281.69,479.09,479.09,255.98,255.98,10,-10.584,-4.6119,154.92
0.297,284.54,284.57,481.53,481.53,255.98,255.98,10,-10.586,-4.6548,154.92
0.298,287.44,287.47,483.98,483.98,255.98,255.98,10,-10.587,-5.6942,154.92
0.299,290.35,290.38,486.42,486.42,255.98,255.98,10,-10.589,-4.0134,154.92
0.3,293.27,293.3,488.86,488.86,255.98,255.98,10,-10.591,-7.0919,154.92
0.301,296.22,296.24,491.31,491.31,255.98,255.98,10,-10.592,-5.7473,154.92
0.302,299.17,299.2,493.75,493.75,255.98,255.98,10,-10.594,0.16386,154.92
0.303,302.14,302.17,496.2,496.2,255.98,255.98,10,-10.596,-7.1512,154.92
0.304,305.12,305.15,498.64,498.64,255.98,255.98,10,-10.598,-5.8011,154.92
0.305,308.12,308.15,501.09,501.09,255.98,255.98,10,-10.6,-0.96107,154.92
0.306,311.14,311.17,503.53,503.53,255.98,255.98,10,-10.601,-7.212,154.92
0.307,314.17,314.2,505.98,505.98,255.98,255.98,10,-10.603,-7.2016,154.92
0.308,317.21,317.24,508.42,508.42,255.98,255.98,10,-10.605,0.10985,154.92
0.309,320.27,320.3,510.86,510.86,255.98,255.98,10,-10.607,-3.0897,154.92
0.31,323.34,323.37,513.31,513.31,255.98,255.98,10,-10.609,0.083278,154.92
0.311,326.43,326.46,515.75,515.75,255.98,255.98,10,-10.611,-7.1079,154.92
0.312,329.53,329.56,518.2,518.2,255.98,255.98,10,-10.613,4.4788,154.92
0.313,332.64,332.67,520.64,520.64,255.98,255.98,10,-10.615,0.2539,154.92
0.314,335.77,335.81,523.09,523.09,255.98,255.98,10,-10.617,3.126,154.92
0.315,338.92,338.95,525.53,525.53,255.98,255.98,10,-10.618,-6.2581,154.92
