    "time","spring.w_rel",  "PI.I.y","inertia1.phi","spring.phi_rel","integrator.y","inertia1.w"
      0.75,0.00014175768,-0.070739378,0.028323952,0.00079166107,      0.25,0.24820337
      0.76,0.00012341364,-0.070576962,0.030857711,0.00079298686,      0.26,0.25853864
      0.77,0.00010666442,-0.070445296,0.033494544,0.00079413588,      0.27,0.26881914
      0.78,9.1555898e-005,-0.07033926,0.036233941,0.0007951251,      0.28,0.27905254
      0.79,7.8065604e-005,-0.070254481,0.039075463,0.00079597181,      0.29, 0.2892457
       0.8,6.6139512e-005,-0.070187254,0.04201874,0.00079669196,       0.3,0.29940459
      0.81,5.5696531e-005,-0.070134432,0.045063458,0.00079730023,      0.31,0.30953441
      0.82,4.6628344e-005,-0.070093341,0.048209349,0.00079781071,      0.32,0.31963978
      0.83,3.8808821e-005,-0.070061732,0.051456188,0.00079823675,      0.33,0.32972475
      0.84,3.2110016e-005,-0.070037735,0.054803788,0.00079859038,      0.34, 0.3397928
      0.85,2.640725e-005,-0.070019814,0.058251996,0.00079888219,      0.35,0.34984688
      0.86,2.1582238e-005,-0.070006706,0.061800685,0.00079912149,      0.36,0.35988947
      0.87,1.7524811e-005,-0.069997374,0.065449752,0.00079931645,      0.37,0.36992267
      0.88,1.4133528e-005,-0.069990972,0.069199112,0.00079947425,      0.38,0.37994828
      0.89,1.1315888e-005,-0.069986814,0.073048696,0.00079960106,      0.39,0.38996776
       0.9,8.988642e-006,-0.069984351,0.07699845,0.00079970223,       0.4,0.39998236
      0.91,7.0779373e-006,-0.069983147,0.081048329,0.00079978226,      0.41,0.40999308
      0.92,5.519009e-006,-0.069982858, 0.0851983,0.00079984499,      0.42,0.42000077
      0.93,4.2554636e-006,-0.069983215,0.089448336,0.00079989366,      0.43,0.43000608
      0.94,3.2384571e-006,-0.069984009,0.093798415,0.00079993096,      0.44,0.44000958
      0.95,2.4259552e-006,-0.069985081,0.098248523,0.00079995914,      0.45,0.45001171
      0.96,1.7820614e-006,-0.069986312,0.10279865,0.00079998006,      0.46, 0.4600128
      0.97,1.2763468e-006,-0.069987613,0.10744878,0.00079999526,      0.47,0.47001315
      0.98,8.8317285e-007,-0.069988921,0.11219891,0.00080000599,      0.48,0.48001296
      0.99,5.8105088e-007,-0.06999019,0.11704903,0.00080001325,      0.49,0.49001241
         1,3.5206993e-007,-0.069991392,0.12199915,0.00080001787,       0.5,0.50001162
      1.01,1.813933e-007,-0.069992508,0.12704927,0.0008000205,      0.51,0.51001069
      1.02,5.6809353e-008,-0.069993527,0.13219937,0.00080002166,      0.52, 0.5200097
      1.03,-3.167044e-008,-0.069994447,0.13744946,0.00080002176,      0.53, 0.5300087
      1.04,-9.2165857e-008,-0.069995267,0.14279954,0.00080002113,      0.54,0.54000772
      1.05,-1.3123414e-007,-0.069995991,0.14824961,0.00080002,      0.55,0.55000678
      1.06,-1.541324e-007,-0.069996625,0.15379968,0.00080001856,      0.56,0.56000591
      1.07,-1.6504206e-007,-0.069997176,0.15944973,0.00080001696,      0.57,0.57000512
      1.08,-1.6726034e-007,-0.06999765,0.16519978,0.0008000153,      0.58,0.58000439
      1.09,-1.6336265e-007,-0.069998057,0.17104982,0.00080001364,      0.59,0.59000375
       1.1,-1.5533886e-007,-0.069998403,0.17699985,0.00080001204,       0.6,0.60000318
      1.11,-1.4470695e-007,-0.069998695,0.18304988,0.00080001054,      0.61,0.61000268
      1.12,-1.3260728e-007,-0.069998941,0.18919991,0.00080000916,      0.62,0.62000225
      1.13,-1.1988052e-007,-0.069999146,0.19544993,0.0008000079,      0.63,0.63000187
      1.14,-1.0713162e-007,-0.069999317,0.20179995,0.00080000676,      0.64,0.64000155
      1.15,-9.4781987e-008,-0.069999458,0.20824996,0.00080000575,      0.65,0.65000127
      1.16,-8.3095806e-008,-0.069999573,0.21479997,0.00080000486,      0.66,0.66000104
      1.17,-7.2261856e-008,-0.069999667,0.22144998,0.00080000409,      0.67,0.67000085
      1.18,-6.2380988e-008,-0.069999744,0.22819999,0.00080000341,      0.68,0.68000068
      1.19,-5.3485478e-008,-0.069999805,   0.23505,0.00080000284,      0.69,0.69000055
       1.2,-4.556303e-008,-0.069999854,     0.242,0.00080000234,       0.7,0.70000044
      1.21,-3.8573691e-008,-0.069999893,   0.24905,0.00080000192,      0.71,0.71000034
      1.22,-3.2460093e-008,-0.069999923,0.25620001,0.00080000157,      0.72,0.72000027
      1.23,-2.7154207e-008,-0.069999947,0.26345001,0.00080000127,      0.73,0.73000021
      1.24,-2.2582386e-008,-0.069999965,0.27080001,0.00080000102,      0.74,0.74000016
      1.25,-1.8669946e-008,-0.069999979,0.27825001,0.00080000082,      0.75,0.75000012
      1.26,-1.534336e-008,-0.069999989,0.28580001,0.00080000065,      0.76,0.76000009
      1.27,-1.2532255e-008,-0.069999997,0.29345001,0.00080000051,      0.77,0.77000006
      1.28,-1.0170849e-008,-0.070000002,0.30120001,0.0008000004,      0.78,0.78000004
      1.29,-8.1987705e-009,-0.070000006,0.30905002,0.0008000003,      0.79,0.79000003
       1.3,-6.5614056e-009,-0.070000008,0.31700002,0.00080000023,       0.8,0.80000002
      1.31,-5.2099236e-009,-0.070000009,0.32505002,0.00080000017,      0.81,0.81000001
      1.32,-4.1010955e-009,-0.07000001,0.33320002,0.00080000013,      0.82,      0.82
      1.33,-3.1969868e-009,-0.07000001,0.34145002,0.00080000009,      0.83,      0.83
      1.34,-2.4645745e-009,-0.07000001,0.34980002,0.00080000006,      0.84,      0.84
      1.35,-1.8753221e-009,-0.070000009,0.35825002,0.00080000004,      0.85,0.84999999
      1.36,-1.4047397e-009,-0.070000009,0.36680002,0.00080000002,      0.86,0.85999999
      1.37,-1.0319462e-009,-0.070000008,0.37545002,0.00080000001,      0.87,0.86999999
      1.38,-7.3924806e-010,-0.070000007,0.38420002,    0.0008,      0.88,0.87999999
      1.39,-5.1174234e-010,-0.070000006,0.39305002,    0.0008,      0.89,0.88999999
       1.4,-3.3695051e-010,-0.070000006,0.40200002,0.00079999999,       0.9,0.89999999
      1.41,-2.0448477e-010,-0.070000005,0.41105002,0.00079999999,      0.91,0.90999999
      1.42,-1.043253e-010,-0.070000004,0.42020001,0.00079999999,      0.92,0.91999999
      1.43,-3.1073657e-011,-0.070000004,0.42945001,0.00079999999,      0.93,0.92999999
      1.44,2.1297938e-011,-0.070000003,0.43880001,0.00079999999,      0.94,0.93999999
      1.45,5.7123006e-011,-0.070000003,0.44825001,0.00079999999,      0.95,      0.95
      1.46,8.0162024e-011,-0.070000002,0.45780001,0.00079999999,      0.96,      0.96
      1.47,9.3521663e-011,-0.070000002,0.46745001,0.00079999999,      0.97,      0.97
      1.48,9.9705142e-011,-0.070000002,0.47720001,0.00079999999,      0.98,      0.98
      1.49,1.0069713e-010,-0.070000001,0.48705001,0.00079999999,      0.99,      0.99
       1.5,9.80506e-011,-0.070000001,0.49700001,0.00079999999,         1,         1
      1.51,0.0022557577,-0.070391373,0.50703915,0.00080929017,         1, 1.0071458
      1.52,0.0041651133,-0.071371743,0.51713719,0.00084293723,         1, 1.0123255
      1.53,0.0044441188,-0.072826576,0.52728267,0.00088703722,         1, 1.0166019
      1.54,0.0038509655,-0.0746514,0.53746515,0.00092890188,         1, 1.0196767
      1.55,0.0030158556,-0.076718236,0.54767184,0.00096330553,         1, 1.0214541
      1.56,0.002223627,-0.078904199,0.55789043,0.00098939182,         1, 1.0220937
      1.57,0.0015502729,-0.081108191,0.56811083,0.0010081343,         1, 1.0218599
      1.58,0.0010277699,-0.083254622,0.57832548,0.0010209677,         1, 1.0209906
      1.59,0.00063575583,-0.085291525,0.58852917,0.0010292086,         1, 1.0197014
       1.6,0.00033732343,-0.087185536,0.59871857,0.0010340533,         1, 1.0181727
      1.61,0.0001180617,-0.088920402,0.60889205,0.0010362879,         1, 1.0165151
      1.62,-3.769369e-005,-0.090487512,0.61904877,0.0010366398,         1, 1.0148227
      1.63,-0.00014453542,-0.091886385,0.62918865,0.0010356924,         1, 1.0131641
      1.64,-0.00021395813,-0.093123117,0.63931233,0.0010338666,         1, 1.0115818
      1.65,-0.0002552973,-0.094206548,0.64942067,0.0010314988,         1, 1.0101055
      1.66,-0.00027557468,-0.095148377,0.65951485,0.0010288218,         1, 1.0087495
      1.67,-0.00028055481,-0.095961017,0.66959612,0.0010260172,         1, 1.0075214
      1.68,-0.00027485323,-0.096657252,0.67966574,0.0010232199,         1,  1.006423
      1.69,-0.00026203216,-0.097249867,  0.689725,0.0010205237,         1,  1.005451
       1.7,-0.00024472173,-0.097751262,0.69977514,0.0010179869,         1, 1.0045986
      1.71,-0.00022479677,-0.098173034,0.70981732,0.0010156408,         1, 1.0038567
      1.72,-0.00020364375,-0.098525785,0.71985259,0.0010135011,         1, 1.0032154
      1.73,-0.00018229709,-0.098819066,0.72988192,0.0010115734,         1, 1.0026647
      1.74,-0.00016151079,-0.099061431,0.73990616,0.0010098559,         1,  1.002195
      1.75,-0.00014179955,-0.099260491,0.74992606,0.0010083409,         1,  1.001797
      1.76,-0.00012364971,-0.099419681,0.75994198,0.0010070349,         1, 1.0014676
      1.77,-0.00010693519,-0.099551632,0.76995518,0.0010058863,         1, 1.0011869
      1.78,-9.1810102e-005,-0.099659038,0.77996592,0.0010048913,         1, 1.0009513
      1.79,-7.8280416e-005,-0.099745223,0.78997454,0.0010040377,         1, 1.0007557
       1.8,-6.6299896e-005,-0.099813606,0.79998138,0.0010033112,         1, 1.0005948
      1.81,-5.5788827e-005,-0.099867292,0.80998674,0.0010026971,         1, 1.0004634
      1.82,-4.6644845e-005,-0.09990897,0.81999091,0.0010021814,         1, 1.0003567
      1.83,-3.875231e-005,-0.099940922,0.82999411,0.0010017512,         1, 1.0002709
      1.84,-3.1989778e-005,-0.099965061,0.83999652,0.0010013945,         1, 1.0002023
      1.85,-2.623563e-005,-0.099982976,0.84999831,0.0010011007,         1,  1.000148
      1.86,-2.1372081e-005,-0.099995976,0.85999961,0.0010008603,         1, 1.0001054
      1.87,-1.7287881e-005,-0.10000513,0.87000053,0.0010006649,         1, 1.0000724
      1.88,-1.387999e-005,-0.10001132,0.88000115,0.0010005073,         1,  1.000047
      1.89,-1.1054478e-005,-0.10001524,0.89000154,0.001000381,         1, 1.0000279
       1.9,-8.7268461e-006,-0.10001746,0.90000176,0.0010002807,         1, 1.0000136
      1.91,-6.8219445e-006,-0.10001842,0.91000186,0.0010002018,         1, 1.0000033
      1.92,-5.2802179e-006,-0.10001844,0.92000186,0.0010001408,         1,0.99999613
      1.93,-4.0440541e-006,-0.1000178,0.93000179,0.0010000942,         1,0.99999137
      1.94,-3.0571869e-006,-0.10001676,0.94000169,0.001000059,         1,0.99998839
      1.95,-2.2736745e-006,-0.10001548,0.95000156,0.0010000328,         1,0.99998672
      1.96,-1.6555696e-006,-0.10001409,0.96000142,0.0010000135,         1,  0.999986
      1.97,-1.1720668e-006,-0.10001267,0.97000128,0.00099999958,         1,0.99998594
      1.98,-7.973178e-007,-0.10001127,0.98000114,0.00099998992,         1,0.99998635
      1.99,-5.1053422e-007,-0.10000993,0.99000101,0.00099998351,         1,0.99998708
         2,-2.9444524e-007,-0.10000868, 1.0000009,0.00099997958,         1,  0.999988
      2.01,-1.3463477e-007,-0.10000753, 1.0100008,0.00099997751,         1,0.99998903
      2.02,-1.9171036e-008,-0.10000649, 1.0200007,0.0009999768,         1, 0.9999901
      2.03,6.1713152e-008,-0.10000555, 1.0300006,0.00099997706,         1,0.99999117
      2.04,1.1593633e-007,-0.10000472, 1.0400005,0.00099997799,         1, 0.9999922
      2.05,1.4986683e-007,-0.10000399, 1.0500004,0.00099997935,         1,0.99999317
      2.06,1.6942873e-007,-0.10000335, 1.0600003,0.00099998094,         1,0.99999406
      2.07,1.776209e-007,-0.10000279, 1.0700003,0.00099998266,         1,0.99999488
      2.08,0.0022611735,-0.10039369, 1.0799893,0.0010092773,      0.99,0.99713775
      2.09,0.0041705821,-0.10137347, 1.0899373,0.0010429573,      0.98,0.99231873
       2.1,0.0044414157,-0.10282817, 1.0998328,0.0010871087,      0.97,0.98660089
      2.11,0.0026456101,-0.10279899,   1.10967,0.0011246861,      0.96,0.98114163
      2.12,0.00043007142,-0.10001251, 1.1194561,0.0011390533,      0.95,0.97595199
      2.13,-0.00035919598,-0.096561977, 1.1291857,0.001138289,      0.94, 0.9698115
      2.14,-0.00028148498,-0.093313223, 1.1388505,0.0011346337,      0.93,0.96309303
      2.15,-6.4701303e-005, -0.090302, 1.1484473,0.0011329238,      0.92,0.95628184
      2.16,2.9725307e-005,-0.087352936, 1.1579765,0.0011328064,      0.91,0.94955222
      2.17,3.3797213e-005,-0.084386692, 1.1674386,0.001133135,       0.9,0.94288284
      2.18,1.1171845e-005,-0.081393737, 1.1768342,0.0011333577,      0.89,0.93623125
      2.19,-2.5576592e-006,-0.078388747, 1.1861632,0.0011333916,      0.88,0.92957374
       2.2,-3.8078836e-006,-0.075385081, 1.1954257,0.0011333583,      0.87,0.92290791
      2.21,-1.5885467e-006,-0.072384105, 1.2046214,0.0011333323,      0.86,0.91623976
      2.22,2.6287497e-007,-0.069384628, 1.2137505,0.0011333257,      0.85,0.90957186
      2.23,4.6901674e-007,-0.066385178, 1.2228128,0.0011333303,      0.84,0.90290506
      2.24,2.4490103e-007,-0.063385339, 1.2318086,0.0011333336,      0.83,0.89623854
      2.25,1.2826544e-008,-0.060385306, 1.2407376,0.0011333348,      0.82,0.88957203
      2.26,-1.0638693e-007,-0.057385207,    1.2496,0.0011333345,      0.81,0.88290544
      2.27,-8.8148752e-008,-0.054385135, 1.2583957,0.0011333336,       0.8,0.87623876
      2.28,-1.1097824e-008,-0.051385123, 1.2671248,0.0011333329,      0.79,0.86957204
      2.29,4.389765e-008,-0.04838515, 1.2757872,0.0011333328,      0.78,0.86290534
       2.3,4.6217585e-008,-0.04538518, 1.2843829,0.0011333332,      0.77,0.85623867
      2.31,1.5423827e-008,-0.04238519, 1.2929119,0.0011333335,      0.76,0.84957203
      2.32,-1.3513281e-008,-0.03938518, 1.3013743,0.0011333336,      0.75,0.84290538
      2.33,-2.127028e-008,-0.036385166,   1.30977,0.0011333335,      0.74,0.83623872
      2.34,-1.2314375e-008,-0.033385161, 1.3180991,0.0011333333,      0.73,0.82957204
      2.35,-2.3374793e-009,-0.030385162, 1.3263615,0.0011333333,      0.72,0.82290537
      2.36,2.7903744e-009,-0.027385166, 1.3345572,0.0011333333,      0.71, 0.8162387
      2.37,3.4006929e-009,-0.024385168, 1.3426863,0.0011333333,       0.7,0.80957203
      2.38,1.9283236e-009,-0.021385169, 1.3507486,0.0011333333,      0.69,0.80290537
      2.39,3.7808535e-010,-0.018385169, 1.3587444,0.0011333333,      0.68, 0.7962387
       2.4,-4.2381473e-010,-0.015385168, 1.3666734,0.0011333333,      0.67,0.78957204
      2.41,-5.2828138e-010,-0.012385168, 1.3745358,0.0011333333,      0.66,0.78290537
      2.42,-3.0525571e-010,-0.0093851679, 1.3823315,0.0011333333,      0.65, 0.7762387
      2.43,-6.4684513e-011,-0.0063851679, 1.3900606,0.0011333333,      0.64,0.76957204
      2.44,6.2447223e-011,-0.003385168,  1.397723,0.0011333333,      0.63,0.76290537
      2.45,8.1278669e-011,-0.00038516807, 1.4053187,0.0011333333,      0.62, 0.7562387
      2.46,4.8023938e-011,0.0026148319, 1.4128477,0.0011333333,      0.61,0.74957204
      2.47,1.0891934e-011,0.0056148319, 1.4203101,0.0011333333,       0.6,0.74290537
      2.48,-9.1859222e-012,0.0086148319, 1.4277058,0.0011333333,      0.59, 0.7362387
      2.49,-1.2498252e-011,0.011614832, 1.4350349,0.0011333333,      0.58,0.72957204
       2.5,-7.5485872e-012,0.014614832, 1.4422973,0.0011333333,      0.57,0.72290537
      2.51,-1.821236e-012,0.017614832,  1.449493,0.0011333333,      0.56, 0.7162387
      2.52,1.3463416e-012,0.020614832, 1.4566221,0.0011333333,      0.55,0.70957204
      2.53,1.9204003e-012,0.023614832, 1.4636844,0.0011333333,      0.54,0.70290537
      2.54,1.185522e-012,0.026614832, 1.4706802,0.0011333333,      0.53, 0.6962387
      2.55,3.0276001e-013,0.029614832, 1.4776092,0.0011333333,      0.52,0.68957204
      2.56,-1.9650517e-013,0.032614832, 1.4844716,0.0011333333,      0.51,0.68290537
      2.57,-2.9484837e-013,0.035614832, 1.4912673,0.0011333333,       0.5, 0.6762387
      2.58,-1.860369e-013,0.038614832, 1.4979964,0.0011333333,      0.49,0.66957204
      2.59,-5.0069558e-014,0.041614832, 1.5046588,0.0011333333,      0.48,0.66290537
       2.6,2.855691e-014,0.044614832, 1.5112545,0.0011333333,      0.47, 0.6562387
      2.61,4.524287e-014,0.047614832, 1.5177835,0.0011333333,      0.46,0.64957204
      2.62,2.9186309e-014,0.050614832, 1.5242459,0.0011333333,      0.45,0.64290537
      2.63,8.2485918e-015,0.053614832, 1.5306416,0.0011333333,      0.44, 0.6362387
      2.64,-4.1300829e-015,0.056614832, 1.5369707,0.0011333333,      0.43,0.62957204
      2.65,-6.9301035e-015,0.059614832, 1.5432331,0.0011333333,      0.42,0.62290537
      2.66,-4.5693103e-015,0.062614832, 1.5494288,0.0011333333,      0.41, 0.6162387
      2.67,-1.3550097e-015,0.065614832, 1.5555579,0.0011333333,       0.4,0.60957204
      2.68,5.8226444e-016,0.068614832, 1.5616203,0.0011333333,      0.39,0.60290537
      2.69,1.0590421e-015,0.071614832,  1.567616,0.0011333333,      0.38, 0.5962387
       2.7,7.1653027e-016,0.074614832,  1.573545,0.0011333333,      0.37,0.58957204
      2.71,2.1928708e-016,0.077614832, 1.5794074,0.0011333333,      0.36,0.58290537
      2.72,-8.4757792e-017,0.080614832, 1.5852031,0.0011333333,      0.35, 0.5762387
      2.73,-1.6229335e-016,0.083614832, 1.5909322,0.0011333333,      0.34,0.56957204
      2.74,-1.0981526e-016,0.086614832, 1.5965946,0.0011333333,      0.33,0.56290537
      2.75,-3.4304214e-017,0.089614832, 1.6021903,0.0011333333,      0.32, 0.5562387
      2.76,7.8313192e-018,0.092614832, 1.6077193,0.0011333333,      0.31,0.54957204
      2.77,2.4936085e-017,0.095614832, 1.6131817,0.0011333333,       0.3,0.54290537
      2.78,2.1661255e-017,0.098614832, 1.6185775,0.0011333333,      0.29, 0.5362387
      2.79,1.1757221e-017,0.10161483, 1.6239065,0.0011333333,      0.28,0.52957204
       2.8,7.6382863e-018,0.10461483, 1.6291689,0.0011333333,      0.27,0.52290537
      2.81,4.4710607e-018,0.10761483, 1.6343646,0.0011333333,      0.26, 0.5162387
      2.82,6.8025669e-018,0.11061483, 1.6394937,0.0011333333,      0.25,0.50957204
      2.83,7.9076757e-018,0.11361483, 1.6445561,0.0011333333,      0.24,0.50290537
      2.84,1.2644386e-017,0.11661483, 1.6495518,0.0011333333,      0.23, 0.4962387
      2.85,8.3871779e-018,0.11961483, 1.6544808,0.0011333333,      0.22,0.48957204
      2.86,2.2970653e-019,0.12261483, 1.6593432,0.0011333333,      0.21,0.48290537
      2.87,-2.3957459e-018,0.12561483, 1.6641389,0.0011333333,       0.2, 0.4762387
      2.88,-4.7783009e-018,0.12861483,  1.668868,0.0011333333,      0.19,0.46957204
      2.89,-8.8036734e-018,0.13161483, 1.6735304,0.0011333333,      0.18,0.46290537
       2.9,-7.9160923e-018,0.13461483, 1.6781261,0.0011333333,      0.17, 0.4562387
      2.91,-7.9896036e-018,0.13761483, 1.6826552,0.0011333333,      0.16,0.44957204
      2.92,-4.0227069e-018,0.14061483, 1.6871175,0.0011333333,      0.15,0.44290537
      2.93,-2.088799e-018,0.14361483, 1.6915133,0.0011333333,      0.14, 0.4362387
      2.94,-3.5654487e-018,0.14661483, 1.6958423,0.0011333333,      0.13,0.42957204
      2.95,-7.8722642e-018,0.14961483, 1.7001047,0.0011333333,      0.12,0.42290537
      2.96,-7.4062719e-018,0.15261483, 1.7043004,0.0011333333,      0.11, 0.4162387
      2.97,-7.7584288e-018,0.15561483, 1.7084295,0.0011333333,       0.1,0.40957204
      2.98,-3.9285412e-018,0.15861483, 1.7124919,0.0011333333,      0.09,0.40290537
      2.99,-2.0498004e-018,0.16161483, 1.7164876,0.0011333333,      0.08, 0.3962387
         3,-3.5457286e-018,0.16461483, 1.7204166,0.0011333333,      0.07,0.38957204
      3.01,-7.8593785e-018,0.16761483,  1.724279,0.0011333333,      0.06,0.38290537
      3.02,-7.3968241e-018,0.17061483, 1.7280747,0.0011333333,      0.05, 0.3762387
      3.03,-7.7515628e-018,0.17361483, 1.7318038,0.0011333333,      0.04,0.36957204
      3.04,-3.9237887e-018,0.17661483, 1.7354662,0.0011333333,      0.03,0.36290537
      3.05,-2.046663e-018,0.17961483, 1.7390619,0.0011333333,      0.02, 0.3562387
      3.06,-3.5437255e-018,0.18261483,  1.742591,0.0011333333,      0.01,0.34957204
      3.07,-7.8581225e-018,0.18561483, 1.7460533,0.0011333333,-1.0859369e-015,0.34290537
      3.08,-7.2225373e-018,0.18532608, 1.7494486,0.0011333333,-1.0859369e-015, 0.3362387
      3.09,-4.0345292e-018,0.18143082, 1.7527777,0.0011333333,-1.0859369e-015,0.32957204
       3.1,-8.6558742e-018, 0.1761692,   1.75604,0.0011333333,-1.0859369e-015,0.32290537
      3.11,-3.6837677e-018,0.17044626, 1.7592358,0.0011333333,-1.0859369e-015, 0.3162387
      3.12,2.3714119e-016,0.16456018, 1.7623648,0.0011333333,-1.0859369e-015,0.30957204
      3.13,8.6668544e-017,0.15860155, 1.7654272,0.0011333333,-1.0859369e-015,0.30290537
      3.14,4.2074865e-016,0.15260816, 1.7684229,0.0011333333,-1.0859369e-015, 0.2962387
      3.15,6.807345e-014,0.14661604,  1.771352,0.0011333333,-1.0859369e-015,0.28957204
      3.16,1.5529176e-013,0.14061524, 1.7742144,0.0011333333,-1.0859369e-015,0.28290537
      3.17,2.0092152e-012,0.13461488, 1.7770101,0.0011333333,-1.0859369e-015, 0.2762387
      3.18,1.0247774e-010,0.12861516, 1.7797391,0.0011333333,-1.0859369e-015,0.26957204
      3.19,5.1698651e-010,0.12261612, 1.7824015,0.0011333333,-1.0859369e-015,0.26290537
       3.2,9.6277912e-010,  0.116617, 1.7849972,0.0011333333,-1.0859369e-015, 0.2562387
      3.21,5.1261843e-010,0.11061677, 1.7875263,0.0011333334,-1.0859369e-015,0.24957204
      3.22,-1.9222662e-010,0.10461572, 1.7899887,0.0011333334,-1.0859369e-015,0.24290537
      3.23,-3.4803207e-009,0.098614922, 1.7923844,0.0011333333,-1.0859369e-015, 0.2362387
      3.24,5.172747e-009,0.092614828, 1.7947135,0.0011333334,-1.0859369e-015,0.22957203
      3.25,-3.0139063e-008,0.08661497, 1.7969758,0.0011333332,-1.0859369e-015,0.22290539
