    "time","egsCarSpeed", "egsGear","egsState","egsTargetGear","valves_eds","valves_eds1","valves_eds2","valves_eds3","valves_eds4","valves_eds5","valves_mv1","valves_mv2","valves_mv3"
      1.44,    11.602,         0,         0,         1,         0,         0,      0.54,         1,         0,      0.46,         0,         0,         0
      1.46,    13.346,         0,         0,         1,         0,         0,       0.5,         1,         0,       0.5,         0,         0,         0
      1.48,    14.376,         0,         0,         1,         0,         0,      0.46,         1,         0,      0.54,         0,         0,         0
       1.5,    14.893,         0,         0,         1,         0,         0,      0.42,         1,         0,      0.58,         0,         0,         0
      1.52,    15.407,         0,         0,         1,         0,         0,      0.38,         1,         0,      0.62,         0,         0,         0
      1.54,    16.038,         0,         0,         1,         0,         0,      0.34,         1,         0,      0.66,         0,         0,         0
      1.56,    16.701,         0,         0,         1,         0,         0,       0.3,         1,         0,       0.7,         0,         0,         0
      1.58,    17.336,         0,         0,         1,         0,         0,      0.26,         1,         0,      0.74,         0,         0,         0
       1.6,    17.941,         0,         0,         1,         0,         0,      0.22,         1,         0,      0.78,         0,         0,         0
      1.62,    18.533,         0,         0,         1,         0,         0,      0.18,         1,         0,      0.82,         0,         0,         0
      1.64,     19.12,         0,         0,         1,         0,         0,      0.14,         1,         0,      0.86,         0,         0,         0
      1.66,    19.702,         0,         0,         1,         0,         0,       0.1,         1,         0,       0.9,         0,         0,         0
      1.68,    20.275,         0,         0,         1,         0,         0,      0.06,         1,         0,      0.94,         0,         0,         0
       1.7,    20.839,         0,         0,         1,         0,         0,      0.02,         1,         0,      0.98,         0,         0,         0
      1.72,    21.396,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.74,    21.945,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.76,    22.486,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.78,     23.02,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       1.8,    23.548,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.82,    24.068,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.84,    24.581,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.86,    25.079,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.88,     25.55,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       1.9,    26.078,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.92,    26.615,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.94,    27.109,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.96,    27.568,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      1.98,    28.029,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
         2,    28.502,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.02,    28.981,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.04,    29.459,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.06,    29.929,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.08,     30.39,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.1,    30.848,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.12,    31.303,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.14,    31.756,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.16,    32.206,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.18,    32.651,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.2,    33.093,         0,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.22,    33.532,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.24,    33.967,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.26,    34.398,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.28,    34.826,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.3,    35.251,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.32,    35.672,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.34,     36.09,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.36,    36.505,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.38,    36.916,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.4,    37.326,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.42,    37.731,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.44,    38.132,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.46,     38.53,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.48,    38.925,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.5,     38.73,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.52,     38.55,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.54,    38.607,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.56,     38.73,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.58,    38.729,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.6,    38.534,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.62,    38.193,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.64,    39.432,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.66,    39.729,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.68,    39.658,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.7,    37.039,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.72,    38.708,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.74,     39.04,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.76,    39.031,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.78,    39.082,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.8,     39.16,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.82,    39.257,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.84,    39.374,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.86,    39.519,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.88,    39.695,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
       2.9,    39.897,         1,         0,         1,         0,         0,         0,         1,         0,         1,         0,         0,         0
      2.92,    40.114,         1,         0,         2,         0,         0,         0,         1,         0,         1,         1,         0,         0
      2.94,    40.371,         1,         0,         2,         0,         0,         0,      0.96,         0,      0.96,         1,         0,         0
      2.96,    40.644,         1,         0,         2,         0,         0,         0,      0.92,         0,      0.92,         1,         0,         0
      2.98,    40.941,         1,         0,         2,         0,         0,         0,      0.88,         0,      0.88,         1,         0,         0
         3,    41.073,         1,         0,         2,         0,         0,         0,      0.84,         0,      0.84,         1,         0,         0
      3.02,    41.359,         1,         0,         2,         0,         0,         0,       0.8,         0,       0.8,         1,         0,         0
      3.04,    41.671,         1,         0,         2,         0,         0,         0,      0.76,         0,      0.76,         1,         0,         0
      3.06,    41.979,         1,         0,         2,         0,         0,         0,      0.72,         0,      0.72,         1,         0,         0
      3.08,    42.283,         1,         0,         2,         0,         0,         0,      0.68,         0,      0.68,         1,         0,         0
       3.1,    42.586,         1,         0,         2,         0,         0,         0,      0.64,         0,      0.64,         1,         0,         0
      3.12,    42.887,         1,         0,         2,         0,         0,         0,       0.6,         0,       0.6,         1,         0,         0
      3.14,    43.187,         1,         0,         2,         0,         0,         0,      0.56,         0,      0.56,         1,         0,         0
      3.16,    43.486,         1,         0,         2,         0,         0,         0,      0.52,         0,      0.52,         1,         0,         0
      3.18,    43.784,         1,         0,         2,         0,         0,         0,      0.48,         0,      0.48,         1,         0,         0
       3.2,     44.08,         1,         0,         2,         0,         0,         0,      0.44,         0,      0.44,         1,         0,         0
      3.22,    44.375,         1,         0,         2,         0,         0,         0,       0.4,         0,       0.4,         1,         0,         0
      3.24,    44.668,         1,         0,         2,         0,         0,         0,      0.36,         0,      0.36,         1,         0,         0
      3.26,    44.952,         1,         0,         2,         0,         0,         0,      0.32,         0,      0.32,         1,         0,         0
      3.28,     45.25,         1,         0,         2,         0,         0,         0,      0.28,         0,      0.28,         1,         0,         0
       3.3,    45.551,         1,         0,         2,         0,         0,         0,      0.24,         0,      0.24,         1,         0,         0
      3.32,    45.842,         1,         0,         2,         0,         0,         0,       0.2,         0,       0.2,         1,         0,         0
      3.34,    46.129,         1,         0,         2,         0,         0,         0,      0.16,         0,      0.16,         1,         0,         0
      3.36,    46.418,         1,         0,         2,         0,         0,         0,      0.12,         0,      0.12,         1,         0,         0
      3.38,    46.709,         1,         0,         2,         0,         0,         0,      0.08,         0,      0.08,         1,         0,         0
       3.4,    46.998,         1,         0,         2,         0,         0,         0,      0.04,         0,      0.04,         1,         0,         0
      3.42,    47.285,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.44,     47.57,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.46,    47.859,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.48,    48.147,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       3.5,    48.433,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.52,    48.719,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.54,    49.004,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.56,    49.288,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.58,    49.572,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       3.6,    49.855,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.62,    50.137,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.64,    50.418,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.66,    50.699,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.68,    50.979,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       3.7,    51.258,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.72,    51.537,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.74,    51.814,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.76,    52.091,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.78,    52.368,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       3.8,    52.643,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.82,    52.918,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.84,    53.192,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.86,    53.465,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.88,    53.738,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       3.9,     54.01,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.92,    54.281,         1,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.94,    54.552,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.96,    54.821,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      3.98,     55.09,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
         4,    55.359,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.02,    55.626,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.04,    55.893,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.06,    56.159,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.08,    56.425,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.1,     56.69,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.12,    56.954,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.14,    57.217,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.16,    57.479,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.18,    57.741,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.2,    58.002,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.22,    58.263,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.24,    58.523,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.26,    58.782,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.28,     59.04,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.3,    59.298,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.32,    59.555,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.34,    59.811,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.36,    60.066,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.38,    60.321,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.4,    60.575,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.42,    60.829,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.44,    61.081,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.46,    61.334,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.48,    61.585,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.5,    61.835,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.52,    62.085,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.54,    62.335,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.56,    62.583,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.58,    62.831,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.6,    63.078,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.62,    63.325,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.64,    63.571,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.66,    63.816,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.68,     64.06,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.7,    64.304,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.72,    64.547,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.74,     64.79,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.76,    65.031,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.78,    65.272,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.8,    65.513,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.82,    65.753,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.84,    65.992,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.86,     66.23,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.88,    66.468,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       4.9,    66.705,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.92,    66.941,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.94,    67.177,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.96,    67.412,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      4.98,    67.647,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
         5,    67.881,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.02,    68.114,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.04,    68.347,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.06,    68.579,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.08,     68.81,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.1,     69.04,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.12,     69.27,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.14,      69.5,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.16,    69.729,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.18,    69.957,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.2,    70.184,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.22,    70.408,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.24,    70.632,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.26,    70.856,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.28,     71.08,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.3,    71.302,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.32,    71.523,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.34,    71.743,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.36,    71.962,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.38,     72.18,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.4,    72.396,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.42,    72.612,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.44,    72.826,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.46,    73.039,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.48,    73.251,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.5,    73.462,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.52,    73.672,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.54,    73.881,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.56,    74.089,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.58,    74.296,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.6,    74.501,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.62,    74.706,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.64,    74.909,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.66,    75.112,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.68,    75.313,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
       5.7,    75.514,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.72,    75.713,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.74,    75.911,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.76,    76.109,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
      5.78,    76.305,         2,         0,         2,         0,         0,         0,         0,         0,         0,         1,         0,         0
