"time","Folder number","Task number","FMU_Interface_OUT0_Battery Charge","FMU_Interface_OUT1_Current","FMU_Interface_OUT2_Net Voltage","FMU_Interface_OUT3_Power"
33,0,1,90.15092256,-113.6157142,19.64223274,-2.231674311
33.1,0,1,90.14776663,-113.610491,19.64243078,-2.231594216
33.2,0,1,90.14461085,-113.6052679,19.64262882,-2.23151412
33.3,0,1,90.14145521,-113.6000449,19.64282686,-2.231434023
33.4,0,1,90.13829972,-113.594822,19.64302489,-2.231353927
33.5,0,1,90.13514438,-113.5895993,19.64322292,-2.23127383
33.6,0,1,90.13198917,-113.5843766,19.64342095,-2.231193733
33.7,0,1,90.12883412,-113.579154,19.64361898,-2.231113636
33.8,0,1,90.12567921,-113.5739316,19.64381701,-2.231033538
33.9,0,1,90.12252444,-113.5687092,19.64401503,-2.23095344
34,0,1,90.11936982,-113.563487,19.64421305,-2.230873342
34.1,0,1,90.11621534,-113.5582648,19.64441107,-2.230793244
34.2,0,1,90.11306101,-113.5530428,19.64460908,-2.230713146
34.3,0,1,90.10990683,-113.5478209,19.64480709,-2.230633047
34.4,0,1,90.10675279,-113.5425991,19.6450051,-2.230552948
34.5,0,1,90.10359889,-113.5373774,19.64520311,-2.230472849
34.6,0,1,90.10044514,-113.5321558,19.64540112,-2.230392749
34.7,0,1,90.09729153,-113.5269343,19.64559912,-2.230312649
34.8,0,1,90.09413807,-113.5217129,19.64579712,-2.230232549
34.9,0,1,90.09098476,-113.5164916,19.64599512,-2.230152449
35,0,1,90.08783159,-113.5112704,19.64619311,-2.230072349
35.1,0,1,90.08467856,-113.5060493,19.6463911,-2.229992248
35.2,0,1,90.08152568,-113.5008284,19.64658909,-2.229912147
35.3,0,1,90.07837294,-113.4956075,19.64678708,-2.229832046
35.4,0,1,90.07522035,-113.4903868,19.64698507,-2.229751945
35.5,0,1,90.07206791,-113.4851661,19.64718305,-2.229671843
35.6,0,1,90.06891561,-113.4799456,19.64738103,-2.229591741
35.7,0,1,90.06576345,-113.4747252,19.64757901,-2.229511639
35.8,0,1,90.06261144,-113.4695049,19.64777699,-2.229431536
35.9,0,1,90.05945958,-113.4642846,19.64797496,-2.229351434
36,0,1,90.05630786,-113.4590645,19.64817293,-2.229271331
36.1,0,1,90.05315628,-113.4538445,19.6483709,-2.229191228
36.2,0,1,90.05000485,-113.4486246,19.64856886,-2.229111124
36.3,0,1,90.04685357,-113.4434049,19.64876683,-2.229031021
36.4,0,1,90.04370242,-113.4381852,19.64896479,-2.228950917
36.5,0,1,90.04055143,-113.4329656,19.64916275,-2.228870813
36.6,0,1,90.03740058,-113.4277461,19.6493607,-2.228790708
36.7,0,1,90.03424987,-113.4225268,19.64955866,-2.228710604
36.8,0,1,90.03109931,-113.4173075,19.64975661,-2.228630499
36.9,0,1,90.0279489,-113.4120884,19.64995456,-2.228550394
37,0,1,90.02479863,-113.4068693,19.65015251,-2.228470288
37.1,0,1,90.0216485,-113.4016504,19.65035045,-2.228390183
37.2,0,1,90.01849852,-113.3964316,19.65054839,-2.228310077
37.3,0,1,90.01534868,-113.3912129,19.65074633,-2.228229971
37.4,0,1,90.01219899,-113.3859943,19.65094427,-2.228149865
37.5,0,1,90.00904945,-113.3807758,19.6511422,-2.228069758
37.6,0,1,90.00590005,-113.3755574,19.65134013,-2.227989651
37.7,0,1,90.00275079,-113.3703391,19.65153806,-2.227909544
37.8,0,1,89.99960168,-113.3651209,19.65173599,-2.227829437
37.9,0,1,89.99645272,-113.3599028,19.65193391,-2.227749329
38,0,1,89.99330389,-113.3546848,19.65213184,-2.227669222
38.1,0,1,89.99015522,-113.349467,19.65232976,-2.227589114
38.2,0,1,89.98700669,-113.3442492,19.65252767,-2.227509005
38.3,0,1,89.9838583,-113.3390316,19.65272559,-2.227428897
38.4,0,1,89.98071006,-113.333814,19.6529235,-2.227348788
38.5,0,1,89.97756196,-113.3285966,19.65312141,-2.227268679
38.6,0,1,89.97441401,-113.3233793,19.65331932,-2.22718857
38.7,0,1,89.97126621,-113.318162,19.65351722,-2.22710846
38.8,0,1,89.96811854,-113.3129449,19.65371512,-2.227028351
38.9,0,1,89.96497103,-113.3077279,19.65391302,-2.226948241
39,0,1,89.96182366,-113.302511,19.65411092,-2.22686813
39.1,0,1,89.95867643,-113.2972942,19.65430882,-2.22678802
39.2,0,1,89.95552935,-113.2920775,19.65450671,-2.226707909
39.3,0,1,89.95238241,-113.2868609,19.6547046,-2.226627798
39.4,0,1,89.94923562,-113.2816445,19.65490249,-2.226547687
39.5,0,1,89.94608897,-113.2764281,19.65510037,-2.226467576
39.6,0,1,89.94294247,-113.2712118,19.65529826,-2.226387464
39.7,0,1,89.93979611,-113.2659957,19.65549614,-2.226307352
39.8,0,1,89.9366499,-113.2607796,19.65569402,-2.22622724
39.9,0,1,89.93350383,-113.2555637,19.65589189,-2.226147127
40,0,1,89.93035791,-113.2503479,19.65608977,-2.226067015
40.1,0,1,89.92721213,-113.2451321,19.65628764,-2.225986902
40.2,0,1,89.9240665,-113.2399165,19.6564855,-2.225906789
40.3,0,1,89.92092101,-113.234701,19.65668337,-2.225826675
40.4,0,1,89.91777567,-113.2294856,19.65688123,-2.225746562
40.5,0,1,89.91463047,-113.2242703,19.6570791,-2.225666448
40.6,0,1,89.91148542,-113.2190551,19.65727695,-2.225586334
40.7,0,1,89.90834051,-113.21384,19.65747481,-2.225506219
40.8,0,1,89.90519574,-113.208625,19.65767266,-2.225426105
40.9,0,1,89.90205112,-113.2034101,19.65787052,-2.22534599
41,0,1,89.89890665,-113.1981954,19.65806836,-2.225265875
41.1,0,1,89.89576232,-113.1929807,19.65826621,-2.225185759
41.2,0,1,89.89261814,-113.1877661,19.65846406,-2.225105644
41.3,0,1,89.8894741,-113.1825517,19.6586619,-2.225025528
41.4,0,1,89.8863302,-113.1773373,19.65885974,-2.224945412
41.5,0,1,89.88318645,-113.1721231,19.65905757,-2.224865296
41.6,0,1,89.88004285,-113.166909,19.65925541,-2.224785179
41.7,0,1,89.87689939,-113.161695,19.65945324,-2.224705062
41.8,0,1,89.87375607,-113.156481,19.65965107,-2.224624945
41.9,0,1,89.8706129,-113.1512672,19.6598489,-2.224544828
42,0,1,89.86746988,-113.1460535,19.66004672,-2.22446471
42.1,0,1,89.864327,-113.1408399,19.66024454,-2.224384593
42.2,0,1,89.86118426,-113.1356264,19.66044236,-2.224304475
42.3,0,1,89.85804167,-113.1304131,19.66064018,-2.224224356
42.4,0,1,89.85489922,-113.1251998,19.660838,-2.224144238
42.5,0,1,89.85175692,-113.1199866,19.66103581,-2.224064119
42.6,0,1,89.84861476,-113.1147735,19.66123362,-2.223984
42.7,0,1,89.84547275,-113.1095606,19.66143143,-2.223903881
42.8,0,1,89.84233089,-113.1043477,19.66162923,-2.223823762
42.9,0,1,89.83918916,-113.099135,19.66182703,-2.223743642
43,0,1,89.83604759,-113.0939223,19.66202483,-2.223663522
43.1,0,1,89.83290615,-113.0887098,19.66222263,-2.223583402
43.2,0,1,89.82976487,-113.0834974,19.66242043,-2.223503281
43.3,0,1,89.82662372,-113.0782851,19.66261822,-2.223423161
43.4,0,1,89.82348272,-113.0730729,19.66281601,-2.22334304
43.5,0,1,89.82034187,-113.0678608,19.6630138,-2.223262918
43.6,0,1,89.81720116,-113.0626488,19.66321159,-2.223182797
43.7,0,1,89.8140606,-113.0574369,19.66340937,-2.223102675
43.8,0,1,89.81092018,-113.0522251,19.66360715,-2.223022553
43.9,0,1,89.8077799,-113.0470134,19.66380493,-2.222942431
44,0,1,89.80463977,-113.0418018,19.6640027,-2.222862309
44.1,0,1,89.80149979,-113.0365904,19.66420048,-2.222782186
44.2,0,1,89.79835995,-113.031379,19.66439825,-2.222702063
44.3,0,1,89.79522025,-113.0261677,19.66459602,-2.22262194
44.4,0,1,89.7920807,-113.0209566,19.66479378,-2.222541817
44.5,0,1,89.7889413,-113.0157455,19.66499155,-2.222461693
44.6,0,1,89.78580204,-113.0105346,19.66518931,-2.22238157
44.7,0,1,89.78266292,-113.0053238,19.66538707,-2.222301445
44.8,0,1,89.77952395,-113.0001131,19.66558483,-2.222221321
44.9,0,1,89.77638512,-112.9949024,19.66578258,-2.222141197
45,0,1,89.77324644,-112.9896919,19.66598033,-2.222061072
45.1,0,1,89.7701079,-112.9844815,19.66617808,-2.221980947
45.2,0,1,89.76696951,-112.9792712,19.66637583,-2.221900821
45.3,0,1,89.76383126,-112.974061,19.66657357,-2.221820696
45.4,0,1,89.76069316,-112.968851,19.66677132,-2.22174057
45.5,0,1,89.7575552,-112.963641,19.66696905,-2.221660444
45.6,0,1,89.75441739,-112.9584311,19.66716679,-2.221580318
45.7,0,1,89.75127972,-112.9532213,19.66736453,-2.221500191
45.8,0,1,89.74814219,-112.9480117,19.66756226,-2.221420065
45.9,0,1,89.74500481,-112.9428021,19.66775999,-2.221339938
46,0,1,89.74186758,-112.9375927,19.66795772,-2.22125981
46.1,0,1,89.73873049,-112.9323833,19.66815544,-2.221179683
46.2,0,1,89.73559354,-112.9271741,19.66835317,-2.221099555
46.3,0,1,89.73245674,-112.921965,19.66855089,-2.221019427
46.4,0,1,89.72932008,-112.916756,19.6687486,-2.220939299
46.5,0,1,89.72618357,-112.9115471,19.66894632,-2.220859171
46.6,0,1,89.72304721,-112.9063382,19.66914403,-2.220779042
46.7,0,1,89.71991098,-112.9011295,19.66934174,-2.220698913
46.8,0,1,89.71677491,-112.8959209,19.66953945,-2.220618784
46.9,0,1,89.71363897,-112.8907125,19.66973716,-2.220538654
47,0,1,89.71050319,-112.8855041,19.66993486,-2.220458525
47.1,0,1,89.70736754,-112.8802958,19.67013256,-2.220378395
47.2,0,1,89.70423204,-112.8750876,19.67033026,-2.220298265
47.3,0,1,89.70109669,-112.8698796,19.67052796,-2.220218134
47.4,0,1,89.69796148,-112.8646716,19.67072565,-2.220138004
47.5,0,1,89.69482642,-112.8594638,19.67092334,-2.220057873
47.6,0,1,89.6916915,-112.854256,19.67112103,-2.219977742
47.7,0,1,89.68855672,-112.8490484,19.67131872,-2.21989761
47.8,0,1,89.68542209,-112.8438408,19.6715164,-2.219817479
47.9,0,1,89.6822876,-112.8386334,19.67171408,-2.219737347
48,0,1,89.67915326,-112.8334261,19.67191176,-2.219657215
48.1,0,1,89.67601907,-112.8282189,19.67210944,-2.219577083
48.2,0,1,89.67288501,-112.8230118,19.67230711,-2.21949695
48.3,0,1,89.66975111,-112.8178048,19.67250478,-2.219416817
48.4,0,1,89.66661734,-112.8125979,19.67270245,-2.219336684
48.5,0,1,89.66348373,-112.8073911,19.67290012,-2.219256551
48.6,0,1,89.66035025,-112.8021844,19.67309779,-2.219176417
48.7,0,1,89.65721692,-112.7969778,19.67329545,-2.219096284
48.8,0,1,89.65408374,-112.7917714,19.67349311,-2.21901615
48.9,0,1,89.6509507,-112.786565,19.67369076,-2.218936015
49,0,1,89.6478178,-112.7813587,19.67388842,-2.218855881
49.1,0,1,89.64468505,-112.7761526,19.67408607,-2.218775746
49.2,0,1,89.64155245,-112.7709465,19.67428372,-2.218695611
49.3,0,1,89.63841999,-112.7657406,19.67448137,-2.218615476
49.4,0,1,89.63528767,-112.7605348,19.67467902,-2.218535341
49.5,0,1,89.6321555,-112.755329,19.67487666,-2.218455205
49.6,0,1,89.62902347,-112.7501234,19.6750743,-2.218375069
49.7,0,1,89.62589159,-112.7449179,19.67527194,-2.218294933
49.8,0,1,89.62275985,-112.7397125,19.67546957,-2.218214796
49.9,0,1,89.61962826,-112.7345072,19.67566721,-2.21813466
50,0,1,89.61649681,-112.729302,19.67586484,-2.218054523
50.1,0,1,89.6133655,-112.7240969,19.67606247,-2.217974386
50.2,0,1,89.61023434,-112.7188919,19.67626009,-2.217894248
50.3,0,1,89.60710333,-112.713687,19.67645771,-2.217814111
50.4,0,1,89.60397246,-112.7084823,19.67665534,-2.217733973
50.5,0,1,89.60084173,-112.7032776,19.67685295,-2.217653835
50.6,0,1,89.59771115,-112.698073,19.67705057,-2.217573696
50.7,0,1,89.59458071,-112.6928686,19.67724819,-2.217493558
50.8,0,1,89.59145042,-112.6876642,19.6774458,-2.217413419
50.9,0,1,89.58832027,-112.68246,19.67764341,-2.21733328
51,0,1,89.58519027,-112.6772559,19.67784101,-2.21725314
51.1,0,1,89.58206041,-112.6720518,19.67803862,-2.217173001
51.2,0,1,89.5789307,-112.6668479,19.67823622,-2.217092861
51.3,0,1,89.57580113,-112.6616441,19.67843382,-2.217012721
51.4,0,1,89.5726717,-112.6564404,19.67863142,-2.216932581
51.5,0,1,89.56954242,-112.6512368,19.67882901,-2.21685244
51.6,0,1,89.56641328,-112.6460333,19.6790266,-2.216772299
51.7,0,1,89.56328429,-112.6408299,19.67922419,-2.216692158
51.8,0,1,89.56015545,-112.6356266,19.67942178,-2.216612017
51.9,0,1,89.55702674,-112.6304234,19.67961936,-2.216531876
52,0,1,89.55389819,-112.6252203,19.67981695,-2.216451734
52.1,0,1,89.55076977,-112.6200174,19.68001453,-2.216371592
52.2,0,1,89.5476415,-112.6148145,19.68021211,-2.21629145
52.3,0,1,89.54451338,-112.6096117,19.68040968,-2.216211307
52.4,0,1,89.5413854,-112.6044091,19.68060725,-2.216131165
52.5,0,1,89.53825756,-112.5992065,19.68080482,-2.216051022
52.6,0,1,89.53512987,-112.5940041,19.68100239,-2.215970878
52.7,0,1,89.53200233,-112.5888018,19.68119996,-2.215890735
52.8,0,1,89.52887493,-112.5835995,19.68139752,-2.215810591
52.9,0,1,89.52574767,-112.5783974,19.68159508,-2.215730448
53,0,1,89.52262056,-112.5731954,19.68179264,-2.215650303
53.1,0,1,89.51949359,-112.5679935,19.6819902,-2.215570159
53.2,0,1,89.51636676,-112.5627917,19.68218775,-2.215490014
53.3,0,1,89.51324008,-112.55759,19.6823853,-2.21540987
53.4,0,1,89.51011355,-112.5523884,19.68258285,-2.215329724
53.5,0,1,89.50698716,-112.5471869,19.6827804,-2.215249579
53.6,0,1,89.50386091,-112.5419855,19.68297794,-2.215169433
53.7,0,1,89.50073481,-112.5367843,19.68317548,-2.215089288
53.8,0,1,89.49760886,-112.5315831,19.68337302,-2.215009142
53.9,0,1,89.49448304,-112.526382,19.68357056,-2.214928995
54,0,1,89.49135738,-112.5211811,19.68376809,-2.214848849
54.1,0,1,89.48823185,-112.5159802,19.68396563,-2.214768702
54.2,0,1,89.48510647,-112.5107795,19.68416315,-2.214688555
54.3,0,1,89.48198124,-112.5055789,19.68436068,-2.214608408
54.4,0,1,89.47885615,-112.5003783,19.68455821,-2.21452826
54.5,0,1,89.4757312,-112.4951779,19.68475573,-2.214448112
54.6,0,1,89.4726064,-112.4899776,19.68495325,-2.214367964
54.7,0,1,89.46948175,-112.4847774,19.68515077,-2.214287816
54.8,0,1,89.46635723,-112.4795773,19.68534828,-2.214207668
54.9,0,1,89.46323287,-112.4743772,19.68554579,-2.214127519
55,0,1,89.46010864,-112.4691774,19.68574331,-2.21404737
55.1,0,1,89.45698456,-112.4639776,19.68594081,-2.213967221
55.2,0,1,89.45386063,-112.4587779,19.68613832,-2.213887071
55.3,0,1,89.45073684,-112.4535783,19.68633582,-2.213806922
55.4,0,1,89.44761319,-112.4483788,19.68653332,-2.213726772
55.5,0,1,89.44448969,-112.4431795,19.68673082,-2.213646622
55.6,0,1,89.44136634,-112.4379802,19.68692832,-2.213566471
55.7,0,1,89.43824312,-112.432781,19.68712581,-2.213486321
55.8,0,1,89.43512006,-112.427582,19.6873233,-2.21340617
55.9,0,1,89.43199713,-112.422383,19.68752079,-2.213326019
56,0,1,89.42887435,-112.4171842,19.68771828,-2.213245867
56.1,0,1,89.42575172,-112.4119855,19.68791576,-2.213165716
56.2,0,1,89.42262923,-112.4067868,19.68811324,-2.213085564
56.3,0,1,89.41950688,-112.4015883,19.68831072,-2.213005412
56.4,0,1,89.41638468,-112.3963899,19.6885082,-2.212925259
56.5,0,1,89.41326263,-112.3911916,19.68870567,-2.212845107
56.6,0,1,89.41014071,-112.3859934,19.68890314,-2.212764954
56.7,0,1,89.40701894,-112.3807953,19.68910061,-2.212684801
56.8,0,1,89.40389732,-112.3755973,19.68929808,-2.212604648
56.9,0,1,89.40077584,-112.3703994,19.68949555,-2.212524494
57,0,1,89.39765451,-112.3652016,19.68969301,-2.21244434
57.1,0,1,89.39453332,-112.360004,19.68989047,-2.212364186
57.2,0,1,89.39141227,-112.3548064,19.69008793,-2.212284032
57.3,0,1,89.38829137,-112.3496089,19.69028538,-2.212203878
57.4,0,1,89.38517061,-112.3444116,19.69048283,-2.212123723
57.5,0,1,89.38205,-112.3392143,19.69068028,-2.212043568
57.6,0,1,89.37892953,-112.3340172,19.69087773,-2.211963413
57.7,0,1,89.3758092,-112.3288201,19.69107518,-2.211883257
57.8,0,1,89.37268902,-112.3236232,19.69127262,-2.211803102
57.9,0,1,89.36956899,-112.3184264,19.69147006,-2.211722946
58,0,1,89.3664491,-112.3132297,19.6916675,-2.21164279
58.1,0,1,89.36332935,-112.308033,19.69186494,-2.211562633
58.2,0,1,89.36020975,-112.3028365,19.69206237,-2.211482477
58.3,0,1,89.35709029,-112.2976401,19.6922598,-2.21140232
58.4,0,1,89.35397098,-112.2924438,19.69245723,-2.211322163
58.5,0,1,89.35085181,-112.2872476,19.69265466,-2.211242005
58.6,0,1,89.34773278,-112.2820515,19.69285208,-2.211161848
58.7,0,1,89.3446139,-112.2768555,19.6930495,-2.21108169
58.8,0,1,89.34149516,-112.2716597,19.69324692,-2.211001532
58.9,0,1,89.33837657,-112.2664639,19.69344434,-2.210921373
59,0,1,89.33525812,-112.2612682,19.69364175,-2.210841215
59.1,0,1,89.33213982,-112.2560727,19.69383916,-2.210761056
59.2,0,1,89.32902166,-112.2508772,19.69403657,-2.210680897
59.3,0,1,89.32590364,-112.2456819,19.69423398,-2.210600738
59.4,0,1,89.32278577,-112.2404866,19.69443138,-2.210520578
59.5,0,1,89.31966805,-112.2352915,19.69462879,-2.210440419
59.6,0,1,89.31655047,-112.2300965,19.69482619,-2.210360259
59.7,0,1,89.31343303,-112.2249015,19.69502358,-2.210280098
59.8,0,1,89.31031573,-112.2197067,19.69522098,-2.210199938
59.9,0,1,89.30719859,-112.214512,19.69541837,-2.210119777
60,0,1,89.30408158,-112.2093174,19.69561576,-2.210039616
60.1,0,1,89.30096472,-112.2041229,19.69581315,-2.209959455
60.2,0,1,89.297848,-112.1989285,19.69601054,-2.209879294
60.3,0,1,89.29473143,-112.1937342,19.69620792,-2.209799132
60.4,0,1,89.291615,-112.18854,19.6964053,-2.20971897
60.5,0,1,89.28849872,-112.1833459,19.69660268,-2.209638808
60.6,0,1,89.28538258,-112.1781519,19.69680005,-2.209558645
60.7,0,1,89.28226659,-112.1729581,19.69699743,-2.209478483
60.8,0,1,89.27915074,-112.1677643,19.6971948,-2.20939832
60.9,0,1,89.27603503,-112.1625706,19.69739217,-2.209318157
61,0,1,89.27291947,-112.1573771,19.69758954,-2.209237994
61.1,0,1,89.26980405,-112.1521836,19.6977869,-2.20915783
61.2,0,1,89.26668878,-112.1469903,19.69798426,-2.209077666
61.3,0,1,89.26357365,-112.1417971,19.69818162,-2.208997502
61.4,0,1,89.26045866,-112.1366039,19.69837898,-2.208917338
61.5,0,1,89.25734382,-112.1314109,19.69857633,-2.208837173
61.6,0,1,89.25422912,-112.126218,19.69877368,-2.208757008
61.7,0,1,89.25111457,-112.1210252,19.69897103,-2.208676843
61.8,0,1,89.24800016,-112.1158325,19.69916838,-2.208596678
61.9,0,1,89.2448859,-112.1106398,19.69936573,-2.208516513
62,0,1,89.24177178,-112.1054473,19.69956307,-2.208436347
62.1,0,1,89.23865781,-112.100255,19.69976041,-2.208356181
62.2,0,1,89.23554397,-112.0950627,19.69995775,-2.208276015
62.3,0,1,89.23243029,-112.0898705,19.70015508,-2.208195848
62.4,0,1,89.22931675,-112.0846784,19.70035241,-2.208115682
62.5,0,1,89.22620335,-112.0794864,19.70054975,-2.208035515
62.6,0,1,89.22309009,-112.0742946,19.70074707,-2.207955347
62.7,0,1,89.21997698,-112.0691028,19.7009444,-2.20787518
62.8,0,1,89.21686402,-112.0639112,19.70114172,-2.207795012
62.9,0,1,89.2137512,-112.0587196,19.70133904,-2.207714845
63,0,1,89.21063852,-112.0535282,19.70153636,-2.207634676
63.1,0,1,89.20752599,-112.0483368,19.70173368,-2.207554508
63.2,0,1,89.2044136,-112.0431456,19.70193099,-2.207474339
63.3,0,1,89.20130135,-112.0379545,19.7021283,-2.207394171
63.4,0,1,89.19818925,-112.0327634,19.70232561,-2.207314002
63.5,0,1,89.19507729,-112.0275725,19.70252292,-2.207233832
63.6,0,1,89.19196548,-112.0223817,19.70272022,-2.207153663
63.7,0,1,89.18885381,-112.017191,19.70291753,-2.207073493
63.8,0,1,89.18574229,-112.0120004,19.70311483,-2.206993323
63.9,0,1,89.18263091,-112.0068099,19.70331212,-2.206913153
64,0,1,89.17951968,-112.0016195,19.70350942,-2.206832982
64.1,0,1,89.17640858,-111.9964292,19.70370671,-2.206752811
64.2,0,1,89.17329764,-111.9912391,19.703904,-2.20667264
64.3,0,1,89.17018683,-111.986049,19.70410129,-2.206592469
64.4,0,1,89.16707618,-111.980859,19.70429857,-2.206512298
64.5,0,1,89.16396566,-111.9756692,19.70449586,-2.206432126
64.6,0,1,89.16085529,-111.9704794,19.70469314,-2.206351954
64.7,0,1,89.15774506,-111.9652897,19.70489041,-2.206271782
64.8,0,1,89.15463498,-111.9601002,19.70508769,-2.206191609
64.9,0,1,89.15152504,-111.9549108,19.70528496,-2.206111437
65,0,1,89.14841525,-111.9497214,19.70548223,-2.206031264
65.1,0,1,89.1453056,-111.9445322,19.7056795,-2.205951091
65.2,0,1,89.1421961,-111.9393431,19.70587677,-2.205870917
65.3,0,1,89.13908673,-111.934154,19.70607403,-2.205790744
65.4,0,1,89.13597752,-111.9289651,19.70627129,-2.20571057
65.5,0,1,89.13286844,-111.9237763,19.70646855,-2.205630396
65.6,0,1,89.12975952,-111.9185876,19.70666581,-2.205550221
65.7,0,1,89.12665073,-111.913399,19.70686306,-2.205470047
65.8,0,1,89.12354209,-111.9082105,19.70706032,-2.205389872
65.9,0,1,89.12043359,-111.9030221,19.70725757,-2.205309697
66,0,1,89.11732524,-111.8978338,19.70745481,-2.205229522
66.1,0,1,89.11421703,-111.8926457,19.70765206,-2.205149346
66.2,0,1,89.11110897,-111.8874576,19.7078493,-2.20506917
66.3,0,1,89.10800105,-111.8822696,19.70804654,-2.204988994
66.4,0,1,89.10489327,-111.8770818,19.70824378,-2.204908818
66.5,0,1,89.10178564,-111.871894,19.70844101,-2.204828642
66.6,0,1,89.09867815,-111.8667064,19.70863825,-2.204748465
66.7,0,1,89.09557081,-111.8615188,19.70883548,-2.204668288
66.8,0,1,89.09246361,-111.8563314,19.7090327,-2.204588111
66.9,0,1,89.08935655,-111.851144,19.70922993,-2.204507933
67,0,1,89.08624964,-111.8459568,19.70942715,-2.204427756
67.1,0,1,89.08314288,-111.8407697,19.70962437,-2.204347578
67.2,0,1,89.08003625,-111.8355827,19.70982159,-2.2042674
67.3,0,1,89.07692977,-111.8303957,19.71001881,-2.204187221
67.4,0,1,89.07382344,-111.8252089,19.71021602,-2.204107043
67.5,0,1,89.07071725,-111.8200222,19.71041323,-2.204026864
67.6,0,1,89.0676112,-111.8148356,19.71061044,-2.203946685
67.7,0,1,89.0645053,-111.8096491,19.71080765,-2.203866505
67.8,0,1,89.06139954,-111.8044628,19.71100485,-2.203786326
67.9,0,1,89.05829392,-111.7992765,19.71120205,-2.203706146
68,0,1,89.05518845,-111.7940903,19.71139925,-2.203625966
68.1,0,1,89.05208313,-111.7889042,19.71159645,-2.203545786
68.2,0,1,89.04897794,-111.7837183,19.71179365,-2.203465605
68.3,0,1,89.04587291,-111.7785324,19.71199084,-2.203385425
68.4,0,1,89.04276801,-111.7733466,19.71218803,-2.203305244
68.5,0,1,89.03966326,-111.768161,19.71238522,-2.203225062
68.6,0,1,89.03655865,-111.7629754,19.7125824,-2.203144881
68.7,0,1,89.03345419,-111.75779,19.71277958,-2.203064699
68.8,0,1,89.03034987,-111.7526047,19.71297676,-2.202984517
68.9,0,1,89.0272457,-111.7474194,19.71317394,-2.202904335
69,0,1,89.02414167,-111.7422343,19.71337112,-2.202824153
69.1,0,1,89.02103778,-111.7370493,19.71356829,-2.20274397
69.2,0,1,89.01793404,-111.7318644,19.71376546,-2.202663787
69.3,0,1,89.01483044,-111.7266795,19.71396263,-2.202583604
69.4,0,1,89.01172699,-111.7214948,19.7141598,-2.202503421
69.5,0,1,89.00862368,-111.7163102,19.71435696,-2.202423237
69.6,0,1,89.00552051,-111.7111257,19.71455412,-2.202343053
69.7,0,1,89.00241749,-111.7059414,19.71475128,-2.202262869
69.8,0,1,88.99931461,-111.7007571,19.71494844,-2.202182685
69.9,0,1,88.99621188,-111.6955729,19.71514559,-2.2021025
70,0,1,88.99310929,-111.6903888,19.71534275,-2.202022315
70.1,0,1,88.99000684,-111.6852048,19.71553989,-2.20194213
70.2,0,1,88.98690454,-111.680021,19.71573704,-2.201861945
70.3,0,1,88.98380238,-111.6748372,19.71593419,-2.201781759
70.4,0,1,88.98070037,-111.6696536,19.71613133,-2.201701574
70.5,0,1,88.9775985,-111.66447,19.71632847,-2.201621388
70.6,0,1,88.97449677,-111.6592866,19.71652561,-2.201541202
70.7,0,1,88.97139519,-111.6541032,19.71672274,-2.201461015
70.8,0,1,88.96829375,-111.64892,19.71691988,-2.201380828
70.9,0,1,88.96519246,-111.6437369,19.71711701,-2.201300641
71,0,1,88.96209131,-111.6385538,19.71731413,-2.201220454
71.1,0,1,88.9589903,-111.6333709,19.71751126,-2.201140267
71.2,0,1,88.95588944,-111.6281881,19.71770838,-2.201060079
71.3,0,1,88.95278872,-111.6230054,19.7179055,-2.200979891
71.4,0,1,88.94968815,-111.6178228,19.71810262,-2.200899703
71.5,0,1,88.94658772,-111.6126403,19.71829974,-2.200819515
71.6,0,1,88.94348743,-111.6074579,19.71849685,-2.200739326
71.7,0,1,88.94038729,-111.6022756,19.71869397,-2.200659137
71.8,0,1,88.93728729,-111.5970934,19.71889107,-2.200578948
71.9,0,1,88.93418744,-111.5919113,19.71908818,-2.200498759
72,0,1,88.93108773,-111.5867294,19.71928529,-2.20041857
72.1,0,1,88.92798816,-111.5815475,19.71948239,-2.20033838
72.2,0,1,88.92488874,-111.5763657,19.71967949,-2.20025819
72.3,0,1,88.92178946,-111.5711841,19.71987659,-2.200178
72.4,0,1,88.91869032,-111.5660025,19.72007368,-2.200097809
72.5,0,1,88.91559133,-111.5608211,19.72027077,-2.200017618
72.6,0,1,88.91249248,-111.5556397,19.72046786,-2.199937427
72.7,0,1,88.90939378,-111.5504585,19.72066495,-2.199857236
72.8,0,1,88.90629522,-111.5452774,19.72086204,-2.199777045
72.9,0,1,88.90319681,-111.5400963,19.72105912,-2.199696853
73,0,1,88.90009854,-111.5349154,19.7212562,-2.199616661
73.1,0,1,88.89700041,-111.5297346,19.72145328,-2.199536469
73.2,0,1,88.89390243,-111.5245539,19.72165036,-2.199456277
73.3,0,1,88.89080459,-111.5193733,19.72184743,-2.199376084
73.4,0,1,88.88770689,-111.5141927,19.7220445,-2.199295891
73.5,0,1,88.88460934,-111.5090123,19.72224157,-2.199215698
73.6,0,1,88.88151193,-111.5038321,19.72243864,-2.199135505
73.7,0,1,88.87841467,-111.4986519,19.7226357,-2.199055311
73.8,0,1,88.87531755,-111.4934718,19.72283276,-2.198975117
73.9,0,1,88.87222057,-111.4882918,19.72302982,-2.198894923
74,0,1,88.86912374,-111.4831119,19.72322688,-2.198814729
74.1,0,1,88.86602705,-111.4779322,19.72342393,-2.198734535
74.2,0,1,88.86293051,-111.4727525,19.72362099,-2.19865434
