"Time","onOffController.reference","temperatureSensor.T"
2.190000000000000E+00,2.579166666670000E+01,2.513152108379700E+01
2.200000000000000E+00,2.583333333330000E+01,2.512639212863800E+01
2.210000000000000E+00,2.587500000000000E+01,2.512126829987100E+01
2.220000000000000E+00,2.591666666670000E+01,2.511614959237100E+01
2.230000000000000E+00,2.595833333330000E+01,2.511103600102000E+01
2.240000000000000E+00,2.600000000000000E+01,2.510592752070500E+01
2.250000000000000E+00,2.604166666670000E+01,2.510082414631600E+01
2.260000000000000E+00,2.608333333330000E+01,2.509572587275200E+01
2.270000000000000E+00,2.612500000000000E+01,2.516265608004000E+01
2.280000000000000E+00,2.616666666670000E+01,2.525544495245600E+01
2.290000000000000E+00,2.620833333330000E+01,2.534810619094400E+01
2.300000000000000E+00,2.625000000000000E+01,2.544063999586700E+01
2.310000000000000E+00,2.629166666670000E+01,2.553304656717100E+01
2.320000000000000E+00,2.633333333330000E+01,2.562532610441900E+01
2.330000000000000E+00,2.637500000000000E+01,2.571747880674600E+01
2.340000000000000E+00,2.641666666670000E+01,2.580950487291300E+01
2.350000000000000E+00,2.645833333330000E+01,2.590140450126000E+01
2.360000000000000E+00,2.650000000000000E+01,2.599317788974400E+01
2.370000000000000E+00,2.654166666670000E+01,2.608482523590600E+01
2.380000000000000E+00,2.658333333330000E+01,2.617634673691100E+01
2.390000000000000E+00,2.662500000000000E+01,2.626774258951900E+01
2.400000000000000E+00,2.666666666670000E+01,2.635901299009100E+01
2.410000000000000E+00,2.670833333330000E+01,2.645015813461500E+01
2.420000000000000E+00,2.675000000000000E+01,2.654117821866000E+01
2.430000000000000E+00,2.679166666670000E+01,2.663207343743400E+01
2.440000000000000E+00,2.683333333330000E+01,2.672284398572700E+01
2.450000000000000E+00,2.687500000000000E+01,2.681349005795200E+01
2.460000000000000E+00,2.691666666670000E+01,2.690401184814700E+01
2.470000000000000E+00,2.695833333330000E+01,2.699440954994400E+01
2.480000000000000E+00,2.700000000000000E+01,2.708468335660800E+01
2.490000000000000E+00,2.704166666670000E+01,2.717483346101700E+01
2.500000000000000E+00,2.708333333330000E+01,2.726486005564400E+01
2.510000000000000E+00,2.712500000000000E+01,2.735476333260400E+01
2.520000000000000E+00,2.716666666670000E+01,2.744454348362200E+01
2.530000000000000E+00,2.720833333330000E+01,2.753420070004700E+01
2.540000000000000E+00,2.725000000000000E+01,2.762373517285300E+01
2.550000000000000E+00,2.729166666670000E+01,2.771314709262800E+01
2.560000000000000E+00,2.733333333330000E+01,2.780243664958300E+01
2.570000000000000E+00,2.737500000000000E+01,2.789160403356300E+01
2.580000000000000E+00,2.741666666670000E+01,2.798064943403300E+01
2.590000000000000E+00,2.745833333330000E+01,2.806957304008200E+01
2.600000000000000E+00,2.750000000000000E+01,2.815837504043100E+01
2.610000000000000E+00,2.754166666670000E+01,2.824705562343300E+01
2.620000000000000E+00,2.758333333330000E+01,2.833561497705100E+01
2.630000000000000E+00,2.762500000000000E+01,2.842405328890700E+01
2.640000000000000E+00,2.766666666670000E+01,2.851237074624200E+01
2.650000000000000E+00,2.770833333330000E+01,2.860056753592100E+01
2.660000000000000E+00,2.775000000000000E+01,2.868864384446000E+01
2.670000000000000E+00,2.779166666670000E+01,2.877659985799900E+01
2.680000000000000E+00,2.783333333330000E+01,2.879930988115700E+01
2.690000000000000E+00,2.787500000000000E+01,2.879051497049800E+01
2.700000000000000E+00,2.791666666670000E+01,2.878172885035400E+01
2.710000000000000E+00,2.795833333330000E+01,2.877295151193900E+01
2.720000000000000E+00,2.800000000000000E+01,2.876418294647500E+01
2.730000000000000E+00,2.804166666670000E+01,2.875542314519300E+01
2.740000000000000E+00,2.808333333330000E+01,2.874667209933400E+01
2.750000000000000E+00,2.812500000000000E+01,2.873792980014700E+01
2.760000000000000E+00,2.816666666670000E+01,2.872919623888900E+01
2.770000000000000E+00,2.820833333330000E+01,2.872047140682700E+01
2.780000000000000E+00,2.825000000000000E+01,2.871175529523700E+01
2.790000000000000E+00,2.829166666670000E+01,2.870304789540100E+01
2.800000000000000E+00,2.833333333330000E+01,2.869434919861300E+01
2.810000000000000E+00,2.837500000000000E+01,2.868565919617300E+01
2.820000000000000E+00,2.841666666670000E+01,2.867697787939300E+01
2.830000000000000E+00,2.845833333330000E+01,2.866830523959000E+01
2.840000000000000E+00,2.850000000000000E+01,2.865964126809200E+01
2.850000000000000E+00,2.854166666670000E+01,2.865098595623400E+01
2.860000000000000E+00,2.858333333330000E+01,2.864233929536300E+01
2.870000000000000E+00,2.862500000000000E+01,2.863370127683000E+01
2.880000000000000E+00,2.866666666670000E+01,2.862507189199900E+01
2.890000000000000E+00,2.870833333330000E+01,2.861645113223800E+01
2.900000000000000E+00,2.875000000000000E+01,2.860783898892900E+01
2.910000000000000E+00,2.879166666670000E+01,2.859923545345800E+01
2.920000000000000E+00,2.883333333330000E+01,2.859064051722300E+01
2.930000000000000E+00,2.887500000000000E+01,2.858205417162700E+01
2.940000000000000E+00,2.891666666670000E+01,2.857347640808600E+01
2.950000000000000E+00,2.895833333330000E+01,2.856490721802000E+01
2.960000000000000E+00,2.900000000000000E+01,2.855634659286100E+01
2.970000000000000E+00,2.904166666670000E+01,2.854779452404900E+01
2.980000000000000E+00,2.908333333330000E+01,2.853925100303100E+01
2.990000000000000E+00,2.912500000000000E+01,2.853071602126300E+01
3.000000000000000E+00,2.916666666670000E+01,2.852218957021100E+01
3.010000000000000E+00,2.920833333330000E+01,2.851367164134800E+01
3.020000000000000E+00,2.925000000000000E+01,2.850516222615700E+01
3.030000000000000E+00,2.929166666670000E+01,2.849666131612700E+01
3.040000000000000E+00,2.933333333330000E+01,2.848816890275900E+01
3.050000000000000E+00,2.937500000000000E+01,2.847968497755800E+01
3.060000000000000E+00,2.941666666670000E+01,2.847120953204300E+01
3.070000000000000E+00,2.945833333330000E+01,2.846274255773700E+01
3.080000000000000E+00,2.950000000000000E+01,2.854250557738600E+01
3.090000000000000E+00,2.954166666670000E+01,2.863066119897900E+01
3.100000000000000E+00,2.958333333330000E+01,2.871869640304200E+01
3.110000000000000E+00,2.962500000000000E+01,2.880661137559700E+01
3.120000000000000E+00,2.966666666670000E+01,2.889440630228700E+01
3.130000000000000E+00,2.970833333330000E+01,2.898208136841400E+01
3.140000000000000E+00,2.975000000000000E+01,2.906963675891100E+01
3.150000000000000E+00,2.979166666670000E+01,2.915707265833500E+01
3.160000000000000E+00,2.983333333330000E+01,2.924438925090100E+01
3.170000000000000E+00,2.987500000000000E+01,2.933158672045900E+01
3.180000000000000E+00,2.991666666670000E+01,2.941866525051000E+01
3.190000000000000E+00,2.995833333330000E+01,2.950562502418300E+01
3.200000000000000E+00,3.000000000000000E+01,2.959246622425600E+01
3.210000000000000E+00,3.004166666670000E+01,2.967918903315600E+01
3.220000000000000E+00,3.008333333330000E+01,2.976579363295200E+01
3.230000000000000E+00,3.012500000000000E+01,2.985228020537000E+01
3.240000000000000E+00,3.016666666670000E+01,2.993864893176600E+01
3.250000000000000E+00,3.020833333330000E+01,3.002489999316500E+01
3.260000000000000E+00,3.025000000000000E+01,3.011103357022800E+01
3.270000000000000E+00,3.029166666670000E+01,3.019704984326800E+01
3.280000000000000E+00,3.033333333330000E+01,3.028294899226000E+01
3.290000000000000E+00,3.037500000000000E+01,3.036873119682200E+01
3.300000000000000E+00,3.041666666670000E+01,3.045439663622700E+01
3.310000000000000E+00,3.045833333330000E+01,3.053994548940100E+01
3.320000000000000E+00,3.050000000000000E+01,3.062537793493500E+01
3.330000000000000E+00,3.054166666670000E+01,3.071069415106500E+01
3.340000000000000E+00,3.058333333330000E+01,3.079589431569700E+01
3.350000000000000E+00,3.062500000000000E+01,3.088097860638400E+01
3.360000000000000E+00,3.066666666670000E+01,3.096594720034400E+01
3.370000000000000E+00,3.070833333330000E+01,3.105080027445600E+01
3.380000000000000E+00,3.075000000000000E+01,3.113553800525600E+01
3.390000000000000E+00,3.079166666670000E+01,3.122016056894000E+01
3.400000000000000E+00,3.083333333330000E+01,3.130466814137000E+01
3.410000000000000E+00,3.087500000000000E+01,3.138906089807800E+01
3.420000000000000E+00,3.091666666670000E+01,3.147333901425000E+01
3.430000000000000E+00,3.095833333330000E+01,3.155750266475000E+01
3.440000000000000E+00,3.100000000000000E+01,3.164155202410400E+01
3.450000000000000E+00,3.104166666670000E+01,3.172548726649000E+01
3.460000000000000E+00,3.108333333330000E+01,3.180930856577300E+01
3.470000000000000E+00,3.112500000000000E+01,3.189301609547900E+01
3.480000000000000E+00,3.116666666670000E+01,3.197661002880800E+01
3.490000000000000E+00,3.120833333330000E+01,3.206009053862800E+01
3.500000000000000E+00,3.125000000000000E+01,3.214345779748600E+01
3.510000000000000E+00,3.129166666670000E+01,3.222671197759000E+01
3.520000000000000E+00,3.133333333330000E+01,3.230985325083000E+01
3.530000000000000E+00,3.137500000000000E+01,3.235163215194200E+01
3.540000000000000E+00,3.141666666670000E+01,3.233928669459600E+01
3.550000000000000E+00,3.145833333330000E+01,3.232695357653600E+01
3.560000000000000E+00,3.150000000000000E+01,3.231463278543000E+01
3.570000000000000E+00,3.154166666670000E+01,3.230232430895700E+01
3.580000000000000E+00,3.158333333330000E+01,3.229002813480800E+01
3.590000000000000E+00,3.162500000000000E+01,3.227774425068700E+01
3.600000000000000E+00,3.166666666670000E+01,3.226547264431000E+01
3.610000000000000E+00,3.170833333330000E+01,3.225321330340500E+01
3.620000000000000E+00,3.175000000000000E+01,3.224096621571400E+01
3.630000000000000E+00,3.179166666670000E+01,3.222873136898900E+01
3.640000000000000E+00,3.183333333330000E+01,3.221650875099500E+01
3.650000000000000E+00,3.187500000000000E+01,3.220429834951000E+01
3.660000000000000E+00,3.191666666670000E+01,3.219210015232400E+01
3.670000000000000E+00,3.195833333330000E+01,3.217991414723700E+01
3.680000000000000E+00,3.200000000000000E+01,3.216774032206400E+01
3.690000000000000E+00,3.204166666670000E+01,3.215557866463200E+01
3.700000000000000E+00,3.208333333330000E+01,3.214342916277800E+01
3.710000000000000E+00,3.212500000000000E+01,3.213129180435300E+01
3.720000000000000E+00,3.216666666670000E+01,3.211916657722000E+01
3.730000000000000E+00,3.220833333330000E+01,3.210705346925400E+01
3.740000000000000E+00,3.225000000000000E+01,3.209495246834100E+01
3.750000000000000E+00,3.229166666670000E+01,3.208286356238000E+01
3.760000000000000E+00,3.233333333330000E+01,3.207078673928300E+01
3.770000000000000E+00,3.237500000000000E+01,3.205872198697200E+01
3.780000000000000E+00,3.241666666670000E+01,3.204666929338300E+01
3.790000000000000E+00,3.245833333330000E+01,3.203462864646400E+01
3.800000000000000E+00,3.250000000000000E+01,3.202260003417300E+01
3.810000000000000E+00,3.254166666670000E+01,3.201058344448200E+01
3.820000000000000E+00,3.258333333330000E+01,3.199857886537400E+01
3.830000000000000E+00,3.262500000000000E+01,3.198658628484500E+01
3.840000000000000E+00,3.266666666670000E+01,3.197460569090200E+01
3.850000000000000E+00,3.270833333330000E+01,3.196263707156500E+01
3.860000000000000E+00,3.275000000000000E+01,3.195068041486500E+01
3.870000000000000E+00,3.279166666670000E+01,3.193873570884500E+01
3.880000000000000E+00,3.283333333330000E+01,3.192680294156100E+01
3.890000000000000E+00,3.287500000000000E+01,3.191488210108000E+01
3.900000000000000E+00,3.291666666670000E+01,3.192738924767100E+01
3.910000000000000E+00,3.295833333330000E+01,3.201093653990600E+01
3.920000000000000E+00,3.300000000000000E+01,3.209437047958800E+01
3.930000000000000E+00,3.304166666670000E+01,3.217769123912400E+01
3.940000000000000E+00,3.308333333330000E+01,3.226089899060600E+01
3.950000000000000E+00,3.312500000000000E+01,3.234399390577700E+01
3.960000000000000E+00,3.316666666670000E+01,3.242697615606300E+01
3.970000000000000E+00,3.320833333330000E+01,3.250984591257000E+01
3.980000000000000E+00,3.325000000000000E+01,3.259260334607500E+01
3.990000000000000E+00,3.329166666670000E+01,3.267524862704300E+01
4.000000000000000E+00,3.333333333330000E+01,3.275778192559900E+01
4.010000000000000E+00,3.337500000000000E+01,3.284020341156000E+01
4.020000000000000E+00,3.341666666670000E+01,3.292251325442200E+01
4.030000000000000E+00,3.345833333330000E+01,3.300471162336500E+01
4.040000000000000E+00,3.350000000000000E+01,3.308679868723200E+01
4.050000000000000E+00,3.354166666670000E+01,3.316877461456800E+01
4.060000000000000E+00,3.358333333330000E+01,3.325063957359400E+01
4.070000000000000E+00,3.362500000000000E+01,3.333239373221600E+01
4.080000000000000E+00,3.366666666670000E+01,3.341403725802800E+01
4.090000000000000E+00,3.370833333330000E+01,3.349557031829700E+01
4.100000000000000E+00,3.375000000000000E+01,3.357699307999200E+01
4.110000000000000E+00,3.379166666670000E+01,3.365830570976400E+01
4.120000000000000E+00,3.383333333330000E+01,3.373950837394700E+01
4.130000000000000E+00,3.387500000000000E+01,3.382060123856500E+01
4.140000000000000E+00,3.391666666670000E+01,3.390158446934000E+01
4.150000000000000E+00,3.395833333330000E+01,3.398245823167700E+01
4.160000000000000E+00,3.400000000000000E+01,3.406322269066600E+01
4.170000000000000E+00,3.404166666670000E+01,3.414387801110700E+01
4.180000000000000E+00,3.408333333330000E+01,3.422442435747500E+01
4.190000000000000E+00,3.412500000000000E+01,3.430486189394900E+01
4.200000000000000E+00,3.416666666670000E+01,3.438519078440000E+01
4.210000000000000E+00,3.420833333330000E+01,3.446541119239400E+01
