"time","Out1_1_","Out1_2_","Out2","Out3","Out4","Out5","Out6_1_","Out6_2_","Out6_3_","Out6_4_","Out6_5_","Out6_6_","Out7","Out8_signal1","Out8_signal2","Out9","Out10","Out11"
7.44,1,0.915526,10,0,12,12,1,0,1,0,1,0,0.793668,0.915526,1,0.828719,0.179742,6
7.46,1,0.923388,11,0,12,12,1,0,1,0,1,0,0.793668,0.923388,1,0.828719,0.179742,6
7.48,1,0.93088,11,0,12,12,1,0,1,0,1,0,0.793668,0.93088,1,0.93088,0.179742,6
7.48,1,0.93088,11,0,12,12,1,0,1,0,1,0,0.793668,0.93088,1,0.93088,0.179742,6
7.5,1,0.938,11,0,12,12,1,0,1,0,1,0,0.938,0.938,1,0.93088,0.1876,6
7.5,1,0.938,11,0,12,12,1,0,1,0,1,0,0.938,0.938,1,0.93088,0.1876,6
7.52,1,0.944745,11,0,12,12,1,0,1,0,1,0,0.938,0.944745,1,0.93088,0.1876,6
7.54,1,0.951111,11,0,12,12,1,0,1,0,1,0,0.938,0.951111,1,0.93088,0.1876,6
7.56,1,0.957098,11,0,12,12,1,0,1,0,1,0,0.938,0.957098,1,0.93088,0.1876,6
7.58,1,0.962701,11,0,12,12,1,0,1,0,1,0,0.938,0.962701,1,0.93088,0.1876,6
7.6,1,0.96792,11,0,12,12,1,0,1,0,1,0,0.938,0.96792,1,0.93088,0.193584,6
7.6,1,0.96792,11,0,12,12,1,0,1,0,1,0,0.938,0.96792,1,0.93088,0.193584,6
7.62,1,0.972751,11,0,12,12,1,0,1,0,1,0,0.938,0.972751,1,0.93088,0.193584,6
7.64,1,0.977193,11,0,12,12,1,0,1,0,1,0,0.938,0.977193,1,0.93088,0.193584,6
7.66,1,0.981245,11,0,12,12,1,0,1,0,1,0,0.938,0.981245,1,0.93088,0.193584,6
7.68,1,0.984903,11,0,12,12,1,0,1,0,1,0,0.938,0.984903,1,0.93088,0.193584,6
7.7,1,0.988168,11,0,12,12,1,0,1,0,1,0,0.938,0.988168,1,0.988168,0.197634,6
7.7,1,0.988168,11,0,12,12,1,0,1,0,1,0,0.938,0.988168,1,0.988168,0.197634,6
7.72,1,0.991038,11,0,12,12,1,0,1,0,1,0,0.938,0.991038,1,0.988168,0.197634,6
7.74,1,0.993511,11,0,12,12,1,0,1,0,1,0,0.938,0.993511,1,0.988168,0.197634,6
7.76,1,0.995587,11,0,12,12,1,0,1,0,1,0,0.938,0.995587,1,0.988168,0.197634,6
7.78,1,0.997265,11,0,12,12,1,0,1,0,1,0,0.938,0.997265,1,0.988168,0.197634,6
7.8,1,0.998543,11,0,12,12,1,0,1,0,1,0,0.998543,0.998543,1,0.988168,0.199709,6
7.8,1,0.998543,11,0,12,12,1,0,1,0,1,0,0.998543,0.998543,1,0.988168,0.199709,6
7.82,1,0.999423,11,0,12,12,1,0,1,0,1,0,0.998543,0.999423,1,0.988168,0.199709,6
7.84,1,0.999902,11,0,12,12,1,0,1,0,1,0,0.998543,0.999902,1,0.988168,0.199709,6
7.86,1,0.999982,11,0,12,12,1,0,1,0,1,0,0.998543,0.999982,1,0.988168,0.199709,6
7.88,1,0.999662,11,0,12,12,1,0,1,0,1,0,0.998543,0.999662,1,0.988168,0.199709,6
7.9,1,0.998941,11,0,12,12,1,0,1,0,1,0,0.998543,0.998941,1,0.988168,0.199788,6
7.9,1,0.998941,11,0,12,12,1,0,1,0,1,0,0.998543,0.998941,1,0.988168,0.199788,6
7.92,1,0.997822,11,0,12,12,1,0,1,0,1,0,0.998543,0.997822,1,0.997822,0.199788,6
7.92,1,0.997822,11,0,12,12,1,0,1,0,1,0,0.998543,0.997822,1,0.997822,0.199788,6
7.94,1,0.996303,11,0,12,12,1,0,1,0,1,0,0.998543,0.996303,1,0.997822,0.199788,6
7.96,1,0.994385,11,0,12,12,1,0,1,0,1,0,0.998543,0.994385,1,0.997822,0.199788,6
7.98,1,0.99207,11,0,12,12,1,0,1,0,1,0,0.998543,0.99207,1,0.997822,0.199788,6
8,1,0.989358,11,0,12,12,1,0,1,0,1,0,0.998543,0.989358,1,0.997822,0.197872,6
8,1,0.989358,11,0,12,12,1,0,1,0,1,0,0.998543,0.989358,1,0.997822,0.197872,6
8.02,1,0.986251,11,0,12,12,1,0,1,0,1,0,0.998543,0.986251,1,0.997822,0.197872,6
8.04,1,0.982748,11,0,12,12,1,0,1,0,1,0,0.998543,0.982748,1,0.997822,0.197872,6
8.06,1,0.978853,11,0,12,12,1,0,1,0,1,0,0.998543,0.978853,1,0.997822,0.197872,6
8.08,1,0.974566,11,0,12,12,1,0,1,0,1,0,0.998543,0.974566,1,0.997822,0.197872,6
8.1,1,0.96989,11,0,12,12,1,0,1,0,1,0,0.96989,0.96989,1,0.997822,0.193978,6
8.1,1,0.96989,11,0,12,12,1,0,1,0,1,0,0.96989,0.96989,1,0.997822,0.193978,6
8.12,1,0.964825,11,0,12,12,1,0,1,0,1,0,0.96989,0.964825,1,0.997822,0.193978,6
8.14,1,0.959375,11,0,12,12,1,0,1,0,1,0,0.96989,0.959375,1,0.959375,0.193978,6
8.14,1,0.959375,11,0,12,12,1,0,1,0,1,0,0.96989,0.959375,1,0.959375,0.193978,6
8.16,1,0.953541,11,0,12,12,1,0,1,0,1,0,0.96989,0.953541,1,0.959375,0.193978,6
8.18,1,0.947325,11,0,12,12,1,0,1,0,1,0,0.96989,0.947325,1,0.959375,0.193978,6
8.2,1,0.940731,11,0,12,12,1,0,1,0,1,0,0.96989,0.940731,1,0.959375,0.188146,6
8.2,1,0.940731,11,0,12,12,1,0,1,0,1,0,0.96989,0.940731,1,0.959375,0.188146,6
8.22,1,0.93376,11,0,12,12,1,0,1,0,1,0,0.96989,0.93376,1,0.959375,0.188146,6
8.24,1,0.926416,11,0,12,12,1,0,1,0,1,0,0.96989,0.926416,1,0.959375,0.188146,6
8.26,1,0.918701,11,0,12,12,1,0,1,0,1,0,0.96989,0.918701,1,0.959375,0.188146,6
8.28,1,0.910618,10,0,12,12,1,0,1,0,1,0,0.96989,0.910618,1,0.959375,0.188146,6
8.3,1,0.902172,10,0,12,12,1,0,1,0,1,0,0.96989,0.902172,1,0.959375,0.180434,6
8.3,1,0.902172,10,0,12,12,1,0,1,0,1,0,0.96989,0.902172,1,0.959375,0.180434,6
8.32,1,0.893364,10,0,12,12,1,0,1,0,1,0,0.96989,0.893364,1,0.959375,0.180434,6
8.34,1,0.8842,10,0,12,12,1,0,1,0,1,0,0.96989,0.8842,1,0.959375,0.180434,6
8.36,1,0.874681,10,0,12,12,1,0,1,0,1,0,0.96989,0.874681,1,0.874681,0.180434,6
8.36,1,0.874681,10,0,12,12,1,0,1,0,1,0,0.96989,0.874681,1,0.874681,0.180434,6
8.38,1,0.864813,10,0,12,12,1,0,1,0,1,0,0.96989,0.864813,1,0.874681,0.180434,6
8.4,1,0.854599,10,0,12,12,1,0,1,0,1,0,0.854599,0.854599,1,0.874681,0.17092,6
8.4,1,0.854599,10,0,12,12,1,0,1,0,1,0,0.854599,0.854599,1,0.874681,0.17092,6
8.42,1,0.844043,10,0,12,12,1,0,1,0,1,0,0.854599,0.844043,1,0.874681,0.17092,6
8.44,1,0.833149,9,0,12,12,1,0,1,0,1,0,0.854599,0.833149,1,0.874681,0.17092,6
8.46,1,0.821922,9,0,12,12,1,0,1,0,1,0,0.854599,0.821922,1,0.874681,0.17092,6
8.48,1,0.810367,9,0,12,12,1,0,1,0,1,0,0.854599,0.810367,1,0.874681,0.17092,6
8.5,1,0.798487,9,0,12,12,1,0,1,0,1,0,0.854599,0.798487,1,0.874681,0.159697,6
8.5,1,0.798487,9,0,12,12,1,0,1,0,1,0,0.854599,0.798487,1,0.874681,0.159697,6
8.52,1,0.786288,9,0,12,12,1,0,1,0,1,0,0.854599,0.786288,1,0.874681,0.159697,6
8.54,1,0.773774,9,0,12,12,1,0,1,0,1,0,0.854599,0.773774,1,0.874681,0.159697,6
8.56,1,0.760951,9,0,12,12,1,0,1,0,1,0,0.854599,0.760951,1,0.874681,0.159697,6
8.58,1,0.747824,8,0,12,12,1,0,1,0,1,0,0.854599,0.747824,1,0.747824,0.159697,6
8.58,1,0.747824,8,0,12,12,1,0,1,0,1,0,0.854599,0.747824,1,0.747824,0.159697,6
8.6,1,0.734397,8,0,12,12,1,0,1,0,1,0,0.854599,0.734397,1,0.747824,0.146879,6
8.6,1,0.734397,8,0,12,12,1,0,1,0,1,0,0.854599,0.734397,1,0.747824,0.146879,6
8.62,1,0.720677,8,0,12,12,1,0,1,0,1,0,0.854599,0.720677,1,0.747824,0.146879,6
8.64,1,0.706668,8,0,12,12,1,0,1,0,1,0,0.854599,0.706668,1,0.747824,0.146879,6
8.66,1,0.692377,8,0,12,12,1,0,1,0,1,0,0.854599,0.692377,1,0.747824,0.146879,6
8.68,1,0.677809,8,0,12,12,1,0,1,0,1,0,0.854599,0.677809,1,0.747824,0.146879,6
8.7,1,0.662969,7,0,12,12,1,0,1,0,1,0,0.662969,0.662969,1,0.747824,0.132594,6
8.7,1,0.662969,7,0,12,12,1,0,1,0,1,0,0.662969,0.662969,1,0.747824,0.132594,6
8.72,1,0.647865,7,0,12,12,1,0,1,0,1,0,0.662969,0.647865,1,0.747824,0.132594,6
8.74,1,0.632501,7,0,12,12,1,0,1,0,1,0,0.662969,0.632501,1,0.747824,0.132594,6
8.76,1,0.616884,7,0,12,12,1,0,1,0,1,0,0.662969,0.616884,1,0.747824,0.132594,6
8.78,1,0.601021,7,0,12,12,1,0,1,0,1,0,0.662969,0.601021,1,0.747824,0.132594,6
8.8,1,0.584917,7,0,12,12,1,0,1,0,1,0,0.662969,0.584917,1,0.584917,0.116983,6
8.8,1,0.584917,7,0,12,12,1,0,1,0,1,0,0.662969,0.584917,1,0.584917,0.116983,6
8.82,1,0.568579,6,0,12,12,1,0,1,0,1,0,0.662969,0.568579,1,0.584917,0.116983,6
8.84,1,0.552014,6,0,12,12,1,0,1,0,1,0,0.662969,0.552014,1,0.584917,0.116983,6
8.86,1,0.535228,6,0,12,12,1,0,1,0,1,0,0.662969,0.535228,1,0.584917,0.116983,6
8.88,1,0.518228,6,0,12,12,1,0,1,0,1,0,0.662969,0.518228,1,0.584917,0.116983,6
8.9,1,0.501021,6,0,12,12,1,0,1,0,1,0,0.662969,0.501021,1,0.584917,0.100204,6
8.9,1,0.501021,6,0,12,12,1,0,1,0,1,0,0.662969,0.501021,1,0.584917,0.100204,6
8.92,1,0.483613,5,0,12,12,1,0,1,0,1,0,0.662969,0.483613,1,0.584917,0.100204,6
8.94,1,0.466012,5,0,12,12,1,0,1,0,1,0,0.662969,0.466012,1,0.584917,0.100204,6
8.96,1,0.448224,5,0,12,12,1,0,1,0,1,0,0.662969,0.448224,1,0.584917,0.100204,6
8.98,1,0.430257,5,0,12,12,1,0,1,0,1,0,0.662969,0.430257,1,0.584917,0.100204,6
9,1,0.412118,4,0,12,12,1,0,1,0,1,0,0.412118,0.412118,1,0.584917,0.0824237,6
9,1,0.412118,4,0,12,12,1,0,1,0,1,0,0.412118,0.412118,1,0.584917,0.0824237,6
9.02,1,0.393815,4,0,12,12,1,0,1,0,1,0,0.412118,0.393815,1,0.393815,0.0824237,6
9.02,1,0.393815,4,0,12,12,1,0,1,0,1,0,0.412118,0.393815,1,0.393815,0.0824237,6
9.04,1,0.375353,4,0,12,12,1,0,1,0,1,0,0.412118,0.375353,1,0.393815,0.0824237,6
9.06,1,0.356742,4,0,12,12,1,0,1,0,1,0,0.412118,0.356742,1,0.393815,0.0824237,6
9.08,1,0.337988,4,0,12,12,1,0,1,0,1,0,0.412118,0.337988,1,0.393815,0.0824237,6
9.1,1,0.319098,3,0,12,12,1,0,1,0,1,0,0.412118,0.319098,1,0.393815,0.0638197,6
9.1,1,0.319098,3,0,12,12,1,0,1,0,1,0,0.412118,0.319098,1,0.393815,0.0638197,6
9.12,1,0.300081,3,0,12,12,1,0,1,0,1,0,0.412118,0.300081,1,0.393815,0.0638197,6
9.14,1,0.280944,3,0,12,12,1,0,1,0,1,0,0.412118,0.280944,1,0.393815,0.0638197,6
9.16,1,0.261695,3,0,12,12,1,0,1,0,1,0,0.412118,0.261695,1,0.393815,0.0638197,6
9.18,1,0.242341,2,0,12,12,1,0,1,0,1,0,0.412118,0.242341,1,0.393815,0.0638197,6
9.2,1,0.22289,2,0,12,12,1,0,1,0,1,0,0.412118,0.22289,1,0.393815,0.044578,6
9.2,1,0.22289,2,0,12,12,1,0,1,0,1,0,0.412118,0.22289,1,0.393815,0.044578,6
9.22,1,0.20335,2,0,12,12,1,0,1,0,1,0,0.412118,0.20335,1,0.393815,0.044578,6
9.24,1,0.183728,2,0,12,12,1,0,1,0,1,0,0.412118,0.183728,1,0.183728,0.044578,6
9.24,1,0.183728,2,0,12,12,1,0,1,0,1,0,0.412118,0.183728,1,0.183728,0.044578,6
9.26,1,0.164033,1,0,12,12,1,0,1,0,1,0,0.412118,0.164033,1,0.183728,0.044578,6
9.28,1,0.144273,1,0,12,12,1,0,1,0,1,0,0.412118,0.144273,1,0.183728,0.044578,6
9.3,1,0.124454,1,0,12,12,1,0,1,0,1,0,0.124454,0.124454,1,0.183728,0.0248909,6
9.3,1,0.124454,1,0,12,12,1,0,1,0,1,0,0.124454,0.124454,1,0.183728,0.0248909,6
9.32,1,0.104586,1,0,12,12,1,0,1,0,1,0,0.124454,0.104586,1,0.183728,0.0248909,6
9.34,1,0.0846764,1,0,12,12,1,0,1,0,1,0,0.124454,0.0846764,1,0.183728,0.0248909,6
9.36,1,0.0647327,0,0,12,12,1,0,1,0,1,0,0.124454,0.0647327,1,0.183728,0.0248909,6
9.38,1,0.044763,0,0,12,12,1,0,1,0,1,0,0.124454,0.044763,1,0.183728,0.0248909,6
9.4,1,0.0247754,0,0,12,12,1,0,1,0,1,0,0.124454,0.0247754,1,0.183728,0.00495508,6
9.4,1,0.0247754,0,0,12,12,1,0,1,0,1,0,0.124454,0.0247754,1,0.183728,0.00495508,6
9.42,1,0.00477794,0,0,12,12,1,0,1,0,1,0,0.124454,0.00477794,1,0.183728,0.00495508,6
9.44,1,-0.0152215,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.0152215,1,0.183728,0.00495508,6
9.46,1,-0.0352148,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.0352148,1,-0.0352148,0.00495508,6
9.46,1,-0.0352148,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.0352148,1,-0.0352148,0.00495508,6
9.48,1,-0.055194,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.055194,1,-0.0352148,0.00495508,6
9.5,1,-0.0751511,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.0751511,1,-0.0352148,-0.0150302,6
9.5,1,-0.0751511,-1,-1,12,12,1,0,1,0,1,0,0.124454,-0.0751511,1,-0.0352148,-0.0150302,6
9.52,1,-0.0950782,-2,-1,12,12,1,0,1,0,1,0,0.124454,-0.0950782,1,-0.0352148,-0.0150302,6
9.54,1,-0.114967,-2,-1,12,12,1,0,1,0,1,0,0.124454,-0.114967,1,-0.0352148,-0.0150302,6
9.56,1,-0.13481,-2,-1,12,12,1,0,1,0,1,0,0.124454,-0.13481,1,-0.0352148,-0.0150302,6
9.58,1,-0.154599,-2,-1,12,12,1,0,1,0,1,0,0.124454,-0.154599,1,-0.0352148,-0.0150302,6
9.6,1,-0.174327,-3,-1,12,12,1,0,1,0,1,0,-0.174327,-0.174327,1,-0.0352148,-0.0348654,6
9.6,1,-0.174327,-3,-1,12,12,1,0,1,0,1,0,-0.174327,-0.174327,1,-0.0352148,-0.0348654,6
9.62,1,-0.193984,-3,-1,12,12,1,0,1,0,1,0,-0.174327,-0.193984,1,-0.0352148,-0.0348654,6
9.64,1,-0.213564,-3,-1,12,12,1,0,1,0,1,0,-0.174327,-0.213564,1,-0.0352148,-0.0348654,6
9.66,1,-0.233059,-3,-1,12,12,1,0,1,0,1,0,-0.174327,-0.233059,1,-0.0352148,-0.0348654,6
9.68,1,-0.25246,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.25246,1,-0.25246,-0.0348654,6
9.68,1,-0.25246,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.25246,1,-0.25246,-0.0348654,6
9.7,1,-0.271761,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.271761,1,-0.25246,-0.0543521,6
9.7,1,-0.271761,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.271761,1,-0.25246,-0.0543521,6
9.72,1,-0.290952,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.290952,1,-0.25246,-0.0543521,6
9.74,1,-0.310028,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.310028,1,-0.25246,-0.0543521,6
9.76,1,-0.328979,-4,-1,12,12,1,0,1,0,1,0,-0.174327,-0.328979,1,-0.25246,-0.0543521,6
9.78,1,-0.347799,-5,-1,12,12,1,0,1,0,1,0,-0.174327,-0.347799,1,-0.25246,-0.0543521,6
9.8,1,-0.366479,-5,-1,12,12,1,0,1,0,1,0,-0.174327,-0.366479,1,-0.25246,-0.0732958,6
9.8,1,-0.366479,-5,-1,12,12,1,0,1,0,1,0,-0.174327,-0.366479,1,-0.25246,-0.0732958,6
9.82,1,-0.385013,-5,-1,12,12,1,0,1,0,1,0,-0.174327,-0.385013,1,-0.25246,-0.0732958,6
9.84,1,-0.403393,-5,-1,12,12,1,0,1,0,1,0,-0.174327,-0.403393,1,-0.25246,-0.0732958,6
9.86,1,-0.421612,-6,-1,12,12,1,0,1,0,1,0,-0.174327,-0.421612,1,-0.25246,-0.0732958,6
9.88,1,-0.439662,-6,-1,12,12,1,0,1,0,1,0,-0.174327,-0.439662,1,-0.25246,-0.0732958,6
9.9,1,-0.457536,-6,-1,12,12,1,0,1,0,1,0,-0.457536,-0.457536,1,-0.457536,-0.0915072,6
9.9,1,-0.457536,-6,-1,12,12,1,0,1,0,1,0,-0.457536,-0.457536,1,-0.457536,-0.0915072,6
9.92,1,-0.475227,-6,-1,12,12,1,0,1,0,1,0,-0.457536,-0.475227,1,-0.457536,-0.0915072,6
9.94,1,-0.492728,-6,-1,12,12,1,0,1,0,1,0,-0.457536,-0.492728,1,-0.457536,-0.0915072,6
9.96,1,-0.510032,-7,-1,12,12,1,0,1,0,1,0,-0.457536,-0.510032,1,-0.457536,-0.0915072,6
9.98,1,-0.527132,-7,-1,12,12,1,0,1,0,1,0,-0.457536,-0.527132,1,-0.457536,-0.0915072,6
10,1,-0.544021,-7,-1,12,12,1,0,1,0,1,0,-0.457536,-0.544021,1,-0.457536,-0.108804,6
10,1,-0.544021,-7,-1,12,12,1,0,1,0,1,0,-0.457536,-0.544021,1,-0.457536,-0.108804,6
