"time",	"Ball1_pos",	"Ball2_pos",	"Ball1_vel",	"Ball2_vel"
3.221,	7.426402,	7.426402,	-16.59801,	-16.59801
3.222,	7.409799,	7.409799,	-16.60782,	-16.60782
3.223,	7.393186,	7.393186,	-16.61763,	-16.61763
3.224,	7.376564,	7.376564,	-16.62744,	-16.62744
3.225,	7.359931,	7.359931,	-16.63725,	-16.63725
3.226,	7.343289,	7.343289,	-16.64706,	-16.64706
3.227,	7.326637,	7.326637,	-16.65687,	-16.65687
3.228,	7.309975,	7.309975,	-16.66668,	-16.66668
3.229,	7.293304,	7.293304,	-16.67649,	-16.67649
3.23,	7.276622,	7.276622,	-16.6863,	-16.6863
3.231,	7.259931,	7.259931,	-16.69611,	-16.69611
3.232,	7.24323,	7.24323,	-16.70592,	-16.70592
3.233,	7.226519,	7.226519,	-16.71573,	-16.71573
3.234,	7.209799,	7.209799,	-16.72554,	-16.72554
3.235,	7.193068,	7.193068,	-16.73535,	-16.73535
3.236,	7.176328,	7.176328,	-16.74516,	-16.74516
3.237,	7.159578,	7.159578,	-16.75497,	-16.75497
3.238,	7.142818,	7.142818,	-16.76478,	-16.76478
3.239,	7.126048,	7.126048,	-16.77459,	-16.77459
3.24,	7.109269,	7.109269,	-16.7844,	-16.7844
3.241,	7.09248,	7.09248,	-16.79421,	-16.79421
3.242,	7.075681,	7.075681,	-16.80402,	-16.80402
3.243,	7.058872,	7.058872,	-16.81383,	-16.81383
3.244,	7.042053,	7.042053,	-16.82364,	-16.82364
3.245,	7.025224,	7.025224,	-16.83345,	-16.83345
3.246,	7.008386,	7.008386,	-16.84326,	-16.84326
3.247,	6.991538,	6.991538,	-16.85307,	-16.85307
3.248,	6.97468,	6.97468,	-16.86288,	-16.86288
3.249,	6.957812,	6.957812,	-16.87269,	-16.87269
3.25,	6.940934,	6.940934,	-16.8825,	-16.8825
3.251,	6.924047,	6.924047,	-16.89231,	-16.89231
3.252,	6.90715,	6.90715,	-16.90212,	-16.90212
3.253,	6.890243,	6.890243,	-16.91193,	-16.91193
3.254,	6.873326,	6.873326,	-16.92174,	-16.92174
3.255,	6.856399,	6.856399,	-16.93155,	-16.93155
3.256,	6.839463,	6.839463,	-16.94136,	-16.94136
3.257,	6.822517,	6.822517,	-16.95117,	-16.95117
3.258,	6.805561,	6.805561,	-16.96098,	-16.96098
3.259,	6.788595,	6.788595,	-16.97079,	-16.97079
3.26,	6.771619,	6.771619,	-16.9806,	-16.9806
3.261,	6.754633,	6.754633,	-16.99041,	-16.99041
3.262,	6.737638,	6.737638,	-17.00022,	-17.00022
3.263,	6.720633,	6.720633,	-17.01003,	-17.01003
3.264,	6.703618,	6.703618,	-17.01984,	-17.01984
3.265,	6.686593,	6.686593,	-17.02965,	-17.02965
3.266,	6.669559,	6.669559,	-17.03946,	-17.03946
3.267,	6.652514,	6.652514,	-17.04927,	-17.04927
3.268,	6.63546,	6.63546,	-17.05908,	-17.05908
3.269,	6.618396,	6.618396,	-17.06889,	-17.06889
3.27,	6.601322,	6.601322,	-17.0787,	-17.0787
3.271,	6.584239,	6.584239,	-17.08851,	-17.08851
3.272,	6.567145,	6.567145,	-17.09832,	-17.09832
3.273,	6.550042,	6.550042,	-17.10813,	-17.10813
3.274,	6.532929,	6.532929,	-17.11794,	-17.11794
3.275,	6.515806,	6.515806,	-17.12775,	-17.12775
3.276,	6.498674,	6.498674,	-17.13756,	-17.13756
3.277,	6.481531,	6.481531,	-17.14737,	-17.14737
3.278,	6.464379,	6.464379,	-17.15718,	-17.15718
3.279,	6.447217,	6.447217,	-17.16699,	-17.16699
3.28,	6.430045,	6.430045,	-17.1768,	-17.1768
3.281,	6.412863,	6.412863,	-17.18661,	-17.18661
3.282,	6.395672,	6.395672,	-17.19642,	-17.19642
3.283,	6.37847,	6.37847,	-17.20623,	-17.20623
3.284,	6.361259,	6.361259,	-17.21604,	-17.21604
3.285,	6.344038,	6.344038,	-17.22585,	-17.22585
3.286,	6.326808,	6.326808,	-17.23566,	-17.23566
3.287,	6.309567,	6.309567,	-17.24547,	-17.24547
3.288,	6.292317,	6.292317,	-17.25528,	-17.25528
3.289,	6.275056,	6.275056,	-17.26509,	-17.26509
3.29,	6.257786,	6.257786,	-17.2749,	-17.2749
3.291,	6.240507,	6.240507,	-17.28471,	-17.28471
3.292,	6.223217,	6.223217,	-17.29452,	-17.29452
3.293,	6.205918,	6.205918,	-17.30433,	-17.30433
3.294,	6.188608,	6.188608,	-17.31414,	-17.31414
3.295,	6.171289,	6.171289,	-17.32395,	-17.32395
3.296,	6.15396,	6.15396,	-17.33376,	-17.33376
3.297,	6.136622,	6.136622,	-17.34357,	-17.34357
3.298,	6.119273,	6.119273,	-17.35338,	-17.35338
3.299,	6.101915,	6.101915,	-17.36319,	-17.36319
3.3,	6.084547,	6.084547,	-17.373,	-17.373
3.301,	6.067169,	6.067169,	-17.38281,	-17.38281
3.302,	6.049781,	6.049781,	-17.39262,	-17.39262
3.303,	6.032384,	6.032384,	-17.40243,	-17.40243
3.304,	6.014976,	6.014976,	-17.41224,	-17.41224
3.305,	5.997559,	5.997559,	-17.42205,	-17.42205
3.306,	5.980132,	5.980132,	-17.43186,	-17.43186
3.307,	5.962696,	5.962696,	-17.44167,	-17.44167
3.308,	5.945249,	5.945249,	-17.45148,	-17.45148
3.309,	5.927793,	5.927793,	-17.46129,	-17.46129
3.31,	5.910326,	5.910326,	-17.4711,	-17.4711
3.311,	5.89285,	5.89285,	-17.48091,	-17.48091
3.312,	5.875365,	5.875365,	-17.49072,	-17.49072
3.313,	5.857869,	5.857869,	-17.50053,	-17.50053
3.314,	5.840364,	5.840364,	-17.51034,	-17.51034
3.315,	5.822848,	5.822848,	-17.52015,	-17.52015
3.316,	5.805323,	5.805323,	-17.52996,	-17.52996
3.317,	5.787788,	5.787788,	-17.53977,	-17.53977
3.318,	5.770244,	5.770244,	-17.54958,	-17.54958
3.319,	5.752689,	5.752689,	-17.55939,	-17.55939
3.32,	5.735125,	5.735125,	-17.5692,	-17.5692
3.321,	5.717551,	5.717551,	-17.57901,	-17.57901
3.322,	5.699967,	5.699967,	-17.58882,	-17.58882
3.323,	5.682373,	5.682373,	-17.59863,	-17.59863
3.324,	5.66477,	5.66477,	-17.60844,	-17.60844
3.325,	5.647156,	5.647156,	-17.61825,	-17.61825
3.326,	5.629533,	5.629533,	-17.62806,	-17.62806
3.327,	5.6119,	5.6119,	-17.63787,	-17.63787
3.328,	5.594257,	5.594257,	-17.64768,	-17.64768
3.329,	5.576605,	5.576605,	-17.65749,	-17.65749
3.33,	5.558942,	5.558942,	-17.6673,	-17.6673
3.331,	5.54127,	5.54127,	-17.67711,	-17.67711
3.332,	5.523588,	5.523588,	-17.68692,	-17.68692
3.333,	5.505896,	5.505896,	-17.69673,	-17.69673
3.334,	5.488195,	5.488195,	-17.70654,	-17.70654
3.335,	5.470483,	5.470483,	-17.71635,	-17.71635
3.336,	5.452762,	5.452762,	-17.72616,	-17.72616
3.337,	5.435031,	5.435031,	-17.73597,	-17.73597
3.338,	5.41729,	5.41729,	-17.74578,	-17.74578
3.339,	5.399539,	5.399539,	-17.75559,	-17.75559
3.34,	5.381779,	5.381779,	-17.7654,	-17.7654
3.341,	5.364009,	5.364009,	-17.77521,	-17.77521
3.342,	5.346229,	5.346229,	-17.78502,	-17.78502
3.343,	5.328439,	5.328439,	-17.79483,	-17.79483
3.344,	5.310639,	5.310639,	-17.80464,	-17.80464
3.345,	5.292829,	5.292829,	-17.81445,	-17.81445
3.346,	5.27501,	5.27501,	-17.82426,	-17.82426
3.347,	5.257181,	5.257181,	-17.83407,	-17.83407
3.348,	5.239342,	5.239342,	-17.84388,	-17.84388
3.349,	5.221493,	5.221493,	-17.85369,	-17.85369
3.35,	5.203634,	5.203634,	-17.8635,	-17.8635
3.351,	5.185766,	5.185766,	-17.87331,	-17.87331
3.352,	5.167888,	5.167888,	-17.88312,	-17.88312
3.353,	5.15,	5.15,	-17.89293,	-17.89293
3.354,	5.132102,	5.132102,	-17.90274,	-17.90274
3.355,	5.114194,	5.114194,	-17.91255,	-17.91255
3.356,	5.096277,	5.096277,	-17.92236,	-17.92236
3.357,	5.07835,	5.07835,	-17.93217,	-17.93217
3.358,	5.060413,	5.060413,	-17.94198,	-17.94198
3.359,	5.042466,	5.042466,	-17.95179,	-17.95179
3.36,	5.024509,	5.024509,	-17.9616,	-17.9616
3.361,	5.006542,	5.006542,	-17.97141,	-17.97141
3.362,	4.988566,	4.988566,	-17.98122,	-17.98122
3.363,	4.97058,	4.97058,	-17.99103,	-17.99103
3.364,	4.952584,	4.952584,	-18.00084,	-18.00084
3.365,	4.934578,	4.934578,	-18.01065,	-18.01065
3.366,	4.916563,	4.916563,	-18.02046,	-18.02046
3.367,	4.898537,	4.898537,	-18.03027,	-18.03027
3.368,	4.880502,	4.880502,	-18.04008,	-18.04008
3.369,	4.862457,	4.862457,	-18.04989,	-18.04989
3.37,	4.844402,	4.844402,	-18.0597,	-18.0597
3.371,	4.826338,	4.826338,	-18.06951,	-18.06951
3.372,	4.808263,	4.808263,	-18.07932,	-18.07932
3.373,	4.790179,	4.790179,	-18.08913,	-18.08913
3.374,	4.772085,	4.772085,	-18.09894,	-18.09894
3.375,	4.753981,	4.753981,	-18.10875,	-18.10875
3.376,	4.735868,	4.735868,	-18.11856,	-18.11856
3.377,	4.717744,	4.717744,	-18.12837,	-18.12837
3.378,	4.699611,	4.699611,	-18.13818,	-18.13818
3.379,	4.681468,	4.681468,	-18.14799,	-18.14799
3.38,	4.663315,	4.663315,	-18.1578,	-18.1578
3.381,	4.645152,	4.645152,	-18.16761,	-18.16761
3.382,	4.62698,	4.62698,	-18.17742,	-18.17742
3.383,	4.608797,	4.608797,	-18.18723,	-18.18723
3.384,	4.590605,	4.590605,	-18.19704,	-18.19704
3.385,	4.572403,	4.572403,	-18.20685,	-18.20685
3.386,	4.554192,	4.554192,	-18.21666,	-18.21666
3.387,	4.53597,	4.53597,	-18.22647,	-18.22647
3.388,	4.517739,	4.517739,	-18.23628,	-18.23628
3.389,	4.499497,	4.499497,	-18.24609,	-18.24609
3.39,	4.481246,	4.481246,	-18.2559,	-18.2559
3.391,	4.462986,	4.462986,	-18.26571,	-18.26571
3.392,	4.444715,	4.444715,	-18.27552,	-18.27552
3.393,	4.426435,	4.426435,	-18.28533,	-18.28533
3.394,	4.408144,	4.408144,	-18.29514,	-18.29514
3.395,	4.389844,	4.389844,	-18.30495,	-18.30495
3.396,	4.371534,	4.371534,	-18.31476,	-18.31476
3.397,	4.353215,	4.353215,	-18.32457,	-18.32457
3.398,	4.334885,	4.334885,	-18.33438,	-18.33438
3.399,	4.316546,	4.316546,	-18.34419,	-18.34419
3.4,	4.298197,	4.298197,	-18.354,	-18.354
3.401,	4.279838,	4.279838,	-18.36381,	-18.36381
3.402,	4.261469,	4.261469,	-18.37362,	-18.37362
3.403,	4.243091,	4.243091,	-18.38343,	-18.38343
3.404,	4.224702,	4.224702,	-18.39324,	-18.39324
3.405,	4.206304,	4.206304,	-18.40305,	-18.40305
3.406,	4.187896,	4.187896,	-18.41286,	-18.41286
3.407,	4.169479,	4.169479,	-18.42267,	-18.42267
3.408,	4.151051,	4.151051,	-18.43248,	-18.43248
3.409,	4.132614,	4.132614,	-18.44229,	-18.44229
3.41,	4.114166,	4.114166,	-18.4521,	-18.4521
3.411,	4.095709,	4.095709,	-18.46191,	-18.46191
3.412,	4.077243,	4.077243,	-18.47172,	-18.47172
3.413,	4.058766,	4.058766,	-18.48153,	-18.48153
3.414,	4.04028,	4.04028,	-18.49134,	-18.49134
3.415,	4.021783,	4.021783,	-18.50115,	-18.50115
3.416,	4.003277,	4.003277,	-18.51096,	-18.51096
3.417,	3.984761,	3.984761,	-18.52077,	-18.52077
3.418,	3.966236,	3.966236,	-18.53058,	-18.53058
3.419,	3.9477,	3.9477,	-18.54039,	-18.54039
3.42,	3.929155,	3.929155,	-18.5502,	-18.5502
3.421,	3.9106,	3.9106,	-18.56001,	-18.56001
3.422,	3.892035,	3.892035,	-18.56982,	-18.56982
3.423,	3.87346,	3.87346,	-18.57963,	-18.57963
3.424,	3.854876,	3.854876,	-18.58944,	-18.58944
3.425,	3.836281,	3.836281,	-18.59925,	-18.59925
3.426,	3.817677,	3.817677,	-18.60906,	-18.60906
3.427,	3.799063,	3.799063,	-18.61887,	-18.61887
3.428,	3.780439,	3.780439,	-18.62868,	-18.62868
3.429,	3.761806,	3.761806,	-18.63849,	-18.63849
3.43,	3.743162,	3.743162,	-18.6483,	-18.6483
3.431,	3.724509,	3.724509,	-18.65811,	-18.65811
3.432,	3.705846,	3.705846,	-18.66792,	-18.66792
3.433,	3.687173,	3.687173,	-18.67773,	-18.67773
3.434,	3.668491,	3.668491,	-18.68754,	-18.68754
3.435,	3.649798,	3.649798,	-18.69735,	-18.69735
3.436,	3.631096,	3.631096,	-18.70716,	-18.70716
3.437,	3.612384,	3.612384,	-18.71697,	-18.71697
3.438,	3.593662,	3.593662,	-18.72678,	-18.72678
3.439,	3.57493,	3.57493,	-18.73659,	-18.73659
3.44,	3.556189,	3.556189,	-18.7464,	-18.7464
3.441,	3.537438,	3.537438,	-18.75621,	-18.75621
3.442,	3.518677,	3.518677,	-18.76602,	-18.76602
3.443,	3.499906,	3.499906,	-18.77583,	-18.77583
3.444,	3.481125,	3.481125,	-18.78564,	-18.78564
3.445,	3.462334,	3.462334,	-18.79545,	-18.79545
3.446,	3.443534,	3.443534,	-18.80526,	-18.80526
3.447,	3.424724,	3.424724,	-18.81507,	-18.81507
3.448,	3.405904,	3.405904,	-18.82488,	-18.82488
3.449,	3.387074,	3.387074,	-18.83469,	-18.83469
3.45,	3.368234,	3.368234,	-18.8445,	-18.8445
3.451,	3.349385,	3.349385,	-18.85431,	-18.85431
3.452,	3.330526,	3.330526,	-18.86412,	-18.86412
3.453,	3.311657,	3.311657,	-18.87393,	-18.87393
3.454,	3.292778,	3.292778,	-18.88374,	-18.88374
3.455,	3.273889,	3.273889,	-18.89355,	-18.89355
3.456,	3.254991,	3.254991,	-18.90336,	-18.90336
3.457,	3.236083,	3.236083,	-18.91317,	-18.91317
3.458,	3.217165,	3.217165,	-18.92298,	-18.92298
3.459,	3.198237,	3.198237,	-18.93279,	-18.93279
3.46,	3.179299,	3.179299,	-18.9426,	-18.9426
3.461,	3.160351,	3.160351,	-18.95241,	-18.95241
3.462,	3.141394,	3.141394,	-18.96222,	-18.96222
3.463,	3.122427,	3.122427,	-18.97203,	-18.97203
3.464,	3.10345,	3.10345,	-18.98184,	-18.98184
3.465,	3.084463,	3.084463,	-18.99165,	-18.99165
3.466,	3.065467,	3.065467,	-19.00146,	-19.00146
3.467,	3.04646,	3.04646,	-19.01127,	-19.01127
3.468,	3.027444,	3.027444,	-19.02108,	-19.02108
3.469,	3.008418,	3.008418,	-19.03089,	-19.03089
3.47,	2.989382,	2.989382,	-19.0407,	-19.0407
3.471,	2.970337,	2.970337,	-19.05051,	-19.05051
3.472,	2.951281,	2.951281,	-19.06032,	-19.06032
3.473,	2.932216,	2.932216,	-19.07013,	-19.07013
3.474,	2.913141,	2.913141,	-19.07994,	-19.07994
3.475,	2.894056,	2.894056,	-19.08975,	-19.08975
3.476,	2.874962,	2.874962,	-19.09956,	-19.09956
3.477,	2.855857,	2.855857,	-19.10937,	-19.10937
3.478,	2.836743,	2.836743,	-19.11918,	-19.11918
3.479,	2.817619,	2.817619,	-19.12899,	-19.12899
3.48,	2.798485,	2.798485,	-19.1388,	-19.1388
3.481,	2.779341,	2.779341,	-19.14861,	-19.14861
3.482,	2.760188,	2.760188,	-19.15842,	-19.15842
3.483,	2.741024,	2.741024,	-19.16823,	-19.16823
3.484,	2.721851,	2.721851,	-19.17804,	-19.17804
3.485,	2.702668,	2.702668,	-19.18785,	-19.18785
3.486,	2.683476,	2.683476,	-19.19766,	-19.19766
3.487,	2.664273,	2.664273,	-19.20747,	-19.20747
3.488,	2.645061,	2.645061,	-19.21728,	-19.21728
3.489,	2.625838,	2.625838,	-19.22709,	-19.22709
3.49,	2.606606,	2.606606,	-19.2369,	-19.2369
3.491,	2.587365,	2.587365,	-19.24671,	-19.24671
3.492,	2.568113,	2.568113,	-19.25652,	-19.25652
3.493,	2.548852,	2.548852,	-19.26633,	-19.26633
3.494,	2.52958,	2.52958,	-19.27614,	-19.27614
3.495,	2.510299,	2.510299,	-19.28595,	-19.28595
3.496,	2.491008,	2.491008,	-19.29576,	-19.29576
3.497,	2.471708,	2.471708,	-19.30557,	-19.30557
3.498,	2.452397,	2.452397,	-19.31538,	-19.31538
3.499,	2.433077,	2.433077,	-19.32519,	-19.32519
3.5,	2.413747,	2.413747,	-19.335,	-19.335
3.501,	2.394407,	2.394407,	-19.34481,	-19.34481
3.502,	2.375057,	2.375057,	-19.35462,	-19.35462
3.503,	2.355698,	2.355698,	-19.36443,	-19.36443
3.504,	2.336328,	2.336328,	-19.37424,	-19.37424
3.505,	2.316949,	2.316949,	-19.38405,	-19.38405
3.506,	2.29756,	2.29756,	-19.39386,	-19.39386
3.507,	2.278162,	2.278162,	-19.40367,	-19.40367
3.508,	2.258753,	2.258753,	-19.41348,	-19.41348
3.509,	2.239335,	2.239335,	-19.42329,	-19.42329
3.51,	2.219906,	2.219906,	-19.4331,	-19.4331
3.511,	2.200468,	2.200468,	-19.44291,	-19.44291
3.512,	2.181021,	2.181021,	-19.45272,	-19.45272
3.513,	2.161563,	2.161563,	-19.46253,	-19.46253
3.514,	2.142096,	2.142096,	-19.47234,	-19.47234
3.515,	2.122618,	2.122618,	-19.48215,	-19.48215
3.516,	2.103131,	2.103131,	-19.49196,	-19.49196
3.517,	2.083634,	2.083634,	-19.50177,	-19.50177
3.518,	2.064128,	2.064128,	-19.51158,	-19.51158
3.519,	2.044611,	2.044611,	-19.52139,	-19.52139
3.52,	2.025085,	2.025085,	-19.5312,	-19.5312
3.521,	2.005549,	2.005549,	-19.54101,	-19.54101
3.522,	1.986003,	1.986003,	-19.55082,	-19.55082
3.523,	1.966447,	1.966447,	-19.56063,	-19.56063
3.524,	1.946882,	1.946882,	-19.57044,	-19.57044
3.525,	1.927306,	1.927306,	-19.58025,	-19.58025
3.526,	1.907721,	1.907721,	-19.59006,	-19.59006
3.527,	1.888126,	1.888126,	-19.59987,	-19.59987
3.528,	1.868521,	1.868521,	-19.60968,	-19.60968
3.529,	1.848907,	1.848907,	-19.61949,	-19.61949
3.53,	1.829282,	1.829282,	-19.6293,	-19.6293
3.531,	1.809648,	1.809648,	-19.63911,	-19.63911
3.532,	1.790004,	1.790004,	-19.64892,	-19.64892
3.533,	1.77035,	1.77035,	-19.65873,	-19.65873
3.534,	1.750687,	1.750687,	-19.66854,	-19.66854
3.535,	1.731013,	1.731013,	-19.67835,	-19.67835
3.536,	1.71133,	1.71133,	-19.68816,	-19.68816
3.537,	1.691637,	1.691637,	-19.69797,	-19.69797
3.538,	1.671934,	1.671934,	-19.70778,	-19.70778
3.539,	1.652221,	1.652221,	-19.71759,	-19.71759
3.54,	1.632499,	1.632499,	-19.7274,	-19.7274
3.541,	1.612767,	1.612767,	-19.73721,	-19.73721
3.542,	1.593025,	1.593025,	-19.74702,	-19.74702
3.543,	1.573273,	1.573273,	-19.75683,	-19.75683
3.544,	1.553511,	1.553511,	-19.76664,	-19.76664
3.545,	1.533739,	1.533739,	-19.77645,	-19.77645
3.546,	1.513958,	1.513958,	-19.78626,	-19.78626
3.547,	1.494167,	1.494167,	-19.79607,	-19.79607
3.548,	1.474366,	1.474366,	-19.80588,	-19.80588
3.549,	1.454555,	1.454555,	-19.81569,	-19.81569
3.55,	1.434734,	1.434734,	-19.8255,	-19.8255
3.551,	1.414904,	1.414904,	-19.83531,	-19.83531
3.552,	1.395064,	1.395064,	-19.84512,	-19.84512
3.553,	1.375214,	1.375214,	-19.85493,	-19.85493
3.554,	1.355354,	1.355354,	-19.86474,	-19.86474
3.555,	1.335484,	1.335484,	-19.87455,	-19.87455
3.556,	1.315605,	1.315605,	-19.88436,	-19.88436
3.557,	1.295716,	1.295716,	-19.89417,	-19.89417
3.558,	1.275817,	1.275817,	-19.90398,	-19.90398
3.559,	1.255908,	1.255908,	-19.91379,	-19.91379
3.56,	1.235989,	1.235989,	-19.9236,	-19.9236
3.561,	1.21606,	1.21606,	-19.93341,	-19.93341
3.562,	1.196122,	1.196122,	-19.94322,	-19.94322
3.563,	1.176174,	1.176174,	-19.95303,	-19.95303
3.564,	1.156216,	1.156216,	-19.96284,	-19.96284
3.565,	1.136248,	1.136248,	-19.97265,	-19.97265
3.566,	1.116271,	1.116271,	-19.98246,	-19.98246
3.567,	1.096283,	1.096283,	-19.99227,	-19.99227
3.568,	1.076286,	1.076286,	-20.00208,	-20.00208
3.569,	1.056279,	1.056279,	-20.01189,	-20.01189
3.57,	1.036262,	1.036262,	-20.0217,	-20.0217
3.571,	1.016236,	1.016236,	-20.03151,	-20.03151
3.572,	0.996199,	0.996199,	-20.04132,	-20.04132
3.573,	0.976153,	0.976153,	-20.05113,	-20.05113
3.574,	0.956097,	0.956097,	-20.06094,	-20.06094
3.575,	0.936031,	0.936031,	-20.07075,	-20.07075
3.576,	0.915956,	0.915956,	-20.08056,	-20.08056
3.577,	0.89587,	0.89587,	-20.09037,	-20.09037
3.578,	0.875775,	0.875775,	-20.10018,	-20.10018
3.579,	0.85567,	0.85567,	-20.10999,	-20.10999
3.58,	0.835555,	0.835555,	-20.1198,	-20.1198
3.581,	0.81543,	0.81543,	-20.12961,	-20.12961
3.582,	0.795296,	0.795296,	-20.13942,	-20.13942
3.583,	0.775151,	0.775151,	-20.14923,	-20.14923
3.584,	0.754997,	0.754997,	-20.15904,	-20.15904
3.585,	0.734833,	0.734833,	-20.16885,	-20.16885
3.586,	0.71466,	0.71466,	-20.17866,	-20.17866
3.587,	0.694476,	0.694476,	-20.18847,	-20.18847
3.588,	0.674283,	0.674283,	-20.19828,	-20.19828
3.589,	0.654079,	0.654079,	-20.20809,	-20.20809
3.59,	0.633866,	0.633866,	-20.2179,	-20.2179
3.591,	0.613644,	0.613644,	-20.22771,	-20.22771
3.592,	0.593411,	0.593411,	-20.23752,	-20.23752
3.593,	0.573169,	0.573169,	-20.24733,	-20.24733
3.594,	0.552916,	0.552916,	-20.25714,	-20.25714
3.595,	0.532654,	0.532654,	-20.26695,	-20.26695
3.596,	0.512382,	0.512382,	-20.27676,	-20.27676
3.597,	0.492101,	0.492101,	-20.28657,	-20.28657
3.598,	0.471809,	0.471809,	-20.29638,	-20.29638
3.599,	0.451508,	0.451508,	-20.30619,	-20.30619
3.6,	0.431197,	0.431197,	-20.316,	-20.316
3.601,	0.410876,	0.410876,	-20.32581,	-20.32581
3.602,	0.390545,	0.390545,	-20.33562,	-20.33562
3.603,	0.370205,	0.370205,	-20.34543,	-20.34543
3.604,	0.349854,	0.349854,	-20.35524,	-20.35524
3.605,	0.329494,	0.329494,	-20.36505,	-20.36505
3.606,	0.309124,	0.309124,	-20.37486,	-20.37486
3.607,	0.288745,	0.288745,	-20.38467,	-20.38467
3.608,	0.268355,	0.268355,	-20.39448,	-20.39448
3.609,	0.247956,	0.247956,	-20.40429,	-20.40429
3.61,	0.227546,	0.227546,	-20.4141,	-20.4141
3.611,	0.207127,	0.207127,	-20.42391,	-20.42391
3.612,	0.186699,	0.186699,	-20.43372,	-20.43372
3.613,	0.16626,	0.16626,	-20.44353,	-20.44353
3.614,	0.145812,	0.145812,	-20.45334,	-20.45334
3.615,	0.125353,	0.125353,	-20.46315,	-20.46315
3.616,	0.104885,	0.104885,	-20.47296,	-20.47296
3.617,	0.084407,	0.084407,	-20.48277,	-20.48277
3.618,	0.06392,	0.06392,	-20.49258,	-20.49258
3.619,	0.043422,	0.043422,	-20.50239,	-20.50239
3.62,	0.022915,	0.022915,	-20.5122,	-20.5122
3.621,	0.002398,	0.002398,	-20.52201,	-20.52201
3.622,	0.014495,	0.013588,	16.40986,	15.3837
3.623,	0.030899,	0.028966,	16.40005,	15.37389
3.624,	0.047294,	0.044335,	16.39024,	15.36408
3.625,	0.063679,	0.059694,	16.38043,	15.35427
3.626,	0.080054,	0.075043,	16.37062,	15.34446
3.627,	0.09642,	0.090383,	16.36081,	15.33465
3.628,	0.112776,	0.105713,	16.351,	15.32484
3.629,	0.129122,	0.121033,	16.34119,	15.31503
3.63,	0.145458,	0.136343,	16.33138,	15.30522
3.631,	0.161785,	0.151643,	16.32157,	15.29541
3.632,	0.178101,	0.166934,	16.31176,	15.2856
3.633,	0.194408,	0.182214,	16.30195,	15.27579
3.634,	0.210705,	0.197485,	16.29214,	15.26598
3.635,	0.226993,	0.212746,	16.28233,	15.25617
3.636,	0.24327,	0.227998,	16.27252,	15.24636
3.637,	0.259538,	0.243239,	16.26271,	15.23655
3.638,	0.275795,	0.258471,	16.2529,	15.22674
3.639,	0.292043,	0.273693,	16.24309,	15.21693
3.64,	0.308282,	0.288905,	16.23328,	15.20712
3.641,	0.32451,	0.304107,	16.22347,	15.19731
3.642,	0.340729,	0.319299,	16.21366,	15.1875
3.643,	0.356937,	0.334482,	16.20385,	15.17769
3.644,	0.373136,	0.349655,	16.19404,	15.16788
3.645,	0.389325,	0.364818,	16.18423,	15.15807
3.646,	0.405505,	0.379971,	16.17442,	15.14826
3.647,	0.421674,	0.395114,	16.16461,	15.13845
3.648,	0.437834,	0.410248,	16.1548,	15.12864
3.649,	0.453984,	0.425371,	16.14499,	15.11883
3.65,	0.470124,	0.440485,	16.13518,	15.10902
3.651,	0.486254,	0.455589,	16.12537,	15.09921
3.652,	0.502375,	0.470684,	16.11556,	15.0894
3.653,	0.518485,	0.485768,	16.10575,	15.07959
3.654,	0.534586,	0.500843,	16.09594,	15.06978
3.655,	0.550677,	0.515908,	16.08613,	15.05997
3.656,	0.566758,	0.530963,	16.07632,	15.05016
3.657,	0.58283,	0.546008,	16.06651,	15.04035
3.658,	0.598892,	0.561044,	16.0567,	15.03054
3.659,	0.614943,	0.576069,	16.04689,	15.02073
3.66,	0.630985,	0.591085,	16.03708,	15.01092
3.661,	0.647017,	0.606091,	16.02727,	15.00111
3.662,	0.66304,	0.621087,	16.01746,	14.9913
3.663,	0.679052,	0.636074,	16.00765,	14.98149
3.664,	0.695055,	0.65105,	15.99784,	14.97168
3.665,	0.711048,	0.666017,	15.98803,	14.96187
3.666,	0.727031,	0.680974,	15.97822,	14.95206
3.667,	0.743005,	0.695921,	15.96841,	14.94225
3.668,	0.758968,	0.710858,	15.9586,	14.93244
3.669,	0.774922,	0.725786,	15.94879,	14.92263
3.67,	0.790866,	0.740704,	15.93898,	14.91282
3.671,	0.8068,	0.755612,	15.92917,	14.90301
3.672,	0.822724,	0.77051,	15.91936,	14.8932
3.673,	0.838638,	0.785398,	15.90955,	14.88339
3.674,	0.854543,	0.800277,	15.89974,	14.87358
3.675,	0.870438,	0.815145,	15.88993,	14.86377
3.676,	0.886323,	0.830004,	15.88012,	14.85396
3.677,	0.902198,	0.844853,	15.87031,	14.84415
3.678,	0.918064,	0.859692,	15.8605,	14.83434
3.679,	0.933919,	0.874522,	15.85069,	14.82453
3.68,	0.949765,	0.889341,	15.84088,	14.81472
3.681,	0.965601,	0.904151,	15.83107,	14.80491
3.682,	0.981427,	0.918951,	15.82126,	14.7951
3.683,	0.997243,	0.933742,	15.81145,	14.78529
3.684,	1.01305,	0.948522,	15.80164,	14.77548
3.685,	1.028847,	0.963292,	15.79183,	14.76567
3.686,	1.044634,	0.978053,	15.78202,	14.75586
3.687,	1.060411,	0.992804,	15.77221,	14.74605
