"time",	"Ball1_pos",	"Ball2_pos",	"Ball1_vel",	"Ball2_vel"
4.992,	13.28981,	11.88307,	2.970161,	1.944003
4.993,	13.29277,	11.885,	2.960351,	1.934193
4.994,	13.29573,	11.88694,	2.950541,	1.924383
4.995,	13.29867,	11.88885,	2.940731,	1.914573
4.996,	13.30161,	11.89076,	2.930921,	1.904763
4.997,	13.30454,	11.89266,	2.921111,	1.894953
4.998,	13.30745,	11.89455,	2.911301,	1.885143
4.999,	13.31036,	11.89643,	2.901491,	1.875333
5,	13.31326,	11.8983,	2.891681,	1.865523
5.001,	13.31614,	11.90016,	2.881871,	1.855713
5.002,	13.31902,	11.90202,	2.872061,	1.845903
5.003,	13.32189,	11.90386,	2.862251,	1.836093
5.004,	13.32474,	11.90569,	2.852441,	1.826283
5.005,	13.32759,	11.90751,	2.842631,	1.816473
5.006,	13.33043,	11.90932,	2.832821,	1.806663
5.007,	13.33326,	11.91112,	2.823011,	1.796853
5.008,	13.33608,	11.91292,	2.813201,	1.787043
5.009,	13.33888,	11.9147,	2.803391,	1.777233
5.01,	13.34168,	11.91647,	2.793581,	1.767423
5.011,	13.34447,	11.91823,	2.783771,	1.757613
5.012,	13.34725,	11.91998,	2.773961,	1.747803
5.013,	13.35002,	11.92173,	2.764151,	1.737993
5.014,	13.35278,	11.92346,	2.754341,	1.728183
5.015,	13.35553,	11.92518,	2.744531,	1.718373
5.016,	13.35827,	11.9269,	2.734721,	1.708563
5.017,	13.361,	11.9286,	2.724911,	1.698753
5.018,	13.36372,	11.93029,	2.715101,	1.688943
5.019,	13.36643,	11.93198,	2.705291,	1.679133
5.02,	13.36913,	11.93365,	2.695481,	1.669323
5.021,	13.37182,	11.93532,	2.685671,	1.659513
5.022,	13.3745,	11.93697,	2.675861,	1.649703
5.023,	13.37717,	11.93862,	2.666051,	1.639893
5.024,	13.37983,	11.94025,	2.656241,	1.630083
5.025,	13.38248,	11.94188,	2.646431,	1.620273
5.026,	13.38512,	11.94349,	2.636621,	1.610463
5.027,	13.38776,	11.9451,	2.626811,	1.600653
5.028,	13.39038,	11.94669,	2.617001,	1.590843
5.029,	13.39299,	11.94828,	2.607191,	1.581033
5.03,	13.39559,	11.94986,	2.597381,	1.571223
5.031,	13.39818,	11.95142,	2.587571,	1.561413
5.032,	13.40077,	11.95298,	2.577761,	1.551603
5.033,	13.40334,	11.95452,	2.567951,	1.541793
5.034,	13.4059,	11.95606,	2.558141,	1.531983
5.035,	13.40846,	11.95759,	2.548331,	1.522173
5.036,	13.411,	11.95911,	2.538521,	1.512363
5.037,	13.41353,	11.96061,	2.528711,	1.502553
5.038,	13.41606,	11.96211,	2.518901,	1.492743
5.039,	13.41857,	11.9636,	2.509091,	1.482933
5.04,	13.42107,	11.96508,	2.499281,	1.473123
5.041,	13.42357,	11.96655,	2.489471,	1.463313
5.042,	13.42605,	11.968,	2.479661,	1.453503
5.043,	13.42853,	11.96945,	2.469851,	1.443693
5.044,	13.43099,	11.97089,	2.460041,	1.433883
5.045,	13.43345,	11.97232,	2.450231,	1.424073
5.046,	13.43589,	11.97374,	2.440421,	1.414263
5.047,	13.43833,	11.97515,	2.430611,	1.404453
5.048,	13.44076,	11.97655,	2.420801,	1.394643
5.049,	13.44317,	11.97794,	2.410991,	1.384833
5.05,	13.44558,	11.97932,	2.401181,	1.375023
5.051,	13.44797,	11.98069,	2.391371,	1.365213
5.052,	13.45036,	11.98205,	2.381561,	1.355403
5.053,	13.45274,	11.9834,	2.371751,	1.345593
5.054,	13.4551,	11.98474,	2.361941,	1.335783
5.055,	13.45746,	11.98607,	2.352131,	1.325973
5.056,	13.45981,	11.98739,	2.342321,	1.316163
5.057,	13.46215,	11.9887,	2.332511,	1.306353
5.058,	13.46447,	11.99,	2.322701,	1.296543
5.059,	13.46679,	11.9913,	2.312891,	1.286733
5.06,	13.4691,	11.99258,	2.303081,	1.276923
5.061,	13.4714,	11.99385,	2.293271,	1.267113
5.062,	13.47369,	11.99511,	2.283461,	1.257303
5.063,	13.47596,	11.99636,	2.273651,	1.247493
5.064,	13.47823,	11.99761,	2.263841,	1.237683
5.065,	13.48049,	11.99884,	2.254031,	1.227873
5.066,	13.48274,	12.00006,	2.244221,	1.218063
5.067,	13.48498,	12.00128,	2.234411,	1.208253
5.068,	13.48721,	12.00248,	2.224601,	1.198443
5.069,	13.48943,	12.00367,	2.214791,	1.188633
5.07,	13.49164,	12.00486,	2.204981,	1.178823
5.071,	13.49384,	12.00603,	2.195171,	1.169013
5.072,	13.49603,	12.00719,	2.185361,	1.159203
5.073,	13.49821,	12.00835,	2.175551,	1.149393
5.074,	13.50038,	12.00949,	2.165741,	1.139583
5.075,	13.50254,	12.01063,	2.155931,	1.129773
5.076,	13.50469,	12.01175,	2.146121,	1.119963
5.077,	13.50683,	12.01287,	2.136311,	1.110153
5.078,	13.50896,	12.01397,	2.126501,	1.100343
5.079,	13.51109,	12.01507,	2.116691,	1.090533
5.08,	13.5132,	12.01615,	2.106881,	1.080723
5.081,	13.5153,	12.01723,	2.097071,	1.070913
5.082,	13.51739,	12.0183,	2.087261,	1.061103
5.083,	13.51947,	12.01935,	2.077451,	1.051293
5.084,	13.52155,	12.0204,	2.067641,	1.041483
5.085,	13.52361,	12.02143,	2.057831,	1.031673
5.086,	13.52566,	12.02246,	2.048021,	1.021863
5.087,	13.52771,	12.02348,	2.038211,	1.012053
5.088,	13.52974,	12.02449,	2.028401,	1.002243
5.089,	13.53176,	12.02548,	2.018591,	0.992433
5.09,	13.53378,	12.02647,	2.008781,	0.982623
5.091,	13.53578,	12.02745,	1.998971,	0.972813
5.092,	13.53778,	12.02842,	1.989161,	0.963003
5.093,	13.53976,	12.02938,	1.979351,	0.953193
5.094,	13.54173,	12.03032,	1.969541,	0.943383
5.095,	13.5437,	12.03126,	1.959731,	0.933573
5.096,	13.54565,	12.03219,	1.949921,	0.923763
5.097,	13.5476,	12.03311,	1.940111,	0.913953
5.098,	13.54953,	12.03402,	1.930301,	0.904143
5.099,	13.55146,	12.03492,	1.920491,	0.894333
5.1,	13.55337,	12.03581,	1.910681,	0.884523
5.101,	13.55528,	12.03669,	1.900871,	0.874713
5.102,	13.55718,	12.03756,	1.891061,	0.864903
5.103,	13.55906,	12.03842,	1.881251,	0.855093
5.104,	13.56094,	12.03927,	1.871441,	0.845283
5.105,	13.56281,	12.04011,	1.861631,	0.835473
5.106,	13.56466,	12.04094,	1.851821,	0.825663
5.107,	13.56651,	12.04176,	1.842011,	0.815853
5.108,	13.56835,	12.04257,	1.832201,	0.806043
5.109,	13.57017,	12.04337,	1.822391,	0.796233
5.11,	13.57199,	12.04416,	1.812581,	0.786423
5.111,	13.5738,	12.04494,	1.802771,	0.776613
5.112,	13.5756,	12.04572,	1.792961,	0.766803
5.113,	13.57738,	12.04648,	1.783151,	0.756993
5.114,	13.57916,	12.04723,	1.773341,	0.747183
5.115,	13.58093,	12.04797,	1.763531,	0.737373
5.116,	13.58269,	12.0487,	1.753721,	0.727563
5.117,	13.58444,	12.04943,	1.743911,	0.717753
5.118,	13.58618,	12.05014,	1.734101,	0.707943
5.119,	13.58791,	12.05084,	1.724291,	0.698133
5.12,	13.58963,	12.05153,	1.714481,	0.688323
5.121,	13.59134,	12.05222,	1.704671,	0.678513
5.122,	13.59303,	12.05289,	1.694861,	0.668703
5.123,	13.59472,	12.05356,	1.685051,	0.658893
5.124,	13.59641,	12.05421,	1.675241,	0.649083
5.125,	13.59808,	12.05485,	1.665431,	0.639273
5.126,	13.59974,	12.05549,	1.655621,	0.629463
5.127,	13.60139,	12.05611,	1.645811,	0.619653
5.128,	13.60303,	12.05673,	1.636001,	0.609843
5.129,	13.60466,	12.05733,	1.626191,	0.600033
5.13,	13.60628,	12.05793,	1.616381,	0.590223
5.131,	13.60789,	12.05851,	1.606571,	0.580413
5.132,	13.60949,	12.05909,	1.596761,	0.570603
5.133,	13.61108,	12.05965,	1.586951,	0.560793
5.134,	13.61267,	12.06021,	1.577141,	0.550983
5.135,	13.61424,	12.06076,	1.567331,	0.541173
5.136,	13.6158,	12.06129,	1.557521,	0.531363
5.137,	13.61735,	12.06182,	1.547711,	0.521553
5.138,	13.6189,	12.06234,	1.537901,	0.511743
5.139,	13.62043,	12.06284,	1.528091,	0.501933
5.14,	13.62195,	12.06334,	1.518281,	0.492123
5.141,	13.62347,	12.06383,	1.508471,	0.482313
5.142,	13.62497,	12.0643,	1.498661,	0.472503
5.143,	13.62646,	12.06477,	1.488851,	0.462693
5.144,	13.62795,	12.06523,	1.479041,	0.452883
5.145,	13.62942,	12.06568,	1.469231,	0.443073
5.146,	13.63089,	12.06612,	1.459421,	0.433263
5.147,	13.63234,	12.06654,	1.449611,	0.423453
5.148,	13.63379,	12.06696,	1.439801,	0.413643
5.149,	13.63522,	12.06737,	1.429991,	0.403833
5.15,	13.63665,	12.06777,	1.420181,	0.394023
5.151,	13.63806,	12.06816,	1.410371,	0.384213
5.152,	13.63947,	12.06854,	1.400561,	0.374403
5.153,	13.64086,	12.06891,	1.390751,	0.364593
5.154,	13.64225,	12.06927,	1.380941,	0.354783
5.155,	13.64362,	12.06962,	1.371131,	0.344973
5.156,	13.64499,	12.06996,	1.361321,	0.335163
5.157,	13.64635,	12.07029,	1.351511,	0.325353
5.158,	13.64769,	12.07061,	1.341701,	0.315543
5.159,	13.64903,	12.07092,	1.331891,	0.305733
5.16,	13.65036,	12.07122,	1.322081,	0.295923
5.161,	13.65167,	12.07151,	1.312271,	0.286113
5.162,	13.65298,	12.07179,	1.302461,	0.276303
5.163,	13.65428,	12.07206,	1.292651,	0.266493
5.164,	13.65557,	12.07232,	1.282841,	0.256683
5.165,	13.65685,	12.07258,	1.273031,	0.246873
5.166,	13.65811,	12.07282,	1.263221,	0.237063
5.167,	13.65937,	12.07305,	1.253411,	0.227253
5.168,	13.66062,	12.07327,	1.243601,	0.217443
5.169,	13.66186,	12.07349,	1.233791,	0.207633
5.17,	13.66309,	12.07369,	1.223981,	0.197823
5.171,	13.66431,	12.07388,	1.214171,	0.188013
5.172,	13.66552,	12.07407,	1.204361,	0.178203
5.173,	13.66671,	12.07424,	1.194551,	0.168393
5.174,	13.6679,	12.0744,	1.184741,	0.158583
5.175,	13.66908,	12.07456,	1.174931,	0.148773
5.176,	13.67025,	12.0747,	1.165121,	0.138963
5.177,	13.67142,	12.07483,	1.155311,	0.129153
5.178,	13.67257,	12.07496,	1.145501,	0.119343
5.179,	13.67371,	12.07507,	1.135691,	0.109533
5.18,	13.67484,	12.07518,	1.125881,	0.099723
5.181,	13.67596,	12.07527,	1.116071,	0.089913
5.182,	13.67707,	12.07536,	1.106261,	0.080103
5.183,	13.67817,	12.07543,	1.096451,	0.070293
5.184,	13.67926,	12.0755,	1.086641,	0.060483
5.185,	13.68034,	12.07555,	1.076831,	0.050673
5.186,	13.68141,	12.0756,	1.067021,	0.040863
5.187,	13.68248,	12.07563,	1.057211,	0.031053
5.188,	13.68353,	12.07566,	1.047401,	0.021243
5.189,	13.68457,	12.07568,	1.037591,	0.011433
5.19,	13.68561,	12.07568,	1.027781,	0.001623
5.191,	13.68663,	12.07568,	1.017971,	-0.008187
5.192,	13.68764,	12.07567,	1.008161,	-0.017997
5.193,	13.68864,	12.07564,	0.998351,	-0.027807
5.194,	13.68964,	12.07561,	0.988541,	-0.037617
5.195,	13.69062,	12.07557,	0.978731,	-0.047427
5.196,	13.6916,	12.07552,	0.968921,	-0.057237
5.197,	13.69256,	12.07545,	0.959111,	-0.067047
5.198,	13.69351,	12.07538,	0.949301,	-0.076857
5.199,	13.69446,	12.0753,	0.939491,	-0.086667
5.2,	13.69539,	12.07521,	0.929681,	-0.096477
5.201,	13.69632,	12.07511,	0.919871,	-0.106287
5.202,	13.69723,	12.075,	0.910061,	-0.116097
5.203,	13.69814,	12.07487,	0.900251,	-0.125907
5.204,	13.69903,	12.07475,	0.890441,	-0.135717
5.205,	13.69992,	12.0746,	0.880631,	-0.145527
5.206,	13.70079,	12.07445,	0.870821,	-0.155337
5.207,	13.70166,	12.07429,	0.861011,	-0.165147
5.208,	13.70252,	12.07412,	0.851201,	-0.174957
5.209,	13.70336,	12.07394,	0.841391,	-0.184767
5.21,	13.7042,	12.07375,	0.831581,	-0.194577
5.211,	13.70502,	12.07355,	0.821771,	-0.204387
5.212,	13.70584,	12.07335,	0.811961,	-0.214197
5.213,	13.70665,	12.07313,	0.802151,	-0.224007
5.214,	13.70745,	12.0729,	0.792341,	-0.233817
5.215,	13.70823,	12.07266,	0.782531,	-0.243627
5.216,	13.70901,	12.07241,	0.772721,	-0.253437
5.217,	13.70978,	12.07215,	0.762911,	-0.263247
5.218,	13.71054,	12.07188,	0.753101,	-0.273057
5.219,	13.71129,	12.0716,	0.743291,	-0.282867
5.22,	13.71202,	12.07132,	0.733481,	-0.292677
5.221,	13.71275,	12.07102,	0.723671,	-0.302487
5.222,	13.71347,	12.07071,	0.713861,	-0.312297
5.223,	13.71418,	12.0704,	0.704051,	-0.322107
5.224,	13.71488,	12.07007,	0.694241,	-0.331917
5.225,	13.71557,	12.06973,	0.684431,	-0.341727
5.226,	13.71625,	12.06938,	0.674621,	-0.351537
5.227,	13.71692,	12.06903,	0.664811,	-0.361347
5.228,	13.71758,	12.06866,	0.655001,	-0.371157
5.229,	13.71823,	12.06829,	0.645191,	-0.380967
5.23,	13.71887,	12.0679,	0.635381,	-0.390777
5.231,	13.7195,	12.0675,	0.625571,	-0.400587
5.232,	13.72012,	12.0671,	0.615761,	-0.410397
5.233,	13.72073,	12.06668,	0.605951,	-0.420207
5.234,	13.72133,	12.06626,	0.596141,	-0.430017
5.235,	13.72192,	12.06582,	0.586331,	-0.439827
5.236,	13.7225,	12.06538,	0.576521,	-0.449637
5.237,	13.72308,	12.06492,	0.566711,	-0.459447
5.238,	13.72364,	12.06446,	0.556901,	-0.469257
5.239,	13.72419,	12.06399,	0.547091,	-0.479067
5.24,	13.72473,	12.0635,	0.537281,	-0.488877
5.241,	13.72526,	12.06301,	0.527471,	-0.498687
5.242,	13.72579,	12.0625,	0.517661,	-0.508497
5.243,	13.7263,	12.06199,	0.507851,	-0.518307
5.244,	13.7268,	12.06147,	0.498041,	-0.528117
5.245,	13.72729,	12.06094,	0.488231,	-0.537927
5.246,	13.72778,	12.06039,	0.478421,	-0.547737
5.247,	13.72825,	12.05984,	0.468611,	-0.557547
5.248,	13.72872,	12.05928,	0.458801,	-0.567357
5.249,	13.72917,	12.05871,	0.448991,	-0.577167
5.25,	13.72961,	12.05812,	0.439181,	-0.586977
5.251,	13.73005,	12.05753,	0.429371,	-0.596787
5.252,	13.73047,	12.05693,	0.419561,	-0.606597
5.253,	13.73089,	12.05632,	0.409751,	-0.616407
5.254,	13.73129,	12.0557,	0.399941,	-0.626217
5.255,	13.73169,	12.05507,	0.390131,	-0.636027
5.256,	13.73207,	12.05442,	0.380321,	-0.645837
5.257,	13.73245,	12.05377,	0.370511,	-0.655647
5.258,	13.73281,	12.05311,	0.360701,	-0.665457
5.259,	13.73317,	12.05244,	0.350891,	-0.675267
5.26,	13.73351,	12.05176,	0.341081,	-0.685077
5.261,	13.73385,	12.05107,	0.331271,	-0.694887
5.262,	13.73418,	12.05037,	0.321461,	-0.704697
5.263,	13.73449,	12.04966,	0.311651,	-0.714507
5.264,	13.7348,	12.04894,	0.301841,	-0.724317
5.265,	13.7351,	12.04821,	0.292031,	-0.734127
5.266,	13.73538,	12.04747,	0.282221,	-0.743937
5.267,	13.73566,	12.04673,	0.272411,	-0.753747
5.268,	13.73593,	12.04597,	0.262601,	-0.763557
5.269,	13.73619,	12.0452,	0.252791,	-0.773367
5.27,	13.73643,	12.04442,	0.242981,	-0.783177
5.271,	13.73667,	12.04363,	0.233171,	-0.792987
5.272,	13.7369,	12.04284,	0.223361,	-0.802797
5.273,	13.73712,	12.04203,	0.213551,	-0.812607
5.274,	13.73733,	12.04121,	0.203741,	-0.822417
5.275,	13.73753,	12.04038,	0.193931,	-0.832227
5.276,	13.73772,	12.03955,	0.184121,	-0.842037
5.277,	13.7379,	12.0387,	0.174311,	-0.851847
5.278,	13.73806,	12.03784,	0.164501,	-0.861657
5.279,	13.73822,	12.03697,	0.154691,	-0.871467
5.28,	13.73837,	12.0361,	0.144881,	-0.881277
5.281,	13.73851,	12.03521,	0.135071,	-0.891087
5.282,	13.73864,	12.03432,	0.125261,	-0.900897
5.283,	13.73876,	12.03341,	0.115451,	-0.910707
5.284,	13.73888,	12.03249,	0.105641,	-0.920517
5.285,	13.73898,	12.03157,	0.095831,	-0.930327
5.286,	13.73907,	12.03063,	0.086021,	-0.940137
5.287,	13.73915,	12.02969,	0.076211,	-0.949947
5.288,	13.73922,	12.02874,	0.066401,	-0.959757
5.289,	13.73928,	12.02777,	0.056591,	-0.969567
5.29,	13.73933,	12.0268,	0.046781,	-0.979377
5.291,	13.73938,	12.02581,	0.036971,	-0.989187
5.292,	13.73941,	12.02482,	0.027161,	-0.998997
5.293,	13.73943,	12.02381,	0.017351,	-1.008807
5.294,	13.73944,	12.0228,	0.007541,	-1.018617
5.295,	13.73944,	12.02178,	-0.002269,	-1.028427
5.296,	13.73944,	12.02074,	-0.012079,	-1.038237
5.297,	13.73942,	12.0197,	-0.021889,	-1.048047
5.298,	13.73939,	12.01865,	-0.031699,	-1.057857
5.299,	13.73936,	12.01758,	-0.041509,	-1.067667
5.3,	13.73931,	12.01651,	-0.051319,	-1.077477
5.301,	13.73925,	12.01543,	-0.061129,	-1.087287
5.302,	13.73919,	12.01434,	-0.070939,	-1.097097
5.303,	13.73911,	12.01324,	-0.080749,	-1.106907
5.304,	13.73903,	12.01212,	-0.090559,	-1.116717
5.305,	13.73893,	12.011,	-0.100369,	-1.126527
5.306,	13.73883,	12.00987,	-0.110179,	-1.136337
5.307,	13.73871,	12.00873,	-0.119989,	-1.146147
5.308,	13.73859,	12.00758,	-0.129799,	-1.155957
5.309,	13.73845,	12.00642,	-0.139609,	-1.165767
5.31,	13.73831,	12.00525,	-0.149419,	-1.175577
5.311,	13.73815,	12.00407,	-0.159229,	-1.185387
5.312,	13.73799,	12.00288,	-0.169039,	-1.195197
5.313,	13.73781,	12.00167,	-0.178849,	-1.205007
5.314,	13.73763,	12.00047,	-0.188659,	-1.214817
5.315,	13.73744,	11.99925,	-0.198469,	-1.224627
5.316,	13.73723,	11.99802,	-0.208279,	-1.234437
5.317,	13.73702,	11.99678,	-0.218089,	-1.244247
5.318,	13.7368,	11.99553,	-0.227899,	-1.254057
5.319,	13.73656,	11.99427,	-0.237709,	-1.263867
5.32,	13.73632,	11.993,	-0.247519,	-1.273677
5.321,	13.73607,	11.99172,	-0.257329,	-1.283487
5.322,	13.73581,	11.99043,	-0.267139,	-1.293297
5.323,	13.73553,	11.98913,	-0.276949,	-1.303107
5.324,	13.73525,	11.98783,	-0.286759,	-1.312917
5.325,	13.73496,	11.98651,	-0.296569,	-1.322727
5.326,	13.73466,	11.98518,	-0.306379,	-1.332537
5.327,	13.73435,	11.98384,	-0.316189,	-1.342347
5.328,	13.73403,	11.9825,	-0.325999,	-1.352157
5.329,	13.7337,	11.98114,	-0.335809,	-1.361967
5.33,	13.73336,	11.97977,	-0.345619,	-1.371777
5.331,	13.73301,	11.9784,	-0.355429,	-1.381587
5.332,	13.73265,	11.97701,	-0.365239,	-1.391397
5.333,	13.73228,	11.97561,	-0.375049,	-1.401207
5.334,	13.7319,	11.97421,	-0.384859,	-1.411017
5.335,	13.73151,	11.97279,	-0.394669,	-1.420827
5.336,	13.73111,	11.97136,	-0.404479,	-1.430637
5.337,	13.7307,	11.96993,	-0.414289,	-1.440447
5.338,	13.73028,	11.96848,	-0.424099,	-1.450257
5.339,	13.72985,	11.96703,	-0.433909,	-1.460067
5.34,	13.72941,	11.96556,	-0.443719,	-1.469877
5.341,	13.72896,	11.96409,	-0.453529,	-1.479687
5.342,	13.7285,	11.96261,	-0.463339,	-1.489497
5.343,	13.72803,	11.96111,	-0.473149,	-1.499307
5.344,	13.72756,	11.95961,	-0.482959,	-1.509117
5.345,	13.72707,	11.95809,	-0.492769,	-1.518927
5.346,	13.72657,	11.95657,	-0.502579,	-1.528737
5.347,	13.72606,	11.95504,	-0.512389,	-1.538547
5.348,	13.72555,	11.95349,	-0.522199,	-1.548357
5.349,	13.72502,	11.95194,	-0.532009,	-1.558167
5.35,	13.72448,	11.95037,	-0.541819,	-1.567977
5.351,	13.72394,	11.9488,	-0.551629,	-1.577787
5.352,	13.72338,	11.94722,	-0.561439,	-1.587597
5.353,	13.72281,	11.94563,	-0.571249,	-1.597407
5.354,	13.72224,	11.94403,	-0.581059,	-1.607217
5.355,	13.72165,	11.94241,	-0.590869,	-1.617027
5.356,	13.72105,	11.94079,	-0.600679,	-1.626837
5.357,	13.72045,	11.93916,	-0.610489,	-1.636647
5.358,	13.71983,	11.93752,	-0.620299,	-1.646457
5.359,	13.71921,	11.93587,	-0.630109,	-1.656267
5.36,	13.71857,	11.93421,	-0.639919,	-1.666077
5.361,	13.71793,	11.93253,	-0.649729,	-1.675887
5.362,	13.71727,	11.93085,	-0.659539,	-1.685697
5.363,	13.71661,	11.92916,	-0.669349,	-1.695507
5.364,	13.71593,	11.92746,	-0.679159,	-1.705317
5.365,	13.71525,	11.92575,	-0.688969,	-1.715127
5.366,	13.71456,	11.92403,	-0.698779,	-1.724937
5.367,	13.71385,	11.9223,	-0.708589,	-1.734747
5.368,	13.71314,	11.92056,	-0.718399,	-1.744557
5.369,	13.71242,	11.91881,	-0.728209,	-1.754367
5.37,	13.71168,	11.91705,	-0.738019,	-1.764177
5.371,	13.71094,	11.91528,	-0.747829,	-1.773987
5.372,	13.71019,	11.9135,	-0.757639,	-1.783797
5.373,	13.70942,	11.91172,	-0.767449,	-1.793607
5.374,	13.70865,	11.90992,	-0.777259,	-1.803417
5.375,	13.70787,	11.90811,	-0.787069,	-1.813227
5.376,	13.70708,	11.90629,	-0.796879,	-1.823037
5.377,	13.70628,	11.90446,	-0.806689,	-1.832847
5.378,	13.70547,	11.90263,	-0.816499,	-1.842657
5.379,	13.70464,	11.90078,	-0.826309,	-1.852467
5.38,	13.70381,	11.89892,	-0.836119,	-1.862277
5.381,	13.70297,	11.89705,	-0.845929,	-1.872087
5.382,	13.70212,	11.89518,	-0.855739,	-1.881897
5.383,	13.70126,	11.89329,	-0.865549,	-1.891707
5.384,	13.70039,	11.89139,	-0.875359,	-1.901517
5.385,	13.69951,	11.88949,	-0.885169,	-1.911327
5.386,	13.69862,	11.88757,	-0.894979,	-1.921137
5.387,	13.69772,	11.88564,	-0.904789,	-1.930947
5.388,	13.69681,	11.88371,	-0.914599,	-1.940757
5.389,	13.69589,	11.88176,	-0.924409,	-1.950567
5.39,	13.69496,	11.87981,	-0.934219,	-1.960377
5.391,	13.69402,	11.87784,	-0.944029,	-1.970187
5.392,	13.69307,	11.87587,	-0.953839,	-1.979997
5.393,	13.69211,	11.87388,	-0.963649,	-1.989807
5.394,	13.69115,	11.87189,	-0.973459,	-1.999617
5.395,	13.69017,	11.86988,	-0.983269,	-2.009427
5.396,	13.68918,	11.86787,	-0.993079,	-2.019237
5.397,	13.68818,	11.86584,	-1.002889,	-2.029047
5.398,	13.68717,	11.86381,	-1.012699,	-2.038857
5.399,	13.68616,	11.86177,	-1.022509,	-2.048667
5.4,	13.68513,	11.85971,	-1.032319,	-2.058477
5.401,	13.68409,	11.85765,	-1.042129,	-2.068287
5.402,	13.68304,	11.85558,	-1.051939,	-2.078097
5.403,	13.68199,	11.85349,	-1.061749,	-2.087907
5.404,	13.68092,	11.8514,	-1.071559,	-2.097717
5.405,	13.67984,	11.8493,	-1.081369,	-2.107527
5.406,	13.67876,	11.84719,	-1.091179,	-2.117337
5.407,	13.67766,	11.84506,	-1.100989,	-2.127147
5.408,	13.67656,	11.84293,	-1.110799,	-2.136957
5.409,	13.67544,	11.84079,	-1.120609,	-2.146767
5.41,	13.67432,	11.83864,	-1.130419,	-2.156577
5.411,	13.67318,	11.83648,	-1.140229,	-2.166387
5.412,	13.67203,	11.83431,	-1.150039,	-2.176197
5.413,	13.67088,	11.83212,	-1.159849,	-2.186007
5.414,	13.66971,	11.82993,	-1.169659,	-2.195817
5.415,	13.66854,	11.82773,	-1.179469,	-2.205627
5.416,	13.66736,	11.82552,	-1.189279,	-2.215437
5.417,	13.66616,	11.8233,	-1.199089,	-2.225247
5.418,	13.66496,	11.82107,	-1.208899,	-2.235057
5.419,	13.66374,	11.81883,	-1.218709,	-2.244867
5.42,	13.66252,	11.81658,	-1.228519,	-2.254677
5.421,	13.66129,	11.81432,	-1.238329,	-2.264487
5.422,	13.66004,	11.81205,	-1.248139,	-2.274297
5.423,	13.65879,	11.80977,	-1.257949,	-2.284107
5.424,	13.65753,	11.80748,	-1.267759,	-2.293917
5.425,	13.65625,	11.80519,	-1.277569,	-2.303727
5.426,	13.65497,	11.80288,	-1.287379,	-2.313537
5.427,	13.65368,	11.80056,	-1.297189,	-2.323347
5.428,	13.65238,	11.79823,	-1.306999,	-2.333157
5.429,	13.65107,	11.79589,	-1.316809,	-2.342967
5.43,	13.64974,	11.79354,	-1.326619,	-2.352777
5.431,	13.64841,	11.79119,	-1.336429,	-2.362587
5.432,	13.64707,	11.78882,	-1.346239,	-2.372397
5.433,	13.64572,	11.78644,	-1.356049,	-2.382207
5.434,	13.64436,	11.78405,	-1.365859,	-2.392017
5.435,	13.64299,	11.78166,	-1.375669,	-2.401827
5.436,	13.64161,	11.77925,	-1.385479,	-2.411637
5.437,	13.64022,	11.77684,	-1.395289,	-2.421447
5.438,	13.63882,	11.77441,	-1.405099,	-2.431257
5.439,	13.63741,	11.77197,	-1.414909,	-2.441067
5.44,	13.63599,	11.76953,	-1.424719,	-2.450877
5.441,	13.63456,	11.76707,	-1.434529,	-2.460687
5.442,	13.63312,	11.7646,	-1.444339,	-2.470497
5.443,	13.63167,	11.76213,	-1.454149,	-2.480307
5.444,	13.63021,	11.75965,	-1.463959,	-2.490117
5.445,	13.62874,	11.75715,	-1.473769,	-2.499927
5.446,	13.62726,	11.75465,	-1.483579,	-2.509737
5.447,	13.62577,	11.75213,	-1.493389,	-2.519547
5.448,	13.62428,	11.74961,	-1.503199,	-2.529357
5.449,	13.62277,	11.74707,	-1.513009,	-2.539167
5.45,	13.62125,	11.74453,	-1.522819,	-2.548977
5.451,	13.61972,	11.74197,	-1.532629,	-2.558787
5.452,	13.61819,	11.73941,	-1.542439,	-2.568597
5.453,	13.61664,	11.73684,	-1.552249,	-2.578407
5.454,	13.61508,	11.73425,	-1.562059,	-2.588217
5.455,	13.61351,	11.73166,	-1.571869,	-2.598027
5.456,	13.61194,	11.72906,	-1.581679,	-2.607837
5.457,	13.61035,	11.72644,	-1.591489,	-2.617647
5.458,	13.60875,	11.72382,	-1.601299,	-2.627457
5.459,	13.60715,	11.72119,	-1.611109,	-2.637267
5.46,	13.60553,	11.71855,	-1.620919,	-2.647077
5.461,	13.60391,	11.71589,	-1.630729,	-2.656887
5.462,	13.60227,	11.71323,	-1.640539,	-2.666697
5.463,	13.60062,	11.71056,	-1.650349,	-2.676507
5.464,	13.59897,	11.70788,	-1.660159,	-2.686317
5.465,	13.5973,	11.70519,	-1.669969,	-2.696127
5.466,	13.59563,	11.70249,	-1.679779,	-2.705937
5.467,	13.59394,	11.69978,	-1.689589,	-2.715747
5.468,	13.59225,	11.69706,	-1.699399,	-2.725557
5.469,	13.59055,	11.69433,	-1.709209,	-2.735367
5.47,	13.58883,	11.69159,	-1.719019,	-2.745177
5.471,	13.58711,	11.68884,	-1.728829,	-2.754987
5.472,	13.58537,	11.68608,	-1.738639,	-2.764797
5.473,	13.58363,	11.68331,	-1.748449,	-2.774607
