"time","iAC[1]","iAC[2]","iAC[3]","uAC[1]","uAC[2]","uDC","Losses","uAC[3]"
1.460000E-003,4.277234E-001,-9.147007E-001,4.869773E-001,4.744026E+002,-5.040296E+002,5.170811E+002,7.476570E+002,2.962698E+001
1.480000E-003,4.277234E-001,-9.147007E-001,4.869773E-001,4.744026E+002,-5.040296E+002,5.170811E+002,7.476570E+002,2.962698E+001
1.500000E-003,4.277234E-001,-9.147007E-001,4.869773E-001,4.744026E+002,-5.040296E+002,5.170811E+002,7.476570E+002,2.962698E+001
1.520000E-003,4.499526E-001,-9.236427E-001,4.736901E-001,4.838487E+002,-4.957175E+002,5.137440E+002,7.441609E+002,1.186877E+001
1.540000E-003,4.499526E-001,-9.236427E-001,4.736901E-001,4.838487E+002,-4.957175E+002,5.137440E+002,7.441609E+002,1.186877E+001
1.560000E-003,4.499526E-001,-9.236427E-001,4.736901E-001,4.838487E+002,-4.957175E+002,5.137440E+002,7.441609E+002,1.186877E+001
1.580000E-003,4.499526E-001,-9.236427E-001,4.736901E-001,4.838487E+002,-4.957175E+002,5.137440E+002,7.441609E+002,1.186877E+001
1.600000E-003,4.499526E-001,-9.236427E-001,4.736901E-001,4.838487E+002,-4.957175E+002,5.137440E+002,7.441609E+002,1.186877E+001
1.620000E-003,4.712208E-001,-9.306461E-001,4.594254E-001,4.928142E+002,-4.869165E+002,5.104069E+002,7.404734E+002,-5.897697E+000
1.640000E-003,4.712208E-001,-9.306461E-001,4.594254E-001,4.928142E+002,-4.869165E+002,5.104069E+002,7.404734E+002,-5.897697E+000
1.660000E-003,4.712208E-001,-9.306461E-001,4.594254E-001,4.928142E+002,-4.869165E+002,5.104069E+002,7.404734E+002,-5.897697E+000
1.680000E-003,4.712208E-001,-9.306461E-001,4.594254E-001,4.928142E+002,-4.869165E+002,5.104069E+002,7.404734E+002,-5.897697E+000
1.700000E-003,4.712208E-001,-9.306461E-001,4.594254E-001,4.928142E+002,-4.869165E+002,5.104069E+002,7.404734E+002,-5.897697E+000
1.720000E-003,4.915240E-001,-9.357165E-001,4.441925E-001,5.012974E+002,-4.776316E+002,5.070699E+002,7.365773E+002,-2.366575E+001
1.740000E-003,4.915240E-001,-9.357165E-001,4.441925E-001,5.012974E+002,-4.776316E+002,5.070699E+002,7.365773E+002,-2.366575E+001
1.760000E-003,4.915240E-001,-9.357165E-001,4.441925E-001,5.012974E+002,-4.776316E+002,5.070699E+002,7.365773E+002,-2.366575E+001
1.780000E-003,4.915240E-001,-9.357165E-001,4.441925E-001,5.012974E+002,-4.776316E+002,5.070699E+002,7.365773E+002,-2.366575E+001
1.800000E-003,4.915240E-001,-9.357165E-001,4.441925E-001,5.012974E+002,-4.776316E+002,5.070699E+002,7.365773E+002,-2.366575E+001
1.820000E-003,6.020811E-001,-1.028568E+000,4.264871E-001,5.077336E+002,-4.671105E+002,5.037329E+002,7.305899E+002,-4.062302E+001
1.840000E-003,6.020811E-001,-1.028568E+000,4.264871E-001,5.077336E+002,-4.671105E+002,5.037329E+002,7.305899E+002,-4.062302E+001
1.860000E-003,6.020811E-001,-1.028568E+000,4.264871E-001,5.077336E+002,-4.671105E+002,5.037329E+002,7.305899E+002,-4.062302E+001
1.880000E-003,6.020811E-001,-1.028568E+000,4.264871E-001,5.077336E+002,-4.671105E+002,5.037329E+002,7.305899E+002,-4.062302E+001
1.900000E-003,6.020811E-001,-1.028568E+000,4.264871E-001,5.077336E+002,-4.671105E+002,5.037329E+002,7.305899E+002,-4.062302E+001
1.920000E-003,6.454592E+000,-6.853162E+000,3.985691E-001,5.044234E+002,-4.514965E+002,5.004111E+002,7.341621E+002,-5.292696E+001
1.940000E-003,6.454592E+000,-6.853162E+000,3.985691E-001,5.044234E+002,-4.514965E+002,5.004111E+002,7.341621E+002,-5.292696E+001
1.960000E-003,6.454592E+000,-6.853162E+000,3.985691E-001,5.044234E+002,-4.514965E+002,5.004111E+002,7.341621E+002,-5.292696E+001
1.980000E-003,6.454592E+000,-6.853162E+000,3.985691E-001,5.044234E+002,-4.514965E+002,5.004111E+002,7.341621E+002,-5.292696E+001
2.000000E-003,6.454592E+000,-6.853162E+000,3.985691E-001,5.044234E+002,-4.514965E+002,5.004111E+002,7.341621E+002,-5.292696E+001
2.020000E-003,2.105554E+001,-2.142580E+001,3.702578E-001,5.011990E+002,-4.357286E+002,4.971575E+002,7.743124E+002,-6.547041E+001
2.040000E-003,2.105554E+001,-2.142580E+001,3.702578E-001,5.011990E+002,-4.357286E+002,4.971575E+002,7.743124E+002,-6.547041E+001
2.060000E-003,2.105554E+001,-2.142580E+001,3.702578E-001,5.011990E+002,-4.357286E+002,4.971575E+002,7.743124E+002,-6.547041E+001
2.080000E-003,2.105554E+001,-2.142580E+001,3.702578E-001,5.011990E+002,-4.357286E+002,4.971575E+002,7.743124E+002,-6.547041E+001
2.100000E-003,2.105554E+001,-2.142580E+001,3.702578E-001,5.011990E+002,-4.357286E+002,4.971575E+002,7.743124E+002,-6.547041E+001
2.120000E-003,4.388269E+001,-4.422427E+001,3.415811E-001,4.981160E+002,-4.198487E+002,4.940289E+002,8.505708E+002,-7.826729E+001
2.140000E-003,4.388269E+001,-4.422427E+001,3.415811E-001,4.981160E+002,-4.198487E+002,4.940289E+002,8.505708E+002,-7.826729E+001
2.160000E-003,4.388269E+001,-4.422427E+001,3.415811E-001,4.981160E+002,-4.198487E+002,4.940289E+002,8.505708E+002,-7.826729E+001
2.180000E-003,4.388269E+001,-4.422427E+001,3.415811E-001,4.981160E+002,-4.198487E+002,4.940289E+002,8.505708E+002,-7.826729E+001
2.200000E-003,4.388269E+001,-4.422427E+001,3.415811E-001,4.981160E+002,-4.198487E+002,4.940289E+002,8.505708E+002,-7.826729E+001
2.220000E-003,7.436417E+001,-7.467674E+001,3.125672E-001,4.952263E+002,-4.038969E+002,4.910782E+002,9.628954E+002,-9.132938E+001
2.240000E-003,7.436417E+001,-7.467674E+001,3.125672E-001,4.952263E+002,-4.038969E+002,4.910782E+002,9.628954E+002,-9.132938E+001
2.260000E-003,7.436417E+001,-7.467674E+001,3.125672E-001,4.952263E+002,-4.038969E+002,4.910782E+002,9.628954E+002,-9.132938E+001
2.280000E-003,7.436417E+001,-7.467674E+001,3.125672E-001,4.952263E+002,-4.038969E+002,4.910782E+002,9.628954E+002,-9.132938E+001
2.300000E-003,7.436417E+001,-7.467674E+001,3.125672E-001,4.952263E+002,-4.038969E+002,4.910782E+002,9.628954E+002,-9.132938E+001
2.320000E-003,1.118746E+002,-1.121579E+002,2.832449E-001,4.925770E+002,-3.879111E+002,4.883540E+002,1.111450E+003,-1.046659E+002
2.340000E-003,1.118746E+002,-1.121579E+002,2.832449E-001,4.925770E+002,-3.879111E+002,4.883540E+002,1.111450E+003,-1.046659E+002
2.360000E-003,1.118746E+002,-1.121579E+002,2.832449E-001,4.925770E+002,-3.879111E+002,4.883540E+002,1.111450E+003,-1.046659E+002
2.380000E-003,1.118746E+002,-1.121579E+002,2.832449E-001,4.925770E+002,-3.879111E+002,4.883540E+002,1.111450E+003,-1.046659E+002
2.400000E-003,1.118746E+002,-1.121579E+002,2.832449E-001,4.925770E+002,-3.879111E+002,4.883540E+002,1.111450E+003,-1.046659E+002
2.420000E-003,1.557551E+002,-1.560088E+002,2.536431E-001,4.902118E+002,-3.719276E+002,4.859010E+002,1.296485E+003,-1.182842E+002
2.440000E-003,1.557551E+002,-1.560088E+002,2.536431E-001,4.902118E+002,-3.719276E+002,4.859010E+002,1.296485E+003,-1.182842E+002
2.460000E-003,1.557551E+002,-1.560088E+002,2.536431E-001,4.902118E+002,-3.719276E+002,4.859010E+002,1.296485E+003,-1.182842E+002
2.480000E-003,1.557551E+002,-1.560088E+002,2.536431E-001,4.902118E+002,-3.719276E+002,4.859010E+002,1.296485E+003,-1.182842E+002
2.500000E-003,1.557551E+002,-1.560088E+002,2.536431E-001,4.902118E+002,-3.719276E+002,4.859010E+002,1.296485E+003,-1.182842E+002
2.520000E-003,2.053110E+002,-2.055348E+002,2.237910E-001,4.881700E+002,-3.559806E+002,4.837601E+002,1.518122E+003,-1.321894E+002
2.540000E-003,2.053110E+002,-2.055348E+002,2.237910E-001,4.881700E+002,-3.559806E+002,4.837601E+002,1.518122E+003,-1.321894E+002
2.560000E-003,2.053110E+002,-2.055348E+002,2.237910E-001,4.881700E+002,-3.559806E+002,4.837601E+002,1.518122E+003,-1.321894E+002
2.580000E-003,2.053110E+002,-2.055348E+002,2.237910E-001,4.881700E+002,-3.559806E+002,4.837601E+002,1.518122E+003,-1.321894E+002
2.600000E-003,2.053110E+002,-2.055348E+002,2.237910E-001,4.881700E+002,-3.559806E+002,4.837601E+002,1.518122E+003,-1.321894E+002
2.620000E-003,2.598077E+002,-2.600015E+002,1.937180E-001,4.864856E+002,-3.401019E+002,4.819667E+002,1.776138E+003,-1.463837E+002
2.640000E-003,2.598077E+002,-2.600015E+002,1.937180E-001,4.864856E+002,-3.401019E+002,4.819667E+002,1.776138E+003,-1.463837E+002
2.660000E-003,2.598077E+002,-2.600015E+002,1.937180E-001,4.864856E+002,-3.401019E+002,4.819667E+002,1.776138E+003,-1.463837E+002
2.680000E-003,2.598077E+002,-2.600015E+002,1.937180E-001,4.864856E+002,-3.401019E+002,4.819667E+002,1.776138E+003,-1.463837E+002
2.700000E-003,2.598077E+002,-2.600015E+002,1.937180E-001,4.864856E+002,-3.401019E+002,4.819667E+002,1.776138E+003,-1.463837E+002
2.720000E-003,3.184801E+002,-3.186436E+002,1.634538E-001,4.851874E+002,-3.243207E+002,4.805512E+002,2.069812E+003,-1.608667E+002
2.740000E-003,3.184801E+002,-3.186436E+002,1.634538E-001,4.851874E+002,-3.243207E+002,4.805512E+002,2.069812E+003,-1.608667E+002
2.760000E-003,3.184801E+002,-3.186436E+002,1.634538E-001,4.851874E+002,-3.243207E+002,4.805512E+002,2.069812E+003,-1.608667E+002
2.780000E-003,3.184801E+002,-3.186436E+002,1.634538E-001,4.851874E+002,-3.243207E+002,4.805512E+002,2.069812E+003,-1.608667E+002
2.800000E-003,3.184801E+002,-3.186436E+002,1.634538E-001,4.851874E+002,-3.243207E+002,4.805512E+002,2.069812E+003,-1.608667E+002
2.820000E-003,3.805452E+002,-3.806783E+002,1.330283E-001,4.842989E+002,-3.086637E+002,4.795387E+002,2.397834E+003,-1.756352E+002
2.840000E-003,3.805452E+002,-3.806783E+002,1.330283E-001,4.842989E+002,-3.086637E+002,4.795387E+002,2.397834E+003,-1.756352E+002
2.860000E-003,3.805452E+002,-3.806783E+002,1.330283E-001,4.842989E+002,-3.086637E+002,4.795387E+002,2.397834E+003,-1.756352E+002
2.880000E-003,3.805452E+002,-3.806783E+002,1.330283E-001,4.842989E+002,-3.086637E+002,4.795387E+002,2.397834E+003,-1.756352E+002
2.900000E-003,3.805452E+002,-3.806783E+002,1.330283E-001,4.842989E+002,-3.086637E+002,4.795387E+002,2.397834E+003,-1.756352E+002
2.920000E-003,4.451817E+002,-4.452842E+002,1.024716E-001,4.838383E+002,-2.931550E+002,4.789488E+002,2.758038E+003,-1.906833E+002
2.940000E-003,4.451817E+002,-4.452842E+002,1.024716E-001,4.838383E+002,-2.931550E+002,4.789488E+002,2.758038E+003,-1.906833E+002
2.960000E-003,4.451817E+002,-4.452842E+002,1.024716E-001,4.838383E+002,-2.931550E+002,4.789488E+002,2.758038E+003,-1.906833E+002
2.980000E-003,4.451817E+002,-4.452842E+002,1.024716E-001,4.838383E+002,-2.931550E+002,4.789488E+002,2.758038E+003,-1.906833E+002
3.000000E-003,4.451817E+002,-4.452842E+002,1.024716E-001,4.838383E+002,-2.931550E+002,4.789488E+002,2.758038E+003,-1.906833E+002
3.020000E-003,5.115803E+002,-5.116521E+002,7.181364E-002,4.838182E+002,-2.778160E+002,4.787959E+002,3.147570E+003,-2.060023E+002
3.040000E-003,5.115803E+002,-5.116521E+002,7.181364E-002,4.838182E+002,-2.778160E+002,4.787959E+002,3.147570E+003,-2.060023E+002
3.060000E-003,5.115803E+002,-5.116521E+002,7.181364E-002,4.838182E+002,-2.778160E+002,4.787959E+002,3.147570E+003,-2.060023E+002
3.080000E-003,5.115803E+002,-5.116521E+002,7.181364E-002,4.838182E+002,-2.778160E+002,4.787959E+002,3.147570E+003,-2.060023E+002
3.100000E-003,5.115803E+002,-5.116521E+002,7.181364E-002,4.838182E+002,-2.778160E+002,4.787959E+002,3.147570E+003,-2.060023E+002
3.120000E-003,5.788853E+002,-5.789264E+002,4.108491E-002,4.842460E+002,-2.626655E+002,4.790892E+002,3.562458E+003,-2.215805E+002
3.140000E-003,5.788853E+002,-5.789264E+002,4.108491E-002,4.842460E+002,-2.626655E+002,4.790892E+002,3.562458E+003,-2.215805E+002
3.160000E-003,5.788853E+002,-5.789264E+002,4.108491E-002,4.842460E+002,-2.626655E+002,4.790892E+002,3.562458E+003,-2.215805E+002
3.180000E-003,5.788853E+002,-5.789264E+002,4.108491E-002,4.842460E+002,-2.626655E+002,4.790892E+002,3.562458E+003,-2.215805E+002
3.200000E-003,5.788853E+002,-5.789264E+002,4.108491E-002,4.842460E+002,-2.626655E+002,4.790892E+002,3.562458E+003,-2.215805E+002
3.220000E-003,6.462766E+002,-6.462869E+002,1.031558E-002,4.851232E+002,-2.477194E+002,4.798316E+002,3.998049E+003,-2.374038E+002
3.240000E-003,6.462766E+002,-6.462869E+002,1.031558E-002,4.851232E+002,-2.477194E+002,4.798316E+002,3.998049E+003,-2.374038E+002
3.260000E-003,6.462766E+002,-6.462869E+002,1.031558E-002,4.851232E+002,-2.477194E+002,4.798316E+002,3.998049E+003,-2.374038E+002
3.280000E-003,6.462766E+002,-6.462869E+002,1.031558E-002,4.851232E+002,-2.477194E+002,4.798316E+002,3.998049E+003,-2.374038E+002
3.300000E-003,6.462766E+002,-6.462869E+002,1.031558E-002,4.851232E+002,-2.477194E+002,4.798316E+002,3.998049E+003,-2.374038E+002
3.320000E-003,7.128986E+002,-7.128782E+002,-2.046390E-002,4.864460E+002,-2.329910E+002,4.810212E+002,4.448553E+003,-2.534550E+002
3.340000E-003,7.128986E+002,-7.128782E+002,-2.046390E-002,4.864460E+002,-2.329910E+002,4.810212E+002,4.448553E+003,-2.534550E+002
3.360000E-003,7.128986E+002,-7.128782E+002,-2.046390E-002,4.864460E+002,-2.329910E+002,4.810212E+002,4.448553E+003,-2.534550E+002
3.380000E-003,7.128986E+002,-7.128782E+002,-2.046390E-002,4.864460E+002,-2.329910E+002,4.810212E+002,4.448553E+003,-2.534550E+002
3.400000E-003,7.128986E+002,-7.128782E+002,-2.046390E-002,4.864460E+002,-2.329910E+002,4.810212E+002,4.448553E+003,-2.534550E+002
3.420000E-003,7.779712E+002,-7.779200E+002,-5.122334E-002,4.882049E+002,-2.184908E+002,4.826500E+002,4.907794E+003,-2.697142E+002
3.440000E-003,7.779712E+002,-7.779200E+002,-5.122334E-002,4.882049E+002,-2.184908E+002,4.826500E+002,4.907794E+003,-2.697142E+002
3.460000E-003,7.779712E+002,-7.779200E+002,-5.122334E-002,4.882049E+002,-2.184908E+002,4.826500E+002,4.907794E+003,-2.697142E+002
3.480000E-003,7.779712E+002,-7.779200E+002,-5.122334E-002,4.882049E+002,-2.184908E+002,4.826500E+002,4.907794E+003,-2.697142E+002
3.500000E-003,7.779712E+002,-7.779200E+002,-5.122334E-002,4.882049E+002,-2.184908E+002,4.826500E+002,4.907794E+003,-2.697142E+002
3.520000E-003,8.406531E+002,-8.405711E+002,-8.193226E-002,4.903852E+002,-2.042264E+002,4.847049E+002,5.368340E+003,-2.861588E+002
3.540000E-003,8.406531E+002,-8.405711E+002,-8.193226E-002,4.903852E+002,-2.042264E+002,4.847049E+002,5.368340E+003,-2.861588E+002
3.560000E-003,8.406531E+002,-8.405711E+002,-8.193226E-002,4.903852E+002,-2.042264E+002,4.847049E+002,5.368340E+003,-2.861588E+002
3.580000E-003,8.406531E+002,-8.405711E+002,-8.193226E-002,4.903852E+002,-2.042264E+002,4.847049E+002,5.368340E+003,-2.861588E+002
3.600000E-003,8.406531E+002,-8.405711E+002,-8.193226E-002,4.903852E+002,-2.042264E+002,4.847049E+002,5.368340E+003,-2.861588E+002
3.620000E-003,9.001036E+002,-8.999910E+002,-1.125601E-001,4.929664E+002,-1.902031E+002,4.871672E+002,5.821964E+003,-3.027633E+002
3.640000E-003,9.001036E+002,-8.999910E+002,-1.125601E-001,4.929664E+002,-1.902031E+002,4.871672E+002,5.821964E+003,-3.027633E+002
3.660000E-003,9.001036E+002,-8.999910E+002,-1.125601E-001,4.929664E+002,-1.902031E+002,4.871672E+002,5.821964E+003,-3.027633E+002
3.680000E-003,9.001036E+002,-8.999910E+002,-1.125601E-001,4.929664E+002,-1.902031E+002,4.871672E+002,5.821964E+003,-3.027633E+002
3.700000E-003,9.001036E+002,-8.999910E+002,-1.125601E-001,4.929664E+002,-1.902031E+002,4.871672E+002,5.821964E+003,-3.027633E+002
